company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,longtermdebt,netppe,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Diamond Offshore Drilling Inc,DO,F14FQJ2EEHW5VPYUHL14,949039,2008.0,FY,,2008-12-31,2010-02-23 15:21:42+00:00,93982000.0,574842000.0,,510000.0,336052000.0,,1958480000.0,85579000.0,503280000.0,3414373000.0,462026000.0,,,329526000.0,32201000.0,73325000.0,118553000.0,123046000.0,1516908000.0,0.0,400592000.0,4954431000.0,3361485000.0,1466733000.0,509087000.0,3361485000.0,3361485000.0,1592946000.0,4954431000.0,73325000.0,1083859000.0,0.0,-114413000.0
Diamond Offshore Drilling Inc,DO,F14FQJ2EEHW5VPYUHL14,949039,2009.0,FY,,2009-12-31,2011-02-25 15:46:38+00:00,75015000.0,791023000.0,,1605000.0,376417000.0,,1966952000.0,32410000.0,1495375000.0,4432052000.0,546024000.0,0.0,,301871000.0,,108839000.0,178745000.0,155077000.0,1776498000.0,4179000.0,400853000.0,6264261000.0,3630642000.0,1723370000.0,413475000.0,3630642000.0,3630642000.0,2633619000.0,6264261000.0,108839000.0,2220144000.0,0.0,-114413000.0
Diamond Offshore Drilling Inc,DO,F14FQJ2EEHW5VPYUHL14,949039,2009.0,Q3,,2009-09-30,2009-10-27 14:38:55+00:00,58004000.0,764639000.0,,3774000.0,250821000.0,,1963724000.0,47746000.0,998603000.0,4402130000.0,521767000.0,,,298238000.0,32201000.0,94541000.0,154175000.0,170246000.0,1779697000.0,4143000.0,880000.0,5715458000.0,3632782000.0,1218787000.0,408131000.0,3632782000.0,3632782000.0,2082676000.0,5715458000.0,94541000.0,1674545000.0,,-114413000.0
Diamond Offshore Drilling Inc,DO,F14FQJ2EEHW5VPYUHL14,949039,2009.0,Q2,,2009-06-30,2009-07-29 13:20:43+00:00,66004000.0,736518000.0,,3870000.0,470428000.0,,1961973000.0,46627000.0,998562000.0,3918052000.0,501745000.0,17157000.0,,315932000.0,32201000.0,83205000.0,129371000.0,150052000.0,1694755000.0,4107000.0,200920000.0,5608533000.0,3546185000.0,1590119000.0,432670000.0,3546185000.0,3546185000.0,2062348000.0,5608533000.0,100362000.0,1629678000.0,,-114413000.0
Diamond Offshore Drilling Inc,DO,F14FQJ2EEHW5VPYUHL14,949039,2010.0,FY,,2010-12-31,2012-02-23 15:11:30+00:00,99236000.0,609606000.0,,3141000.0,464393000.0,0.0,1973989000.0,57862000.0,1495593000.0,4283792000.0,542258000.0,35361000.0,,469190000.0,,544333000.0,201133000.0,177153000.0,1998995000.0,,612346000.0,6726984000.0,3861712000.0,1863498000.0,626288000.0,3861712000.0,3861712000.0,2865272000.0,6726984000.0,579694000.0,2238984000.0,0.0,-114413000.0
Diamond Offshore Drilling Inc,DO,F14FQJ2EEHW5VPYUHL14,949039,2010.0,Q3,,2010-09-30,2010-10-28 13:06:38+00:00,75496000.0,600368000.0,,1091000.0,184434000.0,,1971804000.0,81987000.0,1495538000.0,4283708000.0,560666000.0,48822000.0,,348435000.0,,397500000.0,200853000.0,185264000.0,1879232000.0,0.0,800593000.0,6500689000.0,3737714000.0,1770659000.0,505918000.0,3737714000.0,3737714000.0,2762975000.0,6500689000.0,446322000.0,2257057000.0,,-114413000.0
Diamond Offshore Drilling Inc,DO,F14FQJ2EEHW5VPYUHL14,949039,2010.0,Q2,,2010-06-30,2010-07-29 16:17:15+00:00,77881000.0,636572000.0,,-2405000.0,525119000.0,,1970671000.0,147851000.0,1495483000.0,4299215000.0,555786000.0,57254000.0,,358851000.0,152280000.0,423015000.0,222239000.0,170819000.0,1803021000.0,0.0,250691000.0,6514965000.0,3656874000.0,1735481000.0,584583000.0,3656874000.0,3656874000.0,2858091000.0,6514965000.0,480269000.0,2273508000.0,,-114413000.0
Diamond Offshore Drilling Inc,DO,F14FQJ2EEHW5VPYUHL14,949039,2010.0,Q1,,2010-03-31,2010-04-27 17:15:41+00:00,67250000.0,797932000.0,,653000.0,306054000.0,,1968890000.0,360628000.0,1495428000.0,4414387000.0,540669000.0,,,392633000.0,,408761000.0,220837000.0,146913000.0,1788013000.0,4215000.0,650756000.0,6724803000.0,3643143000.0,1901655000.0,824726000.0,3643143000.0,3643143000.0,3081660000.0,6724803000.0,408761000.0,2256934000.0,,-114413000.0
Diamond Offshore Drilling Inc,DO,F14FQJ2EEHW5VPYUHL14,949039,2011.0,FY,,2011-12-31,2013-02-21 15:34:44+00:00,64147000.0,563934000.0,,-4642000.0,333765000.0,0.0,1979808000.0,26744000.0,1495823000.0,4667469000.0,536815000.0,,,336400000.0,,304005000.0,171165000.0,192570000.0,2472310000.0,,902414000.0,6964157000.0,4333063000.0,1992683000.0,427291000.0,4333063000.0,4333063000.0,2631094000.0,6964157000.0,304005000.0,2203803000.0,0.0,-114413000.0
Diamond Offshore Drilling Inc,DO,F14FQJ2EEHW5VPYUHL14,949039,2011.0,Q3,,2011-09-30,2011-10-27 13:35:24+00:00,59169000.0,622949000.0,,-8893000.0,348003000.0,0.0,1977733000.0,34583000.0,1495765000.0,4605748000.0,519980000.0,0.0,,279209000.0,,303215000.0,189914000.0,157389000.0,2406188000.0,,801931000.0,6839235000.0,4260615000.0,1930272000.0,372961000.0,4260615000.0,4260615000.0,2578620000.0,6839235000.0,303215000.0,2205659000.0,,-114413000.0
