company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Diamond Offshore Drilling Inc,DO,F14FQJ2EEHW5VPYUHL14,949039,2007.0,FY,2007-01-01,2007-12-31,2010-02-23 15:21:42+00:00,6.13,6.13,5.75,235729000.0,6.11,,398908000.0,844464000.0,844464000.0,844464000.0,1064050000.0,2567723000.0,0.0,8640000.0,,-8583000.0,,53483000.0,1064050000.0,1503673000.0,21878000.0,33566000.0,280629000.0,1223044000.0,20328000.0,1243372000.0,2567723000.0,137800000.0,137816000.0,138945000.0
Diamond Offshore Drilling Inc,DO,F14FQJ2EEHW5VPYUHL14,949039,2008.0,FY,2008-01-01,2008-12-31,2010-02-23 15:21:42+00:00,9.43,9.43,6.125,287417000.0,9.42,,536499000.0,1310547000.0,1310547000.0,1310547000.0,1250902000.0,3544057000.0,31952000.0,-64796000.0,,-2831000.0,,60142000.0,1282854000.0,2261203000.0,10096000.0,11744000.0,344728000.0,1910194000.0,-63148000.0,1847046000.0,3544057000.0,139000000.0,138959000.0,139073000.0
Diamond Offshore Drilling Inc,DO,F14FQJ2EEHW5VPYUHL14,949039,2008.0,Q3,2008-07-01,2008-09-30,2009-10-27 14:38:55+00:00,,,,72155000.0,2.23,,136892000.0,310533000.0,310533000.0,310533000.0,332399000.0,900376000.0,,-28466000.0,,6053000.0,,13944000.0,332399000.0,567977000.0,2989000.0,3055000.0,92152000.0,475825000.0,-28400000.0,447425000.0,900376000.0,,139001000.0,139091000.0
Diamond Offshore Drilling Inc,DO,F14FQJ2EEHW5VPYUHL14,949039,2008.0,Q2,2008-04-01,2008-06-30,2009-07-29 13:20:43+00:00,2.99,2.99,,70803000.0,2.99,,174615000.0,416164000.0,416164000.0,416164000.0,290782000.0,954372000.0,,12488000.0,,-226000.0,,15768000.0,290782000.0,663590000.0,1895000.0,2941000.0,86345000.0,577245000.0,13534000.0,590779000.0,954372000.0,139200000.0,138959000.0,139083000.0
Diamond Offshore Drilling Inc,DO,F14FQJ2EEHW5VPYUHL14,949039,2009.0,Q4,2009-10-01,2009-12-31,,4.6,4.6,6.0,89468000.0,1.97,,142907000.0,276064000.0,276064000.0,276064000.0,335103000.0,890782000.0,9746000.0,-7905000.0,,-7537000.0,,14804000.0,344849000.0,545933000.0,23174000.0,852000.0,96735000.0,449198000.0,-30227000.0,418971000.0,890782000.0,139000000.0,139007000.0,139097000.0
Diamond Offshore Drilling Inc,DO,F14FQJ2EEHW5VPYUHL14,949039,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 15:11:30+00:00,9.9,9.9,8.0,346446000.0,9.89,,492212000.0,1376219000.0,1376219000.0,1376219000.0,1316868000.0,3631284000.0,9746000.0,10331000.0,,-7902000.0,,62913000.0,1326614000.0,2304670000.0,49610000.0,4497000.0,401457000.0,1903213000.0,-34782000.0,1868431000.0,3631284000.0,139000000.0,139007000.0,139097000.0
Diamond Offshore Drilling Inc,DO,F14FQJ2EEHW5VPYUHL14,949039,2009.0,Q3,2009-07-01,2009-09-30,2009-10-27 14:38:55+00:00,,,,86485000.0,2.62,,111151000.0,364134000.0,364134000.0,364134000.0,327019000.0,908375000.0,,7977000.0,,-217000.0,,15628000.0,327019000.0,581356000.0,14031000.0,1879000.0,101896000.0,479460000.0,-4175000.0,475285000.0,908375000.0,,139005000.0,139103000.0
Diamond Offshore Drilling Inc,DO,F14FQJ2EEHW5VPYUHL14,949039,2009.0,Q3YTD,2009-01-01,2009-09-30,,5.3,5.3,2.0,256978000.0,7.92,,349305000.0,1100155000.0,1100155000.0,1100155000.0,981765000.0,2740502000.0,,18236000.0,,-365000.0,,48109000.0,981765000.0,1758737000.0,26436000.0,3645000.0,304722000.0,1454015000.0,-4555000.0,1449460000.0,2740502000.0,,139005000.0,139103000.0
Diamond Offshore Drilling Inc,DO,F14FQJ2EEHW5VPYUHL14,949039,2009.0,Q2,2009-04-01,2009-06-30,2009-07-29 13:20:43+00:00,2.79,2.79,,85431000.0,2.79,,133398000.0,387440000.0,387440000.0,387440000.0,327284000.0,946407000.0,,13317000.0,,-93000.0,,16166000.0,327284000.0,619123000.0,11288000.0,1190000.0,101504000.0,517619000.0,3219000.0,520838000.0,946407000.0,138900000.0,139002000.0,139081000.0
Diamond Offshore Drilling Inc,DO,F14FQJ2EEHW5VPYUHL14,949039,2009.0,Q2YTD,2009-01-01,2009-06-30,,5.3,5.3,2.0,170493000.0,5.3,,238154000.0,736021000.0,736021000.0,736021000.0,654746000.0,1832127000.0,,10259000.0,,-148000.0,,32481000.0,654746000.0,1177381000.0,12405000.0,1766000.0,202826000.0,974555000.0,-380000.0,974175000.0,1832127000.0,138900000.0,139002000.0,139081000.0
