company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2015.0,Q2,,2015-06-28,2015-08-06 17:05:37+00:00,278000000.0,993000000.0,627000000.0,-504000000.0,544000000.0,,985000000.0,127000000.0,59000000.0,165000000.0,0.0,1167000000.0,697000000.0,3243000000.0,1417000000.0,1295000000.0,26000000.0,59000000.0,65000000.0,234000000.0,235000000.0,39000000.0,,0.0,58000000.0,288000000.0,,795000000.0,404000000.0,,6598000000.0,1176000000.0,3316000000.0,1572000000.0,1176000000.0,1202000000.0,5396000000.0,6598000000.0,1987000000.0,3824000000.0,0.0,-100000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2015.0,Q1,,2015-03-29,2015-05-07 15:41:30+00:00,256000000.0,905000000.0,426000000.0,-479000000.0,559000000.0,,974000000.0,87000000.0,41000000.0,173000000.0,42000000.0,1169000000.0,735000000.0,3243000000.0,1346000000.0,1301000000.0,27000000.0,57000000.0,57000000.0,256000000.0,213000000.0,30000000.0,,0.0,58000000.0,199000000.0,,832000000.0,402000000.0,,6430000000.0,1278000000.0,3110000000.0,1370000000.0,1278000000.0,1305000000.0,5125000000.0,6430000000.0,2019000000.0,3755000000.0,0.0,-49000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2016.0,FY,,2016-12-31,2018-02-15 12:31:15+00:00,265000000.0,913000000.0,464000000.0,-598000000.0,727000000.0,,1029000000.0,,71000000.0,224000000.0,52000000.0,1481000000.0,1228000000.0,4468000000.0,1502000000.0,1381000000.0,12000000.0,73000000.0,96000000.0,244000000.0,248000000.0,41000000.0,,,73000000.0,248000000.0,,1477000000.0,,,7649000000.0,1487000000.0,3390000000.0,1117000000.0,1487000000.0,1499000000.0,6150000000.0,7649000000.0,2878000000.0,5033000000.0,0.0,-421000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2016.0,Q3,,2016-10-02,2016-11-03 11:46:21+00:00,241000000.0,915000000.0,457000000.0,-506000000.0,651000000.0,,1019000000.0,,95000000.0,204000000.0,0.0,1497000000.0,1282000000.0,4467000000.0,1563000000.0,1382000000.0,13000000.0,93000000.0,119000000.0,266000000.0,235000000.0,42000000.0,,0.0,71000000.0,252000000.0,,1423000000.0,0.0,,7715000000.0,1585000000.0,3364000000.0,1039000000.0,1585000000.0,1598000000.0,6117000000.0,7715000000.0,2969000000.0,5078000000.0,0.0,-351000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2016.0,Q2,,2016-07-03,2016-08-05 09:58:27+00:00,224000000.0,888000000.0,512000000.0,-554000000.0,658000000.0,,1015000000.0,,51000000.0,164000000.0,47000000.0,1475000000.0,1217000000.0,4465000000.0,1525000000.0,1341000000.0,14000000.0,115000000.0,91000000.0,292000000.0,257000000.0,37000000.0,,0.0,66000000.0,236000000.0,,1190000000.0,4000000.0,,7518000000.0,1357000000.0,3328000000.0,1039000000.0,1357000000.0,1371000000.0,6147000000.0,7518000000.0,2849000000.0,5108000000.0,0.0,-294000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2016.0,Q1,,2016-04-03,2016-05-06 13:09:22+00:00,210000000.0,908000000.0,552000000.0,-618000000.0,675000000.0,,1012000000.0,,118000000.0,166000000.0,49000000.0,1459000000.0,1210000000.0,4464000000.0,1461000000.0,1317000000.0,22000000.0,123000000.0,112000000.0,270000000.0,263000000.0,64000000.0,,0.0,48000000.0,246000000.0,,1016000000.0,4000000.0,,7453000000.0,1165000000.0,3307000000.0,1163000000.0,1165000000.0,1187000000.0,6266000000.0,7453000000.0,2829000000.0,5103000000.0,0.0,-245000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2017.0,FY,,2017-12-31,2019-02-14 17:08:33+00:00,261000000.0,998000000.0,432000000.0,-505000000.0,1564000000.0,,1018000000.0,,60000000.0,236000000.0,61000000.0,1510000000.0,1269000000.0,4953000000.0,1427000000.0,1435000000.0,16000000.0,172000000.0,80000000.0,380000000.0,228000000.0,44000000.0,,,81000000.0,201000000.0,,2109000000.0,,0.0,8600000000.0,1770000000.0,4217000000.0,1094000000.0,1770000000.0,1786000000.0,6800000000.0,8586000000.0,2940000000.0,5706000000.0,0.0,-852000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2017.0,Q3,,2017-10-01,2017-11-02 10:53:23+00:00,213000000.0,1009000000.0,413000000.0,-455000000.0,1981000000.0,,1037000000.0,,128000000.0,202000000.0,0.0,1530000000.0,1318000000.0,4952000000.0,1490000000.0,1388000000.0,30000000.0,89000000.0,94000000.0,269000000.0,414000000.0,40000000.0,,0.0,71000000.0,213000000.0,,2140000000.0,750000000.0,,9288000000.0,1989000000.0,4894000000.0,1746000000.0,1989000000.0,2019000000.0,7269000000.0,9288000000.0,3013000000.0,5523000000.0,0.0,-733000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2017.0,Q2,,2017-07-02,2017-08-08 15:30:50+00:00,199000000.0,975000000.0,406000000.0,-542000000.0,705000000.0,,1029000000.0,,82000000.0,163000000.0,52000000.0,1495000000.0,1210000000.0,3719000000.0,1498000000.0,1355000000.0,31000000.0,83000000.0,93000000.0,261000000.0,406000000.0,32000000.0,,0.0,72000000.0,209000000.0,,1843000000.0,850000000.0,,7802000000.0,1715000000.0,3584000000.0,1784000000.0,1715000000.0,1746000000.0,6056000000.0,7802000000.0,2870000000.0,4272000000.0,0.0,-615000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2017.0,Q1,,2017-04-02,2017-05-04 16:12:32+00:00,231000000.0,954000000.0,383000000.0,-552000000.0,629000000.0,,1020000000.0,,100000000.0,183000000.0,52000000.0,1497000000.0,1232000000.0,3718000000.0,1535000000.0,1368000000.0,26000000.0,79000000.0,97000000.0,272000000.0,265000000.0,31000000.0,,0.0,72000000.0,215000000.0,,1651000000.0,750000000.0,,7649000000.0,1609000000.0,3383000000.0,1730000000.0,1609000000.0,1635000000.0,6014000000.0,7649000000.0,2898000000.0,4284000000.0,0.0,-510000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2018.0,FY,,2018-12-31,2020-02-13 15:13:44+00:00,313000000.0,1036000000.0,487000000.0,-629000000.0,,,1031000000.0,,35000000.0,266000000.0,79000000.0,2519000000.0,2046000000.0,6443000000.0,1391000000.0,1658000000.0,,265000000.0,61000000.0,474000000.0,271000000.0,34000000.0,,,94000000.0,187000000.0,1602000000.0,3270000000.0,9000000.0,99000000.0,10777000000.0,2185000000.0,4399000000.0,1223000000.0,2185000000.0,2185000000.0,8592000000.0,10777000000.0,4720000000.0,7369000000.0,,-1487000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2018.0,Q3,,2018-09-30,2018-11-01 16:43:32+00:00,238000000.0,929000000.0,425000000.0,-619000000.0,1286000000.0,,1015000000.0,,75000000.0,226000000.0,0.0,2537000000.0,2120000000.0,6441000000.0,1441000000.0,1556000000.0,0.0,250000000.0,73000000.0,446000000.0,315000000.0,39000000.0,,0.0,102000000.0,201000000.0,,3067000000.0,,105000000.0,10459000000.0,2118000000.0,4076000000.0,1003000000.0,2118000000.0,2118000000.0,8341000000.0,10459000000.0,4832000000.0,7338000000.0,0.0,-1345000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2018.0,Q2,,2018-06-30,2018-08-02 15:34:20+00:00,230000000.0,973000000.0,434000000.0,-543000000.0,1558000000.0,,1006000000.0,,53000000.0,160000000.0,61000000.0,1514000000.0,1225000000.0,4955000000.0,1420000000.0,1470000000.0,12000000.0,266000000.0,80000000.0,229000000.0,288000000.0,29000000.0,,0.0,80000000.0,204000000.0,,2722000000.0,,,8603000000.0,1970000000.0,4239000000.0,967000000.0,1970000000.0,1982000000.0,6621000000.0,8603000000.0,2899000000.0,5654000000.0,0.0,-1215000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2018.0,Q1,,2018-03-31,2018-05-02 08:08:42+00:00,217000000.0,943000000.0,419000000.0,-429000000.0,1654000000.0,,995000000.0,,92000000.0,182000000.0,61000000.0,1532000000.0,1280000000.0,4954000000.0,1441000000.0,1453000000.0,15000000.0,304000000.0,80000000.0,246000000.0,229000000.0,29000000.0,,0.0,84000000.0,211000000.0,,2399000000.0,,,8690000000.0,1960000000.0,4267000000.0,1000000000.0,1960000000.0,1975000000.0,6715000000.0,8690000000.0,2976000000.0,5715000000.0,0.0,-1005000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2019.0,FY,,2019-12-31,2020-05-06 12:46:37+00:00,301000000.0,1086000000.0,543000000.0,-726000000.0,1934000000.0,0.0,1049000000.0,,36000000.0,276000000.0,95000000.0,2592000000.0,1890000000.0,5947000000.0,1410000000.0,1940000000.0,,257000000.0,88000000.0,434000000.0,318000000.0,55000000.0,,,287000000.0,393000000.0,,4427000000.0,500000000.0,,11545000000.0,2708000000.0,4748000000.0,1806000000.0,2708000000.0,2708000000.0,8837000000.0,11545000000.0,4857000000.0,7031000000.0,,-2042000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2019.0,Q3,,2019-09-30,2019-11-07 12:51:29+00:00,284000000.0,1030000000.0,451000000.0,-699000000.0,1815000000.0,,1036000000.0,,52000000.0,217000000.0,0.0,2550000000.0,1935000000.0,6447000000.0,1439000000.0,1813000000.0,,255000000.0,72000000.0,473000000.0,322000000.0,48000000.0,,0.0,288000000.0,367000000.0,,4217000000.0,0.0,12000000.0,11272000000.0,2678000000.0,4618000000.0,1052000000.0,2678000000.0,2678000000.0,8594000000.0,11272000000.0,4845000000.0,7542000000.0,0.0,-1876000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2019.0,Q2,,2019-06-30,2019-08-06 14:54:18+00:00,290000000.0,994000000.0,443000000.0,-669000000.0,1755000000.0,,1024000000.0,,31000000.0,178000000.0,78000000.0,2505000000.0,1916000000.0,6446000000.0,1404000000.0,1739000000.0,,251000000.0,60000000.0,446000000.0,306000000.0,55000000.0,,0.0,286000000.0,357000000.0,,3788000000.0,0.0,25000000.0,10986000000.0,2411000000.0,4484000000.0,1075000000.0,2411000000.0,2411000000.0,8575000000.0,10986000000.0,4767000000.0,7500000000.0,0.0,-1732000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2019.0,Q1,,2019-03-31,2019-05-02 12:54:43+00:00,235000000.0,970000000.0,448000000.0,-598000000.0,1728000000.0,,1013000000.0,,65000000.0,200000000.0,79000000.0,2522000000.0,1989000000.0,6444000000.0,1361000000.0,1683000000.0,,261000000.0,65000000.0,464000000.0,255000000.0,55000000.0,,0.0,248000000.0,315000000.0,,3495000000.0,0.0,65000000.0,10883000000.0,2317000000.0,4379000000.0,1082000000.0,2317000000.0,2317000000.0,8566000000.0,10883000000.0,4824000000.0,7484000000.0,0.0,-1593000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2020.0,Q1,,2020-03-31,2020-05-06 12:46:37+00:00,265000000.0,965000000.0,476000000.0,-781000000.0,1951000000.0,0.0,1022000000.0,,123000000.0,212000000.0,95000000.0,2583000000.0,1821000000.0,5963000000.0,1481000000.0,1977000000.0,,260000000.0,88000000.0,421000000.0,375000000.0,50000000.0,,,287000000.0,410000000.0,,4764000000.0,500000000.0,,11528000000.0,2753000000.0,4772000000.0,1721000000.0,2753000000.0,2753000000.0,8775000000.0,11528000000.0,4779000000.0,7054000000.0,,-2252000000.0
