company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2011.0,FY,2011-01-01,2011-12-31,2014-03-26 17:15:58+00:00,69000000.0,0.49,0.49,0.0,0.49,146000000.0,248000000.0,248000000.0,245000000.0,3000000.0,1652000000.0,4233000000.0,-48000000.0,,427000000.0,154000000.0,1453000000.0,1652000000.0,2581000000.0,36000000.0,2103000000.0,478000000.0,-84000000.0,394000000.0,4233000000.0,500000000.0,500000000.0,500000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2012.0,Q4,2012-10-01,2012-12-31,,16000000.0,-0.02,-0.02,,-0.02,84000000.0,-10000000.0,-10000000.0,-10000000.0,,433000000.0,1176000000.0,35000000.0,26000000.0,121000000.0,80000000.0,453000000.0,433000000.0,743000000.0,8000000.0,696000000.0,47000000.0,27000000.0,74000000.0,1176000000.0,501100000.0,500000000.0,500000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 16:52:38+00:00,64000000.0,0.87,0.87,0.0,0.87,274000000.0,436000000.0,436000000.0,436000000.0,0.0,1563000000.0,4336000000.0,46000000.0,,409000000.0,135000000.0,1470000000.0,1563000000.0,2773000000.0,31000000.0,2078000000.0,695000000.0,15000000.0,710000000.0,4336000000.0,501100000.0,500000000.0,500000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2012.0,Q3YTD,2012-01-01,2012-09-30,,48000000.0,0.89,0.89,,0.89,190000000.0,446000000.0,446000000.0,446000000.0,,1130000000.0,3160000000.0,11000000.0,-26000000.0,288000000.0,55000000.0,1017000000.0,1130000000.0,2030000000.0,23000000.0,1382000000.0,648000000.0,-12000000.0,636000000.0,3160000000.0,506300000.0,500000000.0,500000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2012.0,Q3,2012-07-02,2012-09-30,2013-11-13 16:58:07+00:00,16000000.0,0.32,0.32,0.0,0.32,52000000.0,161000000.0,161000000.0,162000000.0,-1000000.0,359000000.0,1019000000.0,11000000.0,,94000000.0,6000000.0,335000000.0,359000000.0,660000000.0,7000000.0,451000000.0,209000000.0,4000000.0,213000000.0,1019000000.0,506300000.0,500000000.0,500000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2012.0,Q2YTD,2012-01-01,2012-07-01,,32000000.0,0.57,0.57,,0.57,138000000.0,285000000.0,285000000.0,284000000.0,1000000.0,771000000.0,2141000000.0,,-26000000.0,194000000.0,49000000.0,682000000.0,771000000.0,1370000000.0,16000000.0,931000000.0,439000000.0,-16000000.0,423000000.0,2141000000.0,494300000.0,500000000.0,500000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2012.0,Q2,2012-04-02,2012-07-01,2013-08-14 09:29:26+00:00,16000000.0,0.35,0.35,0.0,0.35,79000000.0,173000000.0,173000000.0,173000000.0,0.0,378000000.0,1094000000.0,,-20000000.0,92000000.0,24000000.0,344000000.0,378000000.0,716000000.0,8000000.0,456000000.0,260000000.0,-8000000.0,252000000.0,1094000000.0,494300000.0,500000000.0,500000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2012.0,Q1,2012-01-01,2012-04-01,2013-05-15 17:21:32+00:00,16000000.0,0.22,0.22,0.0,0.22,59000000.0,112000000.0,112000000.0,111000000.0,1000000.0,393000000.0,1047000000.0,,-6000000.0,102000000.0,25000000.0,338000000.0,393000000.0,654000000.0,8000000.0,475000000.0,179000000.0,-8000000.0,171000000.0,1047000000.0,504500000.0,500000000.0,500000000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2013.0,FY,2013-01-01,2013-12-31,2016-02-24 11:32:51+00:00,60000000.0,1.01,1.01,0.267,1.01,187000000.0,503000000.0,503000000.0,504000000.0,-1000000.0,1669000000.0,4561000000.0,9000000.0,,399000000.0,26000000.0,1613000000.0,1669000000.0,2892000000.0,113000000.0,2098000000.0,794000000.0,-104000000.0,690000000.0,4561000000.0,499000000.0,500002000.0,500317000.0
Zoetis Inc,ZTS,549300HD9Q1LOC9KLJ48,1555280,2013.0,Q4,2013-09-30,2013-12-31,,15000000.0,0.21,0.21,0.07,0.21,22000000.0,104000000.0,104000000.0,105000000.0,-1000000.0,466000000.0,1254000000.0,-2000000.0,,121000000.0,36000000.0,458000000.0,466000000.0,788000000.0,30000000.0,630000000.0,158000000.0,-32000000.0,126000000.0,1254000000.0,499000000.0,500002000.0,500317000.0
