company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2008.0,FY,2007-12-31,2008-12-28,2011-03-01 12:00:14+00:00,1.07,1.07,,1.07,,12698000.0,126409000.0,90890000.0,35519000.0,126409000.0,925970000.0,1659668000.0,,,93033000.0,6669000.0,486369000.0,925970000.0,733698000.0,44039000.0,586071000.0,147627000.0,-44039000.0,103588000.0,1659668000.0,118100000.0,118100000.0,118100000.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2009.0,FY,2008-12-29,2010-01-03,2012-02-28 16:03:00+00:00,0.74,0.71,,0.7,0.0,26698000.0,82081000.0,73461000.0,8620000.0,82081000.0,849521000.0,1550766000.0,,,90491000.0,17987000.0,476821000.0,849521000.0,701245000.0,15787000.0,585299000.0,115946000.0,-15787000.0,100159000.0,1550766000.0,116250000.0,116250000.0,116250000.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2009.0,Q3,2009-07-06,2009-10-04,2010-11-10 14:09:42+00:00,0.12,0.12,0.07,0.12,,4025000.0,13589000.0,13328000.0,261000.0,13589000.0,208281000.0,377036000.0,,,23301000.0,10796000.0,112755000.0,208281000.0,168755000.0,4550000.0,146852000.0,21903000.0,-4550000.0,17353000.0,377036000.0,113200000.0,116211000.0,116641000.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2009.0,Q2,2009-04-06,2009-07-05,2010-08-10 14:51:50+00:00,,0.19,0.07,0.18,,10799000.0,21505000.0,23240000.0,-1735000.0,21505000.0,250199000.0,438270000.0,,,25812000.0,,124039000.0,250199000.0,188071000.0,4181000.0,149851000.0,38220000.0,-4181000.0,34039000.0,438270000.0,,116063000.0,116268000.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2010.0,Q4,2010-10-04,2011-01-02,,2.74,2.53,-0.21,2.5,,3272000.0,295558000.0,45548000.0,250010000.0,295558000.0,259038000.0,467391000.0,,6680000.0,25014000.0,9130000.0,121921000.0,259038000.0,208353000.0,10148000.0,156065000.0,52288000.0,-3468000.0,48820000.0,467391000.0,117109000.0,117109000.0,117109000.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2010.0,FY,2010-01-04,2011-01-02,2013-02-26 14:23:33+00:00,3.34,3.34,,3.31,0.0,27043000.0,390983000.0,138908000.0,252075000.0,390983000.0,943112000.0,1701767000.0,,,94811000.0,18963000.0,487313000.0,943112000.0,758655000.0,-8383000.0,601087000.0,157568000.0,8383000.0,165951000.0,1701767000.0,117109000.0,117109000.0,117109000.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2010.0,Q3YTD,2010-01-04,2010-10-03,,0.6,0.81,0.21,0.81,,23771000.0,95425000.0,93360000.0,2065000.0,95425000.0,684074000.0,1234376000.0,,-6680000.0,69797000.0,9833000.0,365392000.0,684074000.0,550302000.0,-18531000.0,445022000.0,105280000.0,11851000.0,117131000.0,1234376000.0,121700000.0,117475000.0,118207000.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2010.0,Q3,2010-07-05,2010-10-03,2011-11-04 15:06:16+00:00,0.11,0.11,0.07,0.11,,8192000.0,13391000.0,26545000.0,-13154000.0,13391000.0,233360000.0,419143000.0,,-6680000.0,23814000.0,0.0,120552000.0,233360000.0,185783000.0,,144366000.0,41417000.0,-6680000.0,34737000.0,419143000.0,121700000.0,117475000.0,118207000.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2010.0,Q2YTD,2010-01-04,2010-07-04,,0.49,0.7,0.14,0.7,,15579000.0,82034000.0,66815000.0,15219000.0,82034000.0,450714000.0,815233000.0,,,45983000.0,9833000.0,244840000.0,450714000.0,364519000.0,-18531000.0,300656000.0,63863000.0,18531000.0,82394000.0,815233000.0,117600000.0,117361000.0,118304000.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2010.0,Q2,2010-04-05,2010-07-04,2011-08-10 13:51:51+00:00,0.49,0.49,0.07,0.49,,7718000.0,57643000.0,47179000.0,10464000.0,57643000.0,232360000.0,421613000.0,,,22922000.0,9833000.0,123254000.0,232360000.0,189253000.0,-21653000.0,156009000.0,33244000.0,21653000.0,54897000.0,421613000.0,117600000.0,117361000.0,118304000.0
