company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2008.0,FY,2007-12-31,2008-12-28,2011-03-01 12:00:14+00:00,-85642000.0,2239000.0,38357000.0,20157000.0,77376000.0,,-5319000.0,-27945000.0,43741000.0,626000000.0,-101085000.0,-119536000.0,170788000.0,,-16142000.0,47056000.0,-101085000.0,-135678000.0,217844000.0,-24238000.0,126409000.0,90890000.0,35519000.0,28228000.0,-26722000.0,217000.0,-33072000.0,,-35269000.0,-635518000.0,-75514000.0,1158000.0,
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2009.0,Q4,2009-10-05,2010-01-03,,,1491000.0,35381000.0,12410000.0,22816000.0,,-708000.0,14110000.0,3982000.0,67000000.0,-22536000.0,-10696000.0,55684000.0,,-38000.0,7415000.0,-22536000.0,-10734000.0,63099000.0,29121000.0,36428000.0,32046000.0,4382000.0,-14779000.0,192000.0,,-8173000.0,,-10696000.0,-85537000.0,,,
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2009.0,FY,2008-12-29,2010-01-03,2012-02-28 16:03:00+00:00,-101926000.0,3681000.0,35381000.0,12410000.0,80762000.0,,3330000.0,-22156000.0,6244000.0,406500000.0,3976000.0,-126030000.0,127848000.0,-1564000.0,-27837000.0,20874000.0,2412000.0,-153867000.0,148722000.0,597000.0,82081000.0,73461000.0,8620000.0,-7900000.0,222000.0,1412000.0,-32701000.0,,-25516000.0,-361670000.0,-14619000.0,,0.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2009.0,Q3,2009-07-06,2009-10-04,,-52704000.0,705000.0,,,13854000.0,,4457000.0,-4844000.0,183000.0,142500000.0,44052000.0,-54881000.0,13952000.0,-1564000.0,-27220000.0,20451000.0,42488000.0,-82101000.0,34403000.0,-753000.0,13589000.0,3493000.0,10096000.0,744000.0,5000.0,,-8170000.0,,-2177000.0,-90434000.0,-32000.0,,
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2009.0,Q3YTD,2008-12-29,2009-10-04,2010-11-10 14:09:42+00:00,-101926000.0,2190000.0,,,57946000.0,,4038000.0,-36266000.0,2262000.0,339500000.0,26512000.0,-115334000.0,72164000.0,-1564000.0,-27799000.0,13459000.0,24948000.0,-143133000.0,85623000.0,-28524000.0,45653000.0,41415000.0,4238000.0,6879000.0,30000.0,1412000.0,-24528000.0,,-14820000.0,-276133000.0,-14619000.0,,
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2009.0,Q2YTD,2008-12-29,2009-07-05,2010-08-10 14:51:50+00:00,-49222000.0,1485000.0,,,44092000.0,,-419000.0,-31422000.0,2079000.0,197000000.0,-17540000.0,-60453000.0,58212000.0,,-579000.0,-6992000.0,-17540000.0,-61032000.0,51220000.0,-27771000.0,32064000.0,37922000.0,-5858000.0,6135000.0,25000.0,1412000.0,-16358000.0,,-12643000.0,-185699000.0,-14587000.0,,
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2010.0,Q4,2010-10-04,2011-01-02,,-1386000.0,707000.0,32910000.0,12226000.0,23293000.0,,-4575000.0,-42047000.0,29035000.0,107000000.0,-307887000.0,-12070000.0,46264000.0,,464708000.0,-17342000.0,-307887000.0,452638000.0,28922000.0,169098000.0,295558000.0,45548000.0,250010000.0,18763000.0,-12848000.0,80000.0,-8263000.0,,-10764000.0,-351038000.0,-71773000.0,,
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2010.0,FY,2010-01-04,2011-01-02,2013-02-26 14:23:33+00:00,-150374000.0,2613000.0,32910000.0,12226000.0,89163000.0,,-656000.0,-57344000.0,29035000.0,368000000.0,-215523000.0,-174126000.0,167203000.0,-2844000.0,469275000.0,-2950000.0,-218367000.0,295149000.0,164253000.0,240379000.0,390983000.0,138908000.0,252075000.0,-6137000.0,2269000.0,-1120000.0,-32992000.0,,-33646000.0,-509067000.0,-72768000.0,,11014000.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2010.0,Q3TTM,2009-10-05,2010-10-03,,-148988000.0,3397000.0,35381000.0,12410000.0,88686000.0,,3211000.0,-1187000.0,3982000.0,328000000.0,69828000.0,-172752000.0,176623000.0,-2844000.0,4529000.0,21807000.0,66984000.0,-168223000.0,198430000.0,100402000.0,131853000.0,125406000.0,6447000.0,-39679000.0,15309000.0,-1200000.0,-32902000.0,,-33578000.0,-243566000.0,-995000.0,,11014000.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2010.0,Q3,2010-07-05,2010-10-03,,-22260000.0,636000.0,,,22793000.0,,16225000.0,-9458000.0,-13047000.0,90000000.0,37544000.0,-31310000.0,6901000.0,,-2407000.0,8371000.0,37544000.0,-33717000.0,15272000.0,35324000.0,13391000.0,26545000.0,-13154000.0,-33615000.0,15229000.0,,-8255000.0,,-9050000.0,-46383000.0,,,
