company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2009.0,FY,,2010-01-03,2011-03-01 12:00:14+00:00,133792000.0,320180000.0,295712000.0,,-27251000.0,179707000.0,,367622000.0,1419485000.0,,442675000.0,558197000.0,2287000.0,178666000.0,153026000.0,,108930000.0,14350000.0,96535000.0,53204000.0,43625000.0,363905000.0,113924000.0,10777000.0,1288586000.0,146000.0,3059040000.0,1628957000.0,884018000.0,497204000.0,1628957000.0,1628957000.0,1430083000.0,3059040000.0,2021996000.0,932879000.0,0.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2010.0,FY,,2011-01-02,2012-02-28 16:03:00+00:00,161042000.0,356763000.0,323038000.0,,51028000.0,420086000.0,0.0,339728000.0,1504815000.0,,424248000.0,424000000.0,1350000.0,206851000.0,161820000.0,,100685000.0,22611000.0,227000.0,6256000.0,32101000.0,344353000.0,,,1534635000.0,2255000.0,3208946000.0,1925391000.0,1084612000.0,515202000.0,1925391000.0,1925391000.0,1283555000.0,3208946000.0,1962514000.0,768353000.0,0.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2010.0,Q3,,2010-10-03,2010-11-10 14:09:42+00:00,143010000.0,323536000.0,302208000.0,253286000.0,-44916000.0,250988000.0,,392750000.0,1528084000.0,414336000.0,439440000.0,670131000.0,1228000.0,210158000.0,161050000.0,,90201000.0,14943000.0,102702000.0,53534000.0,31688000.0,344454000.0,108936000.0,12546000.0,1359201000.0,150000.0,3248011000.0,1707035000.0,977585000.0,513845000.0,1707035000.0,1707035000.0,1540976000.0,3248011000.0,2109376000.0,1027131000.0,0.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2010.0,Q2,,2010-07-04,2010-08-10 14:51:50+00:00,174943000.0,365175000.0,313916000.0,389663000.0,-98149000.0,215664000.0,,387768000.0,1525098000.0,595252000.0,459429000.0,620138000.0,1138000.0,232476000.0,205589000.0,,108417000.0,19660000.0,2136000.0,5247000.0,30917000.0,368296000.0,0.0,,1354073000.0,147000.0,3146039000.0,1643692000.0,923868000.0,513913000.0,1643692000.0,1643692000.0,1502347000.0,3146039000.0,2016582000.0,988434000.0,
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2011.0,FY,,2012-01-01,2013-02-26 14:23:33+00:00,173153000.0,409888000.0,410142000.0,,54086000.0,142342000.0,0.0,277447000.0,2094235000.0,,661607000.0,944908000.0,1105000.0,240763000.0,174567000.0,,89857000.0,13958000.0,202000.0,1429000.0,41075000.0,469835000.0,,,1510683000.0,0.0,3855641000.0,1842216000.0,883052000.0,598682000.0,1842216000.0,1842216000.0,2013425000.0,3855641000.0,2798022000.0,1414743000.0,0.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2011.0,Q3,,2011-10-02,2011-11-04 15:06:16+00:00,150813000.0,359672000.0,352518000.0,275868000.0,-31225000.0,248102000.0,0.0,273088000.0,1758405000.0,441726000.0,512277000.0,150000000.0,1023000.0,228549000.0,165858000.0,,93296000.0,13079000.0,206000.0,1547000.0,34550000.0,430841000.0,,,1703277000.0,358000000.0,3401938000.0,1945140000.0,929825000.0,875957000.0,1945140000.0,1945140000.0,1456798000.0,3401938000.0,2306255000.0,580841000.0,0.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2011.0,Q2,,2011-07-03,2011-08-10 13:51:51+00:00,149212000.0,382717000.0,391111000.0,275349000.0,10395000.0,395208000.0,0.0,270187000.0,1781127000.0,442600000.0,534965000.0,671000000.0,1177000.0,222238000.0,167251000.0,,75777000.0,17370000.0,231000.0,1659000.0,35168000.0,409046000.0,,,1675879000.0,,3595859000.0,1956461000.0,1076171000.0,559352000.0,1956461000.0,1956461000.0,1639398000.0,3595859000.0,2352437000.0,1080046000.0,0.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2011.0,Q1,,2011-04-03,2011-05-10 15:28:21+00:00,149196000.0,345492000.0,341240000.0,266899000.0,-6083000.0,415848000.0,,258792000.0,1585355000.0,432004000.0,432472000.0,514000000.0,1389000.0,224832000.0,165105000.0,,101297000.0,16785000.0,231000.0,1743000.0,34079000.0,372954000.0,,,1655223000.0,2250000.0,3306100000.0,1907932000.0,1087700000.0,511214000.0,1907932000.0,1907932000.0,1398168000.0,3306100000.0,2053295000.0,886954000.0,0.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2012.0,FY,,2012-12-30,2014-02-25 14:11:34+00:00,168943000.0,457011000.0,388026000.0,,66593000.0,171444000.0,0.0,324646000.0,2122788000.0,,529901000.0,938824000.0,1149000.0,247688000.0,210516000.0,,95611000.0,21364000.0,,995000.0,65654000.0,442026000.0,,,1548573000.0,1772000.0,3901762000.0,1939812000.0,971754000.0,581100000.0,1939812000.0,1939812000.0,1961950000.0,3901762000.0,2719492000.0,1380850000.0,0.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2012.0,Q3,,2012-09-30,2012-11-06 14:19:09+00:00,155728000.0,394937000.0,402807000.0,299679000.0,58892000.0,170828000.0,0.0,311163000.0,2092351000.0,501327000.0,606100000.0,930860000.0,1144000.0,261400000.0,201648000.0,,113627000.0,21161000.0,202000.0,1111000.0,47734000.0,434394000.0,,,1572385000.0,1470000.0,3889971000.0,1942440000.0,940994000.0,582277000.0,1942440000.0,1942440000.0,1947531000.0,3889971000.0,2747329000.0,1365254000.0,0.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2012.0,Q2,,2012-07-01,2012-08-07 15:47:48+00:00,174028000.0,389466000.0,397353000.0,289653000.0,38128000.0,171403000.0,0.0,296381000.0,2080031000.0,456830000.0,613009000.0,911043000.0,1102000.0,244436000.0,167177000.0,,92293000.0,15189000.0,202000.0,1115000.0,41818000.0,416879000.0,,,1550821000.0,,3800937000.0,1885330000.0,897800000.0,587685000.0,1885330000.0,1885330000.0,1915607000.0,3800937000.0,2735960000.0,1327922000.0,0.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2012.0,Q1,,2012-04-01,2012-05-08 15:36:04+00:00,163003000.0,407867000.0,423517000.0,286550000.0,68186000.0,144757000.0,0.0,289250000.0,2103059000.0,458233000.0,638763000.0,933971000.0,1113000.0,251858000.0,171683000.0,,103380000.0,15056000.0,202000.0,1210000.0,41556000.0,444898000.0,,,1525147000.0,,3864238000.0,1882583000.0,908064000.0,602786000.0,1882583000.0,1882583000.0,1981655000.0,3864238000.0,2784491000.0,1378869000.0,0.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2013.0,FY,,2013-12-29,2015-02-24 13:43:52+00:00,166881000.0,466749000.0,403678000.0,,77591000.0,173242000.0,0.0,232532000.0,2143120000.0,,460430000.0,932104000.0,1319000.0,260858000.0,183188000.0,,140342000.0,26374000.0,3647000.0,3239000.0,111633000.0,417325000.0,2184000.0,,1684364000.0,2624000.0,3946712000.0,1994487000.0,1044838000.0,602796000.0,1994487000.0,1994487000.0,1952225000.0,3946712000.0,2718686000.0,1349429000.0,0.0
PerkinElmer Inc,PKI,549300IKL1SDPFI7N655,31791,2013.0,Q3,,2013-09-29,2013-11-05 14:18:27+00:00,162523000.0,428531000.0,396126000.0,313716000.0,69203000.0,132303000.0,0.0,224987000.0,2131051000.0,508411000.0,481417000.0,933292000.0,1220000.0,278351000.0,194695000.0,,109239000.0,27739000.0,,381000.0,94719000.0,409272000.0,,,1625381000.0,2622000.0,3851526000.0,1919571000.0,948424000.0,589391000.0,1919571000.0,1919571000.0,1931955000.0,3851526000.0,2708407000.0,1342564000.0,0.0
