company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Fastenal Co,FAST,,815556,2007.0,FY,2007-01-01,2007-12-31,2010-02-09 17:14:25+00:00,0.0,67000.0,144318000.0,,37332000.0,1181000.0,-49285000.0,,-153528000.0,-37674000.0,227895000.0,-153528000.0,-37674000.0,227895000.0,37874000.0,232622000.0,232622000.0,7159000.0,,,-66216000.0,,-56024000.0,,-87312000.0,12421000.0,5929000.0
Fastenal Co,FAST,,815556,2008.0,Q4,2008-10-01,2008-12-31,,,17000.0,39391000.0,,10048000.0,-733000.0,10694000.0,,-40106000.0,-11544000.0,86168000.0,-40106000.0,-11544000.0,86168000.0,33785000.0,62536000.0,62536000.0,2873000.0,,,-40103000.0,,-16297000.0,,-3000.0,-6000.0,4759000.0
Fastenal Co,FAST,,815556,2008.0,FY,2008-01-01,2008-12-31,2011-02-09 16:54:55+00:00,0.0,67000.0,173539000.0,,39201000.0,-1211000.0,-69987000.0,,-143432000.0,-86583000.0,259898000.0,-143432000.0,-86583000.0,259898000.0,28672000.0,279705000.0,279705000.0,10912000.0,,,-117474000.0,,-95378000.0,,-25958000.0,412000.0,8383000.0
Fastenal Co,FAST,,815556,2008.0,Q3,2008-07-01,2008-09-30,,,16000.0,40399000.0,,9857000.0,-683000.0,-26566000.0,,-57102000.0,-25591000.0,59045000.0,-57102000.0,-25591000.0,59045000.0,-24331000.0,72909000.0,72909000.0,2829000.0,,,-40091000.0,60000.0,-27931000.0,,-17011000.0,418000.0,1862000.0
Fastenal Co,FAST,,815556,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-23 09:25:11+00:00,,50000.0,134148000.0,,29153000.0,-478000.0,-80681000.0,,-103326000.0,-75039000.0,173730000.0,-103326000.0,-75039000.0,173730000.0,-5113000.0,217169000.0,217169000.0,8039000.0,,,-77371000.0,,-79081000.0,,-25955000.0,418000.0,3624000.0
Fastenal Co,FAST,,815556,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-07-24 12:19:20+00:00,,34000.0,93749000.0,,19296000.0,205000.0,-54115000.0,,-46224000.0,-49448000.0,114685000.0,-46224000.0,-49448000.0,114685000.0,19218000.0,144260000.0,144260000.0,5210000.0,,,-37280000.0,-60000.0,-51150000.0,,-8944000.0,,1762000.0
Fastenal Co,FAST,,815556,2009.0,Q4,2009-10-01,2009-12-31,,-5032000.0,17000.0,36461000.0,,9873000.0,44000.0,-4709000.0,,-41104000.0,-40718000.0,52886000.0,-41104000.0,-40718000.0,52886000.0,-28892000.0,44536000.0,44536000.0,3169000.0,,,,-23792000.0,-12493000.0,,-41104000.0,,599000.0
Fastenal Co,FAST,,815556,2009.0,FY,2009-01-01,2009-12-31,2012-02-09 12:41:49+00:00,-5032000.0,67000.0,118035000.0,,40020000.0,2686000.0,67517000.0,,-148047000.0,-81749000.0,306070000.0,-148047000.0,-81749000.0,306070000.0,78960000.0,184357000.0,184357000.0,14109000.0,0.0,,-106943000.0,-28941000.0,-52639000.0,,-41104000.0,,4863000.0
Fastenal Co,FAST,,815556,2009.0,Q3TTM,2008-10-01,2009-09-30,,,67000.0,120965000.0,,40195000.0,1909000.0,82920000.0,,-147049000.0,-52575000.0,339352000.0,-147049000.0,-52575000.0,339352000.0,141637000.0,202357000.0,202357000.0,13813000.0,,,-147046000.0,-5149000.0,-56443000.0,,-3000.0,-6000.0,9023000.0
Fastenal Co,FAST,,815556,2009.0,Q3,2009-07-01,2009-09-30,,,16000.0,26190000.0,,9784000.0,1491000.0,24644000.0,,-54957000.0,-12089000.0,85632000.0,-54957000.0,-12089000.0,85632000.0,20077000.0,47589000.0,47589000.0,3599000.0,,,-54957000.0,-5125000.0,-7508000.0,,,,544000.0
