company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Fastenal Co,FAST,,815556,2008.0,FY,,2008-12-31,2010-02-09 17:14:25+00:00,63949000.0,244940000.0,83545000.0,4971000.0,85892000.0,,3044000.0,15909000.0,499000.0,,,846000.0,564247000.0,324182000.0,13897000.0,63564000.0,,3718000.0,,1134244000.0,,851000.0,1304149000.0,1142259000.0,975403000.0,147993000.0,1142259000.0,1142259000.0,161890000.0,1304149000.0,4564000.0,13897000.0,0.0
Fastenal Co,FAST,,815556,2009.0,FY,,2009-12-31,2011-02-09 16:54:55+00:00,53490000.0,214169000.0,66019000.0,13395000.0,164852000.0,,1807000.0,24576000.0,0.0,,,6238000.0,508405000.0,335004000.0,17006000.0,45962000.0,,3752000.0,,1175641000.0,,24400000.0,1327358000.0,1190843000.0,982364000.0,119509000.0,1190843000.0,1190843000.0,136515000.0,1327358000.0,9990000.0,17006000.0,0.0
Fastenal Co,FAST,,815556,2009.0,Q3,,2009-09-30,2009-10-23 09:25:11+00:00,61352000.0,239323000.0,72217000.0,12123000.0,193744000.0,,5894000.0,18996000.0,5175000.0,,,5551000.0,498106000.0,330437000.0,13880000.0,46626000.0,,3686000.0,,1167123000.0,,1295000.0,1337764000.0,1185140000.0,998090000.0,138744000.0,1185140000.0,1185140000.0,152624000.0,1337764000.0,9237000.0,13880000.0,0.0
Fastenal Co,FAST,,815556,2009.0,Q2,,2009-06-30,2009-07-24 12:19:20+00:00,54463000.0,228257000.0,71535000.0,7409000.0,173667000.0,,4944000.0,18967000.0,1952000.0,,,805000.0,519119000.0,335232000.0,13889000.0,48071000.0,,3650000.0,0.0,1174492000.0,,916000.0,1328684000.0,1186845000.0,988997000.0,127950000.0,1186845000.0,1186845000.0,141839000.0,1328684000.0,4455000.0,13889000.0,
Fastenal Co,FAST,,815556,2010.0,FY,,2010-12-31,2012-02-09 12:41:49+00:00,60474000.0,270133000.0,96412000.0,18492000.0,143693000.0,0.0,5837000.0,17897000.0,5299000.0,,,5152000.0,557369000.0,363419000.0,23586000.0,70539000.0,,14014000.0,,1258183000.0,,26067000.0,1468283000.0,1282512000.0,1085698000.0,162185000.0,1282512000.0,1282512000.0,185771000.0,1468283000.0,19166000.0,23586000.0,0.0
Fastenal Co,FAST,,815556,2010.0,Q3,,2010-09-30,2010-10-21 08:38:06+00:00,73605000.0,301721000.0,95225000.0,15610000.0,172565000.0,,4822000.0,14710000.0,8313000.0,,,5166000.0,546063000.0,343848000.0,16819000.0,57103000.0,,3520000.0,,1254943000.0,,24641000.0,1469337000.0,1275375000.0,1116803000.0,177143000.0,1275375000.0,1275375000.0,193962000.0,1469337000.0,8686000.0,16819000.0,0.0
Fastenal Co,FAST,,815556,2010.0,Q2,,2010-06-30,2010-07-23 09:53:39+00:00,71435000.0,280823000.0,85788000.0,13192000.0,196392000.0,,3807000.0,14760000.0,8941000.0,,,5197000.0,522214000.0,344465000.0,16822000.0,49833000.0,,3707000.0,,1241870000.0,,24464000.0,1441855000.0,1258869000.0,1088486000.0,166164000.0,1258869000.0,1258869000.0,182986000.0,1441855000.0,8904000.0,16822000.0,0.0
Fastenal Co,FAST,,815556,2010.0,Q1,,2010-03-31,2010-04-27 16:02:41+00:00,65778000.0,262463000.0,74728000.0,15455000.0,178822000.0,,2807000.0,12908000.0,21803000.0,,,5210000.0,507243000.0,332103000.0,17001000.0,43307000.0,,3779000.0,,1172703000.0,,24440000.0,1370275000.0,1190965000.0,1029183000.0,162309000.0,1190965000.0,1190965000.0,179310000.0,1370275000.0,8989000.0,17001000.0,0.0
Fastenal Co,FAST,,815556,2011.0,FY,,2011-12-31,2013-02-07 11:35:55+00:00,73779000.0,338594000.0,111962000.0,14796000.0,117676000.0,0.0,19809000.0,16718000.0,2077000.0,,,,646152000.0,435601000.0,38154000.0,89833000.0,,13209000.0,,1424371000.0,,27165000.0,1684948000.0,1458976000.0,1236138000.0,187818000.0,1458976000.0,1458976000.0,225972000.0,1684948000.0,13209000.0,38154000.0,0.0
Fastenal Co,FAST,,815556,2011.0,Q3,,2011-09-30,2011-10-26 08:15:48+00:00,86839000.0,361075000.0,108568000.0,13330000.0,111048000.0,,17269000.0,16502000.0,23462000.0,,,0.0,618149000.0,420388000.0,23325000.0,84387000.0,,13268000.0,,1378227000.0,,26203000.0,1651020000.0,1408826000.0,1217364000.0,218869000.0,1408826000.0,1408826000.0,242194000.0,1651020000.0,13268000.0,23325000.0,0.0
