company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Fastenal Co,FAST,,815556,2007.0,FY,2007-01-01,2007-12-31,2010-02-09 17:14:25+00:00,1.55,1.55,,1.55,145277000.0,232622000.0,232622000.0,232622000.0,1014245000.0,2061819000.0,-99000.0,671248000.0,1014245000.0,1047574000.0,,1474000.0,671149000.0,376425000.0,1474000.0,377899000.0,2061819000.0,150555000.0,150100000.0,150100000.0
Fastenal Co,FAST,,815556,2008.0,FY,2008-01-01,2008-12-31,2011-02-09 16:54:55+00:00,1.88,1.88,0.79,1.88,171462000.0,279705000.0,279705000.0,279705000.0,1104333000.0,2340425000.0,167000.0,785688000.0,1104333000.0,1236092000.0,,930000.0,785855000.0,450237000.0,930000.0,451167000.0,2340425000.0,148831000.0,148831028.0,148831028.0
Fastenal Co,FAST,,815556,2008.0,Q3,2008-07-01,2008-09-30,2009-10-23 09:25:11+00:00,0.49,0.49,,0.49,44877000.0,72909000.0,72909000.0,72909000.0,294154000.0,625037000.0,-46000.0,213310000.0,294154000.0,330883000.0,,167000.0,213264000.0,117619000.0,167000.0,117786000.0,625037000.0,148573000.0,148800000.0,148800000.0
Fastenal Co,FAST,,815556,2008.0,Q2,2008-04-01,2008-06-30,2009-07-24 12:19:20+00:00,0.51,0.51,,0.51,47430000.0,76166000.0,76166000.0,76166000.0,286830000.0,604219000.0,141000.0,193899000.0,286830000.0,317389000.0,,247000.0,194040000.0,123349000.0,247000.0,123596000.0,604219000.0,149113000.0,149300000.0,149300000.0
Fastenal Co,FAST,,815556,2009.0,Q4,2009-10-01,2009-12-31,,0.15,0.15,,0.15,26883000.0,44536000.0,44536000.0,44536000.0,239035000.0,476750000.0,60000.0,166621000.0,239035000.0,237715000.0,,385000.0,166681000.0,71034000.0,385000.0,71419000.0,476750000.0,297400000.0,296715970.0,296715970.0
Fastenal Co,FAST,,815556,2009.0,FY,2009-01-01,2009-12-31,2012-02-09 12:41:49+00:00,0.62,0.62,0.36,0.62,113133000.0,184357000.0,184357000.0,184357000.0,946895000.0,1930330000.0,850000.0,686792000.0,946895000.0,983435000.0,,1697000.0,687642000.0,295793000.0,1697000.0,297490000.0,1930330000.0,297400000.0,296715970.0,296715970.0
Fastenal Co,FAST,,815556,2009.0,Q3YTD,2009-01-01,2009-09-30,,0.94,0.94,0.72,0.94,86250000.0,139821000.0,139821000.0,139821000.0,707860000.0,1453580000.0,790000.0,520171000.0,707860000.0,745720000.0,,1312000.0,520961000.0,224759000.0,1312000.0,226071000.0,1453580000.0,148700000.0,148531000.0,148531000.0
Fastenal Co,FAST,,815556,2009.0,Q3,2009-07-01,2009-09-30,2010-10-21 08:38:06+00:00,0.32,0.32,,0.32,29413000.0,47589000.0,47589000.0,47589000.0,244772000.0,489339000.0,38000.0,168119000.0,244772000.0,244567000.0,,592000.0,168157000.0,76410000.0,592000.0,77002000.0,489339000.0,148700000.0,148531000.0,148531000.0
Fastenal Co,FAST,,815556,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.62,0.62,0.35,0.62,56837000.0,92232000.0,92232000.0,92232000.0,463088000.0,964241000.0,752000.0,352052000.0,463088000.0,501153000.0,,720000.0,352804000.0,148349000.0,720000.0,149069000.0,964241000.0,150100000.0,148531000.0,148531000.0
Fastenal Co,FAST,,815556,2009.0,Q2,2009-04-01,2009-06-30,2010-07-23 09:53:39+00:00,0.29,0.29,,0.29,26864000.0,43538000.0,43538000.0,43538000.0,232389000.0,474894000.0,424000.0,172143000.0,232389000.0,242505000.0,,464000.0,172567000.0,69938000.0,464000.0,70402000.0,474894000.0,150100000.0,148531000.0,148531000.0
Fastenal Co,FAST,,815556,2009.0,Q1,2009-01-01,2009-03-31,2010-04-27 16:02:41+00:00,0.33,0.33,,0.33,29973000.0,48694000.0,48694000.0,48694000.0,230699000.0,489347000.0,328000.0,179909000.0,230699000.0,258648000.0,,256000.0,180237000.0,78411000.0,256000.0,78667000.0,489347000.0,148531000.0,147600000.0,147600000.0
Fastenal Co,FAST,,815556,2010.0,Q4,2010-10-01,2010-12-31,,0.22,0.22,0.21,0.22,41983000.0,65161000.0,65161000.0,65161000.0,275149000.0,573766000.0,-69000.0,191779000.0,275149000.0,298617000.0,,237000.0,191710000.0,106907000.0,237000.0,107144000.0,573766000.0,294800000.0,294861424.0,294861424.0
Fastenal Co,FAST,,815556,2010.0,FY,2010-01-01,2010-12-31,2013-02-07 11:35:55+00:00,0.9,0.9,0.62,0.9,165284000.0,265356000.0,265356000.0,265356000.0,1094635000.0,2269471000.0,35000.0,745112000.0,1094635000.0,1174836000.0,,951000.0,745147000.0,429689000.0,951000.0,430640000.0,2269471000.0,294800000.0,294861424.0,294861424.0
Fastenal Co,FAST,,815556,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.68,0.68,0.41,0.68,123301000.0,200195000.0,200195000.0,200195000.0,819486000.0,1695705000.0,104000.0,553333000.0,819486000.0,876219000.0,,714000.0,553437000.0,322782000.0,714000.0,323496000.0,1695705000.0,300000000.0,294861424.0,294861424.0
