company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentemployeebenefitliabilities,goodwill,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Nektar Therapeutics,NKTR,,906709,2010.0,FY,,2010-12-31,2012-02-29 16:50:35+00:00,7194000.0,25102000.0,20684000.0,968000.0,17014000.0,17755000.0,0.0,1354241000.0,20584000.0,9252000.0,76501000.0,214955000.0,,7266000.0,89773000.0,128915000.0,5679000.0,6394000.0,,972000.0,5571000.0,,-1264547000.0,,298177000.0,521225000.0,90662000.0,353979000.0,64108000.0,90662000.0,90662000.0,430563000.0,521225000.0,77473000.0,366455000.0,0.0
Nektar Therapeutics,NKTR,,906709,2011.0,FY,,2011-12-31,2013-02-28 21:43:09+00:00,3019000.0,4938000.0,18622000.0,-1103000.0,14582000.0,15312000.0,0.0,1597439000.0,19643000.0,12807000.0,76501000.0,,173768000.0,12656000.0,78576000.0,111466000.0,17944000.0,4681000.0,1805000.0,999000.0,7159000.0,,-1398525000.0,214955000.0,225856000.0,606550000.0,197811000.0,276706000.0,275532000.0,197811000.0,197811000.0,408739000.0,606550000.0,251268000.0,133207000.0,0.0
Nektar Therapeutics,NKTR,,906709,2011.0,Q3,,2011-09-30,2011-11-03 20:03:03+00:00,2175000.0,12914000.0,25389000.0,-987000.0,15250000.0,43008000.0,0.0,1592814000.0,19982000.0,11760000.0,76501000.0,0.0,191478000.0,10654000.0,81649000.0,116542000.0,7565000.0,4781000.0,,845000.0,6462000.0,,-1361030000.0,214955000.0,223479000.0,648093000.0,230797000.0,297620000.0,279042000.0,230797000.0,230797000.0,417296000.0,648093000.0,268824000.0,138254000.0,0.0
Nektar Therapeutics,NKTR,,906709,2011.0,Q2,,2011-06-30,2011-08-05 16:34:07+00:00,3243000.0,8460000.0,21961000.0,766000.0,15863000.0,11626000.0,,1587472000.0,19867000.0,9435000.0,76501000.0,214955000.0,118941000.0,9797000.0,85381000.0,121646000.0,7932000.0,6768000.0,,936000.0,5840000.0,,-1336962000.0,,351280000.0,670854000.0,251276000.0,389095000.0,61274000.0,251276000.0,251276000.0,419578000.0,670854000.0,196378000.0,358304000.0,0.0
Nektar Therapeutics,NKTR,,906709,2011.0,Q1,,2011-03-31,2011-04-29 16:05:15+00:00,3481000.0,2160000.0,22880000.0,818000.0,16448000.0,22485000.0,,1581001000.0,19974000.0,7680000.0,76501000.0,214955000.0,,11712000.0,87628000.0,126752000.0,6859000.0,4865000.0,,976000.0,6205000.0,,-1300581000.0,,496157000.0,704478000.0,281238000.0,539373000.0,58880000.0,281238000.0,281238000.0,423240000.0,704478000.0,77477000.0,364360000.0,0.0
Nektar Therapeutics,NKTR,,906709,2012.0,FY,,2012-12-31,2014-02-27 16:26:07+00:00,2863000.0,5805000.0,25508000.0,-357000.0,11607000.0,25437000.0,0.0,1617755000.0,21896000.0,8773000.0,76501000.0,125000000.0,25000000.0,18269000.0,72215000.0,96551000.0,13363000.0,12414000.0,7083000.0,9443000.0,139077000.0,,-1570380000.0,,251757000.0,497790000.0,47018000.0,314631000.0,78537000.0,47018000.0,47018000.0,450772000.0,497790000.0,110944000.0,372235000.0,0.0
Nektar Therapeutics,NKTR,,906709,2012.0,Q3,,2012-09-30,2012-11-09 15:57:13+00:00,2624000.0,3911000.0,19650000.0,155000.0,12414000.0,10338000.0,0.0,1612631000.0,22639000.0,12687000.0,76501000.0,125000000.0,35022000.0,16754000.0,73256000.0,101762000.0,7003000.0,11870000.0,,9728000.0,137474000.0,,-1517454000.0,0.0,308939000.0,541452000.0,95332000.0,346945000.0,69470000.0,95332000.0,95332000.0,446120000.0,541452000.0,121251000.0,376650000.0,0.0
Nektar Therapeutics,NKTR,,906709,2012.0,Q2,,2012-06-30,2012-08-09 16:31:22+00:00,3118000.0,11361000.0,20243000.0,-620000.0,13174000.0,136154000.0,0.0,1606811000.0,20691000.0,10519000.0,76501000.0,,44245000.0,14715000.0,73713000.0,108215000.0,9341000.0,7335000.0,,5693000.0,137909000.0,,-1473907000.0,214955000.0,296720000.0,668443000.0,132284000.0,468291000.0,276861000.0,132284000.0,132284000.0,536159000.0,668443000.0,126439000.0,259298000.0,0.0
Nektar Therapeutics,NKTR,,906709,2012.0,Q1,,2012-03-31,2012-05-03 21:31:33+00:00,1761000.0,10803000.0,20485000.0,-43000.0,13890000.0,148485000.0,0.0,1602152000.0,20007000.0,8187000.0,76501000.0,,116732000.0,14108000.0,75557000.0,111050000.0,13634000.0,5358000.0,,5345000.0,136609000.0,,-1439622000.0,214955000.0,233624000.0,694789000.0,162487000.0,420654000.0,270753000.0,162487000.0,162487000.0,532302000.0,694789000.0,198578000.0,261549000.0,0.0
Nektar Therapeutics,NKTR,,906709,2013.0,FY,,2013-12-31,2015-02-25 21:03:05+00:00,9115000.0,2229000.0,23148000.0,-1181000.0,8049000.0,39067000.0,0.0,1643671000.0,23664000.0,14254000.0,76501000.0,125000000.0,25000000.0,13452000.0,66974000.0,82384000.0,5175000.0,17587000.0,6917000.0,8170000.0,210776000.0,,-1732393000.0,3536000.0,197959000.0,434527000.0,-89903000.0,257882000.0,98221000.0,-89903000.0,-89903000.0,524430000.0,434527000.0,109671000.0,426209000.0,0.0
