company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,saleofinvestments,saleofplantpropertyandequipment
Nektar Therapeutics,NKTR,,906709,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 16:50:35+00:00,743000.0,11225000.0,14881000.0,-226000.0,121163000.0,4820000.0,,3535000.0,-149035000.0,39739000.0,3535000.0,-149035000.0,39739000.0,-105987000.0,-102519000.0,-102519000.0,6214000.0,,-4440000.0,,-451918000.0,-20702000.0,-1285000.0,328025000.0,
Nektar Therapeutics,NKTR,,906709,2010.0,Q4,2010-10-01,2010-12-31,,407000.0,10599000.0,4052000.0,93000.0,21917000.0,1749000.0,,1512000.0,-17163000.0,20407000.0,1512000.0,-17163000.0,20407000.0,4849000.0,-22580000.0,-22580000.0,17018000.0,,,,-127962000.0,-9297000.0,-237000.0,120096000.0,
Nektar Therapeutics,NKTR,,906709,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 21:43:09+00:00,407000.0,10599000.0,16551000.0,-219000.0,-62634000.0,8891000.0,,7535000.0,16713000.0,-55871000.0,7535000.0,16713000.0,-55871000.0,-31842000.0,-37938000.0,-37938000.0,28150000.0,,,,-443122000.0,-31457000.0,-1356000.0,491292000.0,
Nektar Therapeutics,NKTR,,906709,2010.0,Q3,2010-07-01,2010-09-30,,,,4165000.0,-276000.0,-21666000.0,994000.0,,606000.0,11494000.0,-22162000.0,606000.0,11494000.0,-22162000.0,-10338000.0,-8711000.0,-8711000.0,4050000.0,,,,-96885000.0,-13364000.0,-388000.0,121743000.0,
Nektar Therapeutics,NKTR,,906709,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-03 20:03:03+00:00,,,12499000.0,-312000.0,-84551000.0,7142000.0,,6023000.0,33876000.0,-76278000.0,6023000.0,33876000.0,-76278000.0,-36691000.0,-15358000.0,-15358000.0,11132000.0,,,,-315160000.0,-22160000.0,-1119000.0,371196000.0,
Nektar Therapeutics,NKTR,,906709,2010.0,Q2,2010-04-01,2010-06-30,,,,4185000.0,264000.0,-27746000.0,1372000.0,,1000000.0,21361000.0,-19953000.0,1000000.0,21361000.0,-19953000.0,2672000.0,-517000.0,-517000.0,4125000.0,,,,-102998000.0,-4823000.0,-372000.0,129182000.0,
Nektar Therapeutics,NKTR,,906709,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-05 16:34:07+00:00,,,8334000.0,-36000.0,-62885000.0,6148000.0,,5417000.0,22382000.0,-54116000.0,5417000.0,22382000.0,-54116000.0,-26353000.0,-6647000.0,-6647000.0,7082000.0,,,,-218275000.0,-8796000.0,-731000.0,249453000.0,
Nektar Therapeutics,NKTR,,906709,2010.0,Q1,2010-01-01,2010-03-31,2011-04-29 16:05:15+00:00,,,4149000.0,-300000.0,-35139000.0,4776000.0,,4417000.0,1021000.0,-34163000.0,4417000.0,1021000.0,-34163000.0,-29025000.0,-6130000.0,-6130000.0,2957000.0,,,,-115277000.0,-3973000.0,-359000.0,120271000.0,
Nektar Therapeutics,NKTR,,906709,2011.0,Q4,2011-10-01,2011-12-31,,957000.0,685000.0,3527000.0,423000.0,-11363000.0,241000.0,,-306000.0,14401000.0,-42214000.0,-306000.0,14401000.0,-42214000.0,-27696000.0,-37495000.0,-37495000.0,3117000.0,,,,-67842000.0,-1428000.0,-547000.0,83671000.0,
Nektar Therapeutics,NKTR,,906709,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 16:26:07+00:00,957000.0,10277000.0,14951000.0,916000.0,-14768000.0,224313000.0,,222335000.0,-111952000.0,-113742000.0,222335000.0,-111952000.0,-113742000.0,-2443000.0,-133978000.0,-133978000.0,20053000.0,,,,-695371000.0,-9722000.0,-1978000.0,593141000.0,
