company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2007.0,FY,2007-01-01,2007-12-31,2010-02-16 16:45:44+00:00,-0.02,-0.02,0.2,-0.02,-285000000.0,-35000000.0,-91000000.0,56000000.0,-49000000.0,14000000.0,26670000000.0,36622000000.0,,36000000.0,,4429000000.0,6076000000.0,26670000000.0,9952000000.0,-91000000.0,50000000.0,10505000000.0,-553000000.0,177000000.0,-376000000.0,36622000000.0,2450000000.0,2312700000.0,2312700000.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2008.0,FY,2008-01-01,2008-12-31,2011-02-18 09:27:06+00:00,-13.11,-13.11,1.4,-13.11,1584000000.0,-4240000000.0,-4437000000.0,197000000.0,-4244000000.0,4000000.0,18171000000.0,25109000000.0,,-425000000.0,,3399000000.0,6081000000.0,18171000000.0,6938000000.0,-38000000.0,76000000.0,9480000000.0,-2542000000.0,-311000000.0,-2853000000.0,25109000000.0,323700000.0,323600000.0,323600000.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2008.0,Q3,2008-06-29,2008-09-27,2009-11-03 18:02:43+00:00,-0.18,-0.18,0.05,-0.18,-203000000.0,-391000000.0,-391000000.0,0.0,-397000000.0,6000000.0,5677000000.0,7480000000.0,,-167000000.0,,999000000.0,1256000000.0,5677000000.0,1803000000.0,-18000000.0,7000000.0,2255000000.0,-452000000.0,-142000000.0,-594000000.0,7480000000.0,2205600000.0,2265900000.0,2265900000.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2008.0,Q2,2008-03-30,2008-06-28,2009-08-26 15:59:44+00:00,0.0,0.0,0.05,0.0,-55000000.0,-3000000.0,-3000000.0,0.0,4000000.0,-7000000.0,5757000000.0,8082000000.0,,-92000000.0,,1048000000.0,1272000000.0,5757000000.0,2325000000.0,10000000.0,39000000.0,2320000000.0,5000000.0,-63000000.0,-58000000.0,8082000000.0,,2262600000.0,2269500000.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2009.0,Q4,2009-10-04,2009-12-31,,0.43,0.43,1.86,0.43,361000000.0,143000000.0,778000000.0,-635000000.0,142000000.0,1000000.0,-3302000000.0,-8257000000.0,,64000000.0,-3787000000.0,-1250000000.0,-935000000.0,-3302000000.0,-4955000000.0,-114000000.0,-56000000.0,-5972000000.0,1017000000.0,122000000.0,1139000000.0,-8257000000.0,318800000.0,327900000.0,329900000.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2009.0,FY,2009-01-01,2009-12-31,2012-02-15 17:07:24+00:00,-0.16,-0.16,0.35,-0.15,188000000.0,-28000000.0,445000000.0,-473000000.0,-51000000.0,23000000.0,3470000000.0,6947000000.0,,91000000.0,,993000000.0,1917000000.0,3470000000.0,3477000000.0,,-25000000.0,2910000000.0,567000000.0,66000000.0,633000000.0,6947000000.0,318800000.0,327900000.0,329900000.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2009.0,Q3YTD,2009-01-01,2009-10-03,,-0.08,-0.08,-0.19,-0.08,-173000000.0,-171000000.0,-333000000.0,162000000.0,-193000000.0,22000000.0,6772000000.0,15204000000.0,,27000000.0,3787000000.0,2243000000.0,2852000000.0,6772000000.0,8432000000.0,114000000.0,31000000.0,8882000000.0,-450000000.0,-56000000.0,-506000000.0,15204000000.0,1200000000.0,2299600000.0,2299600000.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2009.0,Q3,2009-07-05,2009-10-03,2010-11-02 17:30:52+00:00,0.01,0.01,,0.01,-25000000.0,22000000.0,-80000000.0,102000000.0,12000000.0,10000000.0,2897000000.0,4336000000.0,,-66000000.0,,621000000.0,829000000.0,2897000000.0,1439000000.0,49000000.0,21000000.0,1450000000.0,-11000000.0,-94000000.0,-105000000.0,4336000000.0,1200000000.0,2299600000.0,2299600000.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2009.0,Q2YTD,2009-01-01,2009-07-04,,-0.09,-0.09,0.05,-0.09,-148000000.0,-193000000.0,-253000000.0,60000000.0,-205000000.0,12000000.0,3875000000.0,10868000000.0,,93000000.0,3787000000.0,1622000000.0,2023000000.0,3875000000.0,6993000000.0,65000000.0,10000000.0,7432000000.0,-439000000.0,38000000.0,-401000000.0,10868000000.0,2600000000.0,2293900000.0,2306400000.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2009.0,Q1,2009-01-01,2009-04-04,2010-05-04 17:29:41+00:00,-0.1,-0.1,0.05,-0.1,-146000000.0,-228000000.0,-288000000.0,60000000.0,-231000000.0,3000000.0,3875000000.0,5371000000.0,,70000000.0,,847000000.0,1098000000.0,3875000000.0,1496000000.0,35000000.0,-20000000.0,1945000000.0,-449000000.0,15000000.0,-434000000.0,5371000000.0,2310000000.0,2280500000.0,2280500000.0
