company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2007.0,FY,2007-01-01,2007-12-31,2010-02-16 16:45:44+00:00,440000000.0,312000000.0,903000000.0,73000000.0,-505000000.0,440000000.0,1465000000.0,-3226000000.0,2379000000.0,785000000.0,-75000000.0,-3301000000.0,2379000000.0,785000000.0,-64000000.0,-35000000.0,-91000000.0,56000000.0,478000000.0,,,,-468000000.0,-4568000000.0,-527000000.0,-1628000000.0,-3035000000.0,7308000000.0,166000000.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2008.0,Q4,2008-09-28,2008-12-31,,120000000.0,105000000.0,62000000.0,-135000000.0,1411000000.0,59000000.0,7000000.0,-13000000.0,173000000.0,-366000000.0,431000000.0,418000000.0,173000000.0,-366000000.0,90000000.0,-3656000000.0,-3853000000.0,197000000.0,2014000000.0,158000000.0,,,-113000000.0,21000000.0,-21000000.0,-124000000.0,,164000000.0,9000000.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2008.0,FY,2008-01-01,2008-12-31,2011-02-18 09:27:06+00:00,407000000.0,252000000.0,686000000.0,-134000000.0,661000000.0,145000000.0,8000000.0,-555000000.0,921000000.0,-325000000.0,405000000.0,-150000000.0,921000000.0,-325000000.0,312000000.0,-4240000000.0,-4437000000.0,197000000.0,2765000000.0,158000000.0,,0.0,-453000000.0,-282000000.0,-408000000.0,-275000000.0,-138000000.0,1481000000.0,130000000.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2008.0,Q3,2008-06-29,2008-09-27,,69000000.0,17000000.0,208000000.0,-71000000.0,-164000000.0,4000000.0,1000000.0,-57000000.0,191000000.0,180000000.0,-26000000.0,-83000000.0,191000000.0,180000000.0,217000000.0,-391000000.0,-391000000.0,,527000000.0,,,,-113000000.0,-129000000.0,-156000000.0,51000000.0,,360000000.0,116000000.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2008.0,Q3YTD,2008-01-01,2008-09-27,2009-11-03 18:02:43+00:00,287000000.0,147000000.0,624000000.0,1000000.0,-750000000.0,86000000.0,1000000.0,-542000000.0,748000000.0,41000000.0,-26000000.0,-568000000.0,748000000.0,41000000.0,222000000.0,-584000000.0,-584000000.0,0.0,751000000.0,,,,-340000000.0,-303000000.0,-387000000.0,-151000000.0,-138000000.0,1317000000.0,121000000.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2008.0,Q2YTD,2008-01-01,2008-06-28,2009-08-26 15:59:44+00:00,218000000.0,130000000.0,416000000.0,72000000.0,-586000000.0,82000000.0,,-485000000.0,557000000.0,-139000000.0,,-485000000.0,557000000.0,-139000000.0,5000000.0,-193000000.0,-193000000.0,0.0,224000000.0,,,,-227000000.0,-174000000.0,-231000000.0,-202000000.0,-138000000.0,957000000.0,5000000.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2009.0,Q4,2009-10-04,2009-12-31,,50000000.0,104000000.0,-99000000.0,-7000000.0,883000000.0,6000000.0,,-621000000.0,-957000000.0,1404000000.0,,-621000000.0,-957000000.0,1404000000.0,-181000000.0,141000000.0,839000000.0,-698000000.0,-219000000.0,,,,-610000000.0,-909000000.0,8000000.0,-17000000.0,,-49000000.0,-7000000.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2009.0,FY,2009-01-01,2009-12-31,2012-02-15 17:07:24+00:00,159000000.0,320000000.0,388000000.0,-14000000.0,-96000000.0,116000000.0,6000000.0,-277000000.0,-531000000.0,627000000.0,,-277000000.0,-531000000.0,627000000.0,-195000000.0,-28000000.0,445000000.0,-473000000.0,-110000000.0,0.0,,0.0,-181000000.0,-939000000.0,-136000000.0,-218000000.0,0.0,543000000.0,1000000.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2009.0,Q3TTM,2008-09-28,2009-10-03,,229000000.0,321000000.0,549000000.0,-142000000.0,432000000.0,169000000.0,13000000.0,331000000.0,599000000.0,-1143000000.0,431000000.0,762000000.0,599000000.0,-1143000000.0,76000000.0,-3825000000.0,-4247000000.0,422000000.0,2123000000.0,158000000.0,,,316000000.0,-9000000.0,-165000000.0,-325000000.0,,756000000.0,17000000.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2009.0,Q3,2009-07-05,2009-10-03,,-65000000.0,83000000.0,105000000.0,1000000.0,82000000.0,54000000.0,,579000000.0,-498000000.0,87000000.0,,579000000.0,-498000000.0,87000000.0,169000000.0,24000000.0,-141000000.0,165000000.0,41000000.0,,-670000000.0,,543000000.0,-9000000.0,-7000000.0,-18000000.0,,186000000.0,2000000.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2009.0,Q3YTD,2009-01-01,2009-10-03,2010-11-02 17:30:52+00:00,109000000.0,216000000.0,487000000.0,-7000000.0,-979000000.0,110000000.0,6000000.0,344000000.0,426000000.0,-777000000.0,,344000000.0,426000000.0,-777000000.0,-14000000.0,-169000000.0,-394000000.0,225000000.0,109000000.0,,,0.0,429000000.0,-30000000.0,-144000000.0,-201000000.0,,592000000.0,8000000.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2009.0,Q2TTM,2008-06-29,2009-07-04,,363000000.0,255000000.0,652000000.0,-214000000.0,186000000.0,119000000.0,14000000.0,-305000000.0,1288000000.0,-1050000000.0,405000000.0,100000000.0,1288000000.0,-1050000000.0,124000000.0,-4240000000.0,-4497000000.0,257000000.0,2609000000.0,158000000.0,670000000.0,,-340000000.0,-129000000.0,-314000000.0,-256000000.0,,930000000.0,131000000.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2009.0,Q2,2009-04-05,2009-07-04,,123000000.0,105000000.0,192000000.0,138000000.0,-112000000.0,,6000000.0,-17000000.0,-655000000.0,150000000.0,,-17000000.0,-655000000.0,150000000.0,-384000000.0,35000000.0,35000000.0,,35000000.0,,670000000.0,,,-6000000.0,-66000000.0,-23000000.0,,-1256000000.0,3000000.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2009.0,Q1,2009-01-01,2009-04-04,2010-05-04 17:29:41+00:00,51000000.0,28000000.0,190000000.0,-146000000.0,-949000000.0,56000000.0,,-218000000.0,1579000000.0,-1014000000.0,,-218000000.0,1579000000.0,-1014000000.0,201000000.0,-228000000.0,-288000000.0,60000000.0,33000000.0,,,,-114000000.0,-15000000.0,-71000000.0,-160000000.0,,1662000000.0,3000000.0
