company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2008.0,FY,,2008-12-31,2010-02-16 16:45:44+00:00,3188000000.0,3493000000.0,7340000000.0,-2205000000.0,3064000000.0,7834000000.0,1092000000.0,2837000000.0,,4092000000.0,517000000.0,2659000000.0,2442000000.0,88000000.0,2428000000.0,6830000000.0,,,,2282000000.0,3562000000.0,,,,3878000000.0,92000000.0,225000000.0,27869000000.0,9507000000.0,17363000000.0,10620000000.0,9507000000.0,9595000000.0,18274000000.0,27869000000.0,8064000000.0,7654000000.0,0.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2009.0,FY,,2009-12-31,2011-02-18 09:27:06+00:00,1998000000.0,2845000000.0,4141000000.0,-2286000000.0,2869000000.0,8234000000.0,1082000000.0,2714000000.0,,3365000000.0,522000000.0,1097000000.0,1819000000.0,108000000.0,2283000000.0,1389000000.0,,1656000000.0,1586000000.0,1680000000.0,3987000000.0,553000000.0,107000000.0,,3827000000.0,536000000.0,5094000000.0,25603000000.0,9775000000.0,16032000000.0,8261000000.0,9775000000.0,9883000000.0,15720000000.0,25603000000.0,7752000000.0,7459000000.0,0.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2009.0,Q3,,2009-10-03,2009-11-03 18:02:43+00:00,2212000000.0,3402000000.0,5364000000.0,-2026000000.0,3050000000.0,8151000000.0,1108000000.0,2823000000.0,,3901000000.0,491000000.0,1523000000.0,2224000000.0,107000000.0,2327000000.0,6227000000.0,,,,1859000000.0,3631000000.0,,,,3685000000.0,24000000.0,15000000.0,25049000000.0,9810000000.0,15325000000.0,7600000000.0,9810000000.0,9917000000.0,15132000000.0,25049000000.0,7500000000.0,7532000000.0,0.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2009.0,Q2,,2009-07-04,2009-08-26 15:59:44+00:00,2188000000.0,3689000000.0,5956000000.0,-2161000000.0,2881000000.0,8011000000.0,1320000000.0,2822000000.0,,3899000000.0,446000000.0,1660000000.0,2280000000.0,100000000.0,2094000000.0,6119000000.0,,,,1748000000.0,3398000000.0,,,,3673000000.0,40000000.0,45000000.0,25104000000.0,9523000000.0,15714000000.0,8184000000.0,9523000000.0,9623000000.0,15481000000.0,25104000000.0,7110000000.0,7297000000.0,0.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2010.0,FY,,2010-12-31,2012-02-15 17:07:24+00:00,731000000.0,1547000000.0,2574000000.0,-2222000000.0,4208000000.0,8647000000.0,871000000.0,1429000000.0,,2098000000.0,242000000.0,521000000.0,922000000.0,102000000.0,1920000000.0,748000000.0,,4604000000.0,4800000000.0,734000000.0,3045000000.0,3176000000.0,737000000.0,,4460000000.0,605000000.0,4655000000.0,25577000000.0,10885000000.0,17154000000.0,8710000000.0,10885000000.0,10987000000.0,14590000000.0,25577000000.0,7501000000.0,5880000000.0,0.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2010.0,Q3,,2010-10-02,2010-11-02 17:30:52+00:00,2379000000.0,3236000000.0,4517000000.0,-2315000000.0,3848000000.0,8589000000.0,1230000000.0,2752000000.0,,2864000000.0,409000000.0,1354000000.0,1768000000.0,105000000.0,1762000000.0,1442000000.0,,1217000000.0,1281000000.0,1447000000.0,3639000000.0,414000000.0,167000000.0,,4167000000.0,532000000.0,5046000000.0,25925000000.0,10441000000.0,17373000000.0,8709000000.0,10441000000.0,10546000000.0,15379000000.0,25925000000.0,6784000000.0,6670000000.0,0.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2010.0,Q1,,2010-04-03,2010-05-04 17:29:41+00:00,2147000000.0,3086000000.0,5194000000.0,-2311000000.0,3188000000.0,8359000000.0,1125000000.0,2830000000.0,,3372000000.0,524000000.0,1251000000.0,2088000000.0,101000000.0,2253000000.0,2066000000.0,,,,1669000000.0,3970000000.0,,,,3896000000.0,532000000.0,5180000000.0,25260000000.0,9944000000.0,15896000000.0,7873000000.0,9944000000.0,10045000000.0,15215000000.0,25260000000.0,7276000000.0,7342000000.0,0.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2011.0,FY,,2011-12-31,2013-02-12 10:45:50+00:00,677000000.0,1866000000.0,2733000000.0,-2876000000.0,1881000000.0,7074000000.0,613000000.0,1428000000.0,,1130000000.0,166000000.0,512000000.0,896000000.0,60000000.0,2375000000.0,686000000.0,,,,296000000.0,3710000000.0,,,,1016000000.0,405000000.0,3210000000.0,13929000000.0,5214000000.0,8768000000.0,3815000000.0,5214000000.0,5274000000.0,8655000000.0,13929000000.0,4265000000.0,4840000000.0,0.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2011.0,Q3,,2011-10-01,2011-10-27 17:27:50+00:00,641000000.0,1535000000.0,2911000000.0,-2154000000.0,1785000000.0,7350000000.0,629000000.0,1449000000.0,,1538000000.0,193000000.0,548000000.0,889000000.0,60000000.0,2074000000.0,743000000.0,,10000000.0,12000000.0,449000000.0,2906000000.0,2000000.0,,,902000000.0,605000000.0,4465000000.0,14771000000.0,6098000000.0,9715000000.0,4169000000.0,6098000000.0,6158000000.0,8613000000.0,14771000000.0,4167000000.0,4444000000.0,0.0
Motorola Solutions Inc,MSI,6S552MUG6KGJVEBSEC55,68505,2011.0,Q2,,2011-07-02,2011-07-28 16:11:26+00:00,625000000.0,1546000000.0,2790000000.0,-2140000000.0,2203000000.0,8033000000.0,729000000.0,1429000000.0,,1548000000.0,203000000.0,522000000.0,899000000.0,85000000.0,2063000000.0,729000000.0,,116000000.0,110000000.0,641000000.0,3015000000.0,93000000.0,79000000.0,,846000000.0,606000000.0,4424000000.0,15597000000.0,6739000000.0,10269000000.0,4131000000.0,6739000000.0,6824000000.0,8773000000.0,15597000000.0,4429000000.0,4642000000.0,0.0
