company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2009.0,Q2YTD,2008-10-27,2009-04-26,2010-06-09 17:00:46+00:00,,133250000.0,7211000.0,146108000.0,742000.0,-296893000.0,27633000.0,,-155332000.0,310859000.0,-100917000.0,-155332000.0,310859000.0,-100917000.0,55352000.0,-388324000.0,-388324000.0,438192000.0,,-159736000.0,-486527000.0,-128099000.0,-323000.0,-22906000.0,925485000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2009.0,Q1,2008-10-27,2009-01-25,2010-03-09 16:05:31+00:00,,12064000.0,42000.0,71228000.0,742000.0,-372960000.0,182000.0,510000.0,-101976000.0,241023000.0,-185217000.0,-101976000.0,241023000.0,-185217000.0,-45428000.0,-132934000.0,-132934000.0,249449000.0,,-79762000.0,-227348000.0,-73318000.0,,-22906000.0,541689000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2010.0,Q4,2010-08-02,2010-10-31,,,133000000.0,7000000.0,69000000.0,-2000000.0,-100000000.0,30000000.0,,-214000000.0,-15000000.0,525000000.0,-214000000.0,-15000000.0,525000000.0,294000000.0,468000000.0,468000000.0,88000000.0,,-94000000.0,-421000000.0,-35000000.0,,-150000000.0,441000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2010.0,FY,2009-10-26,2010-10-31,2012-12-05 16:36:34+00:00,-323000000.0,388000000.0,14000000.0,305000000.0,-3000000.0,38000000.0,129000000.0,0.0,-576000000.0,-862000000.0,1723000000.0,-576000000.0,-862000000.0,1723000000.0,282000000.0,938000000.0,938000000.0,442000000.0,,-349000000.0,-1778000000.0,-169000000.0,-6000000.0,-350000000.0,1408000000.0,0.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2010.0,Q3TTM,2009-07-27,2010-08-01,,-323000000.0,269973000.0,13788000.0,307391000.0,-742000.0,181401000.0,131594000.0,,-409503000.0,-1018805000.0,1438204000.0,-409503000.0,-1018805000.0,1438204000.0,9154000.0,608189000.0,608189000.0,341223000.0,,-334244000.0,-1663583000.0,-195196000.0,-6759000.0,-200094000.0,1162974000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2010.0,Q3,2010-05-03,2010-08-01,,,157000000.0,,73000000.0,-1000000.0,-45000000.0,2000000.0,,-193000000.0,-137000000.0,299000000.0,-193000000.0,-137000000.0,299000000.0,-32000000.0,123000000.0,123000000.0,148000000.0,,-94000000.0,-528000000.0,-36000000.0,-1000000.0,-100000000.0,427000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2010.0,Q3YTD,2009-10-26,2010-08-01,2011-08-26 16:06:51+00:00,-323000000.0,255000000.0,7000000.0,236000000.0,-1000000.0,138000000.0,99000000.0,,-362000000.0,-847000000.0,1198000000.0,-362000000.0,-847000000.0,1198000000.0,-12000000.0,470000000.0,470000000.0,354000000.0,,-255000000.0,-1357000000.0,-134000000.0,-6000000.0,-200000000.0,967000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2010.0,Q2TTM,2009-04-27,2010-05-02,,-323000000.0,171750000.0,13789000.0,307892000.0,258000.0,307893000.0,131367000.0,,-294668000.0,-908859000.0,1332917000.0,-294668000.0,-908859000.0,1332917000.0,129648000.0,430324000.0,430324000.0,286808000.0,,-320264000.0,-1298473000.0,-218901000.0,-5677000.0,-100094000.0,931515000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2010.0,Q2,2010-02-01,2010-05-02,,,87000000.0,7000000.0,87000000.0,,147000000.0,77000000.0,-1000000.0,-109000000.0,-221000000.0,527000000.0,-109000000.0,-221000000.0,527000000.0,197000000.0,264000000.0,264000000.0,29000000.0,,-80000000.0,-532000000.0,-45000000.0,-5000000.0,-100000000.0,356000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2010.0,Q2YTD,2009-10-26,2010-05-02,2011-05-31 17:22:19+00:00,-323000000.0,98000000.0,7000000.0,163000000.0,,183000000.0,97000000.0,,-169000000.0,-710000000.0,899000000.0,-169000000.0,-710000000.0,899000000.0,20000000.0,347000000.0,347000000.0,206000000.0,,-161000000.0,-829000000.0,-98000000.0,-5000000.0,-100000000.0,540000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2010.0,Q1TTM,2009-01-26,2010-01-31,,-323000000.0,205936000.0,13958000.0,295772000.0,258000.0,236960000.0,81818000.0,490000.0,-239024000.0,-618023000.0,890217000.0,-239024000.0,-618023000.0,890217000.0,33428000.0,-89066000.0,-89066000.0,446551000.0,,-320238000.0,-1025652000.0,-228682000.0,-1000000.0,-94000.0,959311000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2010.0,Q1,2009-10-26,2010-01-31,2011-02-28 16:12:36+00:00,-323000000.0,11000000.0,,76000000.0,0.0,36000000.0,20000000.0,1000000.0,-60000000.0,-489000000.0,372000000.0,-60000000.0,-489000000.0,372000000.0,-177000000.0,83000000.0,83000000.0,177000000.0,,-81000000.0,-297000000.0,-53000000.0,,,184000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2011.0,FY,2010-11-01,2011-10-30,2013-12-04 16:26:13+00:00,0.0,761000000.0,14000000.0,246000000.0,6000000.0,141000000.0,95000000.0,1730000000.0,960000000.0,707000000.0,2429000000.0,960000000.0,707000000.0,2429000000.0,4102000000.0,1926000000.0,1926000000.0,116000000.0,,-397000000.0,-1137000000.0,-209000000.0,,-468000000.0,1923000000.0,130000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2011.0,Q4,2011-08-01,2011-10-30,,,100000000.0,7000000.0,59000000.0,2000000.0,140000000.0,31000000.0,-14000000.0,-250000000.0,489000000.0,701000000.0,-250000000.0,489000000.0,701000000.0,942000000.0,455000000.0,455000000.0,47000000.0,,-106000000.0,-192000000.0,-73000000.0,14000000.0,-175000000.0,750000000.0,4000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2011.0,Q3TTM,2010-08-02,2011-07-31,,,794000000.0,14000000.0,256000000.0,2000000.0,-99000000.0,94000000.0,1744000000.0,996000000.0,203000000.0,2253000000.0,996000000.0,203000000.0,2253000000.0,3454000000.0,1939000000.0,1939000000.0,157000000.0,,-385000000.0,-1366000000.0,-171000000.0,-14000000.0,-443000000.0,1614000000.0,126000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2011.0,Q3,2011-05-02,2011-07-31,,,105000000.0,,59000000.0,3000000.0,40000000.0,5000000.0,1744000000.0,1606000000.0,252000000.0,599000000.0,1606000000.0,252000000.0,599000000.0,2460000000.0,476000000.0,476000000.0,24000000.0,,-105000000.0,-49000000.0,-55000000.0,-13000000.0,-25000000.0,269000000.0,87000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2011.0,Q3YTD,2010-11-01,2011-07-31,2012-08-23 16:18:30+00:00,0.0,661000000.0,7000000.0,187000000.0,4000000.0,1000000.0,64000000.0,1744000000.0,1210000000.0,218000000.0,1728000000.0,1210000000.0,218000000.0,1728000000.0,3160000000.0,1471000000.0,1471000000.0,69000000.0,,-291000000.0,-945000000.0,-136000000.0,-14000000.0,-293000000.0,1173000000.0,126000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2011.0,Q2TTM,2010-05-03,2011-05-01,,,846000000.0,14000000.0,270000000.0,-2000000.0,-184000000.0,91000000.0,,-803000000.0,-186000000.0,1953000000.0,-803000000.0,-186000000.0,1953000000.0,962000000.0,1586000000.0,1586000000.0,281000000.0,,-374000000.0,-1845000000.0,-152000000.0,-2000000.0,-518000000.0,1772000000.0,39000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2011.0,Q2,2011-01-31,2011-05-01,,,391000000.0,7000000.0,65000000.0,1000000.0,114000000.0,46000000.0,,-166000000.0,45000000.0,704000000.0,-166000000.0,45000000.0,704000000.0,584000000.0,489000000.0,489000000.0,36000000.0,,-93000000.0,-359000000.0,-57000000.0,-1000000.0,-118000000.0,461000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2011.0,Q2YTD,2010-11-01,2011-05-01,2012-05-24 16:25:10+00:00,0.0,556000000.0,7000000.0,128000000.0,1000000.0,-39000000.0,59000000.0,,-396000000.0,-34000000.0,1129000000.0,-396000000.0,-34000000.0,1129000000.0,700000000.0,995000000.0,995000000.0,45000000.0,,-186000000.0,-896000000.0,-81000000.0,-1000000.0,-268000000.0,904000000.0,39000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2011.0,Q1TTM,2010-02-01,2011-01-30,,,542000000.0,14000000.0,292000000.0,-3000000.0,-151000000.0,122000000.0,-1000000.0,-746000000.0,-452000000.0,1776000000.0,-746000000.0,-452000000.0,1776000000.0,575000000.0,1361000000.0,1361000000.0,274000000.0,,-361000000.0,-2018000000.0,-140000000.0,-6000000.0,-500000000.0,1667000000.0,39000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2011.0,Q1,2010-11-01,2011-01-30,2012-02-27 16:48:45+00:00,0.0,165000000.0,,63000000.0,0.0,-153000000.0,13000000.0,,-230000000.0,-79000000.0,425000000.0,-230000000.0,-79000000.0,425000000.0,116000000.0,506000000.0,506000000.0,9000000.0,,-93000000.0,-537000000.0,-24000000.0,,-150000000.0,443000000.0,39000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2012.0,FY,2011-10-31,2012-10-28,2014-12-17 16:38:24+00:00,-4190000000.0,243000000.0,94000000.0,422000000.0,-5000000.0,549000000.0,96000000.0,,-1754000000.0,-4660000000.0,1851000000.0,-1754000000.0,-4660000000.0,1851000000.0,-4568000000.0,109000000.0,109000000.0,771000000.0,,-434000000.0,-1327000000.0,-162000000.0,,-1416000000.0,1019000000.0,0.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2012.0,Q4,2012-07-30,2012-10-28,,-1000000.0,10000000.0,7000000.0,97000000.0,-3000000.0,240000000.0,45000000.0,,-582000000.0,37000000.0,411000000.0,-582000000.0,37000000.0,411000000.0,-137000000.0,-515000000.0,-515000000.0,589000000.0,,-111000000.0,-175000000.0,-41000000.0,,-516000000.0,254000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2012.0,Q3YTD,2011-10-31,2012-07-29,2013-08-22 16:19:16+00:00,-4189000000.0,233000000.0,87000000.0,325000000.0,-2000000.0,309000000.0,51000000.0,,-1172000000.0,-4697000000.0,1440000000.0,-1172000000.0,-4697000000.0,1440000000.0,-4431000000.0,624000000.0,624000000.0,182000000.0,,-323000000.0,-1152000000.0,-121000000.0,,-900000000.0,765000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2012.0,Q3TTM,2011-08-01,2012-07-29,,-4189000000.0,333000000.0,94000000.0,384000000.0,,449000000.0,82000000.0,-14000000.0,-1422000000.0,-4208000000.0,2141000000.0,-1422000000.0,-4208000000.0,2141000000.0,-3489000000.0,1079000000.0,1079000000.0,229000000.0,,-429000000.0,-1344000000.0,-194000000.0,14000000.0,-1075000000.0,1515000000.0,4000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2012.0,Q3,2012-04-30,2012-07-29,,-3000000.0,54000000.0,39000000.0,105000000.0,2000000.0,247000000.0,6000000.0,,-609000000.0,-281000000.0,656000000.0,-609000000.0,-281000000.0,656000000.0,-232000000.0,218000000.0,218000000.0,86000000.0,,-115000000.0,-438000000.0,-45000000.0,,-500000000.0,205000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2012.0,Q2YTD,2011-10-31,2012-04-29,2013-05-23 16:10:39+00:00,-4186000000.0,179000000.0,48000000.0,220000000.0,-4000000.0,62000000.0,45000000.0,,-563000000.0,-4416000000.0,784000000.0,-563000000.0,-4416000000.0,784000000.0,-4199000000.0,406000000.0,406000000.0,96000000.0,,-208000000.0,-714000000.0,-76000000.0,,-400000000.0,560000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2012.0,Q2TTM,2011-05-02,2012-04-29,,-4186000000.0,384000000.0,55000000.0,338000000.0,1000000.0,242000000.0,81000000.0,1730000000.0,793000000.0,-3675000000.0,2084000000.0,793000000.0,-3675000000.0,2084000000.0,-797000000.0,1337000000.0,1337000000.0,167000000.0,,-419000000.0,-955000000.0,-204000000.0,1000000.0,-600000000.0,1579000000.0,91000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2012.0,Q2,2012-01-30,2012-04-29,,-7000000.0,146000000.0,7000000.0,108000000.0,-3000000.0,163000000.0,43000000.0,,-261000000.0,-259000000.0,603000000.0,-261000000.0,-259000000.0,603000000.0,80000000.0,289000000.0,289000000.0,43000000.0,,-104000000.0,-460000000.0,-39000000.0,,-200000000.0,247000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2012.0,Q1,2011-10-31,2012-01-29,2013-02-21 16:44:16+00:00,-4179000000.0,33000000.0,41000000.0,112000000.0,-1000000.0,-101000000.0,2000000.0,,-302000000.0,-4157000000.0,181000000.0,-302000000.0,-4157000000.0,181000000.0,-4279000000.0,117000000.0,117000000.0,53000000.0,,-104000000.0,-254000000.0,-37000000.0,,-200000000.0,313000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2012.0,Q1TTM,2011-01-31,2012-01-29,,-4179000000.0,629000000.0,55000000.0,295000000.0,5000000.0,193000000.0,84000000.0,1730000000.0,888000000.0,-3371000000.0,2185000000.0,888000000.0,-3371000000.0,2185000000.0,-293000000.0,1537000000.0,1537000000.0,160000000.0,,-408000000.0,-854000000.0,-222000000.0,,-518000000.0,1793000000.0,91000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2013.0,FY,2012-10-29,2013-10-27,2015-12-09 17:29:47+00:00,-1000000.0,196000000.0,92000000.0,410000000.0,,-523000000.0,159000000.0,,-519000000.0,215000000.0,623000000.0,-519000000.0,215000000.0,623000000.0,319000000.0,256000000.0,256000000.0,480000000.0,23000000.0,-456000000.0,-607000000.0,-197000000.0,0.0,-245000000.0,1013000000.0,7000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2013.0,Q4,2013-07-29,2013-10-27,,-1000000.0,12000000.0,7000000.0,98000000.0,,-310000000.0,34000000.0,,-110000000.0,57000000.0,19000000.0,-110000000.0,57000000.0,19000000.0,-34000000.0,183000000.0,183000000.0,48000000.0,23000000.0,-120000000.0,-169000000.0,-56000000.0,,-47000000.0,276000000.0,7000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2013.0,Q3TTM,2012-07-30,2013-07-28,,-1000000.0,194000000.0,92000000.0,409000000.0,-3000000.0,27000000.0,170000000.0,,-991000000.0,195000000.0,1015000000.0,-991000000.0,195000000.0,1015000000.0,216000000.0,-442000000.0,-442000000.0,1021000000.0,,-447000000.0,-613000000.0,-182000000.0,,-714000000.0,991000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2013.0,Q3,2013-04-29,2013-07-28,,,30000000.0,39000000.0,100000000.0,,42000000.0,40000000.0,,-130000000.0,-34000000.0,364000000.0,-130000000.0,-34000000.0,364000000.0,200000000.0,168000000.0,168000000.0,54000000.0,,-120000000.0,-128000000.0,-40000000.0,,-50000000.0,134000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2013.0,Q3YTD,2012-10-29,2013-07-28,2014-08-21 16:33:59+00:00,,184000000.0,85000000.0,312000000.0,,-213000000.0,125000000.0,,-409000000.0,158000000.0,604000000.0,-409000000.0,158000000.0,604000000.0,353000000.0,73000000.0,73000000.0,432000000.0,,-336000000.0,-438000000.0,-141000000.0,,-198000000.0,737000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2013.0,Q2TTM,2012-04-30,2013-04-28,,-4000000.0,218000000.0,92000000.0,414000000.0,-1000000.0,232000000.0,136000000.0,,-1470000000.0,-52000000.0,1307000000.0,-1470000000.0,-52000000.0,1307000000.0,-216000000.0,-392000000.0,-392000000.0,1053000000.0,,-442000000.0,-923000000.0,-187000000.0,,-1164000000.0,1062000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2013.0,Q2,2013-01-28,2013-04-28,,,122000000.0,7000000.0,106000000.0,,-80000000.0,67000000.0,,-141000000.0,-61000000.0,224000000.0,-141000000.0,-61000000.0,224000000.0,22000000.0,-129000000.0,-129000000.0,327000000.0,,-108000000.0,-167000000.0,-52000000.0,,-100000000.0,158000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2013.0,Q2YTD,2012-10-29,2013-04-28,2014-05-22 16:26:07+00:00,,154000000.0,46000000.0,212000000.0,,-255000000.0,85000000.0,,-279000000.0,192000000.0,240000000.0,-279000000.0,192000000.0,240000000.0,153000000.0,-95000000.0,-95000000.0,378000000.0,,-216000000.0,-310000000.0,-101000000.0,,-148000000.0,603000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2013.0,Q1TTM,2012-01-30,2013-01-27,,-11000000.0,242000000.0,92000000.0,416000000.0,-4000000.0,475000000.0,112000000.0,,-1590000000.0,-250000000.0,1686000000.0,-1590000000.0,-250000000.0,1686000000.0,-158000000.0,26000000.0,26000000.0,769000000.0,,-438000000.0,-1216000000.0,-174000000.0,,-1264000000.0,1151000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2013.0,Q1,2012-10-29,2013-01-27,2014-02-20 16:02:12+00:00,,32000000.0,39000000.0,106000000.0,,-175000000.0,18000000.0,,-138000000.0,253000000.0,16000000.0,-138000000.0,253000000.0,16000000.0,131000000.0,34000000.0,34000000.0,51000000.0,,-108000000.0,-143000000.0,-49000000.0,,-48000000.0,445000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2014.0,FY,2013-10-28,2014-10-26,2016-12-15 16:46:47+00:00,-12000000.0,195000000.0,92000000.0,375000000.0,,206000000.0,107000000.0,0.0,-348000000.0,-161000000.0,1800000000.0,-348000000.0,-161000000.0,1800000000.0,1291000000.0,1072000000.0,1072000000.0,147000000.0,30000000.0,-485000000.0,-811000000.0,-241000000.0,,0.0,878000000.0,25000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2014.0,Q4,2014-07-28,2014-10-26,,-12000000.0,87000000.0,7000000.0,94000000.0,,16000000.0,40000000.0,,-78000000.0,-53000000.0,407000000.0,-78000000.0,-53000000.0,407000000.0,276000000.0,256000000.0,256000000.0,41000000.0,4000000.0,-122000000.0,-179000000.0,-63000000.0,,,176000000.0,25000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2014.0,Q3TTM,2013-07-29,2014-07-27,,-1000000.0,120000000.0,92000000.0,379000000.0,,-120000000.0,101000000.0,,-380000000.0,-51000000.0,1412000000.0,-380000000.0,-51000000.0,1412000000.0,981000000.0,999000000.0,999000000.0,154000000.0,49000000.0,-483000000.0,-801000000.0,-234000000.0,,-47000000.0,978000000.0,7000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2014.0,Q3,2014-04-28,2014-07-27,,,49000000.0,39000000.0,93000000.0,,147000000.0,1000000.0,,-119000000.0,-192000000.0,584000000.0,-119000000.0,-192000000.0,584000000.0,273000000.0,301000000.0,301000000.0,43000000.0,1000000.0,-121000000.0,-308000000.0,-65000000.0,,,181000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2014.0,Q3YTD,2013-10-28,2014-07-27,2015-08-20 16:22:56+00:00,,108000000.0,85000000.0,281000000.0,,190000000.0,67000000.0,,-270000000.0,-108000000.0,1393000000.0,-270000000.0,-108000000.0,1393000000.0,1015000000.0,816000000.0,816000000.0,106000000.0,26000000.0,-363000000.0,-632000000.0,-178000000.0,,0.0,702000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2014.0,Q2TTM,2013-04-29,2014-04-27,,-1000000.0,101000000.0,92000000.0,386000000.0,,-225000000.0,140000000.0,,-391000000.0,107000000.0,1192000000.0,-391000000.0,107000000.0,1192000000.0,908000000.0,866000000.0,866000000.0,165000000.0,48000000.0,-482000000.0,-621000000.0,-209000000.0,,-97000000.0,931000000.0,7000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2014.0,Q2,2014-01-27,2014-04-27,,,33000000.0,7000000.0,94000000.0,,22000000.0,56000000.0,,-59000000.0,-69000000.0,437000000.0,-59000000.0,-69000000.0,437000000.0,309000000.0,262000000.0,262000000.0,59000000.0,7000000.0,-122000000.0,-161000000.0,-65000000.0,,,157000000.0,
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2014.0,Q2YTD,2013-10-28,2014-04-27,2015-05-21 16:15:30+00:00,,59000000.0,46000000.0,188000000.0,0.0,43000000.0,66000000.0,,-151000000.0,84000000.0,809000000.0,-151000000.0,84000000.0,809000000.0,742000000.0,515000000.0,515000000.0,63000000.0,25000000.0,-242000000.0,-324000000.0,-113000000.0,,,521000000.0,
