company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2007.0,FY,2006-10-30,2007-10-28,2009-12-18 17:29:47+00:00,1.22,1.22,,1.2,,729457000.0,451258000.0,1710196000.0,1710196000.0,1710196000.0,5242413000.0,9734856000.0,136149000.0,,0.0,1142073000.0,26421000.0,501185000.0,5242413000.0,4492443000.0,38631000.0,-29371000.0,2120937000.0,2371506000.0,68147000.0,2439653000.0,9734856000.0,1401800000.0,1406685000.0,1427002000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2008.0,FY,2007-10-29,2008-10-26,2010-12-10 14:19:42+00:00,0.71,0.71,0.06,0.7,,447972000.0,459402000.0,960746000.0,960746000.0,960746000.0,4686412000.0,8129240000.0,109320000.0,,-21837000.0,1104122000.0,39948000.0,505762000.0,4686412000.0,3442828000.0,20506000.0,-35527000.0,2087397000.0,1355431000.0,53287000.0,1408718000.0,8129240000.0,1353200000.0,1354176000.0,1374507000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2008.0,Q3,2008-04-28,2008-07-27,2009-09-01 16:06:31+00:00,0.12,0.12,,0.12,,77796000.0,115944000.0,164768000.0,164768000.0,164768000.0,1105854000.0,1848168000.0,,,,268559000.0,138000.0,129341000.0,1105854000.0,742314000.0,4859000.0,19091000.0,513982000.0,228332000.0,14232000.0,242564000.0,1848168000.0,1373100000.0,1350526000.0,1367557000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2009.0,Q4,2009-07-27,2009-10-25,,0.1,0.1,0.06,0.1,,35462000.0,-248311000.0,138189000.0,138189000.0,138189000.0,967756000.0,1526787000.0,10743000.0,,,234073000.0,-3481000.0,404192000.0,967756000.0,559031000.0,5055000.0,-4595000.0,386473000.0,172558000.0,1093000.0,173651000.0,1526787000.0,1326100000.0,1333000000.0,1333000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2009.0,FY,2008-10-27,2009-10-25,2011-12-06 16:07:25+00:00,-0.23,-0.23,0.06,-0.23,,-181000000.0,,-305000000.0,-305000000.0,-305000000.0,3583000000.0,5014000000.0,48000000.0,,0.0,934000000.0,156000000.0,735000000.0,3583000000.0,1431000000.0,21000000.0,-119000000.0,1825000000.0,-394000000.0,-92000000.0,-486000000.0,5014000000.0,1326100000.0,1333000000.0,1333000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2009.0,Q3YTD,2008-10-27,2009-07-26,,-0.33,-0.33,,-0.33,,-216462000.0,248311000.0,-443189000.0,-443189000.0,-443189000.0,2615244000.0,3487213000.0,37257000.0,,,699927000.0,159481000.0,330808000.0,2615244000.0,871969000.0,15945000.0,-114405000.0,1438527000.0,-566558000.0,-93093000.0,-659651000.0,3487213000.0,1371600000.0,1333278000.0,1333278000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2009.0,Q3,2009-04-27,2009-07-26,2010-09-03 16:05:47+00:00,-0.04,-0.04,,-0.04,,-19319000.0,79518000.0,-54865000.0,-54865000.0,-54865000.0,808866000.0,1133740000.0,10233000.0,,,234052000.0,,88487000.0,808866000.0,324874000.0,4893000.0,-2341000.0,402057000.0,-77183000.0,2999000.0,-74184000.0,1133740000.0,1371600000.0,1333278000.0,1333278000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2009.0,Q2YTD,2008-10-27,2009-04-26,,-0.29,-0.29,,-0.29,,-197143000.0,168793000.0,-388324000.0,-388324000.0,-388324000.0,1806378000.0,2353473000.0,27024000.0,,,465875000.0,159481000.0,242321000.0,1806378000.0,547095000.0,11052000.0,-112064000.0,1036470000.0,-489375000.0,-96092000.0,-585467000.0,2353473000.0,1344200000.0,1331729000.0,1331729000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2009.0,Q2,2009-01-26,2009-04-26,2010-06-09 17:00:46+00:00,-0.19,-0.19,,-0.19,,-127418000.0,84678000.0,-255390000.0,-255390000.0,-255390000.0,864558000.0,1020077000.0,11789000.0,,,236335000.0,26709000.0,101080000.0,864558000.0,155519000.0,5058000.0,-96256000.0,448802000.0,-293283000.0,-89525000.0,-382808000.0,1020077000.0,1344200000.0,1331729000.0,1331729000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2009.0,Q1,2008-10-27,2009-01-25,2010-03-09 16:05:31+00:00,-0.1,-0.1,,-0.1,,-69725000.0,84115000.0,-132934000.0,-132934000.0,-132934000.0,941820000.0,1333396000.0,15235000.0,,,229540000.0,132772000.0,141241000.0,941820000.0,391576000.0,5994000.0,-15808000.0,587668000.0,-196092000.0,-6567000.0,-202659000.0,1333396000.0,1329300000.0,1329223000.0,1329223000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2010.0,Q4,2010-08-02,2010-10-31,,0.35,0.35,0.07,0.35,,235000000.0,-197000000.0,468000000.0,468000000.0,468000000.0,1669000000.0,2886000000.0,11000000.0,,,278000000.0,-2000000.0,439000000.0,1669000000.0,1217000000.0,6000000.0,-1000000.0,518000000.0,699000000.0,4000000.0,703000000.0,2886000000.0,1340000000.0,1340000000.0,1349000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2010.0,FY,2009-10-26,2010-10-31,2012-12-05 16:36:34+00:00,0.7,0.7,0.07,0.7,0.0,449000000.0,,938000000.0,938000000.0,938000000.0,5834000000.0,9549000000.0,37000000.0,,0.0,1143000000.0,246000000.0,942000000.0,5834000000.0,3715000000.0,21000000.0,-13000000.0,2331000000.0,1384000000.0,3000000.0,1387000000.0,9549000000.0,1340000000.0,1340000000.0,1349000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2010.0,Q3YTD,2009-10-26,2010-08-01,,0.35,0.35,,0.35,,214000000.0,197000000.0,470000000.0,470000000.0,470000000.0,4165000000.0,6663000000.0,26000000.0,,,865000000.0,248000000.0,503000000.0,4165000000.0,2498000000.0,15000000.0,-12000000.0,1813000000.0,685000000.0,-1000000.0,684000000.0,6663000000.0,1366700000.0,1340000000.0,1349000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2010.0,Q3TTM,2009-07-27,2010-08-01,,0.45,0.45,0.06,0.45,,249462000.0,-51311000.0,608189000.0,608189000.0,608189000.0,5132756000.0,8189787000.0,36743000.0,,,1099073000.0,244519000.0,907192000.0,5132756000.0,3057031000.0,20055000.0,-16595000.0,2199473000.0,857558000.0,93000.0,857651000.0,8189787000.0,1366700000.0,1340000000.0,1349000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2010.0,Q3,2010-05-03,2010-08-01,2011-08-26 16:06:51+00:00,0.09,0.09,,0.09,,55000000.0,,123000000.0,123000000.0,123000000.0,1658000000.0,2518000000.0,8000000.0,,,290000000.0,135000000.0,252000000.0,1658000000.0,860000000.0,5000000.0,-8000000.0,677000000.0,183000000.0,-5000000.0,178000000.0,2518000000.0,1366700000.0,1340000000.0,1349000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2010.0,Q2YTD,2009-10-26,2010-05-02,,0.26,0.26,,0.26,,159000000.0,197000000.0,347000000.0,347000000.0,347000000.0,2507000000.0,4145000000.0,18000000.0,,,575000000.0,113000000.0,251000000.0,2507000000.0,1638000000.0,10000000.0,-4000000.0,1136000000.0,502000000.0,4000000.0,506000000.0,4145000000.0,1320000000.0,1345000000.0,1352000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2010.0,Q2TTM,2009-04-27,2010-05-02,,0.32,0.32,0.06,0.32,,175143000.0,28207000.0,430324000.0,430324000.0,430324000.0,4283622000.0,6805527000.0,38976000.0,,,1043125000.0,109519000.0,743679000.0,4283622000.0,2521905000.0,19948000.0,-10936000.0,1924530000.0,597375000.0,8092000.0,605467000.0,6805527000.0,1320000000.0,1345000000.0,1352000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2010.0,Q2,2010-02-01,2010-05-02,2011-05-31 17:22:19+00:00,0.2,0.2,,0.2,,123000000.0,100000000.0,264000000.0,264000000.0,264000000.0,1369000000.0,2296000000.0,10000000.0,,,306000000.0,9000000.0,126000000.0,1369000000.0,927000000.0,5000000.0,-4000000.0,541000000.0,386000000.0,1000000.0,387000000.0,2296000000.0,1320000000.0,1345000000.0,1352000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2010.0,Q1TTM,2009-01-26,2010-01-31,,-0.07,-0.07,0.06,-0.07,,-75275000.0,12885000.0,-89066000.0,-89066000.0,-89066000.0,3779180000.0,5529604000.0,40765000.0,,,973460000.0,127228000.0,718759000.0,3779180000.0,1750424000.0,20006000.0,-103192000.0,1832332000.0,-81908000.0,-82433000.0,-164341000.0,5529604000.0,1383300000.0,1342000000.0,1350000000.0
