company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2008.0,FY,,2008-10-26,2009-12-18 17:29:47+00:00,1545355000.0,1691027000.0,1737752000.0,-26570000.0,1411624000.0,,5109202000.0,1225735000.0,514412000.0,173394000.0,1174673000.0,2831952000.0,388429000.0,201576000.0,1446589000.0,1987017000.0,1094200000.0,,238270000.0,,371033000.0,,310232000.0,11601288000.0,1068000.0,689044000.0,11006318000.0,7548958000.0,6664157000.0,2945552000.0,7548958000.0,7548958000.0,3457360000.0,11006318000.0,3247961000.0,511808000.0,0.0,-9134962000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2009.0,FY,,2009-10-25,2010-12-10 14:19:42+00:00,1061502000.0,1041495000.0,,-1680000.0,1576381000.0,,5208846000.0,864280000.0,541096000.0,12435000.0,1170932000.0,,306416000.0,200654000.0,1052165000.0,1627457000.0,1090433000.0,,265350000.0,,264169000.0,,339524000.0,10934004000.0,1240000.0,638349000.0,9574243000.0,7094608000.0,5688947000.0,1939457000.0,7094608000.0,7094608000.0,2479635000.0,9574243000.0,2794863000.0,540178000.0,0.0,-9046562000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2009.0,Q3,,2009-07-26,2009-09-01 16:06:31+00:00,1056532000.0,842169000.0,1788673000.0,5748000.0,1555470000.0,,5211950000.0,911485000.0,726641000.0,69763000.0,1171740000.0,2876731000.0,327351000.0,201200000.0,990167000.0,1748507000.0,1088058000.0,,238173000.0,,308817000.0,,326489000.0,10896826000.0,1203000.0,583188000.0,9580281000.0,7013609000.0,5764792000.0,2038983000.0,7013609000.0,7013609000.0,2566672000.0,9580281000.0,2727431000.0,527689000.0,,-9100915000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2010.0,FY,,2010-10-31,2011-12-06 16:07:25+00:00,1766000000.0,1831000000.0,,2000000.0,1858000000.0,0.0,5419000000.0,847000000.0,513000000.0,274000000.0,1336000000.0,,287000000.0,204000000.0,1307000000.0,1547000000.0,963000000.0,,285000000.0,,289000000.0,,315000000.0,11511000000.0,1000000.0,727000000.0,10943000000.0,7536000000.0,6765000000.0,2888000000.0,7536000000.0,7536000000.0,3407000000.0,10943000000.0,3215000000.0,519000000.0,0.0,-9396000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2010.0,Q3,,2010-08-01,2010-09-03 16:05:47+00:00,1643606000.0,1721496000.0,,6570000.0,1564337000.0,,5382223000.0,1036938000.0,577442000.0,207080000.0,1336426000.0,,300401000.0,204438000.0,1279515000.0,1590052000.0,983790000.0,,274268000.0,,314622000.0,,354099000.0,11135753000.0,1848000.0,783799000.0,10726148000.0,7278139000.0,6551748000.0,2889472000.0,7278139000.0,7278139000.0,3448009000.0,10726148000.0,3190610000.0,558537000.0,,-9246407000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2010.0,Q2,,2010-05-02,2010-06-09 17:00:46+00:00,1440225000.0,1437746000.0,,-703000.0,1596429000.0,,5362210000.0,980658000.0,432735000.0,153134000.0,1336426000.0,,346228000.0,204847000.0,1230214000.0,1690445000.0,1083525000.0,,280062000.0,,277506000.0,,348001000.0,11106136000.0,1803000.0,738433000.0,10449749000.0,7321081000.0,6173294000.0,2575820000.0,7321081000.0,7321081000.0,3128668000.0,10449749000.0,3192930000.0,552848000.0,,-9146562000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2010.0,Q1,,2010-01-31,2010-03-09 16:05:31+00:00,1252031000.0,1267409000.0,1835359000.0,-511000.0,1399054000.0,,5259067000.0,993357000.0,520697000.0,30160000.0,1336426000.0,2964028000.0,374000000.0,210547000.0,1046116000.0,1664269000.0,1128669000.0,,269364000.0,,242712000.0,,367200000.0,10936149000.0,2400000.0,755122000.0,10003838000.0,7148143000.0,5849263000.0,2277948000.0,7148143000.0,7148143000.0,2855695000.0,10003838000.0,3025906000.0,577747000.0,,-9046562000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2011.0,FY,,2011-10-30,2012-12-05 16:36:34+00:00,1520000000.0,1532000000.0,,6000000.0,5960000000.0,0.0,5629000000.0,1116000000.0,580000000.0,158000000.0,1335000000.0,,211000000.0,1947000000.0,931000000.0,1701000000.0,866000000.0,,163000000.0,104000000.0,299000000.0,,216000000.0,13029000000.0,,283000000.0,13861000000.0,8800000000.0,10355000000.0,2794000000.0,8800000000.0,8800000000.0,5061000000.0,13861000000.0,2640000000.0,2267000000.0,0.0,-9864000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2011.0,Q3,,2011-07-31,2011-08-26 16:06:51+00:00,1653000000.0,1812000000.0,,-4000000.0,5018000000.0,0.0,5566000000.0,1347000000.0,541000000.0,278000000.0,1335000000.0,,223000000.0,1947000000.0,1052000000.0,1849000000.0,854000000.0,,366000000.0,,314000000.0,,327000000.0,12678000000.0,0.0,739000000.0,14103000000.0,8551000000.0,10273000000.0,3278000000.0,8551000000.0,8551000000.0,5552000000.0,14103000000.0,2976000000.0,2274000000.0,,-9689000000.0
Applied Materials Inc,AMAT,41BNNE1AFPNAZELZ6K07,6951,2011.0,Q2,,2011-05-01,2011-05-31 17:22:19+00:00,1760000000.0,1916000000.0,,1000000.0,2558000000.0,,5537000000.0,1279000000.0,655000000.0,211000000.0,1336000000.0,,236000000.0,204000000.0,1269000000.0,1794000000.0,898000000.0,,274000000.0,,271000000.0,,320000000.0,12308000000.0,1000000.0,750000000.0,11957000000.0,8182000000.0,7944000000.0,3251000000.0,8182000000.0,8182000000.0,3775000000.0,11957000000.0,3115000000.0,524000000.0,,-9664000000.0
