company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Apartment Investment and Management Co,AIV,,922864,2010.0,Q2TTM,2009-07-01,2010-06-30,,,8586000.0,4560000.0,348341000.0,489054000.0,,36360000.0,,302858000.0,,-856434000.0,537264000.0,274523000.0,10851000.0,-856434000.0,537264000.0,285374000.0,-33796000.0,-31530000.0,-31530000.0,-227947000.0,-21682000.0,13383000.0,,-98256000.0,-242163000.0,,-1032354000.0,,-7000000.0,766044000.0
Apartment Investment and Management Co,AIV,,922864,2010.0,Q2,2010-04-01,2010-06-30,,,,,,101057000.0,,8019000.0,,75637000.0,,-131273000.0,47531000.0,84185000.0,,-131273000.0,47531000.0,84185000.0,443000.0,-10170000.0,-10170000.0,-14721000.0,-35718000.0,-513000.0,,-24592000.0,-42109000.0,,-139600000.0,,-7000000.0,90153000.0
Apartment Investment and Management Co,AIV,,922864,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-29 20:48:56+00:00,,,,,206092000.0,,-28527000.0,,125491000.0,,-170262000.0,56357000.0,110963000.0,,-170262000.0,56357000.0,110963000.0,-2942000.0,-26930000.0,-26930000.0,-39672000.0,-18735000.0,12385000.0,,-49163000.0,-82314000.0,,-220855000.0,,-7000000.0,126286000.0
Apartment Investment and Management Co,AIV,,922864,2010.0,Q1,2010-01-01,2010-03-31,2011-04-29 13:54:43+00:00,,,,,105035000.0,,-36546000.0,,49854000.0,,-38989000.0,8826000.0,26778000.0,,-38989000.0,8826000.0,26778000.0,-3385000.0,-16760000.0,-16760000.0,-24951000.0,16983000.0,12898000.0,,-24571000.0,-40205000.0,,-81255000.0,,,36133000.0
Apartment Investment and Management Co,AIV,,922864,2011.0,Q4,2011-10-01,2011-12-31,,,5696000.0,2433000.0,673130000.0,136263000.0,,-878000.0,-70000.0,159570000.0,-19028000.0,-125941000.0,58738000.0,82438000.0,,-125941000.0,58738000.0,82438000.0,15235000.0,-8573000.0,-8573000.0,-50070000.0,-53840000.0,10306000.0,,-26874000.0,114075000.0,-200372000.0,-177899000.0,,-7800000.0,134729000.0
Apartment Investment and Management Co,AIV,,922864,2011.0,FY,2011-01-01,2011-12-31,2014-02-21 16:27:20+00:00,,5696000.0,2433000.0,673130000.0,395332000.0,,-17688000.0,71942000.0,927093000.0,,-319572000.0,40494000.0,258819000.0,,-319572000.0,40494000.0,258819000.0,-20259000.0,-58164000.0,-58164000.0,-66357000.0,-91211000.0,10306000.0,,-107339000.0,-131633000.0,-200372000.0,-1083690000.0,,-36367000.0,362193000.0
Apartment Investment and Management Co,AIV,,922864,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-02 14:43:02+00:00,,,,,259069000.0,,-16810000.0,72012000.0,767523000.0,19028000.0,-193631000.0,-18244000.0,176381000.0,,-193631000.0,-18244000.0,176381000.0,-35494000.0,-49591000.0,-49591000.0,-16287000.0,-37371000.0,,,-80465000.0,-245708000.0,,-905791000.0,,-28567000.0,227464000.0
Apartment Investment and Management Co,AIV,,922864,2011.0,Q3TTM,2010-10-01,2011-09-30,,,8398000.0,3798000.0,622864000.0,390836000.0,-13118000.0,-22851000.0,86058000.0,1049540000.0,19028000.0,-339549000.0,26606000.0,243712000.0,,-339549000.0,26606000.0,243712000.0,-69231000.0,-83803000.0,-83803000.0,-48868000.0,-72142000.0,14096000.0,,-106842000.0,-296464000.0,,-1185624000.0,,-129567000.0,322092000.0
Apartment Investment and Management Co,AIV,,922864,2011.0,Q3,2011-07-01,2011-09-30,,,,,,80188000.0,,20698000.0,11039000.0,104922000.0,19028000.0,-105960000.0,15294000.0,81173000.0,,-105960000.0,15294000.0,81173000.0,-9493000.0,4657000.0,4657000.0,-24370000.0,-32746000.0,,,-27011000.0,-103611000.0,,-159625000.0,,-21567000.0,118905000.0
Apartment Investment and Management Co,AIV,,922864,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-03 12:29:46+00:00,,,,,178881000.0,,-37508000.0,60973000.0,662601000.0,0.0,-87671000.0,-33538000.0,95208000.0,,-87671000.0,-33538000.0,95208000.0,-26001000.0,-54248000.0,-54248000.0,8083000.0,-4625000.0,,,-53454000.0,-142097000.0,,-746166000.0,,-7000000.0,108559000.0
Apartment Investment and Management Co,AIV,,922864,2011.0,Q2TTM,2010-07-01,2011-06-30,,,8398000.0,3798000.0,622864000.0,409622000.0,,-35428000.0,75019000.0,986494000.0,96110000.0,-231219000.0,-3520000.0,241745000.0,,-231219000.0,-3520000.0,241745000.0,7006000.0,-116942000.0,-116942000.0,-23905000.0,-67948000.0,743000.0,,-104455000.0,-248111000.0,,-1108439000.0,,-108000000.0,243848000.0
Apartment Investment and Management Co,AIV,,922864,2011.0,Q2,2011-04-01,2011-06-30,,,,,,84914000.0,,10530000.0,33799000.0,341417000.0,,-31046000.0,-32518000.0,67528000.0,,-31046000.0,-32518000.0,67528000.0,3964000.0,-26971000.0,-26971000.0,-945000.0,4702000.0,,,-26759000.0,-108220000.0,,-377205000.0,,-7000000.0,75702000.0
Apartment Investment and Management Co,AIV,,922864,2011.0,Q1,2011-01-01,2011-03-31,2012-05-04 19:52:46+00:00,,,,,93967000.0,,-48038000.0,27174000.0,321184000.0,0.0,-56625000.0,-1020000.0,27680000.0,,-56625000.0,-1020000.0,27680000.0,-29965000.0,-27277000.0,-27277000.0,9028000.0,-9327000.0,,,-26695000.0,-33877000.0,,-368961000.0,,,32857000.0
Apartment Investment and Management Co,AIV,,922864,2011.0,Q1TTM,2010-04-01,2011-03-31,,,8398000.0,3798000.0,622864000.0,425765000.0,,-37939000.0,41220000.0,720714000.0,96110000.0,-331446000.0,76529000.0,258402000.0,,-331446000.0,76529000.0,258402000.0,3485000.0,-100141000.0,-100141000.0,-37681000.0,-108368000.0,230000.0,,-102288000.0,-182000000.0,,-870834000.0,,-108000000.0,258299000.0
Apartment Investment and Management Co,AIV,,922864,2012.0,Q4,2012-10-01,2012-12-31,,,5044000.0,2112000.0,588846000.0,113802000.0,,-41018000.0,-58000.0,42759000.0,-9818000.0,-168077000.0,75445000.0,74530000.0,,-168077000.0,75445000.0,74530000.0,-18102000.0,97248000.0,97248000.0,-100546000.0,-37737000.0,-21824000.0,,-8348000.0,-14885000.0,-81839000.0,-154893000.0,,18000.0,193993000.0
Apartment Investment and Management Co,AIV,,922864,2012.0,FY,2012-01-01,2012-12-31,2015-02-26 20:42:52+00:00,,5044000.0,2112000.0,588846000.0,366750000.0,,-36422000.0,594379000.0,243253000.0,0.0,-435147000.0,111667000.0,316827000.0,,-435147000.0,111667000.0,316827000.0,-6653000.0,195361000.0,195361000.0,-213906000.0,-25175000.0,-22886000.0,,-198874000.0,-111333000.0,-270210000.0,-447792000.0,,-600938000.0,516096000.0
Apartment Investment and Management Co,AIV,,922864,2012.0,Q3TTM,2011-10-01,2012-09-30,,,5696000.0,2433000.0,673130000.0,389211000.0,,3718000.0,594367000.0,360064000.0,-9210000.0,-393011000.0,94960000.0,324735000.0,,-393011000.0,94960000.0,324735000.0,26684000.0,89540000.0,89540000.0,-163430000.0,-41278000.0,9244000.0,,-217400000.0,17627000.0,-388743000.0,-470798000.0,,-608756000.0,456832000.0
Apartment Investment and Management Co,AIV,,922864,2012.0,Q3,2012-07-01,2012-09-30,,,,,,79153000.0,,17339000.0,35837000.0,84840000.0,,-308687000.0,65560000.0,90265000.0,,-308687000.0,65560000.0,90265000.0,-210449000.0,53335000.0,53335000.0,-59562000.0,56652000.0,-5182000.0,-57587000.0,-67046000.0,-11854000.0,-70940000.0,-118952000.0,,-300018000.0,153536000.0
Apartment Investment and Management Co,AIV,,922864,2012.0,Q2TTM,2011-07-01,2012-06-30,,,5696000.0,2433000.0,673130000.0,390246000.0,,7077000.0,569569000.0,380146000.0,9818000.0,-190284000.0,44694000.0,315643000.0,,-190284000.0,44694000.0,315643000.0,227640000.0,40862000.0,40862000.0,-128238000.0,-130676000.0,14426000.0,57587000.0,-177365000.0,-74130000.0,-317803000.0,-511471000.0,,-330305000.0,422201000.0
Apartment Investment and Management Co,AIV,,922864,2012.0,Q2,2012-04-01,2012-06-30,,,,,,87163000.0,,17117000.0,558600000.0,32680000.0,-18000.0,140293000.0,-15406000.0,103560000.0,,140293000.0,-15406000.0,103560000.0,229730000.0,34131000.0,34131000.0,-34851000.0,13745000.0,15871000.0,1283000.0,-65966000.0,-42037000.0,-61037000.0,-97810000.0,,-300938000.0,71797000.0
Apartment Investment and Management Co,AIV,,922864,2012.0,Q1TTM,2011-04-01,2012-03-31,,,5696000.0,2433000.0,673130000.0,387997000.0,,490000.0,44768000.0,688883000.0,9836000.0,-361623000.0,27582000.0,279611000.0,,-361623000.0,27582000.0,279611000.0,1874000.0,-20240000.0,-20240000.0,-94332000.0,-139719000.0,-1445000.0,56304000.0,-138158000.0,-140313000.0,-256766000.0,-790866000.0,,-36367000.0,426106000.0
Apartment Investment and Management Co,AIV,,922864,2013.0,FY,2013-01-01,2013-12-31,2016-02-26 19:01:05+00:00,,4915000.0,1258000.0,547270000.0,291910000.0,,-23949000.0,0.0,283365000.0,0.0,-419450000.0,65192000.0,325596000.0,,-419450000.0,65192000.0,325596000.0,-28662000.0,237825000.0,237825000.0,-185105000.0,-23917000.0,3003000.0,,-206622000.0,-181255000.0,-350338000.0,-472276000.0,,0.0,593782000.0
Apartment Investment and Management Co,AIV,,922864,2013.0,Q4,2013-10-01,2013-12-31,,,4915000.0,1258000.0,547270000.0,70322000.0,,-13243000.0,,-202827000.0,,-453695000.0,364351000.0,77473000.0,,-453695000.0,364351000.0,77473000.0,-11871000.0,148603000.0,148603000.0,-133124000.0,25168000.0,-14799000.0,,-99485000.0,-2809000.0,-75222000.0,-176551000.0,,,457181000.0
Apartment Investment and Management Co,AIV,,922864,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-31 14:45:31+00:00,,,,,221588000.0,,-10706000.0,,486192000.0,0.0,34245000.0,-299159000.0,248123000.0,,34245000.0,-299159000.0,248123000.0,-16791000.0,89222000.0,89222000.0,-51981000.0,-49085000.0,17802000.0,,-107137000.0,-178446000.0,-275116000.0,-295725000.0,,0.0,136601000.0
Apartment Investment and Management Co,AIV,,922864,2013.0,Q3TTM,2012-10-01,2013-09-30,,,5044000.0,2112000.0,588846000.0,335390000.0,,-51724000.0,-58000.0,528951000.0,-9818000.0,-133832000.0,-223714000.0,322653000.0,,-133832000.0,-223714000.0,322653000.0,-34893000.0,186470000.0,186470000.0,-152527000.0,-86822000.0,-4022000.0,,-115485000.0,-193331000.0,-356955000.0,-450618000.0,,18000.0,330594000.0
Apartment Investment and Management Co,AIV,,922864,2013.0,Q3,2013-07-01,2013-09-30,,,,,,72040000.0,,-12146000.0,,375185000.0,,-22008000.0,-32390000.0,75097000.0,,-22008000.0,-32390000.0,75097000.0,20699000.0,79410000.0,79410000.0,-64207000.0,-219279000.0,-2130000.0,,-35721000.0,-34778000.0,-111748000.0,-142193000.0,,,116266000.0
Apartment Investment and Management Co,AIV,,922864,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-01 15:37:08+00:00,,,,,149548000.0,,1440000.0,,111007000.0,0.0,56253000.0,-266769000.0,173026000.0,,56253000.0,-266769000.0,173026000.0,-37490000.0,9812000.0,9812000.0,12226000.0,170194000.0,19932000.0,,-71416000.0,-143668000.0,-163368000.0,-153532000.0,,0.0,20335000.0
Apartment Investment and Management Co,AIV,,922864,2013.0,Q2TTM,2012-07-01,2013-06-30,,,5044000.0,2112000.0,588846000.0,342503000.0,,-22239000.0,35779000.0,238606000.0,-9818000.0,-420511000.0,-125764000.0,337821000.0,,-420511000.0,-125764000.0,337821000.0,-266041000.0,160395000.0,160395000.0,-147882000.0,189109000.0,-7074000.0,-57587000.0,-146810000.0,-170407000.0,-316147000.0,-427377000.0,,-300000000.0,367864000.0
Apartment Investment and Management Co,AIV,,922864,2013.0,Q2,2013-04-01,2013-06-30,,,,,,73832000.0,,32822000.0,,-19851000.0,,76609000.0,-119631000.0,124134000.0,,76609000.0,-119631000.0,124134000.0,-2635000.0,6979000.0,6979000.0,10501000.0,144610000.0,104009000.0,-83747000.0,1199000.0,-140743000.0,-97304000.0,-49349000.0,,,14407000.0
Apartment Investment and Management Co,AIV,,922864,2013.0,Q1TTM,2012-04-01,2013-03-31,,,5044000.0,2112000.0,588846000.0,355834000.0,,-37944000.0,594379000.0,291137000.0,-9836000.0,-356827000.0,-21539000.0,317247000.0,,-356827000.0,-21539000.0,317247000.0,-33676000.0,187547000.0,187547000.0,-193234000.0,58244000.0,-95212000.0,27443000.0,-213975000.0,-71701000.0,-279880000.0,-475838000.0,,-600938000.0,425254000.0
Apartment Investment and Management Co,AIV,,922864,2014.0,FY,2014-01-01,2014-12-31,2017-02-24 17:08:46+00:00,,3814000.0,3314000.0,463774000.0,282608000.0,,-20856000.0,0.0,250433000.0,123551000.0,-361882000.0,13678000.0,321424000.0,,-361882000.0,13678000.0,321424000.0,-26780000.0,356111000.0,356111000.0,-300253000.0,-3704000.0,26315000.0,,-209047000.0,-292520000.0,-367324000.0,-513599000.0,,-9516000.0,647207000.0
Apartment Investment and Management Co,AIV,,922864,2014.0,Q4,2014-10-01,2014-12-31,,,3814000.0,3314000.0,463774000.0,71465000.0,,5271000.0,,167303000.0,-69000.0,13747000.0,-101997000.0,88035000.0,,13747000.0,-101997000.0,88035000.0,-215000.0,45459000.0,45459000.0,-37974000.0,-3942000.0,60099000.0,,-48609000.0,-153652000.0,-90110000.0,-100936000.0,,,81666000.0
Apartment Investment and Management Co,AIV,,922864,2014.0,Q3TTM,2013-10-01,2014-09-30,,,4915000.0,1258000.0,547270000.0,281465000.0,,-39370000.0,,-119697000.0,123620000.0,-829324000.0,480026000.0,310862000.0,,-829324000.0,480026000.0,310862000.0,-38436000.0,459255000.0,459255000.0,-395403000.0,25406000.0,-48583000.0,,-259923000.0,-141677000.0,-352436000.0,-589214000.0,,-9516000.0,1022722000.0
Apartment Investment and Management Co,AIV,,922864,2014.0,Q3,2014-07-01,2014-09-30,,,,,,69437000.0,,2832000.0,,17156000.0,-38000.0,-270738000.0,176988000.0,89110000.0,,-270738000.0,176988000.0,89110000.0,-4640000.0,144515000.0,144515000.0,-127674000.0,-2944000.0,62402000.0,,-50972000.0,-117310000.0,-94790000.0,-233924000.0,,-16000.0,326686000.0
Apartment Investment and Management Co,AIV,,922864,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-04 17:42:49+00:00,,,,,211143000.0,,-26127000.0,0.0,83130000.0,123620000.0,-375629000.0,115675000.0,233389000.0,,-375629000.0,115675000.0,233389000.0,-26565000.0,310652000.0,310652000.0,-262279000.0,238000.0,-33784000.0,,-160438000.0,-138868000.0,-277214000.0,-412663000.0,,-9516000.0,565541000.0
Apartment Investment and Management Co,AIV,,922864,2014.0,Q2TTM,2013-07-01,2014-06-30,,,4915000.0,1258000.0,547270000.0,284068000.0,,-54348000.0,,238332000.0,123658000.0,-580594000.0,270648000.0,296849000.0,,-580594000.0,270648000.0,296849000.0,-13097000.0,394150000.0,394150000.0,-331936000.0,-190929000.0,-113115000.0,,-244672000.0,-59145000.0,-369394000.0,-497483000.0,,-9500000.0,812302000.0
Apartment Investment and Management Co,AIV,,922864,2014.0,Q2,2014-04-01,2014-06-30,,,,,,71399000.0,,2012000.0,,-33216000.0,123658000.0,-78830000.0,-15224000.0,89478000.0,,-78830000.0,-15224000.0,89478000.0,-4576000.0,84605000.0,84605000.0,-68538000.0,-6750000.0,-67675000.0,,-46164000.0,1860000.0,-88182000.0,-116358000.0,,,138773000.0
Apartment Investment and Management Co,AIV,,922864,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-07-31 15:31:20+00:00,,,,,141706000.0,,-28959000.0,0.0,65974000.0,123658000.0,-104891000.0,-61313000.0,144279000.0,,-104891000.0,-61313000.0,144279000.0,-21925000.0,166137000.0,166137000.0,-134605000.0,3182000.0,-96186000.0,,-109466000.0,-21558000.0,-182424000.0,-178739000.0,,-9500000.0,238855000.0
Apartment Investment and Management Co,AIV,,922864,2014.0,Q1TTM,2013-04-01,2014-03-31,,,4915000.0,1258000.0,547270000.0,286501000.0,,-23538000.0,,251697000.0,,-425155000.0,166241000.0,331505000.0,,-425155000.0,166241000.0,331505000.0,-11156000.0,316524000.0,316524000.0,-252897000.0,-39569000.0,58569000.0,-83747000.0,-197309000.0,-201748000.0,-378516000.0,-430474000.0,,-9500000.0,687936000.0
Apartment Investment and Management Co,AIV,,922864,2014.0,Q1,2014-01-01,2014-03-31,2015-05-01 15:00:52+00:00,,,,,70307000.0,,-30971000.0,0.0,99190000.0,,-26061000.0,-46089000.0,54801000.0,,-26061000.0,-46089000.0,54801000.0,-17349000.0,81532000.0,81532000.0,-66067000.0,9932000.0,-28511000.0,,-63302000.0,-23418000.0,-94242000.0,-62381000.0,,-9500000.0,100082000.0
Apartment Investment and Management Co,AIV,,922864,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-10-28 15:28:49+00:00,-25801000.0,,,,226819000.0,,-17371000.0,366580000.0,248864000.0,,-26455000.0,-215719000.0,258444000.0,,-26455000.0,-215719000.0,258444000.0,16270000.0,196607000.0,196607000.0,-147611000.0,-4519000.0,2900000.0,,-191636000.0,-146832000.0,-277575000.0,-418744000.0,,-27000000.0,231589000.0
Apartment Investment and Management Co,AIV,,922864,2015.0,Q3TTM,2014-10-01,2015-09-30,,-25801000.0,3814000.0,3314000.0,463774000.0,298284000.0,,-12100000.0,366580000.0,416167000.0,-69000.0,-12708000.0,-317716000.0,346479000.0,,-12708000.0,-317716000.0,346479000.0,16055000.0,242066000.0,242066000.0,-185585000.0,-8461000.0,62999000.0,,-240245000.0,-300484000.0,-367685000.0,-519680000.0,,-27000000.0,313255000.0
Apartment Investment and Management Co,AIV,,922864,2015.0,Q3,2015-07-01,2015-09-30,,-25801000.0,,,,77237000.0,,6019000.0,,51218000.0,,29137000.0,-131871000.0,101140000.0,,29137000.0,-131871000.0,101140000.0,-1594000.0,23769000.0,23769000.0,-5885000.0,-2089000.0,208000.0,,-56292000.0,-2216000.0,-104500000.0,36300000.0,,,438000.0
Apartment Investment and Management Co,AIV,,922864,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-07-29 16:14:56+00:00,,,,,149582000.0,,-23390000.0,366580000.0,197646000.0,,-55592000.0,-83848000.0,157304000.0,,-55592000.0,-83848000.0,157304000.0,17864000.0,172838000.0,172838000.0,-141726000.0,-2430000.0,2692000.0,,-135344000.0,-144616000.0,-173075000.0,-455044000.0,,-27000000.0,231151000.0
Apartment Investment and Management Co,AIV,,922864,2015.0,Q2TTM,2014-07-01,2015-06-30,,,3814000.0,3314000.0,463774000.0,290484000.0,,-15287000.0,366580000.0,382105000.0,-107000.0,-312583000.0,-8857000.0,334449000.0,,-312583000.0,-8857000.0,334449000.0,13009000.0,362812000.0,362812000.0,-307374000.0,-9316000.0,125193000.0,,-234925000.0,-415578000.0,-357975000.0,-789904000.0,,-27016000.0,639503000.0
Apartment Investment and Management Co,AIV,,922864,2015.0,Q2,2015-04-01,2015-06-30,,,,,,75150000.0,,-3647000.0,-5000.0,179173000.0,,-106017000.0,-104291000.0,92653000.0,,-106017000.0,-104291000.0,92653000.0,-117655000.0,68688000.0,68688000.0,-47538000.0,-773000.0,146000.0,,-82556000.0,-100950000.0,-101333000.0,-201856000.0,,,97846000.0
Apartment Investment and Management Co,AIV,,922864,2015.0,Q1,2015-01-01,2015-03-31,2016-04-29 15:20:10+00:00,,,,,74432000.0,,-19743000.0,366585000.0,18473000.0,,50425000.0,20443000.0,64651000.0,,50425000.0,20443000.0,64651000.0,135519000.0,104150000.0,104150000.0,-94188000.0,-1657000.0,2546000.0,,-52788000.0,-43666000.0,-71742000.0,-253188000.0,,-27000000.0,133305000.0
Apartment Investment and Management Co,AIV,,922864,2015.0,Q1TTM,2014-04-01,2015-03-31,,,3814000.0,3314000.0,463774000.0,286733000.0,,-9628000.0,366585000.0,169716000.0,123551000.0,-285396000.0,80210000.0,331274000.0,,-285396000.0,80210000.0,331274000.0,126088000.0,378729000.0,378729000.0,-328374000.0,-15293000.0,57372000.0,,-198533000.0,-312768000.0,-344824000.0,-704406000.0,,-27016000.0,680430000.0
Apartment Investment and Management Co,AIV,,922864,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-11-01 15:59:36+00:00,,,,,245356000.0,,-27018000.0,,458494000.0,,-45076000.0,-234261000.0,276456000.0,,-45076000.0,-234261000.0,276456000.0,-2881000.0,305874000.0,305874000.0,-247756000.0,-23898000.0,-15992000.0,,-191553000.0,-294424000.0,-259323000.0,-253328000.0,,-34791000.0,335478000.0
Apartment Investment and Management Co,AIV,,922864,2016.0,Q3,2016-07-01,2016-09-30,,,,,,84848000.0,,-545000.0,,286693000.0,,-27458000.0,-79550000.0,99691000.0,,-27458000.0,-79550000.0,99691000.0,-7317000.0,30036000.0,30036000.0,-14648000.0,-14209000.0,270849000.0,,-71090000.0,-283880000.0,-93293000.0,-194061000.0,,-34791000.0,26774000.0
Apartment Investment and Management Co,AIV,,922864,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-08-02 13:36:17+00:00,,,,,160508000.0,,-26473000.0,,171801000.0,,-17618000.0,-154711000.0,176765000.0,,-17618000.0,-154711000.0,176765000.0,4436000.0,275838000.0,275838000.0,-233108000.0,-9689000.0,-286841000.0,,-120463000.0,-10544000.0,-166030000.0,-59267000.0,,,308704000.0
Apartment Investment and Management Co,AIV,,922864,2016.0,Q2,2016-04-01,2016-06-30,,,,,,80680000.0,,-5649000.0,,84955000.0,,-22901000.0,-89140000.0,102812000.0,,-22901000.0,-89140000.0,102812000.0,-9229000.0,245953000.0,245953000.0,-218172000.0,-8008000.0,-290075000.0,,-59760000.0,-6505000.0,-86454000.0,-40088000.0,,,293894000.0
