company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
W W Grainger Inc,GWW,549300TWZSP6O1IH2V34,277135,2007.0,FY,,2007-12-31,2010-02-25 11:09:46+00:00,297929000.0,602650000.0,229090000.0,1125931000.0,72171000.0,113437000.0,530180000.0,56663000.0,10459000.0,182275000.0,233028000.0,2004276000.0,,4895000.0,14759000.0,946327000.0,878345000.0,0.0,54658000.0,20727000.0,143895000.0,,112421000.0,,61666000.0,3316875000.0,106650000.0,20074000.0,3094028000.0,2098108000.0,1800817000.0,826403000.0,2098108000.0,2098108000.0,995920000.0,3094028000.0,414866000.0,169517000.0,,-1821118000.0
W W Grainger Inc,GWW,549300TWZSP6O1IH2V34,277135,2008.0,FY,,2008-12-31,2011-02-28 16:12:08+00:00,290802000.0,589416000.0,265555000.0,1201552000.0,-38525000.0,396290000.0,619558000.0,75112000.0,1780000.0,162380000.0,213159000.0,2131863000.0,,488228000.0,20830000.0,1009932000.0,930311000.0,0.0,97442000.0,33219000.0,198431000.0,,109566000.0,,73359000.0,3670726000.0,41217000.0,,3515417000.0,2033805000.0,2144109000.0,761734000.0,2033805000.0,2033805000.0,1481612000.0,3515417000.0,440997000.0,719878000.0,0.0,-2217954000.0
W W Grainger Inc,GWW,549300TWZSP6O1IH2V34,277135,2009.0,FY,,2009-12-31,2011-02-28 16:12:08+00:00,300791000.0,624910000.0,246045000.0,1313222000.0,12374000.0,459871000.0,651188000.0,68691000.0,6732000.0,135323000.0,351182000.0,2266493000.0,,437500000.0,3508000.0,889679000.0,953271000.0,63479000.0,79472000.0,62215000.0,222619000.0,,207384000.0,,88364000.0,3966508000.0,87908000.0,,3726332000.0,2163720000.0,2131515000.0,776799000.0,2163720000.0,2227199000.0,1499133000.0,3726332000.0,641546000.0,722334000.0,0.0,-2466350000.0
W W Grainger Inc,GWW,549300TWZSP6O1IH2V34,277135,2009.0,Q3,,2009-09-30,2009-10-29 14:19:44+00:00,279660000.0,638531000.0,187453000.0,1278383000.0,6582000.0,672035000.0,641346000.0,47686000.0,2791000.0,124033000.0,328131000.0,2216668000.0,,454895000.0,3341000.0,851478000.0,938285000.0,61685000.0,87213000.0,34211000.0,218874000.0,,103285000.0,,75064000.0,3904086000.0,79907000.0,,3745049000.0,2301540000.0,2284794000.0,673844000.0,2301540000.0,2363225000.0,1381824000.0,3745049000.0,521970000.0,707980000.0,,-2250474000.0
W W Grainger Inc,GWW,549300TWZSP6O1IH2V34,277135,2009.0,Q2,,2009-06-30,2009-07-31 11:12:29+00:00,255373000.0,582431000.0,136199000.0,1252634000.0,-20568000.0,416291000.0,631263000.0,53981000.0,2564000.0,119887000.0,218841000.0,2181430000.0,,467395000.0,19645000.0,899843000.0,928796000.0,,110723000.0,35872000.0,210208000.0,,102735000.0,,72479000.0,3794397000.0,67589000.0,,3405765000.0,2110678000.0,2025025000.0,581612000.0,2110678000.0,2110678000.0,1295087000.0,3405765000.0,451944000.0,713475000.0,0.0,-2294414000.0
W W Grainger Inc,GWW,549300TWZSP6O1IH2V34,277135,2010.0,FY,,2010-12-31,2012-02-27 17:34:36+00:00,344295000.0,762895000.0,275955000.0,1414088000.0,42951000.0,313454000.0,692516000.0,83020000.0,5882000.0,169343000.0,387232000.0,2377760000.0,,420446000.0,,991577000.0,963672000.0,82454000.0,87244000.0,82502000.0,244456000.0,,228158000.0,,87125000.0,4326761000.0,73828000.0,,3904377000.0,2205216000.0,2238071000.0,869303000.0,2205216000.0,2287670000.0,1616707000.0,3904377000.0,702634000.0,747404000.0,0.0,-2857012000.0
W W Grainger Inc,GWW,549300TWZSP6O1IH2V34,277135,2010.0,Q3,,2010-09-30,2010-10-28 16:50:51+00:00,402568000.0,784922000.0,230623000.0,1385054000.0,32538000.0,286508000.0,681212000.0,62753000.0,16112000.0,168305000.0,374785000.0,2327408000.0,,427495000.0,3332000.0,935219000.0,942354000.0,79857000.0,89632000.0,71324000.0,246629000.0,,231577000.0,,78155000.0,4232761000.0,77652000.0,,3789237000.0,2068672000.0,2147557000.0,895260000.0,2068672000.0,2148529000.0,1640708000.0,3789237000.0,699326000.0,745448000.0,0.0,-2877839000.0
W W Grainger Inc,GWW,549300TWZSP6O1IH2V34,277135,2010.0,Q2,,2010-06-30,2010-07-29 11:19:21+00:00,347505000.0,725196000.0,179382000.0,1358066000.0,10983000.0,388057000.0,667652000.0,58781000.0,1766000.0,174217000.0,379146000.0,2292721000.0,,412711000.0,3110000.0,867303000.0,934655000.0,75398000.0,84343000.0,64263000.0,236228000.0,,208226000.0,,83111000.0,4121239000.0,95640000.0,,3731928000.0,2144818000.0,2122448000.0,798510000.0,2144818000.0,2220216000.0,1511712000.0,3731928000.0,674825000.0,713202000.0,,-2655056000.0
W W Grainger Inc,GWW,549300TWZSP6O1IH2V34,277135,2010.0,Q1,,2010-03-31,2010-04-29 12:08:31+00:00,314039000.0,688628000.0,134823000.0,1336743000.0,31526000.0,548469000.0,658471000.0,46609000.0,42873000.0,149631000.0,356159000.0,2276181000.0,,425000000.0,3533000.0,852521000.0,939438000.0,63633000.0,71654000.0,62560000.0,230603000.0,,212168000.0,,91596000.0,4031606000.0,92542000.0,,3810775000.0,2295071000.0,2227823000.0,733908000.0,2295071000.0,2358704000.0,1452071000.0,3810775000.0,643514000.0,718163000.0,,-2426532000.0
W W Grainger Inc,GWW,549300TWZSP6O1IH2V34,277135,2011.0,FY,,2011-12-31,2013-02-27 18:32:43+00:00,477648000.0,888697000.0,338602000.0,1505027000.0,-28738000.0,335491000.0,755656000.0,101984000.0,23156000.0,207010000.0,509183000.0,2565322000.0,,175055000.0,,1268647000.0,1060295000.0,95494000.0,100830000.0,100218000.0,328585000.0,,350854000.0,,100081000.0,4806110000.0,341509000.0,,4716062000.0,2628785000.0,2694900000.0,1387925000.0,2628785000.0,2724279000.0,1991783000.0,4716062000.0,960867000.0,603858000.0,0.0,-2904243000.0
