company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,otherincome,otherrevenue,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Capri Holdings,CPRI,,1530721,2011.0,FY,2010-04-04,2011-04-02,2013-05-29 17:01:08+00:00,0.4,0.4,25543000.0,0.4,3834000.0,60713000.0,72506000.0,72506000.0,56877000.0,,357274000.0,803339000.0,15629000.0,-1786000.0,,,279822000.0,357274000.0,446065000.0,1861000.0,309199000.0,136866000.0,-3647000.0,133219000.0,803339000.0,142200000.0,140554377.0,179177268.0
Capri Holdings,CPRI,,1530721,2012.0,FY,2011-04-03,2012-03-31,2014-05-28 16:40:54+00:00,0.8,0.8,37554000.0,0.78,3292000.0,101452000.0,147364000.0,147364000.0,126137000.0,,549158000.0,1302254000.0,21227000.0,2629000.0,,,464568000.0,549158000.0,753096000.0,1495000.0,505414000.0,247682000.0,1134000.0,248816000.0,1302254000.0,157700000.0,158258126.0,189299197.0
Capri Holdings,CPRI,,1530721,2013.0,Q4,2012-12-30,2013-03-30,,0.51,0.51,15210000.0,0.5,725000.0,53454000.0,101101000.0,101101000.0,101101000.0,,240939000.0,597154000.0,,-526000.0,,,184976000.0,240939000.0,356215000.0,223000.0,200911000.0,155304000.0,-749000.0,154555000.0,597154000.0,196800000.0,196615054.0,201540144.0
Capri Holdings,CPRI,,1530721,2013.0,FY,2012-04-01,2013-03-30,2015-05-27 16:12:34+00:00,2.02,2.02,54291000.0,1.97,725000.0,229525000.0,397602000.0,397602000.0,397602000.0,,875166000.0,2181732000.0,,-1363000.0,,,621536000.0,875166000.0,1306566000.0,1524000.0,676552000.0,630014000.0,-2887000.0,627127000.0,2181732000.0,196800000.0,196615054.0,201540144.0
Capri Holdings,CPRI,,1530721,2013.0,Q3YTD,2012-04-01,2012-12-29,,1.51,1.51,39081000.0,1.47,,176071000.0,296501000.0,296501000.0,296501000.0,,634227000.0,1584578000.0,,-837000.0,,,436560000.0,634227000.0,950351000.0,1301000.0,475641000.0,474710000.0,-2138000.0,472572000.0,1584578000.0,200000000.0,199291480.0,202817811.0
Capri Holdings,CPRI,,1530721,2013.0,Q3,2012-09-30,2012-12-29,2014-02-06 17:08:55+00:00,0.65,0.65,13768000.0,0.64,,73013000.0,130028000.0,130028000.0,130028000.0,,253327000.0,636778000.0,,-1487000.0,,,164844000.0,253327000.0,383451000.0,311000.0,178612000.0,204839000.0,-1798000.0,203041000.0,636778000.0,200000000.0,199291480.0,202817811.0
Capri Holdings,CPRI,,1530721,2013.0,Q2YTD,2012-04-01,2012-09-29,,0.86,0.86,25313000.0,0.83,,103058000.0,166473000.0,166473000.0,166473000.0,,380900000.0,947800000.0,,650000.0,,,271716000.0,380900000.0,566900000.0,990000.0,297029000.0,269871000.0,-340000.0,269531000.0,947800000.0,195700000.0,194323935.0,200192291.0
Capri Holdings,CPRI,,1530721,2013.0,Q2,2012-07-01,2012-09-29,2013-11-07 15:34:34+00:00,0.5,0.5,12258000.0,0.49,,59820000.0,97828000.0,97828000.0,97828000.0,,217035000.0,532935000.0,,275000.0,,,145714000.0,217035000.0,315900000.0,555000.0,157972000.0,157928000.0,-280000.0,157648000.0,532935000.0,195700000.0,194323935.0,200192291.0
Capri Holdings,CPRI,,1530721,2013.0,Q1,2012-04-01,2012-06-30,2013-08-08 15:34:46+00:00,0.36,0.36,13055000.0,0.34,,43238000.0,68645000.0,68645000.0,68645000.0,,163865000.0,414865000.0,,375000.0,,,126002000.0,163865000.0,251000000.0,435000.0,139057000.0,111943000.0,-60000.0,111883000.0,414865000.0,190700000.0,192790454.0,199391127.0
Capri Holdings,CPRI,,1530721,2014.0,FY,2013-03-31,2014-03-29,2016-06-01 16:51:35+00:00,3.27,3.27,79700000.0,3.22,1300000.0,346200000.0,661500000.0,661500000.0,661500000.0,0.0,1294700000.0,3310800000.0,,-100000.0,,,926900000.0,1294700000.0,2016100000.0,400000.0,1007900000.0,1008200000.0,-500000.0,1007700000.0,3310800000.0,202300000.0,202582945.0,205638107.0
Capri Holdings,CPRI,,1530721,2014.0,Q4,2013-12-29,2014-03-29,,0.8,0.8,24013000.0,0.79,1300000.0,85073000.0,161053000.0,161053000.0,161053000.0,,367953000.0,917409000.0,,179000.0,,,278205000.0,367953000.0,549456000.0,-9000.0,303518000.0,245938000.0,188000.0,246126000.0,917409000.0,202300000.0,202582945.0,205638107.0
Capri Holdings,CPRI,,1530721,2014.0,Q3YTD,2013-03-31,2013-12-28,,2.47,2.47,55687000.0,2.43,,261127000.0,500447000.0,500447000.0,500447000.0,,926747000.0,2393391000.0,,-279000.0,,,648695000.0,926747000.0,1466644000.0,409000.0,704382000.0,762262000.0,-688000.0,761574000.0,2393391000.0,203200000.0,203175380.0,206088062.0
