company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Capri Holdings,CPRI,,1530721,2014.0,Q4,2013-12-29,2014-03-29,,-8838000.0,1324000.0,74148000.0,187000.0,24013000.0,,-3948000.0,-5956000.0,,-20000.0,15457000.0,-66596000.0,183157000.0,15457000.0,-66596000.0,183157000.0,128070000.0,161053000.0,161053000.0,2723000.0,15434000.0,,-57758000.0,-4000.0,47000.0,
Capri Holdings,CPRI,,1530721,2014.0,Q3TTM,2012-12-30,2013-12-28,,-26889000.0,6984000.0,222994000.0,597000.0,70897000.0,,-2546000.0,-84492000.0,,21120000.0,74416000.0,-206317000.0,564513000.0,74416000.0,-206317000.0,564513000.0,430066000.0,601548000.0,601548000.0,-30424000.0,78687000.0,-6000000.0,-173428000.0,-22944000.0,-2447000.0,
Capri Holdings,CPRI,,1530721,2014.0,Q3,2013-09-29,2013-12-28,,-7274000.0,1742000.0,66615000.0,253000.0,21655000.0,,-690000.0,11938000.0,,2759000.0,2469000.0,-60636000.0,268357000.0,2469000.0,-60636000.0,268357000.0,209500000.0,229643000.0,229643000.0,3379000.0,4916000.0,,-53362000.0,-2759000.0,-2447000.0,
Capri Holdings,CPRI,,1530721,2014.0,Q3YTD,2013-03-31,2013-12-28,2015-02-05 16:12:25+00:00,-21962000.0,5676000.0,206552000.0,513000.0,55687000.0,,-752000.0,-90444000.0,,21120000.0,55643000.0,-148904000.0,449843000.0,55643000.0,-148904000.0,449843000.0,355830000.0,500447000.0,500447000.0,-21523000.0,58266000.0,,-126942000.0,-21296000.0,-2447000.0,
Capri Holdings,CPRI,,1530721,2014.0,Q2TTM,2012-09-30,2013-09-28,,-26466000.0,5575000.0,159575000.0,344000.0,63010000.0,,-2002000.0,-103116000.0,,18361000.0,68983000.0,-184526000.0,431643000.0,68983000.0,-184526000.0,431643000.0,314098000.0,501933000.0,501933000.0,-35759000.0,84550000.0,-6000000.0,-152060000.0,-33928000.0,,
Capri Holdings,CPRI,,1530721,2014.0,Q2,2013-06-30,2013-09-28,,-8845000.0,2452000.0,117092000.0,151000.0,18057000.0,,1467000.0,-154888000.0,,6624000.0,28498000.0,-49116000.0,-1164000.0,28498000.0,-49116000.0,-1164000.0,-20315000.0,145808000.0,145808000.0,-12593000.0,28674000.0,,-40271000.0,-6800000.0,,
Capri Holdings,CPRI,,1530721,2014.0,Q2YTD,2013-03-31,2013-09-28,2014-11-06 16:00:00+00:00,-14688000.0,3934000.0,139937000.0,260000.0,34032000.0,,-62000.0,-102382000.0,,18361000.0,53174000.0,-88268000.0,181486000.0,53174000.0,-88268000.0,181486000.0,146330000.0,270804000.0,270804000.0,-24902000.0,53350000.0,,-73580000.0,-18537000.0,,
Capri Holdings,CPRI,,1530721,2014.0,Q1TTM,2012-07-01,2013-06-29,,-17621000.0,4047000.0,76927000.0,498000.0,57211000.0,,-2152000.0,104410000.0,,18214000.0,159710000.0,-160881000.0,487905000.0,159710000.0,-160881000.0,487905000.0,484582000.0,453953000.0,453953000.0,-131716000.0,190632000.0,-6000000.0,-137260000.0,-49136000.0,,
Capri Holdings,CPRI,,1530721,2014.0,Q1,2013-03-31,2013-06-29,2014-08-07 16:57:23+00:00,-5843000.0,1482000.0,22845000.0,109000.0,15975000.0,,-1529000.0,52506000.0,,11737000.0,24676000.0,-39152000.0,182650000.0,24676000.0,-39152000.0,182650000.0,166645000.0,124996000.0,124996000.0,-12309000.0,24676000.0,,-33309000.0,-11737000.0,,
Capri Holdings,CPRI,,1530721,2015.0,FY,2014-03-30,2015-03-28,2017-05-31 16:20:14+00:00,-32200000.0,5800000.0,373300000.0,700000.0,138400000.0,,-27100000.0,-177700000.0,,0.0,-434700000.0,-388400000.0,857900000.0,-434700000.0,-388400000.0,857900000.0,7700000.0,881000000.0,881000000.0,10400000.0,60600000.0,,-356200000.0,0.0,-495300000.0,
Capri Holdings,CPRI,,1530721,2015.0,Q4,2014-12-28,2015-03-28,,-3110000.0,1307000.0,57692000.0,163000.0,37846000.0,,-14534000.0,-87838000.0,,,-81725000.0,-76577000.0,148900000.0,-81725000.0,-76577000.0,148900000.0,-23936000.0,182619000.0,182619000.0,14966000.0,10320000.0,,-73467000.0,,-92045000.0,
Capri Holdings,CPRI,,1530721,2015.0,Q3YTD,2014-03-30,2014-12-27,2016-02-03 16:45:06+00:00,-29090000.0,4493000.0,315608000.0,537000.0,100554000.0,,-12566000.0,-89862000.0,,,-352975000.0,-311823000.0,709000000.0,-352975000.0,-311823000.0,709000000.0,31636000.0,698381000.0,698381000.0,-4566000.0,50280000.0,,-282733000.0,0.0,-403255000.0,
Capri Holdings,CPRI,,1530721,2015.0,Q3TTM,2013-12-29,2014-12-27,,-37928000.0,5817000.0,389756000.0,724000.0,124567000.0,,-16514000.0,-95818000.0,,-20000.0,-337518000.0,-378419000.0,892157000.0,-337518000.0,-378419000.0,892157000.0,159706000.0,859434000.0,859434000.0,-1843000.0,65714000.0,,-340491000.0,-4000.0,-403208000.0,
Capri Holdings,CPRI,,1530721,2015.0,Q3,2014-09-28,2014-12-27,,-14090000.0,973000.0,74922000.0,196000.0,37492000.0,,-7144000.0,169695000.0,,,-389734000.0,-139420000.0,510147000.0,-389734000.0,-139420000.0,510147000.0,-26151000.0,303675000.0,303675000.0,-1688000.0,12484000.0,,-125330000.0,,-402218000.0,
Capri Holdings,CPRI,,1530721,2015.0,Q2YTD,2014-03-30,2014-09-27,2015-11-05 16:06:37+00:00,-15000000.0,3520000.0,240686000.0,341000.0,63062000.0,,-5422000.0,-259557000.0,,,36759000.0,-172403000.0,198853000.0,36759000.0,-172403000.0,198853000.0,57787000.0,394706000.0,394706000.0,-2878000.0,37796000.0,,-157403000.0,,-1037000.0,
Capri Holdings,CPRI,,1530721,2015.0,Q2TTM,2013-09-29,2014-09-27,,-31112000.0,6586000.0,381449000.0,781000.0,108730000.0,,-10060000.0,-253575000.0,,2739000.0,54685000.0,-299635000.0,650367000.0,54685000.0,-299635000.0,650367000.0,395357000.0,785402000.0,785402000.0,3224000.0,58146000.0,,-268523000.0,-2763000.0,-3437000.0,
Capri Holdings,CPRI,,1530721,2015.0,Q2,2014-06-29,2014-09-27,,-10496000.0,1796000.0,189516000.0,168000.0,34064000.0,,-8482000.0,-273196000.0,,,13937000.0,-94712000.0,-23532000.0,13937000.0,-94712000.0,-23532000.0,-112789000.0,206990000.0,206990000.0,6814000.0,13937000.0,,-84216000.0,,,
Capri Holdings,CPRI,,1530721,2015.0,Q1TTM,2013-06-30,2014-06-28,,-29461000.0,7242000.0,309025000.0,764000.0,92723000.0,,-111000.0,-135267000.0,,9363000.0,69246000.0,-254039000.0,672735000.0,69246000.0,-254039000.0,672735000.0,487831000.0,724220000.0,724220000.0,-16183000.0,72883000.0,,-224578000.0,-9563000.0,-3437000.0,
Capri Holdings,CPRI,,1530721,2015.0,Q1,2014-03-30,2014-06-28,2015-08-06 16:10:28+00:00,-4504000.0,1724000.0,51170000.0,173000.0,28998000.0,,3060000.0,13639000.0,,,22822000.0,-77691000.0,222385000.0,22822000.0,-77691000.0,222385000.0,170576000.0,187716000.0,187716000.0,-9692000.0,23859000.0,,-73187000.0,,-1037000.0,
Capri Holdings,CPRI,,1530721,2016.0,FY,2015-03-29,2016-04-02,2018-05-30 16:16:22+00:00,-12400000.0,3500000.0,273000000.0,1500000.0,183200000.0,500000.0,,180100000.0,,192600000.0,-1149400000.0,-381100000.0,1249500000.0,-1149400000.0,-381100000.0,1249500000.0,-281000000.0,837700000.0,837700000.0,45000000.0,12700000.0,0.0,-369200000.0,-202300000.0,-1152400000.0,
Capri Holdings,CPRI,,1530721,2016.0,Q4,2015-12-27,2016-04-02,,-2000000.0,900000.0,67200000.0,1100000.0,50500000.0,-3600000.0,5700000.0,51000000.0,,100000.0,-208800000.0,-84600000.0,288800000.0,-208800000.0,-84600000.0,288800000.0,1100000.0,176300000.0,176300000.0,10100000.0,-4600000.0,,-79000000.0,-4300000.0,-200000000.0,
Capri Holdings,CPRI,,1530721,2016.0,Q3YTD,2015-03-29,2015-12-26,2017-02-14 17:26:33+00:00,-10400000.0,2600000.0,205800000.0,400000.0,132700000.0,4100000.0,-5700000.0,129100000.0,,192500000.0,-940600000.0,-296500000.0,960700000.0,-940600000.0,-296500000.0,960700000.0,-282100000.0,661400000.0,661400000.0,34900000.0,17300000.0,0.0,-290200000.0,-198000000.0,-952400000.0,
Capri Holdings,CPRI,,1530721,2016.0,Q3TTM,2014-12-28,2015-12-26,,-13510000.0,3907000.0,263492000.0,563000.0,170546000.0,4100000.0,-20234000.0,41262000.0,,192500000.0,-1022325000.0,-373077000.0,1109600000.0,-1022325000.0,-373077000.0,1109600000.0,-306036000.0,844019000.0,844019000.0,49866000.0,27620000.0,,-363667000.0,-198000000.0,-1044445000.0,
Capri Holdings,CPRI,,1530721,2016.0,Q3,2015-09-27,2015-12-26,,-200000.0,500000.0,72100000.0,,45000000.0,3000000.0,-3900000.0,211700000.0,,192500000.0,-204600000.0,-94000000.0,567800000.0,-204600000.0,-94000000.0,567800000.0,265300000.0,294200000.0,294200000.0,16400000.0,2200000.0,,-96800000.0,-198000000.0,-201300000.0,
Capri Holdings,CPRI,,1530721,2016.0,Q2YTD,2015-03-29,2015-09-26,2016-11-10 16:53:26+00:00,-10200000.0,2100000.0,133700000.0,400000.0,87700000.0,1100000.0,-1800000.0,-82600000.0,,,-736000000.0,-202500000.0,392900000.0,-736000000.0,-202500000.0,392900000.0,-547400000.0,367200000.0,367200000.0,18500000.0,15100000.0,,-193400000.0,0.0,-751100000.0,
Capri Holdings,CPRI,,1530721,2016.0,Q2TTM,2014-09-28,2015-09-26,,-27400000.0,4380000.0,266314000.0,759000.0,163038000.0,1100000.0,-23478000.0,-743000.0,,,-1207459000.0,-418497000.0,1051947000.0,-1207459000.0,-418497000.0,1051947000.0,-597487000.0,853494000.0,853494000.0,31778000.0,37904000.0,,-392197000.0,,-1245363000.0,
Capri Holdings,CPRI,,1530721,2016.0,Q2,2015-06-28,2015-09-26,,-1900000.0,1400000.0,72300000.0,200000.0,46100000.0,1100000.0,-3900000.0,-139300000.0,,,-398100000.0,-88200000.0,113200000.0,-398100000.0,-88200000.0,113200000.0,-377000000.0,192800000.0,192800000.0,12200000.0,1900000.0,,-87400000.0,,-400000000.0,
Capri Holdings,CPRI,,1530721,2016.0,Q1,2015-03-29,2015-06-27,2016-08-11 16:06:32+00:00,-8300000.0,700000.0,61400000.0,200000.0,41600000.0,,2100000.0,56700000.0,,,-337900000.0,-114300000.0,279700000.0,-337900000.0,-114300000.0,279700000.0,-170400000.0,174400000.0,174400000.0,6300000.0,13200000.0,,-106000000.0,0.0,-351100000.0,
Capri Holdings,CPRI,,1530721,2016.0,Q1TTM,2014-06-29,2015-06-27,,-35996000.0,4776000.0,383530000.0,727000.0,151002000.0,,-28060000.0,-134639000.0,,,-795422000.0,-425009000.0,915215000.0,-795422000.0,-425009000.0,915215000.0,-333276000.0,867684000.0,867684000.0,26392000.0,49941000.0,,-389013000.0,,-845363000.0,
Capri Holdings,CPRI,,1530721,2017.0,FY,2016-04-03,2017-04-01,2019-05-29 16:42:01+00:00,-486000000.0,1000000.0,171000000.0,4000000.0,220000000.0,,,21000000.0,,1240000000.0,-850000000.0,-651000000.0,1035000000.0,-850000000.0,-651000000.0,1035000000.0,-466000000.0,552000000.0,552000000.0,241000000.0,8000000.0,,-165000000.0,-1093000000.0,-1005000000.0,0.0
Capri Holdings,CPRI,,1530721,2017.0,Q4,2017-01-01,2017-04-01,,200000.0,1000000.0,6300000.0,900000.0,57500000.0,,,-100700000.0,,878200000.0,-265400000.0,-17100000.0,139300000.0,-265400000.0,-17100000.0,139300000.0,-143200000.0,-26300000.0,-26300000.0,207800000.0,,,-17300000.0,-893400000.0,-250200000.0,
Capri Holdings,CPRI,,1530721,2017.0,Q3YTD,2016-04-03,2016-12-31,2018-02-13 16:20:40+00:00,-486200000.0,,164700000.0,3100000.0,162500000.0,,,121700000.0,,361800000.0,-584600000.0,-633900000.0,895700000.0,-584600000.0,-633900000.0,895700000.0,-322800000.0,578300000.0,578300000.0,33200000.0,8000000.0,0.0,-147700000.0,-199600000.0,-754800000.0,
Capri Holdings,CPRI,,1530721,2017.0,Q3TTM,2015-12-27,2016-12-31,,-488200000.0,900000.0,231900000.0,4200000.0,213000000.0,-3600000.0,5700000.0,172700000.0,,361900000.0,-793400000.0,-718500000.0,1184500000.0,-793400000.0,-718500000.0,1184500000.0,-321700000.0,754600000.0,754600000.0,43300000.0,3400000.0,,-226700000.0,-203900000.0,-954800000.0,
Capri Holdings,CPRI,,1530721,2017.0,Q3,2016-10-02,2016-12-31,,100000.0,-2500000.0,61700000.0,1400000.0,55700000.0,,,215900000.0,,-16100000.0,-311800000.0,-48400000.0,547900000.0,-311800000.0,-48400000.0,547900000.0,187700000.0,271300000.0,271300000.0,7500000.0,1800000.0,,-48500000.0,-197400000.0,-100100000.0,
Capri Holdings,CPRI,,1530721,2017.0,Q2YTD,2016-04-03,2016-10-01,2017-11-08 16:27:20+00:00,-486300000.0,2500000.0,103000000.0,1700000.0,106800000.0,,,-94200000.0,,377900000.0,-272800000.0,-585500000.0,347800000.0,-272800000.0,-585500000.0,347800000.0,-510500000.0,307000000.0,307000000.0,25700000.0,6200000.0,0.0,-99200000.0,-2200000.0,-654700000.0,
Capri Holdings,CPRI,,1530721,2017.0,Q2TTM,2015-09-27,2016-10-01,,-488500000.0,3900000.0,242300000.0,2800000.0,202300000.0,-600000.0,1800000.0,168500000.0,,570500000.0,-686200000.0,-764100000.0,1204400000.0,-686200000.0,-764100000.0,1204400000.0,-244100000.0,777500000.0,777500000.0,52200000.0,3800000.0,,-275000000.0,-204500000.0,-1056000000.0,
Capri Holdings,CPRI,,1530721,2017.0,Q2,2016-07-03,2016-10-01,,-5500000.0,1200000.0,86700000.0,1400000.0,56400000.0,,,-209000000.0,,131300000.0,-115800000.0,-57800000.0,24500000.0,-115800000.0,-57800000.0,24500000.0,-149100000.0,160700000.0,160700000.0,15200000.0,3200000.0,,-52300000.0,,-250300000.0,
Capri Holdings,CPRI,,1530721,2017.0,Q1,2016-04-03,2016-07-02,2017-08-08 21:17:59+00:00,-480800000.0,1300000.0,16300000.0,300000.0,50400000.0,,,114800000.0,,246600000.0,-157000000.0,-527700000.0,323300000.0,-157000000.0,-527700000.0,323300000.0,-361400000.0,146300000.0,146300000.0,10500000.0,3000000.0,,-46900000.0,-2200000.0,-404400000.0,
Capri Holdings,CPRI,,1530721,2017.0,Q1TTM,2015-06-28,2016-07-02,,-484900000.0,4100000.0,227900000.0,1600000.0,192000000.0,500000.0,-2100000.0,238200000.0,,439200000.0,-968500000.0,-794500000.0,1293100000.0,-968500000.0,-794500000.0,1293100000.0,-472000000.0,809600000.0,809600000.0,49200000.0,2500000.0,,-310100000.0,-204500000.0,-1205700000.0,
Capri Holdings,CPRI,,1530721,2018.0,FY,2017-04-02,2018-03-31,2020-07-08 16:18:59+00:00,-1418000000.0,4000000.0,104000000.0,11000000.0,208000000.0,,15000000.0,158000000.0,,2520000000.0,389000000.0,-1533000000.0,1062000000.0,389000000.0,-1533000000.0,1062000000.0,-67000000.0,592000000.0,592000000.0,100000000.0,14000000.0,5000000.0,-120000000.0,-1784000000.0,-361000000.0,0.0
Capri Holdings,CPRI,,1530721,2018.0,Q4,2017-12-31,2018-03-31,,0.0,1500000.0,19000000.0,4500000.0,58100000.0,,15000000.0,20900000.0,,441200000.0,-312000000.0,,188700000.0,-312000000.0,-36200000.0,188700000.0,-144500000.0,44400000.0,44400000.0,63800000.0,8500000.0,0.0,0.0,-561700000.0,-200000000.0,
Capri Holdings,CPRI,,1530721,2018.0,Q3YTD,2017-04-02,2017-12-30,2019-02-07 16:06:56+00:00,-1417700000.0,2500000.0,85000000.0,6500000.0,149900000.0,,,137100000.0,,2078800000.0,701000000.0,-1501500000.0,873300000.0,701000000.0,-1496800000.0,873300000.0,77500000.0,547600000.0,547600000.0,36200000.0,5500000.0,,-83800000.0,-1222300000.0,-161000000.0,
Capri Holdings,CPRI,,1530721,2018.0,Q3TTM,2017-01-01,2017-12-30,,-1417500000.0,3500000.0,91300000.0,7400000.0,207400000.0,,,36400000.0,,2957000000.0,435600000.0,-1518600000.0,1012600000.0,435600000.0,-1513900000.0,1012600000.0,-65700000.0,521300000.0,521300000.0,244000000.0,5500000.0,,-101100000.0,-2115700000.0,-411200000.0,
Capri Holdings,CPRI,,1530721,2018.0,Q3,2017-10-01,2017-12-30,,-1416300000.0,2000000.0,14100000.0,4300000.0,54000000.0,,,267300000.0,,1445900000.0,992100000.0,-1405500000.0,544200000.0,992100000.0,-1400800000.0,544200000.0,135500000.0,219400000.0,219400000.0,1500000.0,2500000.0,36700000.0,-25900000.0,-456200000.0,-100000.0,
Capri Holdings,CPRI,,1530721,2018.0,Q2YTD,2017-04-02,2017-09-30,2018-11-07 16:05:03+00:00,-1400000.0,500000.0,70900000.0,2200000.0,95900000.0,,,-130200000.0,,632900000.0,-291100000.0,-96000000.0,329100000.0,-291100000.0,-96000000.0,329100000.0,-58000000.0,328200000.0,328200000.0,34700000.0,3000000.0,-36700000.0,-57900000.0,-766100000.0,-160900000.0,
Capri Holdings,CPRI,,1530721,2018.0,Q2TTM,2016-10-02,2017-09-30,,-1100000.0,-1000000.0,138900000.0,4500000.0,209100000.0,,,-15000000.0,,1495000000.0,-868300000.0,-161500000.0,1016300000.0,-868300000.0,-161500000.0,1016300000.0,-13500000.0,573200000.0,573200000.0,250000000.0,4800000.0,-36700000.0,-123700000.0,-1856900000.0,-511200000.0,
Capri Holdings,CPRI,,1530721,2018.0,Q2,2017-07-02,2017-09-30,,,300000.0,59000000.0,900000.0,48300000.0,,,-136300000.0,,223300000.0,-153400000.0,-79800000.0,134800000.0,-153400000.0,-79800000.0,134800000.0,-98400000.0,202700000.0,202700000.0,19800000.0,2900000.0,-36700000.0,-43100000.0,-379000000.0,-600000.0,
Capri Holdings,CPRI,,1530721,2018.0,Q1,2017-04-02,2017-07-01,2018-08-08 16:17:12+00:00,-1400000.0,200000.0,11900000.0,1300000.0,47600000.0,,,6100000.0,,409600000.0,-137700000.0,-16200000.0,194300000.0,-137700000.0,-16200000.0,194300000.0,40400000.0,125500000.0,125500000.0,14900000.0,100000.0,,-14800000.0,-387100000.0,-160300000.0,
Capri Holdings,CPRI,,1530721,2018.0,Q1TTM,2016-07-03,2017-07-01,,-6600000.0,-100000.0,166600000.0,5000000.0,217200000.0,,,-87700000.0,,1403000000.0,-830700000.0,-139500000.0,906000000.0,-830700000.0,-139500000.0,906000000.0,-64200000.0,531200000.0,531200000.0,245400000.0,5100000.0,,-132900000.0,-1477900000.0,-760900000.0,
Capri Holdings,CPRI,,1530721,2019.0,FY,2018-04-01,2019-03-30,2020-07-08 16:18:59+00:00,-1878000000.0,4000000.0,172000000.0,45000000.0,225000000.0,,,-236000000.0,,4204000000.0,1451000000.0,-2125000000.0,694000000.0,1451000000.0,-2125000000.0,694000000.0,20000000.0,542000000.0,542000000.0,159000000.0,29000000.0,-77000000.0,-181000000.0,-2575000000.0,-207000000.0,11000000.0
Capri Holdings,CPRI,,1530721,2019.0,Q4,2018-12-30,2019-03-30,,-1874000000.0,1000000.0,44000000.0,21000000.0,65000000.0,,,-214000000.0,,607000000.0,-21000000.0,-1909000000.0,-82000000.0,-21000000.0,-1909000000.0,-82000000.0,-2012000000.0,19000000.0,19000000.0,47000000.0,6000000.0,,-46000000.0,-634000000.0,,11000000.0
Capri Holdings,CPRI,,1530721,2019.0,Q3YTD,2018-04-01,2018-12-29,2020-02-05 16:07:34+00:00,-4000000.0,3000000.0,128000000.0,24000000.0,160000000.0,,,-22000000.0,,3597000000.0,1472000000.0,-216000000.0,776000000.0,1472000000.0,-216000000.0,776000000.0,2032000000.0,523000000.0,523000000.0,112000000.0,23000000.0,-77000000.0,-135000000.0,-1941000000.0,-207000000.0,0.0
Capri Holdings,CPRI,,1530721,2019.0,Q3TTM,2017-12-31,2018-12-29,,0.0,4500000.0,147000000.0,28500000.0,218100000.0,,15000000.0,-1100000.0,,4038200000.0,1160000000.0,,964700000.0,1160000000.0,-252200000.0,964700000.0,1887500000.0,567400000.0,567400000.0,175800000.0,31500000.0,0.0,0.0,-2502700000.0,-407000000.0,
Capri Holdings,CPRI,,1530721,2019.0,Q3,2018-09-30,2018-12-29,,-1000000.0,1000000.0,30000000.0,8000000.0,51000000.0,,,170000000.0,,2787000000.0,1674000000.0,-154000000.0,512000000.0,1674000000.0,-154000000.0,512000000.0,2032000000.0,200000000.0,200000000.0,90000000.0,3000000.0,-108000000.0,-45000000.0,-1016000000.0,-100000000.0,
Capri Holdings,CPRI,,1530721,2019.0,Q2YTD,2018-04-01,2018-09-29,2019-11-07 16:56:47+00:00,-3000000.0,2000000.0,98000000.0,16000000.0,109000000.0,,,-192000000.0,,810000000.0,-202000000.0,-62000000.0,264000000.0,-202000000.0,-62000000.0,264000000.0,,323000000.0,323000000.0,22000000.0,20000000.0,31000000.0,-90000000.0,-925000000.0,-107000000.0,0.0
Capri Holdings,CPRI,,1530721,2019.0,Q2TTM,2017-10-01,2018-09-29,,-1419600000.0,5500000.0,131100000.0,24800000.0,221100000.0,,15000000.0,96200000.0,,2697100000.0,478100000.0,-1499000000.0,996900000.0,478100000.0,-1499000000.0,996900000.0,-9000000.0,586800000.0,586800000.0,87300000.0,31000000.0,72700000.0,-152100000.0,-1942900000.0,-307100000.0,
Capri Holdings,CPRI,,1530721,2019.0,Q2,2018-07-01,2018-09-29,,-3000000.0,1000000.0,74000000.0,3000000.0,53000000.0,,,-144000000.0,,376000000.0,-49000000.0,-21000000.0,58000000.0,-49000000.0,-21000000.0,58000000.0,-12000000.0,137000000.0,137000000.0,11000000.0,14000000.0,31000000.0,-49000000.0,-438000000.0,-1000000.0,
Capri Holdings,CPRI,,1530721,2019.0,Q1,2018-04-01,2018-06-30,2019-08-13 16:04:25+00:00,0.0,1000000.0,24000000.0,13000000.0,56000000.0,,,-48000000.0,,434000000.0,-153000000.0,-41000000.0,206000000.0,-153000000.0,-41000000.0,206000000.0,12000000.0,186000000.0,186000000.0,11000000.0,6000000.0,,-41000000.0,-487000000.0,-106000000.0,0.0
Capri Holdings,CPRI,,1530721,2019.0,Q1TTM,2017-07-02,2018-06-30,,-1416600000.0,4800000.0,116100000.0,22700000.0,216400000.0,,15000000.0,103900000.0,,2544400000.0,373700000.0,-1557800000.0,1073700000.0,373700000.0,-1557800000.0,1073700000.0,-95400000.0,652500000.0,652500000.0,96100000.0,19900000.0,5000000.0,-146200000.0,-1883900000.0,-306700000.0,
