company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Capri Holdings,CPRI,,1530721,2012.0,FY,,2012-03-31,2013-05-29 17:01:08+00:00,67326000.0,127226000.0,33097000.0,-735000.0,106354000.0,0.0,228321000.0,11145000.0,8199000.0,33710000.0,14005000.0,,14146000.0,,187413000.0,170755000.0,,43292000.0,3952000.0,6300000.0,,7504000.0,3590000.0,31925000.0,,228651000.0,22674000.0,674425000.0,456237000.0,464063000.0,165006000.0,456237000.0,456237000.0,218188000.0,674425000.0,39607000.0,53182000.0,
Capri Holdings,CPRI,,1530721,2013.0,FY,,2013-03-30,2014-05-28 16:40:54+00:00,82977000.0,206454000.0,33555000.0,-3461000.0,472511000.0,0.0,424454000.0,8480000.0,9074000.0,38642000.0,14005000.0,,20980000.0,,266894000.0,242113000.0,,56986000.0,4389000.0,13163000.0,,18889000.0,7922000.0,34850000.0,,626253000.0,,1289565000.0,1047246000.0,989189000.0,164248000.0,1047246000.0,1047246000.0,242319000.0,1289565000.0,58263000.0,78071000.0,
Capri Holdings,CPRI,,1530721,2014.0,FY,,2014-03-29,2015-05-27 16:12:34+00:00,143563000.0,298006000.0,62719000.0,-6373000.0,971194000.0,0.0,527213000.0,30539000.0,47385000.0,54703000.0,14005000.0,,48034000.0,,426938000.0,350678000.0,,76785000.0,3662000.0,5887000.0,,23425000.0,19800000.0,50492000.0,,1287738000.0,,2216973000.0,1806131000.0,1777169000.0,308370000.0,1806131000.0,1806131000.0,410842000.0,2216973000.0,89126000.0,102472000.0,-2447000.0
Capri Holdings,CPRI,,1530721,2014.0,Q3,,2013-12-28,2014-02-06 17:08:55+00:00,145363000.0,292812000.0,75829000.0,-3942000.0,828341000.0,0.0,503639000.0,10790000.0,11645000.0,42416000.0,14005000.0,,42098000.0,,431564000.0,321542000.0,,72293000.0,9633000.0,20014000.0,,19456000.0,15453000.0,36722000.0,,1126700000.0,0.0,2006963000.0,1623950000.0,1600229000.0,275253000.0,1623950000.0,1623950000.0,383013000.0,2006963000.0,85192000.0,107760000.0,-2447000.0
Capri Holdings,CPRI,,1530721,2014.0,Q2,,2013-09-28,2013-11-07 15:34:34+00:00,119420000.0,228850000.0,54444000.0,-1701000.0,618841000.0,0.0,490941000.0,9381000.0,7588000.0,36746000.0,14005000.0,,36316000.0,,404194000.0,284580000.0,,69976000.0,7777000.0,19010000.0,,19155000.0,14293000.0,84675000.0,,897057000.0,0.0,1707774000.0,1386297000.0,1345941000.0,218198000.0,1386297000.0,1386297000.0,321477000.0,1707774000.0,77253000.0,103279000.0,
Capri Holdings,CPRI,,1530721,2014.0,Q1,,2013-06-29,2013-08-08 15:34:46+00:00,104647000.0,170391000.0,50427000.0,-5440000.0,639156000.0,0.0,454707000.0,8683000.0,33244000.0,20822000.0,14005000.0,,26541000.0,,319459000.0,258021000.0,,60756000.0,5191000.0,15288000.0,,18875000.0,11145000.0,36523000.0,,751249000.0,0.0,1496845000.0,1200516000.0,1174212000.0,209140000.0,1200516000.0,1200516000.0,296329000.0,1496845000.0,64612000.0,87189000.0,
Capri Holdings,CPRI,,1530721,2015.0,FY,,2015-03-28,2016-06-01 16:51:35+00:00,114100000.0,363400000.0,123800000.0,-66800000.0,978900000.0,0.0,636700000.0,,25500000.0,62900000.0,14000000.0,,61500000.0,0.0,519900000.0,562900000.0,0.0,88300000.0,23000000.0,7000000.0,,33500000.0,22000000.0,127500000.0,,2168800000.0,,2684600000.0,2241000000.0,1989700000.0,326300000.0,2241000000.0,2241000000.0,443600000.0,2684600000.0,132000000.0,117300000.0,-497700000.0
Capri Holdings,CPRI,,1530721,2015.0,Q3,,2014-12-27,2015-02-05 16:12:25+00:00,175197000.0,364070000.0,105726000.0,-39870000.0,949846000.0,0.0,610938000.0,21555000.0,29757000.0,50642000.0,14005000.0,,63644000.0,,537501000.0,532304000.0,,94926000.0,3740000.0,145000.0,,33576000.0,22710000.0,110347000.0,,1986119000.0,,2630588000.0,2151485000.0,1983319000.0,361322000.0,2151485000.0,2151485000.0,479103000.0,2630588000.0,114965000.0,117781000.0,-405702000.0
Capri Holdings,CPRI,,1530721,2015.0,Q2,,2014-09-27,2014-11-06 16:00:00+00:00,179079000.0,346822000.0,80692000.0,-20419000.0,1012393000.0,0.0,586588000.0,29204000.0,19361000.0,46733000.0,14005000.0,,53278000.0,,619296000.0,453836000.0,,93434000.0,6423000.0,3905000.0,,28515000.0,21097000.0,125658000.0,,1682444000.0,,2689430000.0,2245129000.0,2133373000.0,325865000.0,2245129000.0,2245129000.0,444301000.0,2689430000.0,102221000.0,118436000.0,-3484000.0
Capri Holdings,CPRI,,1530721,2015.0,Q1,,2014-06-28,2014-08-07 16:57:23+00:00,140340000.0,229106000.0,83896000.0,-1842000.0,1125037000.0,0.0,559226000.0,28795000.0,63631000.0,34762000.0,14005000.0,,50602000.0,,527254000.0,404018000.0,,85718000.0,3662000.0,3478000.0,,25330000.0,21180000.0,54550000.0,,1475454000.0,,2462359000.0,2029354000.0,1964742000.0,322629000.0,2029354000.0,2029354000.0,433005000.0,2462359000.0,93599000.0,110376000.0,-3484000.0
