company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,otherincome,otheroperatingexpenses,otherspecialcharges,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2007.0,FY,2007-01-01,2007-12-31,2010-02-08 16:28:55+00:00,5.38,5.38,,5.28,2060000000.0,4074000000.0,4058000000.0,16000000.0,4074000000.0,,53402000000.0,66387000000.0,,,484000000.0,,-38000000.0,3850000000.0,3531000000.0,53402000000.0,12985000000.0,196000000.0,188000000.0,7343000000.0,5642000000.0,476000000.0,6118000000.0,66387000000.0,757200000.0,757200000.0,771600000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2008.0,FY,2008-01-01,2008-12-31,2010-02-08 16:28:55+00:00,3.7,3.7,,3.67,1341000000.0,2672000000.0,2654000000.0,18000000.0,2672000000.0,,50352000000.0,60909000000.0,,,247000000.0,,-4000000.0,3768000000.0,3084000000.0,50352000000.0,10557000000.0,202000000.0,241000000.0,6848000000.0,3709000000.0,286000000.0,3995000000.0,60909000000.0,722200000.0,722200000.0,728100000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2008.0,Q3,2008-07-01,2008-09-30,2009-10-21 12:41:43+00:00,0.97,0.97,0.4,0.96,470000000.0,695000000.0,683000000.0,12000000.0,695000000.0,,12541000000.0,15293000000.0,,,55000000.0,,0.0,937000000.0,740000000.0,12541000000.0,2752000000.0,49000000.0,72000000.0,1677000000.0,1075000000.0,78000000.0,1153000000.0,15293000000.0,716500000.0,716500000.0,721900000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2008.0,Q2,2008-04-01,2008-06-30,2009-07-22 12:32:52+00:00,,1.18,0.4,1.16,448000000.0,852000000.0,851000000.0,1000000.0,852000000.0,,13942000000.0,16962000000.0,,,102000000.0,,-2000000.0,1005000000.0,835000000.0,13942000000.0,3020000000.0,50000000.0,65000000.0,1838000000.0,1182000000.0,117000000.0,1299000000.0,16962000000.0,,722000000.0,732800000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2009.0,Q4,2009-10-01,2009-12-31,,3.22,1.8,-1.26,1.8,267000000.0,1268000000.0,1283000000.0,-15000000.0,1268000000.0,,14508000000.0,17937000000.0,,,-33000000.0,,17000000.0,1002000000.0,780000000.0,14508000000.0,3429000000.0,110000000.0,63000000.0,1799000000.0,1630000000.0,-80000000.0,1550000000.0,17937000000.0,705400000.0,705400000.0,713000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2009.0,FY,2009-01-01,2009-12-31,2012-02-09 12:37:00+00:00,1.86,1.86,,1.84,396000000.0,1312000000.0,1335000000.0,-23000000.0,1312000000.0,,56540000000.0,68281000000.0,,,-26000000.0,,24000000.0,6506000000.0,3364000000.0,56540000000.0,11741000000.0,339000000.0,249000000.0,9894000000.0,1847000000.0,-116000000.0,1731000000.0,68281000000.0,705400000.0,705400000.0,713000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2009.0,Q3,2009-07-01,2009-09-30,2009-10-21 12:41:43+00:00,-2.23,-2.23,0.42,-2.23,-687000000.0,-1564000000.0,-1560000000.0,-4000000.0,-1564000000.0,,14480000000.0,16688000000.0,,,-4000000.0,,1000000.0,3574000000.0,868000000.0,14480000000.0,2208000000.0,92000000.0,84000000.0,4443000000.0,-2235000000.0,-12000000.0,-2247000000.0,16688000000.0,701300000.0,701300000.0,701300000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2009.0,Q3YTD,2009-01-01,2009-09-30,,-1.36,0.06,1.26,0.04,129000000.0,44000000.0,52000000.0,-8000000.0,44000000.0,,42032000000.0,50344000000.0,,,7000000.0,,7000000.0,5504000000.0,2584000000.0,42032000000.0,8312000000.0,229000000.0,186000000.0,8095000000.0,217000000.0,-36000000.0,181000000.0,50344000000.0,701300000.0,701300000.0,701300000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2009.0,Q2,2009-04-01,2009-06-30,2009-07-22 12:32:52+00:00,,1.42,0.42,1.41,499000000.0,998000000.0,997000000.0,1000000.0,998000000.0,,13807000000.0,17154000000.0,,,47000000.0,,3000000.0,960000000.0,925000000.0,13807000000.0,3347000000.0,80000000.0,70000000.0,1888000000.0,1459000000.0,37000000.0,1496000000.0,17154000000.0,,702800000.0,707400000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.87,2.29,0.84,2.27,816000000.0,1608000000.0,1612000000.0,-4000000.0,1608000000.0,,27552000000.0,33656000000.0,,,11000000.0,,6000000.0,1930000000.0,1716000000.0,27552000000.0,6104000000.0,137000000.0,102000000.0,3652000000.0,2452000000.0,-24000000.0,2428000000.0,33656000000.0,,702800000.0,707400000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2009.0,Q1,2009-01-01,2009-03-31,2010-04-21 12:36:16+00:00,0.87,0.87,0.42,0.86,317000000.0,610000000.0,615000000.0,-5000000.0,610000000.0,,13745000000.0,16502000000.0,,,-36000000.0,,3000000.0,970000000.0,791000000.0,13745000000.0,2757000000.0,57000000.0,32000000.0,1764000000.0,993000000.0,-61000000.0,932000000.0,16502000000.0,701100000.0,701100000.0,707400000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2010.0,Q4,2010-10-01,2010-12-31,,1.58,1.58,-1.26,1.57,-163000000.0,1164000000.0,1166000000.0,-2000000.0,1164000000.0,,13413000000.0,16550000000.0,,,32000000.0,,3000000.0,1134000000.0,977000000.0,13413000000.0,3137000000.0,132000000.0,80000000.0,2114000000.0,1023000000.0,-20000000.0,1003000000.0,16550000000.0,736500000.0,736500000.0,743100000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2010.0,FY,2010-01-01,2010-12-31,2013-02-11 12:50:46+00:00,4.49,4.49,,4.45,1196000000.0,3307000000.0,3311000000.0,-4000000.0,3307000000.0,,51843000000.0,64306000000.0,,,52000000.0,,-6000000.0,4121000000.0,3644000000.0,51843000000.0,12463000000.0,516000000.0,267000000.0,7759000000.0,4704000000.0,-197000000.0,4507000000.0,64306000000.0,736500000.0,736500000.0,743100000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2010.0,Q3,2010-07-01,2010-09-30,2010-10-20 12:46:10+00:00,1.13,1.13,0.42,1.12,407000000.0,837000000.0,837000000.0,,837000000.0,,13746000000.0,16967000000.0,,,-13000000.0,,-14000000.0,986000000.0,936000000.0,13746000000.0,3221000000.0,130000000.0,74000000.0,1908000000.0,1313000000.0,-69000000.0,1244000000.0,16967000000.0,740700000.0,740700000.0,744600000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2010.0,Q3YTD,2010-01-01,2010-09-30,,2.91,2.91,1.26,2.88,1359000000.0,2143000000.0,2145000000.0,-2000000.0,2143000000.0,,38430000000.0,47756000000.0,,,20000000.0,,-9000000.0,2987000000.0,2667000000.0,38430000000.0,9326000000.0,384000000.0,187000000.0,5645000000.0,3681000000.0,-177000000.0,3504000000.0,47756000000.0,740700000.0,740700000.0,744600000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2010.0,Q3TTM,2009-10-01,2010-09-30,,6.13,4.71,,4.68,1626000000.0,3411000000.0,3428000000.0,-17000000.0,3411000000.0,,52938000000.0,65693000000.0,,,-13000000.0,,8000000.0,3989000000.0,3447000000.0,52938000000.0,12755000000.0,494000000.0,250000000.0,7444000000.0,5311000000.0,-257000000.0,5054000000.0,65693000000.0,740700000.0,740700000.0,744600000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2010.0,Q2,2010-04-01,2010-06-30,2010-07-28 13:12:54+00:00,1.07,1.07,0.42,1.06,421000000.0,787000000.0,789000000.0,-2000000.0,787000000.0,,12540000000.0,15573000000.0,,,35000000.0,,1000000.0,1001000000.0,778000000.0,12540000000.0,3033000000.0,132000000.0,54000000.0,1780000000.0,1253000000.0,-43000000.0,1210000000.0,15573000000.0,735500000.0,735500000.0,742900000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2010.0,Q2YTD,2010-01-01,2010-06-30,,1.78,1.78,0.84,1.76,952000000.0,1306000000.0,1308000000.0,-2000000.0,1306000000.0,,24684000000.0,30789000000.0,,,33000000.0,,5000000.0,2001000000.0,1731000000.0,24684000000.0,6105000000.0,254000000.0,113000000.0,3737000000.0,2368000000.0,-108000000.0,2260000000.0,30789000000.0,735500000.0,735500000.0,742900000.0
