company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,employeebenefitassets,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,otherequity,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2011.0,Q2,,2011-06-30,2011-07-27 12:37:42+00:00,8262000000.0,6162000000.0,13570000000.0,-13095000000.0,5050000000.0,9006000000.0,12948000000.0,35000000.0,1286000000.0,5000000.0,4949000000.0,,3141000000.0,10324000000.0,1117000000.0,29094000000.0,9044000000.0,91000000.0,383000000.0,3697000000.0,,18191000000.0,4217000000.0,260000000.0,,,1596000000.0,1027000000.0,25681000000.0,1304000000.0,3752000000.0,72119000000.0,4733000000.0,44353000000.0,37370000000.0,4733000000.0,4824000000.0,67295000000.0,72119000000.0,18722000000.0,29925000000.0,-16859000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2011.0,Q1,,2011-03-31,2011-04-27 12:19:19+00:00,8304000000.0,6036000000.0,12835000000.0,-13401000000.0,5670000000.0,8964000000.0,12363000000.0,37000000.0,789000000.0,4000000.0,4944000000.0,,2933000000.0,10723000000.0,1091000000.0,26912000000.0,8973000000.0,95000000.0,427000000.0,3862000000.0,,18013000000.0,4320000000.0,252000000.0,,,1624000000.0,333000000.0,25370000000.0,966000000.0,2102000000.0,68760000000.0,3912000000.0,41009000000.0,35257000000.0,3912000000.0,4007000000.0,64753000000.0,68760000000.0,18778000000.0,29496000000.0,-17021000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2012.0,FY,,2012-12-31,2014-02-14 12:00:10+00:00,9394000000.0,5608000000.0,12995000000.0,-17416000000.0,10341000000.0,9183000000.0,16672000000.0,28000000.0,4485000000.0,,5035000000.0,,3111000000.0,8973000000.0,1180000000.0,37751000000.0,9660000000.0,100000000.0,366000000.0,6753000000.0,,27179000000.0,4056000000.0,364000000.0,,,1792000000.0,1429000000.0,30037000000.0,1436000000.0,3217000000.0,88896000000.0,5867000000.0,57309000000.0,44982000000.0,5867000000.0,5967000000.0,82929000000.0,88896000000.0,21927000000.0,37947000000.0,-15937000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2012.0,Q3,,2012-09-30,2012-10-24 14:18:20+00:00,9152000000.0,5437000000.0,11773000000.0,-15261000000.0,6582000000.0,9129000000.0,15619000000.0,34000000.0,4136000000.0,,4961000000.0,,2930000000.0,9014000000.0,1195000000.0,36817000000.0,9496000000.0,94000000.0,166000000.0,5520000000.0,,23040000000.0,4028000000.0,318000000.0,,,1746000000.0,900000000.0,29775000000.0,2172000000.0,4590000000.0,83654000000.0,7588000000.0,53778000000.0,42852000000.0,7588000000.0,7682000000.0,75972000000.0,83654000000.0,20380000000.0,33120000000.0,-16055000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2012.0,Q2,,2012-06-30,2012-07-25 13:22:22+00:00,9273000000.0,5894000000.0,11699000000.0,-15816000000.0,6305000000.0,9079000000.0,15344000000.0,30000000.0,3668000000.0,,4955000000.0,,2980000000.0,8735000000.0,1004000000.0,35033000000.0,9453000000.0,88000000.0,226000000.0,5781000000.0,,23642000000.0,4068000000.0,344000000.0,,,1746000000.0,650000000.0,28743000000.0,2466000000.0,4002000000.0,81595000000.0,5804000000.0,51608000000.0,42450000000.0,5804000000.0,5892000000.0,75703000000.0,81595000000.0,20534000000.0,33253000000.0,-16202000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2012.0,Q1,,2012-03-31,2012-04-25 13:46:19+00:00,9041000000.0,6475000000.0,10943000000.0,-16094000000.0,6718000000.0,9038000000.0,15336000000.0,30000000.0,3178000000.0,,4950000000.0,,2993000000.0,8817000000.0,1037000000.0,32738000000.0,9399000000.0,93000000.0,192000000.0,5791000000.0,,24228000000.0,4139000000.0,372000000.0,,,1765000000.0,543000000.0,28447000000.0,2807000000.0,3798000000.0,80205000000.0,5027000000.0,50131000000.0,41305000000.0,5027000000.0,5120000000.0,75085000000.0,80205000000.0,20675000000.0,33780000000.0,-16364000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2013.0,FY,,2013-12-31,2015-02-12 15:32:40+00:00,9498000000.0,6546000000.0,14131000000.0,-9894000000.0,9088000000.0,9476000000.0,20027000000.0,14000000.0,6267000000.0,,5043000000.0,,3052000000.0,8072000000.0,1204000000.0,42912000000.0,10224000000.0,122000000.0,156000000.0,2939000000.0,,17002000000.0,3627000000.0,344000000.0,,,1500000000.0,950000000.0,32964000000.0,1563000000.0,6170000000.0,92663000000.0,14875000000.0,65074000000.0,51486000000.0,14875000000.0,14997000000.0,77666000000.0,92663000000.0,17365000000.0,26180000000.0,-17671000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2013.0,Q3,,2013-09-30,2013-10-23 14:07:39+00:00,10657000000.0,6652000000.0,12384000000.0,-16187000000.0,10041000000.0,9356000000.0,20216000000.0,43000000.0,5504000000.0,,5047000000.0,,2962000000.0,8677000000.0,1168000000.0,41240000000.0,9987000000.0,116000000.0,299000000.0,5957000000.0,,25974000000.0,3903000000.0,316000000.0,,,1447000000.0,936000000.0,32647000000.0,919000000.0,5870000000.0,94633000000.0,8951000000.0,64162000000.0,49680000000.0,8951000000.0,9067000000.0,85566000000.0,94633000000.0,20484000000.0,35886000000.0,-16865000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2013.0,Q2,,2013-06-30,2013-07-24 13:01:21+00:00,10437000000.0,6406000000.0,12412000000.0,-16794000000.0,8694000000.0,9242000000.0,18145000000.0,25000000.0,5072000000.0,,5043000000.0,,3011000000.0,8695000000.0,1166000000.0,40234000000.0,9814000000.0,106000000.0,275000000.0,6307000000.0,,27501000000.0,3991000000.0,320000000.0,,,1449000000.0,1039000000.0,31490000000.0,883000000.0,5631000000.0,92091000000.0,7526000000.0,61310000000.0,46949000000.0,7526000000.0,7632000000.0,84459000000.0,92091000000.0,20967000000.0,37510000000.0,-16412000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2013.0,Q1,,2013-03-31,2013-04-24 15:24:57+00:00,9876000000.0,6351000000.0,11530000000.0,-17041000000.0,8335000000.0,9140000000.0,18505000000.0,29000000.0,4838000000.0,,5049000000.0,,3075000000.0,8254000000.0,1177000000.0,40797000000.0,9736000000.0,98000000.0,241000000.0,6522000000.0,,27325000000.0,3910000000.0,460000000.0,,,1488000000.0,1401000000.0,31143000000.0,917000000.0,3518000000.0,90447000000.0,7462000000.0,59490000000.0,45666000000.0,7462000000.0,7560000000.0,82887000000.0,90447000000.0,21221000000.0,37221000000.0,-15780000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2014.0,FY,,2014-12-31,2015-10-21 12:26:40+00:00,10667000000.0,7729000000.0,13343000000.0,-13903000000.0,11733000000.0,9686000000.0,23175000000.0,18000000.0,8603000000.0,,5119000000.0,,2869000000.0,8141000000.0,1154000000.0,46756000000.0,11007000000.0,125000000.0,358000000.0,6576000000.0,,23984000000.0,3371000000.0,190000000.0,,,1317000000.0,1208000000.0,36180000000.0,929000000.0,1359000000.0,99198000000.0,8665000000.0,67785000000.0,56717000000.0,8665000000.0,8790000000.0,90408000000.0,99198000000.0,20406000000.0,33691000000.0,-23298000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2014.0,Q3,,2014-09-30,2014-10-22 12:26:34+00:00,11136000000.0,7799000000.0,12677000000.0,-8653000000.0,6655000000.0,9633000000.0,21127000000.0,27000000.0,6685000000.0,,5131000000.0,,2954000000.0,7301000000.0,1203000000.0,47058000000.0,10707000000.0,126000000.0,709000000.0,2546000000.0,,15756000000.0,3347000000.0,257000000.0,,,1547000000.0,1046000000.0,35880000000.0,1579000000.0,3422000000.0,92653000000.0,14511000000.0,65218000000.0,53204000000.0,14511000000.0,14637000000.0,78016000000.0,92653000000.0,16728000000.0,24812000000.0,-22349000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2014.0,Q2,,2014-06-30,2014-07-23 12:34:48+00:00,11060000000.0,7694000000.0,13222000000.0,-8659000000.0,7533000000.0,9585000000.0,21244000000.0,15000000.0,6222000000.0,,5139000000.0,,3004000000.0,7292000000.0,1196000000.0,46251000000.0,10449000000.0,123000000.0,740000000.0,2664000000.0,,16318000000.0,3180000000.0,237000000.0,,,1578000000.0,864000000.0,34516000000.0,1591000000.0,3797000000.0,92737000000.0,14061000000.0,65527000000.0,53339000000.0,14061000000.0,14184000000.0,78553000000.0,92737000000.0,16761000000.0,25214000000.0,-21381000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2014.0,Q1,,2014-03-31,2014-04-23 14:23:14+00:00,10779000000.0,7341000000.0,12219000000.0,-8883000000.0,6942000000.0,9502000000.0,21112000000.0,15000000.0,6732000000.0,,5046000000.0,,2996000000.0,7275000000.0,1208000000.0,44941000000.0,10263000000.0,113000000.0,166000000.0,2463000000.0,,16191000000.0,3280000000.0,256000000.0,,,1542000000.0,808000000.0,33929000000.0,1660000000.0,5282000000.0,91575000000.0,14520000000.0,64777000000.0,52502000000.0,14520000000.0,14633000000.0,76942000000.0,91575000000.0,16535000000.0,24440000000.0,-20028000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2015.0,FY,,2015-12-31,2017-02-08 15:37:44+00:00,10800000000.0,8713000000.0,14014000000.0,-12748000000.0,11302000000.0,9895000000.0,24364000000.0,,,,5126000000.0,,2657000000.0,8730000000.0,1284000000.0,47257000000.0,12076000000.0,62000000.0,,265000000.0,2392000000.0,24399000000.0,3358000000.0,212000000.0,,,1408000000.0,2078000000.0,38756000000.0,1234000000.0,750000000.0,94408000000.0,6335000000.0,68234000000.0,50412000000.0,6335000000.0,6397000000.0,88011000000.0,94408000000.0,14098000000.0,37599000000.0,-29568000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2015.0,Q3,,2015-09-30,2015-10-21 12:26:40+00:00,11777000000.0,8854000000.0,12770000000.0,-13263000000.0,9383000000.0,9832000000.0,23442000000.0,14000000.0,9205000000.0,,5122000000.0,,2706000000.0,8402000000.0,1277000000.0,48624000000.0,11614000000.0,46000000.0,378000000.0,6146000000.0,,24541000000.0,3231000000.0,227000000.0,,,1326000000.0,1083000000.0,39069000000.0,614000000.0,474000000.0,98998000000.0,6740000000.0,67576000000.0,57808000000.0,6740000000.0,6786000000.0,92212000000.0,98998000000.0,19808000000.0,34404000000.0,-28898000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2015.0,Q2,,2015-06-30,2015-07-22 12:34:11+00:00,11531000000.0,7927000000.0,13226000000.0,-13420000000.0,9157000000.0,9782000000.0,23373000000.0,17000000.0,8894000000.0,,5126000000.0,,2763000000.0,8904000000.0,1256000000.0,49028000000.0,11338000000.0,43000000.0,389000000.0,6264000000.0,,24314000000.0,3175000000.0,209000000.0,,,1374000000.0,1052000000.0,37365000000.0,112000000.0,468000000.0,98102000000.0,6264000000.0,66806000000.0,57136000000.0,6264000000.0,6307000000.0,91795000000.0,98102000000.0,19958000000.0,34659000000.0,-27463000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2015.0,Q1,,2015-03-31,2015-04-22 12:56:27+00:00,11497000000.0,8087000000.0,11958000000.0,-13815000000.0,8655000000.0,9718000000.0,22752000000.0,17000000.0,8916000000.0,,5105000000.0,,2809000000.0,8905000000.0,1154000000.0,48502000000.0,11172000000.0,124000000.0,352000000.0,6485000000.0,,24151000000.0,3301000000.0,184000000.0,,,1328000000.0,1081000000.0,37516000000.0,133000000.0,976000000.0,97775000000.0,7906000000.0,66421000000.0,55256000000.0,7906000000.0,8030000000.0,89745000000.0,97775000000.0,20182000000.0,34489000000.0,-25513000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2016.0,FY,,2016-12-31,2018-02-12 14:31:00+00:00,11190000000.0,8832000000.0,14691000000.0,-13623000000.0,8801000000.0,9823000000.0,23869000000.0,,,,5324000000.0,,2540000000.0,9568000000.0,1317000000.0,43199000000.0,12807000000.0,60000000.0,,332000000.0,1338000000.0,25859000000.0,3773000000.0,428000000.0,,,1416000000.0,2221000000.0,40714000000.0,384000000.0,1228000000.0,89997000000.0,817000000.0,62488000000.0,50134000000.0,817000000.0,877000000.0,89120000000.0,89997000000.0,14702000000.0,38986000000.0,-36097000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2016.0,Q3,,2016-09-30,2016-10-26 13:22:49+00:00,11968000000.0,9524000000.0,13243000000.0,-12658000000.0,8986000000.0,9869000000.0,22646000000.0,,,,5128000000.0,,2488000000.0,9824000000.0,1303000000.0,42680000000.0,12713000000.0,61000000.0,,265000000.0,2211000000.0,24547000000.0,3401000000.0,365000000.0,,,1415000000.0,1729000000.0,40641000000.0,632000000.0,682000000.0,88950000000.0,2089000000.0,62237000000.0,48489000000.0,2089000000.0,2150000000.0,86800000000.0,88950000000.0,14000000000.0,38311000000.0,-35763000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2016.0,Q2,,2016-06-30,2016-07-27 12:11:18+00:00,11748000000.0,9809000000.0,13534000000.0,-12795000000.0,8605000000.0,9839000000.0,23409000000.0,,,,5128000000.0,,2544000000.0,9847000000.0,1312000000.0,44182000000.0,12533000000.0,62000000.0,,267000000.0,2422000000.0,24786000000.0,2909000000.0,251000000.0,,,1409000000.0,2048000000.0,38362000000.0,1168000000.0,660000000.0,89609000000.0,585000000.0,63507000000.0,49859000000.0,585000000.0,647000000.0,88962000000.0,89609000000.0,13569000000.0,39103000000.0,-34821000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2016.0,Q1,,2016-03-31,2016-04-27 12:13:08+00:00,11558000000.0,9711000000.0,12790000000.0,-12838000000.0,7886000000.0,9845000000.0,23926000000.0,,,,5132000000.0,,2594000000.0,8721000000.0,1297000000.0,47266000000.0,12269000000.0,63000000.0,,267000000.0,2297000000.0,24810000000.0,2980000000.0,258000000.0,,,1421000000.0,2096000000.0,39975000000.0,1243000000.0,466000000.0,91547000000.0,4043000000.0,65587000000.0,49517000000.0,4043000000.0,4106000000.0,87441000000.0,91547000000.0,13691000000.0,37924000000.0,-32939000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2017.0,FY,,2017-12-31,2018-10-24 13:38:46+00:00,12202000000.0,11088000000.0,13069000000.0,-16373000000.0,8813000000.0,11865000000.0,48042000000.0,,,,5559000000.0,12672000000.0,2573000000.0,9782000000.0,1260000000.0,61388000000.0,12672000000.0,57000000.0,,321000000.0,2188000000.0,22016000000.0,2756000000.0,309000000.0,2417000000.0,,2027000000.0,2015000000.0,49618000000.0,1335000000.0,1179000000.0,112362000000.0,1656000000.0,85194000000.0,74648000000.0,1656000000.0,1713000000.0,110649000000.0,112362000000.0,14496000000.0,36001000000.0,-43454000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2017.0,Q3,,2017-09-30,2017-10-25 12:34:25+00:00,12718000000.0,10644000000.0,14008000000.0,-13036000000.0,8569000000.0,11815000000.0,26695000000.0,,,,5344000000.0,,2523000000.0,9780000000.0,1270000000.0,43031000000.0,12712000000.0,59000000.0,,298000000.0,2884000000.0,21340000000.0,3039000000.0,435000000.0,,,1679000000.0,1449000000.0,44052000000.0,988000000.0,1463000000.0,91007000000.0,1086000000.0,64142000000.0,54409000000.0,1086000000.0,1145000000.0,89862000000.0,91007000000.0,14153000000.0,35453000000.0,-41745000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2017.0,Q2,,2017-06-30,2017-07-26 12:36:18+00:00,12093000000.0,9503000000.0,14294000000.0,-13234000000.0,8737000000.0,9705000000.0,25802000000.0,,,,5347000000.0,,2567000000.0,10055000000.0,1278000000.0,42453000000.0,12820000000.0,59000000.0,,325000000.0,1415000000.0,25507000000.0,3398000000.0,549000000.0,,,1470000000.0,2128000000.0,42222000000.0,720000000.0,1589000000.0,90036000000.0,-2037000000.0,62831000000.0,52909000000.0,-2037000000.0,-1978000000.0,92014000000.0,90036000000.0,14385000000.0,39105000000.0,-40730000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2017.0,Q1,,2017-03-31,2017-04-26 12:30:07+00:00,11964000000.0,9335000000.0,13332000000.0,-13415000000.0,8190000000.0,9665000000.0,24118000000.0,,,,5342000000.0,,2496000000.0,10432000000.0,1319000000.0,43247000000.0,12842000000.0,60000000.0,,336000000.0,1339000000.0,25681000000.0,3527000000.0,580000000.0,,,1444000000.0,2285000000.0,42165000000.0,367000000.0,1015000000.0,89673000000.0,95000000.0,62367000000.0,49781000000.0,95000000.0,155000000.0,89518000000.0,89673000000.0,14464000000.0,39737000000.0,-38320000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2018.0,FY,,2018-12-31,2020-01-31 13:23:40+00:00,12916000000.0,13904000000.0,14808000000.0,-15083000000.0,7637000000.0,11829000000.0,50676000000.0,,,,7840000000.0,,3429000000.0,10657000000.0,1087000000.0,62567000000.0,12645000000.0,71000000.0,,284000000.0,1736000000.0,19907000000.0,2418000000.0,460000000.0,2335000000.0,,1826000000.0,3059000000.0,55941000000.0,3190000000.0,927000000.0,117359000000.0,339000000.0,87830000000.0,81590000000.0,339000000.0,410000000.0,116949000000.0,117359000000.0,16884000000.0,35359000000.0,-52348000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2018.0,Q3,,2018-09-30,2018-10-24 13:38:46+00:00,13663000000.0,12829000000.0,12869000000.0,-15949000000.0,8034000000.0,11775000000.0,51496000000.0,,,,5722000000.0,12571000000.0,2530000000.0,10487000000.0,1190000000.0,62038000000.0,12571000000.0,80000000.0,,323000000.0,1738000000.0,21321000000.0,2785000000.0,431000000.0,2398000000.0,,1852000000.0,2905000000.0,54666000000.0,1389000000.0,1956000000.0,114659000000.0,-1289000000.0,87686000000.0,79417000000.0,-1289000000.0,-1209000000.0,115868000000.0,114659000000.0,14402000000.0,36451000000.0,-51781000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2018.0,Q2,,2018-06-30,2018-07-25 12:55:19+00:00,12904000000.0,12691000000.0,12240000000.0,-16139000000.0,8121000000.0,11737000000.0,50970000000.0,,,,5550000000.0,,2494000000.0,10507000000.0,1203000000.0,61250000000.0,12605000000.0,67000000.0,,325000000.0,1900000000.0,21562000000.0,2817000000.0,294000000.0,2396000000.0,,1800000000.0,2875000000.0,52303000000.0,1611000000.0,1649000000.0,113195000000.0,-1441000000.0,86401000000.0,77725000000.0,-1441000000.0,-1374000000.0,114569000000.0,113195000000.0,14189000000.0,36844000000.0,-49342000000.0
Boeing Co,BA,RVHJWBXLJ1RFUBSY1F30,12927,2018.0,Q1,,2018-03-31,2018-04-25 12:42:54+00:00,12613000000.0,12624000000.0,10983000000.0,-16162000000.0,9235000000.0,11685000000.0,49955000000.0,,,,5558000000.0,,2525000000.0,10471000000.0,1248000000.0,61303000000.0,12628000000.0,76000000.0,,325000000.0,2001000000.0,21773000000.0,2753000000.0,244000000.0,2481000000.0,,1969000000.0,2474000000.0,52095000000.0,1981000000.0,656000000.0,113549000000.0,1222000000.0,86543000000.0,75532000000.0,1222000000.0,1298000000.0,112251000000.0,113549000000.0,14378000000.0,36719000000.0,-46396000000.0
