company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Teradata Corp,TDC,549300JU9SOUHV4U4R71,816761,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 15:34:09+00:00,1.4,1.4,1.39,,88000000.0,250000000.0,250000000.0,250000000.0,813000000.0,1762000000.0,,5000000.0,108000000.0,508000000.0,813000000.0,949000000.0,,,616000000.0,333000000.0,5000000.0,338000000.0,1762000000.0,178600000.0,178100000.0,179800000.0
Teradata Corp,TDC,549300JU9SOUHV4U4R71,816761,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 09:07:08+00:00,1.48,1.48,1.46,,80000000.0,254000000.0,254000000.0,254000000.0,771000000.0,1709000000.0,,-4000000.0,117000000.0,483000000.0,771000000.0,938000000.0,,,600000000.0,338000000.0,-4000000.0,334000000.0,1709000000.0,171600000.0,171900000.0,173900000.0
Teradata Corp,TDC,549300JU9SOUHV4U4R71,816761,2009.0,Q3,2009-07-01,2009-09-30,2010-11-04 16:44:45+00:00,0.37,0.37,0.36,,21000000.0,63000000.0,63000000.0,63000000.0,198000000.0,425000000.0,,-4000000.0,26000000.0,113000000.0,198000000.0,227000000.0,,,139000000.0,88000000.0,-4000000.0,84000000.0,425000000.0,170300000.0,171700000.0,174100000.0
Teradata Corp,TDC,549300JU9SOUHV4U4R71,816761,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 16:47:41+00:00,0.36,0.36,0.36,,22000000.0,62000000.0,62000000.0,62000000.0,188000000.0,421000000.0,,0.0,27000000.0,122000000.0,188000000.0,233000000.0,,,149000000.0,84000000.0,,84000000.0,421000000.0,172200000.0,172300000.0,173900000.0
Teradata Corp,TDC,549300JU9SOUHV4U4R71,816761,2010.0,Q4,2010-10-01,2010-12-31,,0.51,0.51,0.5,,31000000.0,85000000.0,85000000.0,85000000.0,243000000.0,548000000.0,,-1000000.0,39000000.0,149000000.0,243000000.0,305000000.0,,,188000000.0,117000000.0,-1000000.0,116000000.0,548000000.0,167200000.0,167400000.0,170400000.0
Teradata Corp,TDC,549300JU9SOUHV4U4R71,816761,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 11:20:52+00:00,1.8,1.8,1.77,,113000000.0,301000000.0,301000000.0,301000000.0,848000000.0,1936000000.0,,-1000000.0,147000000.0,526000000.0,848000000.0,1088000000.0,,,673000000.0,415000000.0,-1000000.0,414000000.0,1936000000.0,167200000.0,167400000.0,170400000.0
Teradata Corp,TDC,549300JU9SOUHV4U4R71,816761,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.29,1.29,1.27,,82000000.0,216000000.0,216000000.0,216000000.0,605000000.0,1388000000.0,,,108000000.0,377000000.0,605000000.0,783000000.0,,,485000000.0,298000000.0,,298000000.0,1388000000.0,166700000.0,167200000.0,170100000.0
Teradata Corp,TDC,549300JU9SOUHV4U4R71,816761,2010.0,Q3,2010-07-01,2010-09-30,2011-11-04 10:38:51+00:00,0.45,0.45,0.44,,31000000.0,75000000.0,75000000.0,75000000.0,210000000.0,489000000.0,,0.0,40000000.0,133000000.0,210000000.0,279000000.0,,,173000000.0,106000000.0,,106000000.0,489000000.0,166700000.0,167200000.0,170100000.0
Teradata Corp,TDC,549300JU9SOUHV4U4R71,816761,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.84,0.84,0.83,,51000000.0,141000000.0,141000000.0,141000000.0,395000000.0,899000000.0,,,68000000.0,244000000.0,395000000.0,504000000.0,,,312000000.0,192000000.0,,192000000.0,899000000.0,168200000.0,167000000.0,169800000.0
Teradata Corp,TDC,549300JU9SOUHV4U4R71,816761,2010.0,Q2,2010-04-01,2010-06-30,2011-08-08 09:45:50+00:00,0.44,0.44,0.44,,32000000.0,74000000.0,74000000.0,74000000.0,202000000.0,470000000.0,,0.0,36000000.0,126000000.0,202000000.0,268000000.0,,,162000000.0,106000000.0,,106000000.0,470000000.0,168200000.0,167000000.0,169800000.0
