company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Teradata Corp,TDC,549300JU9SOUHV4U4R71,816761,2009.0,FY,,2009-12-31,2011-03-01 15:34:09+00:00,102000000.0,387000000.0,14000000.0,,661000000.0,,624000000.0,256000000.0,109000000.0,109000000.0,102000000.0,,47000000.0,95000000.0,,84000000.0,,83000000.0,57000000.0,76000000.0,,,27000000.0,33000000.0,583000000.0,,1569000000.0,910000000.0,1152000000.0,543000000.0,910000000.0,910000000.0,659000000.0,1569000000.0,322000000.0,116000000.0,0.0,-311000000.0
Teradata Corp,TDC,549300JU9SOUHV4U4R71,816761,2010.0,FY,,2010-12-31,2012-02-29 09:07:08+00:00,102000000.0,402000000.0,12000000.0,,883000000.0,0.0,692000000.0,263000000.0,134000000.0,136000000.0,128000000.0,0.0,65000000.0,105000000.0,,59000000.0,,85000000.0,56000000.0,70000000.0,,,49000000.0,40000000.0,884000000.0,,1883000000.0,1189000000.0,1406000000.0,569000000.0,1189000000.0,1189000000.0,694000000.0,1883000000.0,372000000.0,125000000.0,0.0,-399000000.0
Teradata Corp,TDC,549300JU9SOUHV4U4R71,816761,2010.0,Q3,,2010-09-30,2010-11-04 16:44:45+00:00,88000000.0,411000000.0,18000000.0,,741000000.0,,665000000.0,265000000.0,124000000.0,136000000.0,114000000.0,,65000000.0,103000000.0,,69000000.0,,85000000.0,55000000.0,73000000.0,,,61000000.0,36000000.0,800000000.0,,1755000000.0,1084000000.0,1272000000.0,550000000.0,1084000000.0,1084000000.0,671000000.0,1755000000.0,380000000.0,121000000.0,0.0,-399000000.0
Teradata Corp,TDC,549300JU9SOUHV4U4R71,816761,2010.0,Q2,,2010-06-30,2010-08-05 16:47:41+00:00,82000000.0,381000000.0,15000000.0,,724000000.0,,648000000.0,307000000.0,94000000.0,135000000.0,113000000.0,,46000000.0,101000000.0,,74000000.0,,79000000.0,57000000.0,60000000.0,,,31000000.0,34000000.0,725000000.0,,1662000000.0,1006000000.0,1208000000.0,543000000.0,1006000000.0,1006000000.0,656000000.0,1662000000.0,353000000.0,113000000.0,0.0,-382000000.0
Teradata Corp,TDC,549300JU9SOUHV4U4R71,816761,2011.0,FY,,2011-12-31,2013-02-28 11:20:52+00:00,97000000.0,494000000.0,16000000.0,,772000000.0,0.0,767000000.0,339000000.0,169000000.0,742000000.0,303000000.0,290000000.0,61000000.0,120000000.0,24000000.0,28000000.0,20000000.0,77000000.0,85000000.0,90000000.0,,,11000000.0,16000000.0,1237000000.0,,2616000000.0,1494000000.0,1412000000.0,695000000.0,1494000000.0,1494000000.0,1122000000.0,2616000000.0,1084000000.0,427000000.0,0.0,-526000000.0
Teradata Corp,TDC,549300JU9SOUHV4U4R71,816761,2011.0,Q3,,2011-09-30,2011-11-04 10:38:51+00:00,96000000.0,441000000.0,10000000.0,,691000000.0,0.0,746000000.0,353000000.0,140000000.0,736000000.0,311000000.0,293000000.0,64000000.0,119000000.0,,48000000.0,,83000000.0,65000000.0,82000000.0,,,11000000.0,38000000.0,1139000000.0,,2486000000.0,1401000000.0,1261000000.0,671000000.0,1401000000.0,1401000000.0,1085000000.0,2486000000.0,1106000000.0,414000000.0,0.0,-494000000.0
Teradata Corp,TDC,549300JU9SOUHV4U4R71,816761,2011.0,Q2,,2011-06-30,2011-08-08 09:45:50+00:00,87000000.0,416000000.0,18000000.0,,682000000.0,0.0,732000000.0,392000000.0,128000000.0,714000000.0,338000000.0,295000000.0,59000000.0,119000000.0,,58000000.0,,85000000.0,65000000.0,72000000.0,,,10000000.0,37000000.0,1052000000.0,,2461000000.0,1365000000.0,1222000000.0,679000000.0,1365000000.0,1365000000.0,1096000000.0,2461000000.0,1120000000.0,417000000.0,0.0,-437000000.0
Teradata Corp,TDC,549300JU9SOUHV4U4R71,816761,2011.0,Q1,,2011-03-31,2011-05-06 14:48:42+00:00,98000000.0,467000000.0,16000000.0,,778000000.0,,708000000.0,400000000.0,99000000.0,516000000.0,256000000.0,300000000.0,66000000.0,111000000.0,,62000000.0,,83000000.0,56000000.0,63000000.0,,,47000000.0,42000000.0,949000000.0,,2359000000.0,1274000000.0,1367000000.0,660000000.0,1274000000.0,1274000000.0,1085000000.0,2359000000.0,881000000.0,425000000.0,0.0,-399000000.0
Teradata Corp,TDC,549300JU9SOUHV4U4R71,816761,2012.0,FY,,2012-12-31,2014-02-27 09:20:28+00:00,141000000.0,668000000.0,29000000.0,,729000000.0,0.0,900000000.0,375000000.0,158000000.0,932000000.0,359000000.0,274000000.0,47000000.0,150000000.0,30000000.0,29000000.0,83000000.0,73000000.0,90000000.0,132000000.0,,,62000000.0,21000000.0,1656000000.0,,3066000000.0,1779000000.0,1534000000.0,806000000.0,1779000000.0,1779000000.0,1287000000.0,3066000000.0,1382000000.0,481000000.0,0.0,-806000000.0
Teradata Corp,TDC,549300JU9SOUHV4U4R71,816761,2012.0,Q3,,2012-09-30,2012-11-02 09:26:50+00:00,107000000.0,524000000.0,22000000.0,,909000000.0,0.0,877000000.0,352000000.0,136000000.0,933000000.0,355000000.0,278000000.0,41000000.0,143000000.0,30000000.0,34000000.0,,80000000.0,79000000.0,99000000.0,,,33000000.0,91000000.0,1544000000.0,,3051000000.0,1878000000.0,1553000000.0,694000000.0,1878000000.0,1878000000.0,1173000000.0,3051000000.0,1355000000.0,479000000.0,0.0,-565000000.0
