company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2008.0,FY,2008-02-01,2009-01-31,2011-03-28 16:59:34+00:00,1.76,1.76,,1.74,133604000.0,220022000.0,232155000.0,-12133000.0,220022000.0,1202417000.0,2848859000.0,-28900000.0,,97839000.0,1153944000.0,1202417000.0,1646442000.0,,1251783000.0,394659000.0,-28900000.0,365759000.0,2848859000.0,125000000.0,124734000.0,126410000.0
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2009.0,FY,2009-02-01,2010-01-31,2012-03-28 13:57:55+00:00,2.13,2.13,0.68,2.11,124298000.0,264823000.0,265676000.0,-853000.0,264823000.0,1179485000.0,2709704000.0,-50518000.0,,,1089727000.0,1179485000.0,1530219000.0,,1089727000.0,440492000.0,-50518000.0,389974000.0,2709704000.0,124300000.0,124345000.0,125383000.0
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2009.0,Q3,2009-08-01,2009-10-31,2010-12-01 14:29:52+00:00,,0.35,,0.35,12182000.0,43339000.0,43309000.0,30000.0,43339000.0,270409000.0,598212000.0,-11326000.0,,,260986000.0,270409000.0,327803000.0,,260986000.0,66817000.0,-11326000.0,55491000.0,598212000.0,,124202000.0,125582000.0
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2009.0,Q2,2009-05-01,2009-07-31,2010-09-01 17:34:48+00:00,0.46,0.46,,0.46,20705000.0,56776000.0,56717000.0,59000.0,56776000.0,275041000.0,612493000.0,-12132000.0,,,247898000.0,275041000.0,337452000.0,,247898000.0,89554000.0,-12132000.0,77422000.0,612493000.0,123400000.0,124081000.0,124523000.0
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2010.0,FY,2010-02-01,2011-01-31,2013-03-28 11:01:44+00:00,2.91,2.91,0.95,2.87,179031000.0,368403000.0,368403000.0,,368403000.0,1263012000.0,3085290000.0,-47347000.0,,,1227497000.0,1263012000.0,1822278000.0,,1227497000.0,594781000.0,-47347000.0,547434000.0,3085290000.0,126600000.0,126600000.0,128406000.0
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2010.0,Q4,2010-11-01,2011-01-31,,1.43,1.43,0.95,1.41,85865000.0,181224000.0,181224000.0,,181224000.0,430238000.0,1101215000.0,-11091000.0,,,392797000.0,430238000.0,670977000.0,,392797000.0,278180000.0,-11091000.0,267089000.0,1101215000.0,126600000.0,126600000.0,128406000.0
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2010.0,Q3,2010-08-01,2010-10-31,2011-12-02 10:47:47+00:00,0.44,0.44,,0.43,29502000.0,55079000.0,55079000.0,,55079000.0,283158000.0,681729000.0,-12997000.0,,,300993000.0,283158000.0,398571000.0,,300993000.0,97578000.0,-12997000.0,84581000.0,681729000.0,125200000.0,126176000.0,127905000.0
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2010.0,Q3YTD,2010-02-01,2010-10-31,,1.48,1.48,,1.46,93166000.0,187179000.0,187179000.0,,187179000.0,832774000.0,1984075000.0,-36256000.0,,,834700000.0,832774000.0,1151301000.0,,834700000.0,316601000.0,-36256000.0,280345000.0,1984075000.0,125200000.0,126176000.0,127905000.0
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2010.0,Q2,2010-05-01,2010-07-31,2011-09-01 15:13:32+00:00,0.53,0.53,,0.53,34810000.0,67675000.0,67675000.0,,67675000.0,282008000.0,668760000.0,-11121000.0,,,273146000.0,282008000.0,386752000.0,,273146000.0,113606000.0,-11121000.0,102485000.0,668760000.0,127700000.0,126897000.0,128385000.0
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2010.0,Q2YTD,2010-02-01,2010-07-31,,1.04,1.04,,1.03,63664000.0,132100000.0,132100000.0,,132100000.0,549616000.0,1302346000.0,-23259000.0,,,533707000.0,549616000.0,752730000.0,,533707000.0,219023000.0,-23259000.0,195764000.0,1302346000.0,127700000.0,126897000.0,128385000.0
