company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2008.0,FY,2008-02-01,2009-01-31,2011-03-28 16:59:34+00:00,-1900000.0,135832000.0,-18035000.0,-391312000.0,,319977000.0,-39708000.0,-161690000.0,142270000.0,-39708000.0,-161690000.0,142270000.0,-86209000.0,220022000.0,232155000.0,-12133000.0,165595000.0,40553000.0,-3838000.0,-9046000.0,-82258000.0,-1543000.0,-154409000.0,-99601000.0,-218379000.0,,
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2009.0,Q4,2009-11-01,2010-01-31,,,36180000.0,-3181000.0,218440000.0,,,42681000.0,-34976000.0,408431000.0,42681000.0,-34976000.0,408431000.0,410831000.0,140367000.0,138207000.0,2160000.0,15604000.0,66346000.0,808000.0,-2124000.0,-21195000.0,-10891000.0,-28515000.0,-2003000.0,-467000.0,-28000.0,3650000.0
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2009.0,FY,2009-02-01,2010-01-31,2012-03-28 13:57:55+00:00,,139419000.0,14300000.0,214030000.0,,300000000.0,10538000.0,-80893000.0,687199000.0,10538000.0,-80893000.0,687199000.0,625257000.0,264823000.0,265676000.0,-853000.0,68074000.0,72834000.0,4293000.0,-5887000.0,-95579000.0,-14187000.0,-75403000.0,-266250000.0,-467000.0,754000.0,3650000.0
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2009.0,Q3,2009-08-01,2009-10-31,,,34057000.0,-806000.0,5104000.0,,,-38637000.0,-18430000.0,99368000.0,-38637000.0,-18430000.0,99368000.0,41268000.0,43339000.0,43309000.0,30000.0,16898000.0,5746000.0,,-227000.0,-32148000.0,-2749000.0,-16463000.0,-12235000.0,,782000.0,
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2009.0,Q3YTD,2009-02-01,2009-10-31,2010-12-01 14:29:52+00:00,,103239000.0,17481000.0,-4410000.0,,300000000.0,-32143000.0,-45917000.0,278768000.0,-32143000.0,-45917000.0,278768000.0,214426000.0,124456000.0,127469000.0,-3013000.0,52470000.0,6488000.0,3485000.0,-3763000.0,-74384000.0,-3296000.0,-46888000.0,-264247000.0,,782000.0,
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2009.0,Q2YTD,2009-02-01,2009-07-31,2010-09-01 17:34:48+00:00,,69182000.0,18287000.0,-9514000.0,,300000000.0,6494000.0,-27487000.0,179400000.0,6494000.0,-27487000.0,179400000.0,173158000.0,81117000.0,84160000.0,-3043000.0,35572000.0,742000.0,3485000.0,-3536000.0,-42236000.0,-547000.0,-30425000.0,-252012000.0,,,
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2010.0,Q4,2010-11-01,2011-01-31,,,38705000.0,4774000.0,83706000.0,,-22617000.0,-70000000.0,-50139000.0,314714000.0,-70000000.0,-50139000.0,314714000.0,199349000.0,181224000.0,181224000.0,,11079000.0,32283000.0,,,-31675000.0,-12864000.0,-38308000.0,-40011000.0,-7980000.0,1033000.0,
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2010.0,FY,2010-02-01,2011-01-31,2013-03-28 11:01:44+00:00,,147870000.0,8375000.0,-275958000.0,,127600000.0,-224799000.0,-186612000.0,298925000.0,-224799000.0,-186612000.0,298925000.0,-104111000.0,368403000.0,368403000.0,,58610000.0,74807000.0,,,-127390000.0,-61556000.0,-127002000.0,-219030000.0,-80786000.0,1946000.0,
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2010.0,Q3TTM,2009-11-01,2010-10-31,,,145345000.0,420000.0,-141224000.0,,150217000.0,-112118000.0,-171449000.0,392642000.0,-112118000.0,-171449000.0,392642000.0,107371000.0,327546000.0,325386000.0,2160000.0,63135000.0,108870000.0,808000.0,-2124000.0,-116910000.0,-59583000.0,-117209000.0,-181022000.0,-73273000.0,885000.0,3650000.0
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2010.0,Q3,2010-08-01,2010-10-31,,,36873000.0,4881000.0,-63603000.0,,132442000.0,-96434000.0,-37252000.0,44322000.0,-96434000.0,-37252000.0,44322000.0,-84483000.0,55079000.0,55079000.0,,15973000.0,7396000.0,,,-31585000.0,-231000.0,-37934000.0,-179019000.0,-25668000.0,913000.0,
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2010.0,Q3YTD,2010-02-01,2010-10-31,2011-12-02 10:47:47+00:00,,109165000.0,3601000.0,-359664000.0,,150217000.0,-154799000.0,-136473000.0,-15789000.0,-154799000.0,-136473000.0,-15789000.0,-303460000.0,187179000.0,187179000.0,,47531000.0,42524000.0,,,-95715000.0,-48692000.0,-88694000.0,-179019000.0,-72806000.0,913000.0,
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2010.0,Q2TTM,2009-08-01,2010-07-31,,,142529000.0,-5267000.0,-72517000.0,,17775000.0,-54321000.0,-152627000.0,447688000.0,-54321000.0,-152627000.0,447688000.0,233122000.0,315806000.0,313616000.0,2190000.0,64060000.0,107220000.0,808000.0,-2351000.0,-117473000.0,-62101000.0,-95738000.0,-14238000.0,-47605000.0,754000.0,3650000.0
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2010.0,Q2,2010-05-01,2010-07-31,,,38201000.0,2257000.0,-92271000.0,,2484000.0,-67727000.0,-73460000.0,31905000.0,-67727000.0,-73460000.0,31905000.0,-107025000.0,67675000.0,67675000.0,,18300000.0,1480000.0,,,-38810000.0,-48213000.0,-25247000.0,,-32881000.0,,
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2010.0,Q2YTD,2010-02-01,2010-07-31,2011-09-01 15:13:32+00:00,,72292000.0,-1280000.0,-296061000.0,,17775000.0,-58365000.0,-99221000.0,-60111000.0,-58365000.0,-99221000.0,-60111000.0,-218977000.0,132100000.0,132100000.0,,31558000.0,35128000.0,,,-64130000.0,-48461000.0,-50760000.0,,-47138000.0,,
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2010.0,Q1,2010-02-02,2010-04-30,2011-05-26 07:00:32+00:00,,34091000.0,-3537000.0,-203790000.0,,15291000.0,9362000.0,-25761000.0,-92016000.0,9362000.0,-25761000.0,-92016000.0,-111952000.0,64425000.0,64425000.0,,13258000.0,33648000.0,,,-25320000.0,-248000.0,-25513000.0,,-14257000.0,,
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2011.0,Q4,2011-11-01,2012-01-31,,,42495000.0,-3561000.0,28577000.0,,12652000.0,-61731000.0,-47625000.0,267760000.0,-61731000.0,-47625000.0,267760000.0,154843000.0,178395000.0,178395000.0,,18293000.0,4072000.0,,,-36774000.0,-6878000.0,-57399000.0,-6376000.0,-35305000.0,16652000.0,
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2011.0,FY,2011-02-01,2012-01-31,2014-03-31 19:06:08+00:00,0.0,145934000.0,-1843000.0,-470224000.0,0.0,74568000.0,-213817000.0,-242583000.0,210606000.0,-213817000.0,-242583000.0,210606000.0,-247637000.0,439190000.0,439190000.0,,95706000.0,93864000.0,-58279000.0,,-142840000.0,-40912000.0,-239443000.0,-65291000.0,-174118000.0,96051000.0,
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2011.0,Q3TTM,2010-11-01,2011-10-31,,,142144000.0,6492000.0,-415095000.0,,39299000.0,-222086000.0,-245097000.0,257560000.0,-222086000.0,-245097000.0,257560000.0,-203131000.0,442019000.0,442019000.0,,88492000.0,122075000.0,-58279000.0,,-137741000.0,-46898000.0,-220352000.0,-98926000.0,-146793000.0,80432000.0,
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2011.0,Q3,2011-08-01,2011-10-31,,,31843000.0,970000.0,-245044000.0,,10742000.0,-95535000.0,-58256000.0,-101049000.0,-95535000.0,-58256000.0,-101049000.0,-253870000.0,89689000.0,89689000.0,,22463000.0,17027000.0,,,-36978000.0,-263000.0,-71028000.0,,-86326000.0,13035000.0,
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2011.0,Q3YTD,2011-02-01,2011-10-31,2012-11-29 10:11:03+00:00,,103439000.0,1718000.0,-498801000.0,,61916000.0,-152086000.0,-194958000.0,-57154000.0,-152086000.0,-194958000.0,-57154000.0,-402480000.0,260795000.0,260795000.0,,77413000.0,89792000.0,-58279000.0,,-106066000.0,-34034000.0,-182044000.0,-58915000.0,-138813000.0,79399000.0,
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2011.0,Q2TTM,2010-08-01,2011-07-31,,,147174000.0,10403000.0,-233654000.0,,160999000.0,-222985000.0,-224093000.0,402931000.0,-222985000.0,-224093000.0,402931000.0,-33744000.0,407409000.0,407409000.0,,82002000.0,112444000.0,-58279000.0,,-132348000.0,-46866000.0,-187258000.0,-277945000.0,-86135000.0,68310000.0,
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2011.0,Q2,2011-05-01,2011-07-31,,,34965000.0,-5451000.0,-80869000.0,,-3923000.0,-33835000.0,-120292000.0,88140000.0,-33835000.0,-120292000.0,88140000.0,-71438000.0,90043000.0,90043000.0,,44001000.0,31797000.0,-51670000.0,,-37161000.0,-30474000.0,-59388000.0,,-24548000.0,21240000.0,
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2011.0,Q2YTD,2011-02-01,2011-07-31,2012-08-27 12:33:06+00:00,,71596000.0,748000.0,-253757000.0,,51174000.0,-56551000.0,-136702000.0,43895000.0,-56551000.0,-136702000.0,43895000.0,-148610000.0,171106000.0,171106000.0,,54950000.0,72765000.0,-58279000.0,,-69088000.0,-33771000.0,-111016000.0,-58915000.0,-52487000.0,66364000.0,
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2011.0,Q1TTM,2010-05-01,2011-04-30,,,150410000.0,18111000.0,-245056000.0,,167406000.0,-256877000.0,-177261000.0,346696000.0,-256877000.0,-177261000.0,346696000.0,-69331000.0,385041000.0,385041000.0,,56301000.0,82127000.0,-6609000.0,,-133997000.0,-64605000.0,-153117000.0,-277945000.0,-94468000.0,47070000.0,
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2011.0,Q1,2011-02-01,2011-04-30,2012-05-30 12:14:04+00:00,,36631000.0,6199000.0,-172888000.0,,55097000.0,-22716000.0,-16410000.0,-44245000.0,-22716000.0,-16410000.0,-44245000.0,-77172000.0,81063000.0,81063000.0,,10949000.0,40968000.0,-6609000.0,,-31927000.0,-3297000.0,-51628000.0,-58915000.0,-27939000.0,45124000.0,
