company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentemployeebenefitliabilities,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2009.0,FY,,2010-01-31,2011-03-28 16:59:34+00:00,231913000.0,158706000.0,-33265000.0,128649000.0,785702000.0,,765395000.0,66390000.0,6651000.0,67513000.0,519592000.0,1427855000.0,685101000.0,,183825000.0,219276000.0,,173768000.0,137331000.0,66752000.0,1151109000.0,234457000.0,0.0,3488360000.0,1883239000.0,2445666000.0,600273000.0,1883239000.0,1883239000.0,1605121000.0,3488360000.0,357593000.0,1004848000.0,0.0
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2009.0,Q3,,2009-10-31,2010-12-01 14:29:52+00:00,222313000.0,150895000.0,-13645000.0,130861000.0,374871000.0,,691918000.0,66287000.0,12521000.0,15412000.0,558207000.0,1541888000.0,694063000.0,,157680000.0,187872000.0,,160911000.0,132837000.0,126400000.0,1032371000.0,194796000.0,0.0,3219229000.0,1710644000.0,2206575000.0,498808000.0,1710644000.0,1710644000.0,1508585000.0,3219229000.0,318591000.0,1009777000.0,0.0
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2009.0,Q2,,2009-07-31,2010-09-01 17:34:48+00:00,155659000.0,140025000.0,-36973000.0,129665000.0,333603000.0,,700235000.0,64607000.0,12303000.0,18245000.0,710994000.0,1538514000.0,707176000.0,,160492000.0,209158000.0,,153883000.0,142945000.0,99473000.0,1010180000.0,40754000.0,0.0,3145469000.0,1673442000.0,2123918000.0,279265000.0,1673442000.0,1673442000.0,1472027000.0,3145469000.0,314375000.0,1192762000.0,0.0
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2010.0,FY,,2011-01-31,2012-03-28 13:57:55+00:00,258611000.0,185969000.0,-12565000.0,124980000.0,681591000.0,0.0,865236000.0,65865000.0,41826000.0,55691000.0,588494000.0,1625302000.0,665588000.0,,202902000.0,217435000.0,,182634000.0,147372000.0,90577000.0,1324804000.0,99746000.0,59280000.0,3735669000.0,2177475000.0,2684545000.0,479913000.0,2177475000.0,2177475000.0,1558194000.0,3735669000.0,385536000.0,1078281000.0,0.0
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2010.0,Q3,,2010-10-31,2011-12-02 10:47:47+00:00,216293000.0,179428000.0,-10923000.0,128927000.0,482242000.0,0.0,826733000.0,65107000.0,24618000.0,2275000.0,593028000.0,1654552000.0,668179000.0,,186426000.0,195896000.0,,185151000.0,152744000.0,86937000.0,1182746000.0,161961000.0,47254000.0,3514787000.0,1998556000.0,2475031000.0,445636000.0,1998556000.0,1998556000.0,1516231000.0,3514787000.0,371577000.0,1070595000.0,0.0
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2010.0,Q2,,2010-07-31,2011-09-01 15:13:32+00:00,165757000.0,156708000.0,-31703000.0,124932000.0,566725000.0,0.0,814865000.0,60546000.0,16114000.0,16198000.0,467855000.0,1553117000.0,661387000.0,,188014000.0,189978000.0,,179767000.0,141112000.0,76780000.0,1182840000.0,314181000.0,47949000.0,3446561000.0,1966002000.0,2417393000.0,556682000.0,1966002000.0,1966002000.0,1480559000.0,3446561000.0,367781000.0,923877000.0,0.0
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2010.0,Q1,,2010-04-30,2011-05-26 07:00:32+00:00,164665000.0,139879000.0,-30086000.0,120554000.0,673750000.0,0.0,809461000.0,64486000.0,6514000.0,29256000.0,464170000.0,1473730000.0,673786000.0,,185952000.0,184427000.0,,177510000.0,139162000.0,87586000.0,1177027000.0,295585000.0,0.0,3418707000.0,1956402000.0,2381459000.0,553992000.0,1956402000.0,1956402000.0,1462305000.0,3418707000.0,363462000.0,908313000.0,0.0
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2011.0,FY,,2012-01-31,2013-03-28 11:01:44+00:00,328962000.0,184085000.0,-85130000.0,119692000.0,433954000.0,0.0,971482000.0,62943000.0,83124000.0,60977000.0,538352000.0,2073212000.0,767174000.0,,271156000.0,338564000.0,,230987000.0,186802000.0,115300000.0,1462553000.0,173795000.0,,4158992000.0,2348905000.0,2889675000.0,626677000.0,2348905000.0,2348905000.0,1810087000.0,4158992000.0,502143000.0,1183410000.0,0.0
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2011.0,Q3,,2011-10-31,2012-11-29 10:11:03+00:00,287012000.0,170181000.0,686000.0,124047000.0,279111000.0,0.0,959185000.0,64360000.0,93790000.0,1459000.0,539703000.0,2065466000.0,752151000.0,,171986000.0,212268000.0,,229640000.0,187635000.0,117706000.0,1352852000.0,169077000.0,18253000.0,3898284000.0,2312723000.0,2744507000.0,521908000.0,2312723000.0,2312723000.0,1585561000.0,3898284000.0,401626000.0,1063653000.0,0.0
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2011.0,Q2,,2011-07-31,2012-08-27 12:33:06+00:00,274301000.0,182001000.0,20849000.0,125173000.0,532981000.0,0.0,952833000.0,66764000.0,67964000.0,20687000.0,534673000.0,1836874000.0,738172000.0,,185020000.0,205298000.0,,240192000.0,193256000.0,115474000.0,1378054000.0,159000000.0,32210000.0,3930888000.0,2351736000.0,2767504000.0,520752000.0,2351736000.0,2351736000.0,1579152000.0,3930888000.0,425212000.0,1058400000.0,0.0
Tiffany & Co,TIF,549300C9X2TIB0FMTR23,98246,2011.0,Q1,,2011-04-30,2012-05-30 12:14:04+00:00,216788000.0,175926000.0,19923000.0,124809000.0,604419000.0,0.0,910634000.0,67259000.0,49118000.0,14600000.0,589255000.0,1720895000.0,685457000.0,,187518000.0,198315000.0,,194204000.0,171226000.0,122694000.0,1347691000.0,97632000.0,17901000.0,3758132000.0,2278248000.0,2690953000.0,396279000.0,2278248000.0,2278248000.0,1479884000.0,3758132000.0,381722000.0,1083605000.0,0.0
