company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,netincreaseinfedfundssold,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,provisionforloanlosses,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 15:13:15+00:00,-129500000.0,368000000.0,1882700000.0,84800000.0,88700000.0,152400000.0,0.0,2034900000.0,,5460400000.0,-7469200000.0,880700000.0,5460400000.0,-7469200000.0,880700000.0,-1039400000.0,7392900000.0,726900000.0,726900000.0,-2491000000.0,28100000.0,-958600000.0,-223800000.0,,-219500000.0,18000000.0,-63744800000.0,-253500000.0,-2576300000.0,-213000000.0,0.0,59243900000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 17:06:19+00:00,112500000.0,485100000.0,1400400000.0,87600000.0,-157600000.0,-254200000.0,1576000000.0,1864800000.0,,12376100000.0,-14347200000.0,855300000.0,12376100000.0,-14347200000.0,855300000.0,-1273400000.0,11193300000.0,794800000.0,794800000.0,3621700000.0,-400000.0,2288000000.0,-146200000.0,,-247700000.0,115000000.0,-30509700000.0,-308000000.0,-4230000000.0,-68300000.0,,12995000000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2008.0,Q4,2008-10-01,2008-12-31,,27500000.0,196900000.0,226800000.0,24200000.0,-43500000.0,-13900000.0,1576000000.0,1700000.0,,2476800000.0,-3496900000.0,-63900000.0,2476800000.0,-3496900000.0,-63900000.0,-1127500000.0,-32700000.0,342300000.0,342300000.0,700900000.0,-504000000.0,2445700000.0,147700000.0,,-62300000.0,60000000.0,-11284900000.0,-86000000.0,-1447200000.0,-4400000.0,,7025400000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2008.0,Q3,2008-07-01,2008-09-30,,23800000.0,127800000.0,372200000.0,21900000.0,-157200000.0,-168400000.0,,1200000000.0,,3325300000.0,-5391300000.0,347300000.0,3325300000.0,-5391300000.0,347300000.0,-1875900000.0,2164800000.0,-148300000.0,-148300000.0,2051300000.0,593300000.0,650600000.0,78400000.0,,-61900000.0,25000000.0,-7767900000.0,-72500000.0,-627100000.0,-1100000.0,,319400000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-30 14:25:10+00:00,85000000.0,288200000.0,1173600000.0,63400000.0,-114100000.0,-240300000.0,0.0,1863100000.0,,9899300000.0,-10850300000.0,919200000.0,9899300000.0,-10850300000.0,919200000.0,-145900000.0,11226000000.0,452500000.0,452500000.0,2920800000.0,503600000.0,-157700000.0,-293900000.0,,-185400000.0,55000000.0,-19224800000.0,-222000000.0,-2782800000.0,-63900000.0,0.0,5969600000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-03 16:44:49+00:00,61200000.0,160400000.0,801400000.0,41500000.0,43100000.0,-71900000.0,0.0,663100000.0,,6574000000.0,-5459000000.0,571900000.0,6574000000.0,-5459000000.0,571900000.0,1730000000.0,9061200000.0,600800000.0,600800000.0,869500000.0,-89700000.0,-808300000.0,-372300000.0,,-123500000.0,30000000.0,-11456900000.0,-149500000.0,-2155700000.0,-62800000.0,0.0,5650200000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2009.0,Q4,2009-10-01,2009-12-31,,123300000.0,108500000.0,81500000.0,95700000.0,2500000.0,139100000.0,,584300000.0,,3980600000.0,-4699400000.0,322200000.0,3980600000.0,-4699400000.0,322200000.0,-394100000.0,2957200000.0,200300000.0,200300000.0,-196200000.0,-276200000.0,17776800000.0,650200000.0,,-67600000.0,40000000.0,-7587900000.0,-207600000.0,-17268000000.0,-2100000.0,,2642100000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 17:06:53+00:00,97600000.0,409600000.0,420000000.0,95700000.0,86300000.0,41900000.0,834100000.0,1126300000.0,,421200000.0,-1678600000.0,1014700000.0,421200000.0,-1678600000.0,1014700000.0,-156400000.0,-4125100000.0,864200000.0,864200000.0,-81000000.0,-299700000.0,22206300000.0,-85500000.0,,-306900000.0,215000000.0,-19991500000.0,-314200000.0,-17639800000.0,-97700000.0,-1576000000.0,18793600000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2009.0,Q3YTD,2009-01-01,2009-09-30,2009-10-30 14:25:10+00:00,-25700000.0,301100000.0,338500000.0,,83800000.0,-97200000.0,834100000.0,542000000.0,,-3559400000.0,3020800000.0,692500000.0,-3559400000.0,3020800000.0,692500000.0,237700000.0,-7082300000.0,663900000.0,663900000.0,115200000.0,-23500000.0,4429500000.0,-735700000.0,,-239300000.0,175000000.0,-12403600000.0,-106600000.0,-371800000.0,-95600000.0,-1576000000.0,16151500000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2009.0,Q3TTM,2008-10-01,2009-09-30,,1800000.0,498000000.0,565300000.0,24200000.0,40300000.0,-111100000.0,2410100000.0,543700000.0,,-1082600000.0,-476100000.0,628600000.0,-1082600000.0,-476100000.0,628600000.0,-889800000.0,-7115000000.0,1006200000.0,1006200000.0,816100000.0,-527500000.0,6875200000.0,-588000000.0,,-301600000.0,235000000.0,-23688500000.0,-192600000.0,-1819000000.0,-100000000.0,-1576000000.0,23176900000.0
