company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,allowanceforloanandleaselosses,aoci,cashandequivalents,commonequity,fedfundspurchased,fedfundssold,goodwill,interestbearingdeposits,interestbearingdepositsatotherbanks,loansandleases,longtermdebt,netloansandleases,netpremisesandequipment,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,retainedearnings,shorttermdebt,timedepositsplaced,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2008.0,FY,,2008-12-31,2010-02-26 15:13:15+00:00,,-494900000.0,2648200000.0,558300000.0,1783500000.0,9572800000.0,389400000.0,47727100000.0,,30755400000.0,4346000000.0,30755400000.0,506600000.0,14679300000.0,5889400000.0,,4862500000.0,5091200000.0,2265800000.0,16721000000.0,82053600000.0,4888100000.0,6389400000.0,6389400000.0,75664200000.0,82053600000.0,1501300000.0,15570800000.0,-266500000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2008.0,Q3,,2008-09-30,2009-10-30 14:25:10+00:00,,-190200000.0,3775700000.0,485700000.0,1500000000.0,891100000.0,410000000.0,51982100000.0,,29870200000.0,4582400000.0,29870200000.0,492900000.0,10457000000.0,5257100000.0,,4602500000.0,4821100000.0,1284000000.0,25187900000.0,79244000000.0,4836000000.0,4836000000.0,4836000000.0,74408000000.0,79244000000.0,0.0,13359100000.0,-280600000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2008.0,Q2,,2008-06-30,2009-08-03 16:44:49+00:00,,-148400000.0,5651600000.0,474000000.0,1061000000.0,2942600000.0,425400000.0,46270200000.0,,28677900000.0,3718700000.0,28677900000.0,493000000.0,14004100000.0,4015700000.0,,2993500000.0,5032200000.0,1795300000.0,20864000000.0,74806900000.0,4964100000.0,4964100000.0,4964100000.0,69842800000.0,74806900000.0,0.0,11736700000.0,-393700000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2009.0,FY,,2009-12-31,2011-02-25 17:06:19+00:00,,-361600000.0,2491800000.0,1296900000.0,6649800000.0,15223000000.0,401600000.0,46798000000.0,,16090000000.0,4389600000.0,16090000000.0,543500000.0,11483300000.0,15853000000.0,,3392900000.0,5576000000.0,3115800000.0,12905200000.0,82141500000.0,6312100000.0,6312100000.0,6312100000.0,75829400000.0,82141500000.0,,18633400000.0,-199200000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2009.0,Q3,,2009-09-30,2009-10-30 14:25:10+00:00,,-313100000.0,2885900000.0,1302500000.0,6703600000.0,9978500000.0,401400000.0,45184800000.0,,28122900000.0,4741300000.0,28122900000.0,542700000.0,10139300000.0,4357400000.0,,3277800000.0,5443300000.0,1631400000.0,14155800000.0,77901500000.0,6223300000.0,6223300000.0,6223300000.0,71678200000.0,77901500000.0,0.0,17456900000.0,-209400000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2009.0,Q2,,2009-06-30,2009-08-03 16:44:49+00:00,,-353400000.0,2531300000.0,1373800000.0,5028800000.0,4058800000.0,405300000.0,42723000000.0,,29027100000.0,4964300000.0,29027100000.0,548100000.0,10857600000.0,4904800000.0,,3287900000.0,5323500000.0,2054900000.0,16054900000.0,75045200000.0,6128700000.0,6128700000.0,6128700000.0,68916500000.0,75045200000.0,0.0,17514900000.0,-215200000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2009.0,Q1,,2009-03-31,2010-04-30 14:22:02+00:00,,-446100000.0,2104100000.0,542800000.0,7735600000.0,3441100000.0,387400000.0,42548600000.0,,30410900000.0,4193200000.0,30410900000.0,535200000.0,10796000000.0,5442700000.0,,3442700000.0,5166600000.0,3223800000.0,18334900000.0,78464600000.0,5020100000.0,6524700000.0,6524700000.0,71939900000.0,78464600000.0,1504600000.0,17808300000.0,-243200000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2010.0,FY,,2010-12-31,2012-02-24 17:06:53+00:00,,-305300000.0,2818000000.0,1328600000.0,3691700000.0,11084700000.0,400900000.0,53594100000.0,15351300000.0,16518600000.0,4625400000.0,16518600000.0,504500000.0,10601600000.0,16335000000.0,,3198700000.0,5972100000.0,1302100000.0,,83843900000.0,6830300000.0,6830300000.0,6830300000.0,77013600000.0,83843900000.0,,20830900000.0,-165100000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2010.0,Q3,,2010-09-30,2010-10-27 16:10:18+00:00,,-266100000.0,3489500000.0,1320300000.0,4805100000.0,6768700000.0,399700000.0,48286900000.0,,27866300000.0,4170500000.0,27866300000.0,532400000.0,10158900000.0,4838600000.0,,3653800000.0,5883800000.0,2879500000.0,16100600000.0,80723400000.0,6768700000.0,6768700000.0,6768700000.0,73954700000.0,80723400000.0,,20727600000.0,-169300000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2010.0,Q2,,2010-06-30,2010-08-26 13:48:25+00:00,,-315300000.0,3524200000.0,1313800000.0,4441200000.0,10049900000.0,393000000.0,48175700000.0,,28404800000.0,4728500000.0,28404800000.0,529500000.0,9776400000.0,4050900000.0,,3671600000.0,5796600000.0,2635900000.0,13276500000.0,80048900000.0,6619600000.0,6619600000.0,6619600000.0,73429300000.0,80048900000.0,,19820100000.0,-175500000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2010.0,Q1,,2010-03-31,2010-04-30 14:22:02+00:00,,-332500000.0,2651700000.0,1303800000.0,3739400000.0,7043200000.0,394000000.0,46249100000.0,,27962000000.0,4120400000.0,27962000000.0,540500000.0,11186100000.0,3911200000.0,,2860900000.0,5665000000.0,1715600000.0,15939300000.0,76318600000.0,6447100000.0,6447100000.0,6447100000.0,69871500000.0,76318600000.0,,17876600000.0,-189200000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2011.0,FY,,2011-12-31,2013-02-26 14:32:01+00:00,,-345600000.0,4315300000.0,1386100000.0,815300000.0,13569900000.0,532000000.0,56397100000.0,16696400000.0,16709600000.0,4260000000.0,16709600000.0,494500000.0,26280400000.0,16906300000.0,,3223300000.0,6302300000.0,2130300000.0,,100223700000.0,7117300000.0,7117300000.0,7117300000.0,93106400000.0,100223700000.0,,30999700000.0,-225500000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2011.0,Q3,,2011-09-30,2011-10-28 16:56:25+00:00,,-232500000.0,4336600000.0,1371500000.0,737800000.0,6720000000.0,534100000.0,55651600000.0,18944200000.0,16472100000.0,4270800000.0,16472100000.0,492100000.0,22862400000.0,19324300000.0,,4265900000.0,6240300000.0,1156900000.0,,96098200000.0,7152800000.0,7152800000.0,7152800000.0,88945400000.0,96098200000.0,,29274800000.0,-226500000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2011.0,Q2,,2011-06-30,2011-07-29 14:37:44+00:00,,-243300000.0,5099100000.0,1357500000.0,1103400000.0,15220400000.0,434900000.0,60766700000.0,16613800000.0,16129400000.0,4321100000.0,16129400000.0,495700000.0,16734200000.0,18378800000.0,,3686600000.0,6138300000.0,3760900000.0,,97398300000.0,7025400000.0,7025400000.0,7025400000.0,90372900000.0,97398300000.0,,25026200000.0,-227100000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2011.0,Q1,,2011-03-31,2011-04-29 15:23:14+00:00,,-279600000.0,3592800000.0,1341400000.0,4364300000.0,15170700000.0,405800000.0,58990000000.0,16891500000.0,16255000000.0,4428800000.0,16255000000.0,494700000.0,12085400000.0,17079300000.0,,2948900000.0,6054500000.0,2933600000.0,,92679200000.0,6928200000.0,6928200000.0,6928200000.0,85751000000.0,92679200000.0,,22789400000.0,-188100000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2012.0,FY,,2012-12-31,2014-02-26 16:43:54+00:00,,-283000000.0,3752700000.0,1421300000.0,780200000.0,7680500000.0,537800000.0,57376000000.0,18803500000.0,16607300000.0,3827400000.0,16607300000.0,469900000.0,24031800000.0,18578600000.0,,2854200000.0,6702700000.0,1067200000.0,,97463800000.0,7527000000.0,7527000000.0,7527000000.0,89936800000.0,97463800000.0,,31033500000.0,-314000000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2012.0,Q3,,2012-09-30,2012-10-26 14:18:42+00:00,,-215900000.0,3396700000.0,1413400000.0,573700000.0,6803900000.0,538000000.0,55568700000.0,19347800000.0,16543100000.0,4038700000.0,16543100000.0,453700000.0,21362900000.0,17360000000.0,,3731000000.0,6607900000.0,825300000.0,,93632500000.0,7532200000.0,7532200000.0,7532200000.0,86100300000.0,93632500000.0,,29189300000.0,-273200000.0
Northern Trust Corp,NTRS,549300GLF98S992BC502,73124,2012.0,Q2,,2012-06-30,2012-07-27 14:01:40+00:00,,-274100000.0,3594300000.0,1403900000.0,2042300000.0,8456000000.0,533200000.0,55256700000.0,18442400000.0,16507800000.0,3779600000.0,16507800000.0,462000000.0,21739200000.0,17268900000.0,,3037300000.0,6502200000.0,1210500000.0,,94455900000.0,7390300000.0,7390300000.0,7390300000.0,87065600000.0,94455900000.0,,29191300000.0,-241700000.0
