Date,Assets,Real Estate Held for Sale,Real Estate Equity Interests,Net Real Estate Property,Gross Real Estate Property,Accumulated Depreciation,Net Mortgages & Notes,Mortgage Loan (REIT),Notes Receivable,Allowance for Loan Losses,Mortgage Backed Invt,Total Real Estate Investments,Cash & Near Cash Items,Accounts Receivable,Other Investments,Other Assets,Restricted Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,ST Liabilities & Deposits,Security Deposits,Other ST Liabilities,Secured & Unsecured Debt,Unsecured Debt,Secured Debt,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1997,,0.0,0.0,187.925995,210.009995,-22.084,0.0,0.0,0.0,0.0,0.0,187.925995,8.884,12.106,0.0,6.346,3.839,219.100998,,1.742,4.921,3.922,0.999,47.195999,,,30.664,84.523003,0.0,15.746,118.832001,0.0,134.578001,219.100998,
06/30/1997,,0.0,0.0,225.971992,246.860992,-20.889,0.0,0.0,0.0,0.0,0.0,225.972,7.003,12.149,0.0,10.141,3.99,259.255005,,1.579,5.831,4.073,1.758,46.733002,,,30.987,85.129997,0.0,31.690001,142.434998,0.0,174.124998,259.255005,
09/30/1997,,0.0,1.315,245.978008,267.984009,-22.006001,0.0,0.0,0.0,0.0,0.0,247.292999,15.363,12.84,0.0,11.554,2.902,289.951996,,3.401,4.262,4.262,0.0,46.251999,,,22.618999,76.533997,0.0,34.444,178.792007,0.182,213.418008,289.951996,
12/31/1997,,0.0,1.48,315.017994,338.817993,-23.799999,15.5,15.5,0.0,0.0,0.0,331.997986,12.782,14.272,0.0,13.413,10.31,382.774994,,4.259,16.611001,11.475,5.136,128.82,,,22.971001,172.660995,0.0,33.905998,178.792007,-2.584,210.114006,382.774994,
03/31/1998,,,1.523,481.59,507.701,-26.111,15.5,15.5,,,,498.613,10.625,16.073,,17.702,13.341,556.354,,9.318,30.991,15.452,15.539,306.85,,306.85,,347.159,,33.864,178.792,-3.461,209.195,556.354,
06/30/1998,,,1.432,554.26,583.783,-29.523,21.769,21.769,,,,577.461,38.478,18.257,,17.973,20.237,672.406,,12.378,27.474,16.14,11.334,66.472,,66.472,9.065,115.389,109.771,40.699,413.642,-7.095,557.017,672.406,
09/30/1998,,,7.569,656.060001,689.237,-33.176998,26.400999,26.400999,,,,690.030029,0.976,22.719,,20.691999,19.511999,753.929016,,9.321,29.632,17.666,11.966,148.044998,,,9.357,196.354996,109.903999,41.652,417.243011,-11.225,557.574011,753.929016,
12/31/1998,,,10.694,659.706,697.061,-37.355,26.401,26.401,,,,696.801,6.236,24.842,,31.282,18.635,777.796,,17.667,26.959,16.949,10.01,176.903,23.8,153.103,,221.529,109.95,41.491,417.179,-12.353,556.267,777.796,
03/31/1999,,,9.249,772.507,814.418,-41.911,26.401,26.401,,,,808.157,21.411,31.787,,35.089,23.863,920.307,,22.809,31.186,17.805,13.381,309.386,112.8,196.586,10.388,360.388,110.049,44.949,422.37,-17.449,559.919,920.307,
06/30/1999,,,4.714,866.305,913.643,-47.338,40.901,40.901,,,,911.92,10.068,35.481,,47.184,26.948,1031.601,,11.666,14.024,0.0,14.024,417.179,88.0,329.179,27.676,470.545,110.149,45.646,422.37,-17.109,561.056,1031.601,
09/30/1999,,,27.42,841.877,895.212,-53.335,40.901,40.901,,,,910.198,8.409,42.207,,41.496,27.931,1030.241,,26.107,32.494,18.481,14.013,413.136,61.0,352.136,11.17,468.894,110.248,45.558,422.619,-17.078,561.347,1030.241,
12/31/1999,,25.834999,28.419001,851.883026,908.866028,-56.983002,20.0,20.0,0.0,0.0,0.0,926.137024,21.561001,43.224998,0.0,46.151001,34.167999,1071.241943,,17.167,60.435274,18.905001,41.530273,435.692993,,,0.0,513.296021,110.348,41.493999,422.200012,-16.096001,557.946011,1071.241943,
03/31/2000,,,67.716,852.796,915.761,-62.965,65.68,65.68,,,,986.192,10.147,45.331,,43.551,38.713,1123.934,,15.753,34.11,17.51,16.6,489.104,141.752,347.352,12.052,551.019,110.454,42.43,423.274,-3.243,572.915,1123.934,
06/30/2000,,,71.377,857.582,926.235,-68.653,76.962,76.962,,,,1005.921,15.317,50.499,,57.979,31.126,1160.842,,26.851,15.671,,15.671,507.211,145.752,361.459,30.597,580.33,110.561,42.544,426.081,1.326,580.512,1160.842,
09/30/2000,,49.89,67.575,812.131,884.31,-72.179,49.903,49.903,,,,979.499,14.064,52.584,,72.988,34.583,1153.718,,25.212,38.362,18.951,19.411,487.345,126.752,360.593,12.805,563.724,110.667,41.753,428.88,8.694,589.994,1153.718,
12/31/2000,,10.895,71.403999,817.377999,895.809998,-78.431999,51.292999,51.292999,0.0,0.0,0.0,950.969971,10.793,54.313,0.0,58.255001,86.822998,1161.154053,,24.818001,51.144001,19.014,32.130001,476.01899,,,0.0,551.981018,110.774002,43.326,428.944,26.129,609.173002,1161.154053,
03/31/2001,,82.153,79.592,1022.844,1104.253,-81.409,92.982,92.982,,,,1277.571,8.078,55.783,,58.636,43.445,1443.513,,22.122,43.284,20.137,23.147,755.83,211.926,543.904,13.512,834.748,110.888,43.062,433.73,21.085,608.765,1443.513,
06/30/2001,,,132.427,891.839,978.424,-86.585,97.832,97.832,,,,1122.098,43.742,56.362,,60.975,37.516,1320.693,,20.922,41.913,20.776,21.137,624.086,283.238,340.848,13.866,700.787,111.002,43.546,436.511,28.847,619.906,1320.693,
09/30/2001,,,143.049,880.225,973.564,-93.339,157.901,157.901,,,,1181.175,5.991,62.289,,59.612,37.104,1346.171,,20.827,57.727,18.903,38.824,499.636,72.738,426.898,,578.19,111.117,46.474,583.174,27.216,767.981,1346.171,
12/31/2001,,,131.68,883.599,984.375,-100.776,188.638,188.638,,,,1203.917,13.193,60.648,,55.395,38.424,1371.577,,22.819,54.579,18.829,35.75,520.405,,,3.205,601.008,111.231,46.43,583.65,29.258,770.569,1371.577,
03/31/2002,,0.0,127.769,887.133,995.167,-108.034,189.12,189.12,0.0,0.0,0.0,1204.022,12.429,61.57,0.0,52.838,37.126,1367.985,,24.386,55.827,19.019,36.808,510.761,86.931,423.83,,590.974,111.353,47.295,584.708,33.655,777.011,1367.985,
06/30/2002,,,223.354,881.975,997.53,-115.555,195.248,195.248,,,,1300.577,20.486,64.594,,59.726,34.491,1479.874,,27.259,60.906,19.261,41.645,611.104,197.931,413.173,,699.269,111.474,45.644,590.5,32.987,780.605,1479.874,
09/30/2002,,41.185,217.108,847.64,966.696,-119.056,194.709,194.709,,,,1300.642,13.45,63.058,,57.504,32.538,1467.192,,33.935,65.512,19.42,46.092,564.626,173.931,390.695,21.414,685.487,111.599,44.941,591.971,33.194,781.705,1467.192,
12/31/2002,,41.536,218.623,849.108,975.777,-126.669,145.64,145.64,,,,1254.907,58.02,62.318,,68.843,29.082,1473.17,,41.197,80.562,20.948,59.614,557.365,,,10.962,690.086,111.721,44.718,592.889,33.756,783.084,1473.17,
03/31/2003,,16.226,213.802,1196.389,1327.064,-130.675,114.496,114.496,,,,1540.913,24.619,66.144,,65.108,59.035,1755.819,,36.906,110.201,20.928,89.273,788.406,151.0,637.406,,935.513,111.852,55.309,604.216,48.929,820.306,1755.819,
