Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
09/30/1994,1188.800049,,,,,,,,,,,,,11.1,,,11.1,,,,,0.063333,0.063333,179.861996,0.063333,0.063333,0.063333,179.861996,
12/31/1994,1148.56,-890.17,258.39,-209.05,49.34,-65.14,-9.9,-9.28,-34.98,-15.81,-64.39,-8.74,-13.3,-72.82,0.0,0.0,-72.82,,,-64.09,-0.356667,-0.356667,-0.406667,179.997003,-0.356667,-0.356667,-0.406667,179.997003,
03/31/1995,1223.199951,-909.099976,314.099976,-200.600006,113.5,-57.400002,,-10.7,45.399999,-18.9,26.5,-30.129,,-3.629,0.0,,-3.629,,,26.499999,,0.126667,-0.016667,209.667,0.126667,0.126667,-0.016667,209.667,
06/30/1995,1370.800049,-1008.5,362.300049,-215.100006,147.199997,-53.799999,,-8.4,84.999998,-35.5,49.5,0.0,,49.5,0.0,,49.5,,,49.499998,,0.216667,0.216667,227.960999,0.216667,0.216667,0.216667,227.960999,
09/30/1995,1316.300049,-975.099976,341.200073,-215.300003,125.900002,-51.299999,,-7.6,67.000002,-23.6,43.400002,0.0,,43.400002,0.0,,43.400002,,,43.400002,,0.19,0.19,228.573006,0.19,0.19,0.19,228.573006,
12/31/1995,1311.176025,-994.323975,316.85205,-222.783005,94.069,-50.826,,-13.789,29.454,-7.07,22.384001,0.0,0.0,22.384001,0.0,0.0,22.384001,,,22.384,0.096667,0.096667,0.096667,229.799994,0.096667,0.096667,0.096667,229.799994,
03/31/1996,1364.300049,-1031.0,333.300049,-226.0,107.300003,-51.5,,-244.100006,-188.300003,-17.0,-205.300003,0.0,,-205.300003,0.0,,-205.300003,235.233994,0.0,29.93399,0.126667,-0.886667,-0.886667,231.932991,0.126667,-0.886667,-0.886667,231.932991,
06/30/1996,1518.300049,-1135.900024,382.400024,-228.5,153.899994,-50.799999,,-11.2,91.899995,-33.299999,58.599998,0.0,,58.599998,0.0,,58.599998,,,58.599996,0.25,0.25,0.25,233.627998,0.246667,0.246667,0.246667,238.337997,
09/30/1996,1485.099976,-1115.099976,370.0,-225.0,145.0,-49.0,,-11.9,84.1,-29.1,55.0,0.0,,55.0,0.0,,55.0,,,55.0,0.24,0.24,0.24,234.72599,0.233333,0.233333,0.233333,240.227989,
12/31/1996,1436.900024,-1097.800049,339.099976,-225.899994,113.199997,-46.900002,,3.6,69.899995,-24.9,45.0,0.0,,45.0,0.0,,45.0,,,44.999996,0.19,0.19,0.19,235.502998,0.186667,0.186667,0.186667,241.961998,
