Date,Assets,Total Investments,Fixed Income-Trading/AFS & ST Inv,Loans & Mortgages,Fixed Income Securities-HTM,Equity Securities,Real Estate Investments,Other Investments,Cash & Near Cash Items,Net Receivables,Net Fixed Assets,Deferred Policy Acquisition Costs,Other Assets,Total Assets,Liabilities & Shareholders' Equity,Reserve for Outstanding Claim & Loss,Premium Reserve (Unearned),Life Policy Benefits,Other Insurance Reserves,Total Insurance Reserves,Short-Term Borrowings,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Policyholders' Equity,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2001,,44002.601562,29110.800781,12197.900391,0.0,618.599976,1186.099976,889.200012,525.599976,851.900024,500.899994,1268.900024,35262.5,82412.398438,,,,38171.5,32231.0,70402.5,550.099976,149.300003,1294.099976,3575.600098,75971.600052,0.0,0.0,0.0,0.0,6440.799805,6440.799805,82412.399857,
06/30/2001,,44403.199219,29328.199219,12359.200195,0.0,578.799988,1238.300049,898.700012,371.899994,1150.199951,513.400024,1338.300049,37452.699219,85229.703125,,,,39197.898438,33701.0,72898.898438,675.900024,3.6,1390.599976,3732.300049,78701.298486,0.0,0.0,0.0,0.0,6528.399902,6528.399902,85229.698389,
09/30/2001,,45520.4,30402.1,12235.8,0.0,764.3,1147.4,970.8,231.1,1139.3,508.4,1292.1,35263.9,83955.2,,,,38940.4,31895.4,70835.8,713.8,5.1,1383.5,4198.0,77136.2,0.0,0.0,0.0,,6819.0,6819.0,83955.2,
12/31/2001,,44772.9,30030.1,11897.6,0.0,833.6,1181.8,829.8,623.8,1125.6,518.2,1372.5,39937.5,88350.5,,,,38719.0,36453.9,75172.9,676.7,0.5,1213.3,4466.8,81530.2,0.0,0.0,0.0,7076.3,-256.0,6820.3,88350.5,
03/31/2002,,45451.1,30872.7,11722.5,0.0,899.7,1264.0,692.2,557.5,1079.0,515.6,1463.2,39692.3,88758.7,,,,39232.2,36480.5,75712.7,693.2,0.4,1343.5,4410.9,82160.7,0.0,0.0,0.0,7087.3,-489.3,6598.0,88758.7,
06/30/2002,,46170.2,31644.2,11656.3,0.0,813.7,1194.0,862.0,1261.1,1699.1,514.9,1427.4,39120.7,90193.4,,,,40454.0,35722.4,76176.4,400.2,165.9,1342.2,5438.6,83523.3,0.0,0.0,0.0,7092.4,-422.3,6670.1,90193.4,
09/30/2002,,47916.2,33149.9,12106.5,0.0,379.5,1168.9,1111.4,631.5,1371.7,484.2,1399.0,36468.1,88270.7,,,,40954.8,31481.4,72436.2,474.3,326.6,1303.7,7095.9,81636.7,0.0,0.0,0.0,7102.8,-468.8,6634.0,88270.7,
12/31/2002,,48995.6,34287.4,11900.4,0.0,378.7,1229.0,1200.1,1038.6,1106.0,482.5,1414.4,36824.2,89861.3,,,,41051.4,34144.3,75195.7,681.7,0.0,1215.6,6111.1,83204.1,0.0,0.0,0.0,7110.1,-452.9,6657.2,89861.3,
03/31/2003,,50639.6,35791.5,12046.9,0.0,388.4,1329.1,1083.7,966.9,1164.0,470.5,1400.4,37199.1,91840.5,,0.0,0.0,42205.4,34577.8,76783.2,758.6,0.0,1335.6,6126.3,85003.7,0.0,0.0,0.0,7112.4,-275.6,6836.8,91840.5,
06/30/2003,,53143.9,37504.5,12538.6,0.0,410.5,1412.2,1278.1,1525.2,1083.3,459.0,1340.5,41069.8,98621.7,,,,43188.5,755.0,43943.5,665.4,178.2,1360.2,44935.4,91082.7,0.0,0.0,0.0,7137.2,401.8,7539.0,98621.7,
