Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/2001,,583.599976,583.599976,,11.561001,1.501028,0.69,0.69,0.51,0.69,0.69,0.51,0.0,,,,,,
06/30/2001,,583.599976,583.599976,,12.282386,0.639136,0.43,0.43,0.45,0.43,0.43,0.45,0.0,,,,,,
09/30/2001,,583.599976,583.599976,,10.891022,-0.592872,0.09,0.09,0.18,0.09,0.09,0.18,0.0,,,,,,
12/31/2001,585.583,583.7,583.7,,11.666952,-1.180401,-0.87,-0.87,0.18,-0.87,-0.87,0.18,0.0,,,31.653924,34.927585,34.355506,
03/31/2002,586.315,587.10936,586.315048,,11.451181,0.51167,0.260952,0.260952,0.38,0.260599,0.260599,0.38,0.0,4.507815,4.507815,22.786386,34.177874,33.606508,
06/30/2002,584.978,587.238339,585.92541,,11.202791,-0.17579,-0.116056,-0.110936,0.423774,-0.116056,-0.110947,0.422567,0.0,5.838627,5.838627,19.380216,36.071442,35.498771,
09/30/2002,570.434,576.792,575.108,,11.470889,0.224306,0.525119,0.500776,0.68,0.523586,0.499313,0.68,0.0,1.194558,,22.051631,38.288391,37.67307,
12/31/2002,560.2,564.796276,562.921508,,11.418999,-0.437006,-0.334704,-0.18585,-1e-06,-0.334704,-0.18585,-1e-06,0.4,5.737923,5.737923,17.66869,38.075687,37.33131,
03/31/2003,554.239,556.525,554.42,,12.238015,0.642112,0.353523,0.382382,0.462382,0.352185,0.380935,0.460935,0.0,0.321056,0.321056,19.289512,39.43786,,
06/30/2003,548.956,549.4,549.4,,13.330906,1.239534,0.356753,0.333091,0.649345,0.356753,0.333091,0.625403,0.0,0.54787,0.54787,18.380344,41.345754,,
09/30/2003,542.74,545.863,543.476159,,12.407168,1.091124,0.546482,0.592482,0.67,0.544093,0.589892,0.67,0.0,3.128012,3.128012,15.92291,39.597229,,
12/31/2003,536.853,541.9,541.9,,13.148182,1.603617,0.93,0.96,0.65,0.92,0.95,0.64,0.5,-5.593283,-5.593283,14.80666,39.660764,38.850486,
03/31/2004,530.788,541.9,531.7,,12.69701,1.427497,0.754185,0.914049,0.673312,0.739989,0.896844,0.660638,0.0,1.651307,1.651307,15.181202,41.170863,,
06/30/2004,522.957,534.2,523.5,,13.146132,1.425024,1.048711,1.031519,0.795607,1.027705,1.010857,0.77967,0.0,6.999045,6.999045,11.278174,39.443013,,
