Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
04/01/1990,,69.16,69.16,,0.208892,0.031738,0.01044,0.0025,0.0025,,0.0025,0.0025,0.0025,,-0.001374,,,,,
07/01/1990,,68.807999,68.807999,,0.224131,0.03924,0.017324,0.00875,0.00875,,0.00875,0.00875,0.00875,,0.059949,,,,,
09/30/1990,,68.743996,68.743996,,0.227598,0.042767,0.020816,0.01125,0.01125,,0.01125,0.01125,0.01125,,-0.020773,,,,,
12/29/1990,19.176,68.695992,68.695992,,0.230756,0.047004,0.026566,0.0175,0.0175,0.0175,0.0175,0.0175,0.0175,,0.05159,,0.608208,-2.154203,,
03/31/1991,79.080002,68.816002,68.816002,,0.251729,0.051645,0.032899,0.025,0.025,,0.025,0.025,0.025,,0.024398,,0.152782,-0.500759,,
06/30/1991,79.279999,80.463997,80.463997,,0.262925,0.062985,0.045834,0.04,0.04,,0.04,0.04,0.04,,0.071833,,0.549659,0.400126,,
09/29/1991,80.248001,85.127998,85.127998,,0.273929,0.065349,0.049161,0.0475,0.0475,,0.0475,0.0475,0.0475,,0.017456,,0.520835,0.457768,,
12/29/1991,81.024,80.636,80.636,,0.299308,0.072722,0.055496,0.04625,0.04625,0.04625,0.04625,0.04625,0.04625,,0.071085,,0.547579,0.503345,,
03/29/1992,82.264,86.295998,86.295998,,0.280766,0.06881,0.052946,0.04625,0.04625,,0.04625,0.04625,0.04625,,0.02904,,0.504911,0.554362,,
06/28/1992,84.040001,86.552002,86.552002,,0.280213,0.069704,0.053829,0.0425,0.0425,,0.0425,0.0425,0.0425,,0.088363,,0.554724,0.626475,,
09/27/1992,84.440002,87.127998,87.127998,,0.247934,0.039459,0.02416,0.02375,0.02375,,0.02375,0.02375,0.02375,,0.036957,,0.427949,0.653482,,
12/31/1992,84.904,84.672,84.672,,0.262117,0.042682,0.026006,0.02375,0.02375,0.02375,0.02375,0.02375,0.02375,,0.043131,,0.410381,0.68217,,
