Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
01/01/1993,937.682353,-99.431,0,0.0,8.174,846.425353,346.947011,2.355979,0.009657,1.249943,35.958424,-336.152646,,943.49323,852.23623,5.726364,,
04/02/1993,851.988983,-90.5,0,0.0,9.843,771.331983,355.466993,2.769034,0.012761,1.078901,29.462643,-203.156199,,875.403019,794.746019,5.205653,,
07/02/1993,1199.570968,-103.536003,0,0.0,7.36,1103.394965,360.249999,2.043026,0.00667,1.510192,36.531419,55.120792,,1235.174968,1138.998965,7.416086,,
10/01/1993,1268.778046,-118.916,0,0.0,8.282,1158.144045,369.859987,2.239226,0.007151,1.587099,36.505723,27.829092,,1310.564049,1199.930048,7.758823,,
12/31/1993,1254.40749,-106.517998,0,0.0,8.06,1155.949492,366.989001,2.196251,0.006973,1.603014,28.206962,28.984041,,1293.032986,1194.574988,7.717649,,
03/31/1994,1035.787525,-104.597,0,0.0,8.514,939.704525,382.614998,2.225213,0.00906,1.268125,18.970517,23.823565,,1060.400038,964.317038,6.237253,,
07/01/1994,1288.116443,-123.387001,0,0.0,7.575,1172.304442,403.220996,1.878622,0.006462,1.444466,17.540803,23.798837,,1320.637534,1204.825533,7.764222,,
09/30/1994,1548.83543,-99.57,0,0.0,9.219,1458.48443,421.216009,2.188663,0.006321,1.669526,19.648181,137.494692,,1592.2857,1501.9347,9.622641,,
12/30/1994,1601.418068,-69.099998,0,0.0,7.629,1539.94707,437.200991,1.744964,0.004954,1.582758,18.189784,396.292654,,1642.851059,1581.380061,10.096954,,
03/31/1995,1792.628807,-60.408001,0,0.0,3.066,1735.286806,453.704,0.675771,0.001767,1.603162,19.318743,102.288151,,1785.920122,1728.578121,11.313644,,
06/30/1995,1692.899934,-80.310997,0,0.0,2.159,1614.747937,476.347996,0.45324,0.001337,1.408413,17.970596,65.800648,,1689.600066,1611.448069,10.49219,,
09/29/1995,1303.560019,-50.491001,0,0.0,1.796,1254.865017,469.239985,0.382747,0.001431,1.085154,16.036818,47.879304,,1293.738756,1245.043755,8.122314,,
12/29/1995,1145.639992,-22.802,0,0.0,12.211,1135.048992,474.354006,2.574238,0.010758,0.995569,16.686498,36.876992,,1145.684967,1135.093967,7.430665,,
03/29/1996,1371.293941,-29.063999,0,0.0,2.825,1345.054942,479.904987,0.588658,0.0021,1.224476,21.763587,22.555853,,1357.235945,1330.996946,8.705181,,
06/28/1996,1193.344969,-20.93,0,0.0,2.0,1174.414969,465.652008,0.429505,0.001703,1.120731,22.427909,26.33161,-72.445364,1190.400047,1171.470047,7.627062,,
09/27/1996,1214.876284,-50.146,0,0.0,1.965,1166.695284,477.588993,0.411442,0.001684,1.093054,18.792206,13.405493,47.85827,1223.302471,1175.121471,7.562684,,
12/27/1996,1234.751953,-96.021004,0,0.0,0.65,1139.380949,489.569006,0.13277,0.00057,1.046786,16.160057,7.19951,11.683067,1254.192017,1158.821013,7.382088,,
03/28/1997,1296.315971,-81.222,0,0.0,4.49,1219.583971,511.034998,0.878609,0.003682,1.090556,15.726422,10.712082,18.474556,1318.224949,1241.492949,7.879264,,
06/27/1997,1732.874589,-107.142998,0,0.0,2.652,1628.383591,535.302009,0.495421,0.001629,1.393872,19.337865,12.982293,22.505437,1757.75,1653.259002,10.454171,,
09/26/1997,1776.345701,-84.454002,0,0.0,2.405,1694.296698,565.021013,0.425648,0.001419,1.410642,18.561126,21.406295,53.930221,1803.330431,1721.281429,10.760172,,
12/26/1997,1331.808701,-89.153999,0,0.0,2.314,1244.968701,581.763005,0.397756,0.001859,1.025998,13.40752,62.671829,-54.472215,1352.51441,1265.674411,7.887337,,
03/27/1998,1547.811627,-150.289001,0,0.0,2.1,1399.622626,593.211008,0.354006,0.0015,1.165968,14.910223,16.680841,34.1638,1568.385029,1420.196027,8.9013,,
06/26/1998,1962.29654,-271.338997,0,0.0,1.709,1692.666543,633.705017,0.269684,0.00101,1.432758,31.649867,21.001555,42.365168,1992.443826,1722.813829,10.701565,,
09/25/1998,1685.782056,-261.235992,0,0.0,2.113,1426.659063,642.573999,0.328834,0.001481,1.246664,42.725856,15.135264,28.019526,1723.872419,1464.749427,9.044715,,
01/01/1999,1709.774005,-198.310001,0,0.0,1.474,1512.938004,610.037995,0.241624,0.000974,1.303578,53.293108,18.029347,43.423699,1734.457147,1537.621146,10.093117,,
04/02/1999,2072.89245,-235.666,0,0.0,1.056,1838.28245,660.621994,0.159849,0.000574,1.542301,61.123273,37.182921,-707.819244,2121.880194,1887.270193,12.027496,,
07/02/1999,3002.030442,-302.89201,0,0.0,0.786,2699.924432,738.951985,0.106367,0.000291,2.171277,35.509902,57.859206,-575.885134,3077.831368,2775.725358,17.453324,,
10/01/1999,3761.703595,-318.247013,0,0.0,0.823,3444.279582,803.279024,0.102455,0.000239,2.579378,32.415529,44.796996,129.496872,3867.40587,3549.981857,21.946194,,
12/31/1999,4411.275235,-352.058003,0,0.0,0.675,4059.892232,861.051038,0.078393,0.000166,2.905551,31.590067,34.790359,63.004728,4571.021925,4219.638922,25.71212,,
03/31/2000,10066.427242,-401.426006,0,0.0,0.547,9665.548236,925.909976,0.059077,5.7e-05,6.367291,62.21548,83.452036,182.532087,10538.399097,10137.520091,60.731172,,
06/30/2000,12220.9795,-523.124001,0,0.0,0.488,11698.343499,1215.448022,0.04015,4.2e-05,6.819561,57.69438,52.549475,85.64894,12516.0,11993.363999,71.313972,,
09/29/2000,10246.360828,-676.366989,0,5.903,0.319,9576.215839,1306.345047,0.024419,3.3e-05,4.877535,36.626631,38.721464,67.025942,10751.543484,10081.398494,59.46372,,
12/29/2000,5412.53879,-577.955002,0,5.697,0.298,4840.578788,1309.052983,0.022765,6.2e-05,2.178439,15.000709,43.04182,-410.469764,5445.980243,4874.020241,29.121518,,
03/31/2001,6732.506269,-723.823975,0,5.783,0.134,6014.599294,1378.74897,0.009719,2.2e-05,2.45995,15.784361,23.556285,46.758603,6947.027052,6229.120078,37.155136,,
06/29/2001,6660.023727,-754.323029,0,0.0,0.091,5905.791699,1509.030026,0.00603,1.5e-05,2.35106,14.522891,22.788649,38.263583,6800.5,6046.267971,36.002145,,
09/28/2001,2731.207504,-591.145004,0,0.0,0.0,2140.0625,1351.970032,0.0,0.0,0.920525,5.874467,8.914967,13.589874,2798.54763,2207.402626,13.712284,,
12/28/2001,3865.917175,-728.671021,0,0.0,0.0,3137.246154,1396.594971,0.0,0.0,1.485726,9.703583,6.479531,7.271991,3896.434212,3167.763191,20.068743,,
03/29/2002,3615.126736,-752.377029,0,0.0,9.334,2872.083707,1446.531998,0.645267,0.00325,1.511161,9.911735,5.694132,6.117199,3657.607741,2914.564712,18.352091,,
06/28/2002,2576.579896,-731.276978,0,0.0,10.339,1855.641919,1447.130016,0.714449,0.005572,1.11042,11.244883,5.172095,5.752403,2597.4549,1876.516922,11.84722,,
09/27/2002,1897.21714,-795.286987,0,0.0,9.504,1111.434152,1426.529024,0.666232,0.008551,0.706761,7.823695,2.659933,2.91484,1916.790183,1131.007195,7.211486,,
12/27/2002,1857.961323,-783.210999,0,0.0,9.696,1084.446324,1455.688004,0.666077,0.008941,0.719898,9.776128,3.614313,4.102916,1861.690594,1088.175595,7.021615,,
03/28/2003,2056.8306,-888.478,0,0.0,9.645,1177.9976,1417.011,0.680658,0.008188,0.820145,14.407466,3.964143,4.444113,2102.948037,1224.115037,7.915055,,
06/27/2003,3522.347972,-948.555023,0,0.0,10.022,2583.814949,1491.263028,0.672048,0.003879,1.781508,15.72247,7.134147,7.650405,3566.141072,2627.608049,17.289751,,
10/03/2003,5100.110449,-1026.028992,0,0.0,9.86,4083.941457,1589.36,0.620375,0.002414,2.66153,20.182363,13.028959,13.960232,5167.579102,4151.41011,26.905385,,
01/02/2004,4303.563999,-1096.59201,0,0.0,10.27,3217.241988,1658.447978,0.619254,0.003192,2.012044,12.91168,8.801253,9.357354,4375.723044,3289.401033,21.171358,,
04/02/2004,5224.293918,-1195.453003,0,0.0,9.293,4038.133915,1725.688019,0.53851,0.002301,2.442423,14.872655,15.148876,16.692831,5305.21855,4119.058547,26.404076,,
07/02/2004,5035.399936,-1297.616028,0,0.0,8.963,3746.746908,1812.319995,0.494559,0.002392,2.193641,13.081395,11.565102,12.774537,5114.9141,3826.261072,24.428189,,
10/01/2004,4142.617291,-1290.169006,0,0.0,8.701,2861.149285,1871.870983,0.464829,0.003041,1.621009,9.498632,8.835205,11.328634,4193.663405,2912.195399,18.634067,,
12/31/2004,5017.353366,-1315.625,0,0.0,9.165,3710.893366,1902.815,0.481655,0.00247,2.072953,12.135431,11.052924,14.349901,5100.3751,3793.9151,24.414583,,
04/01/2005,4320.254127,-1452.850037,0,0.0,8.387,2875.79109,1958.884925,0.428152,0.002916,1.560652,8.949344,8.082135,10.380916,4376.384615,2931.921578,18.884582,,
07/01/2005,5122.130001,-1521.619934,0,0.0,7.47,3607.980067,1988.429961,0.375673,0.00207,1.888113,10.351191,10.305255,13.145228,5183.996898,3669.846963,23.604128,,
09/30/2005,5760.092203,-1548.955,0,0.0,7.206,4218.343203,2077.795,0.34681,0.001708,2.165178,11.97777,12.501252,14.156195,5807.07314,4265.32414,27.470056,,
12/30/2005,6645.045561,-1648.762,0,0.0,6.792,5003.075561,2157.263,0.314843,0.001358,2.499245,14.351333,14.653844,16.287205,6712.97634,5071.00634,32.427538,,
