Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,Periodic EV to Shares Outstanding,Trailing 12 Month Values for Ratios,Source: Bloomberg
09/29/1989,507.034019,-86.362,0,0.0,5.115,425.78702,267.630991,1.911214,0.012013,,,,,509.32198,428.07498,3.079121,,
12/29/1989,524.993739,-66.626999,0,0.0,7.094,465.46074,256.507994,2.765606,0.015241,,,,,558.101263,498.568264,3.509468,,
03/30/1990,510.364144,-74.528,0,0.0,5.931,441.767144,269.607002,2.199869,0.013426,,,,,525.438734,456.841734,3.30007,,
06/29/1990,592.1715,-90.764,0,0.0,7.048,508.4555,286.516994,2.459889,0.013862,0.827673,7.659654,7.446797,,590.312063,506.596063,3.774389,,
09/28/1990,346.045125,-93.922997,0,0.0,3.918,256.040128,289.165009,1.354936,0.015302,0.428394,4.328512,3.887863,,345.230257,255.225261,1.896004,,
12/28/1990,278.660246,-98.305,0,0.0,5.156,185.511245,293.223001,1.758389,0.027793,0.32292,4.352783,3.61866,,278.585989,185.436989,1.373059,,
03/29/1991,396.322489,-112.153,0,0.0,2.806,286.975489,292.777008,0.958409,0.009778,0.543777,11.059638,4.873212,,395.255008,285.908008,2.111946,,
06/28/1991,312.18,-112.398003,0,0.0,2.612,202.393997,284.248002,0.918916,0.012906,0.409992,,4.549705,,311.788139,202.002136,1.485744,,
09/27/1991,306.530992,-103.899002,0,0.0,3.545,206.176989,286.438005,1.237615,0.017194,0.418032,,,,306.517499,206.163497,1.513381,,
12/27/1991,370.077503,-97.974998,0,0.0,4.884,276.986504,289.790006,1.685358,0.017633,0.550844,,,,369.963753,276.872755,2.027067,,
03/27/1992,378.196492,-93.470001,0,0.0,4.696,289.422491,294.636994,1.593826,0.016225,0.54107,,,,389.267984,300.493983,2.104493,,
06/26/1992,519.6825,-90.888,0,0.0,5.785,434.5795,305.510006,1.893555,0.013312,0.748203,24.727141,55.47342,,517.702522,432.599522,3.135901,,
09/25/1992,645.149975,-91.667999,0,0.0,7.081,560.562975,319.197997,2.218372,0.012632,0.898295,22.832592,481.578512,,1006.912546,922.325547,3.982403,,
