Date,Cash From Operating Activities,Net Income,Depreciation Expense,Amortization - Nuclear Fuel,AFC - Debts & Equity,Deferred Income Taxes,Investment Tax Credits,Other Non-Cash Adjustments,Changes In Restricted Bond Proceeds,Accts Receivable & Unbilled Revenue,Changes in Fossil Fuel,Change In Inventories,Prepayments & Others,Accounts Payable & Accruals,Accrued Taxes,Change in Other Working Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Additions to Utility Plant Less AFC,Changes in Decommissioning Funds,Non-Utility Cap Expenditure,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1990,180.699997,43.799999,37.5,0.0,,-5.2,,0.0,0.0,39.5,0,152.100006,0.0,-102.199997,23.0,-7.8,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1990,151.300003,20.4,21.6,0.0,,-7.8,,0.0,0.0,143.800003,0,-55.599998,0.0,36.400002,-14.9,7.4,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1990,-59.5,10.2,17.799999,0.0,,-4.8,,0.0,0.0,16.799999,0,-116.599998,0.0,32.299999,-9.8,-5.4,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1990,-27.6,39.099998,35.0,0.0,,-0.7,,0.0,0.0,-162.0,0,15.1,0.0,24.299999,12.3,9.3,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1991,227.300003,47.200001,40.700001,0.0,,-8.6,,0.0,0.0,9.7,0,111.900002,0.0,-46.0,34.900002,37.5,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1991,103.599998,15.5,21.799999,0.0,,-4.6,,0.0,0.0,145.100006,0,-9.8,0.0,22.4,-34.700001,-52.099998,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1991,-67.699997,8.4,18.6,0.0,,-2.0,,0.0,0.0,3.1,0,-119.199997,0.0,20.1,-7.5,10.8,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1991,-50.299999,37.5,36.400002,0.0,,-7.7,,0.0,0.0,-146.399994,0,8.3,0.0,0.6,17.200001,3.8,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1992,189.199997,39.900002,34.900002,0.0,,-5.7,,5.6,0.0,21.6,0,118.599998,0.0,-69.400002,23.200001,20.5,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1992,80.400002,17.5,17.4,0.0,,-1.1,,9.0,0.0,110.300003,0,-4.7,0.0,-26.200001,-29.9,-11.9,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1992,-115.199997,11.5,12.4,0.0,,0.6,,1.9,0.0,3.9,0,-105.300003,0.0,-0.9,-12.4,-26.9,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1992,-79.300003,39.400002,59.0,0.0,,-7.3,,-16.5,0.0,-187.5,0,9.0,0.0,4.7,16.5,3.4,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1993,285.200012,48.700001,36.700001,0.0,,-10.7,,3.3,0.0,21.799999,0,105.400002,0.0,-63.799999,36.799999,107.0,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1993,85.199997,16.700001,16.9,0.0,,-1.7,,16.700001,0.0,150.0,0,-6.3,0.0,-3.6,-57.799999,-45.700001,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1993,-104.900002,9.2,12.5,0.0,,-6.4,,-33.5,0.0,9.2,0,-92.199997,0.0,41.900002,17.700001,-63.299999,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1993,17.4,37.099998,30.4,0.0,,4.6,,-1.1,0.0,-168.800003,0,16.1,0.0,24.0,76.900002,-1.8,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1994,310.700012,51.299999,40.5,0.0,,-0.6,,0.6,0.0,-18.299999,0,83.300003,0.0,8.8,40.599998,104.5,,,0.0,,,,,,,,,,,,,0.0,,,,
06/30/1994,103.800003,15.9,18.0,0.0,,-18.6,,-0.9,0.0,175.600006,0,-8.1,0.0,-34.0,-39.5,-4.6,,,0.0,,,,,,,,,,,,,0.0,,,,
09/30/1994,-103.800003,7.5,13.2,0.0,,-4.4,,-3.5,0.0,19.700001,0,-90.099998,0.0,33.700001,-22.200001,-57.700001,,,0.0,,,,,,,,,,,,,0.0,,,,
12/31/1994,-13.6,34.799999,31.4,0.0,,-9.1,,2.5,0.0,-118.5,0,21.5,0.0,22.4,21.1,-19.700001,,,0.0,,,,,,,,,,,,,0.0,,,,
03/31/1995,304.200012,40.900002,44.700001,0.0,,-9.7,,-0.6,0.0,-4.2,0,67.0,0.0,7.0,38.200001,120.900002,,,-27.6,-27.6,0.0,0.0,,,,,,,,,,0.0,,,,
06/30/1995,84.800003,17.1,19.200001,0.0,,-8.6,,0.1,0.0,123.300003,0,-8.7,0.0,-37.599998,-28.0,8.0,,,-34.400002,-34.400002,0.0,0.0,,,,,,,,,,0.0,,,,
09/30/1995,-82.5,6.1,14.7,0.0,,7.5,,-1.8,0.0,5.2,0,-47.200001,0.0,23.4,-17.700001,-72.699997,,,-45.099998,-45.099998,0.0,0.0,,,,,,,,,,0.0,,,,
12/31/1995,-32.900002,35.700001,33.200001,0.0,,7.7,,-0.4,0.0,-167.300003,0,-4.1,0.0,65.699997,,-3.4,,,-49.799999,-49.799999,0.0,0.0,,,,,,,,,,0.0,,,,
03/31/1996,162.100006,45.5,49.400002,0.0,0.0,-10.4,,1.2,0.0,-46.299999,0,54.200001,0.0,7.2,42.099998,19.200001,,,-19.5,-19.5,0.0,0.0,,,,,,,,,,0.0,,,,
