Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1995,471.399994,,-319.600006,,151.799988,,-121.099998,,,,30.700001,-13.0,,,,0.0,13.0,17.700001,-6.3,11.4,0.0,,,11.400001,0.0,11.4,0.0,,11.4,11.4,,149.199997,0.075,0.075,0.075,149.199997,0.075,0.075,0.075,
06/30/1995,541.400024,,-379.700012,,161.700012,,-121.900002,,,,39.799999,-10.4,,,,0.0,10.4,29.4,-9.5,19.9,15.7,,,4.199999,0.0,4.2,0.0,,4.2,4.2,,150.0,0.03,0.1345,0.135,150.0,0.03,0.1345,0.135,
09/30/1995,514.700012,,-361.399994,,153.300018,,-123.099998,,,,30.200001,-10.4,,,,0.0,10.4,19.800001,-3.7,16.1,0.0,,,16.100001,0.0,16.1,0.0,,16.1,16.1,,150.0,0.105,0.105,0.105,150.0,0.105,0.105,0.105,
12/31/1995,630.299988,,-427.200012,,203.099976,,-195.300003,,,,7.8,-11.4,,,,0.0,11.4,-3.6,4.3,0.7,0.0,,,0.7,0.0,0.7,0.0,,0.7,0.7,,150.0,0.005,0.005,0.005,150.0,0.005,0.005,0.005,
03/31/1996,587.799988,,-405.399994,,182.399994,,-138.399994,,,,44.0,-8.0,,,,0.0,8.0,36.0,-14.4,21.6,0.0,,,21.6,0.0,21.6,0.0,,21.6,21.6,,139.354004,0.155,0.155,0.155,148.966003,0.145,0.145,0.145,
06/30/1996,555.299988,,-383.100006,,172.199982,,-119.300003,,,,52.900002,-6.3,,,,0.0,6.3,46.600001,-15.8,30.799999,0.0,,,30.800001,0.0,30.799999,0.0,,30.799999,30.799999,,146.666,0.21,0.21,0.21,154.0,0.2,0.2,0.2,
09/30/1996,547.599976,,-373.700012,,173.899963,,-118.800003,,,,55.099998,-7.5,,,,0.0,7.5,47.599998,-17.4,30.200001,0.0,,,30.199999,0.0,30.200001,0.0,,30.200001,30.200001,,143.809998,0.21,0.21,0.21,151.0,0.2,0.2,0.2,
12/31/1996,686.900024,,-468.0,,218.900024,,-140.5,,,,78.400002,-7.0,,,,0.0,7.0,71.400002,-26.200001,45.200001,0.0,,,45.200001,0.0,45.200001,0.0,,45.200001,45.200001,,145.0,0.31,0.31,0.31,153.0,0.295,0.295,0.295,
03/31/1997,583.400024,,-383.600006,,199.800018,,-144.100006,,,,55.700001,-7.3,,,,0.0,7.3,48.400001,-17.700001,30.700001,14.0,,,16.7,0.0,16.700001,0.0,,16.700001,16.700001,,145.800003,0.115,0.21,0.21,153.800003,0.11,0.2,0.2,
06/30/1997,556.299988,,-362.899994,,193.399994,,-135.899994,,,,57.5,-3.4,,,,0.0,3.4,54.1,-19.799999,34.299999,0.0,,,34.300001,0.0,34.299999,0.0,,34.299999,34.299999,,142.916,0.24,0.24,0.24,152.444,0.225,0.225,0.225,
09/30/1997,618.299988,,-402.700012,,215.599976,,-148.600006,,,,67.0,-3.9,,,,0.0,3.9,63.1,-22.1,41.0,0.0,,,41.0,0.0,41.0,0.0,,41.0,41.0,,143.860001,0.285,0.285,0.285,151.852005,0.27,0.27,0.27,
12/31/1997,735.5,,-474.299988,,261.200012,,-166.800003,,,,94.400002,-5.3,,,,0.0,5.3,89.100002,-32.099998,57.0,0.0,,,57.000004,0.0,57.0,0.0,,57.0,57.0,,137.350006,0.415,0.415,0.415,145.800004,0.39,0.39,0.39,
03/31/1998,672.099976,,-425.5,,246.599976,,-168.699997,,,,77.900002,-3.5,,2.0,,0.0,1.5,74.400002,-24.9,49.5,0.0,,,49.500002,0.0,49.5,0.0,,49.5,49.5,,136.199997,0.365,0.365,0.365,144.399994,0.345,0.345,0.345,
06/30/1998,697.299988,,-440.899994,,256.399994,,-171.100006,,,,85.300003,-4.4,,3.1,,0.0,1.3,80.900003,-27.1,53.799999,0.0,,,53.800003,0.0,53.799999,0.0,,53.799999,53.799999,,133.0,0.405,0.405,0.405,142.800003,0.375,0.375,0.375,
09/30/1998,743.799988,,-475.899994,,267.899994,,-176.5,,,,91.400002,-4.5,,3.3,,0.0,1.2,86.900002,-29.1,57.799999,0.0,,,57.800001,0.0,57.799999,0.0,,57.799999,57.799999,,132.5,0.435,0.435,0.435,142.300003,0.405,0.405,0.405,
12/31/1998,907.400024,,-592.099976,,315.300049,,-187.100006,,,,128.199997,-5.0,,2.6,,0.0,2.4,123.199997,-41.299999,81.900002,0.0,,,81.899998,0.0,81.900002,0.0,,81.900002,81.900002,,131.399994,0.625,0.625,0.625,141.399994,0.58,0.58,0.58,
