Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2010,806.0,,,,,0.0,-186.0,,,,620.0,,,,,,,,620.0,,,,,,56.0,,,56.0,56.0,,,0.3,0.3,0.3,186.666667,0.3,0.3,0.3,
06/30/2010,775.0,,,,,0.0,-190.0,,,,585.0,,,,,,,,585.0,,,,,,85.0,,,85.0,85.0,,,0.46,0.46,0.46,184.782609,0.46,0.46,0.46,
09/30/2010,806.0,806.0,-497.0,497.0,309.0,0.0,-202.0,183.0,18.0,1.0,107.0,3.0,,0.0,,-3.0,110.0,-19.0,91.0,0.0,0.0,0.0,91.0,0.0,91.0,0.0,0.0,91.0,91.65,0.65,184.6,0.49,0.49,0.496479,184.6,0.49,0.49,0.493521,
12/31/2010,935.0,935.0,-576.0,576.0,359.0,0.0,-248.0,220.0,21.0,7.0,111.0,0.0,,0.0,,0.0,111.0,-14.0,97.0,0.0,0.0,0.0,97.0,0.0,97.0,0.0,0.0,97.0,101.55,4.55,184.6,0.52546,0.52546,0.550108,184.6,0.52546,0.52546,0.550108,
03/31/2011,890.0,890.0,-553.0,553.0,337.0,0.0,-237.0,210.0,24.0,3.0,100.0,1.0,,0.0,,-1.0,101.0,-23.0,78.0,0.0,0.0,0.0,78.0,0.0,78.0,0.0,0.0,78.0,80.0,2.0,184.6,0.42,0.42,0.433369,184.6,0.42,0.42,0.430834,
06/30/2011,971.0,971.0,-592.0,592.0,379.0,0.0,-263.0,219.0,26.0,18.0,116.0,-1.0,,1.0,,0.0,115.0,-43.0,72.0,0.0,0.0,0.0,72.0,0.0,72.0,0.0,0.0,72.0,103.0,31.0,184.6,0.39,0.39,0.557963,184.6,0.39,0.39,0.557931,
09/30/2011,939.0,939.0,-574.0,574.0,365.0,0.0,-286.0,215.0,23.0,48.0,79.0,3.0,,1.0,,-4.0,82.0,-5.0,77.0,0.0,0.0,0.0,77.0,0.0,77.0,0.0,0.0,77.0,103.3,26.3,184.6,0.42,0.42,0.559588,184.6,0.42,0.42,0.559588,
12/31/2011,1003.0,1003.0,-623.0,623.0,380.0,0.0,-281.0,234.0,27.0,20.0,99.0,-15.0,,15.0,,0.0,84.0,-32.0,52.0,0.0,0.0,0.0,52.0,0.0,52.0,0.0,0.0,52.0,87.45,35.45,186.6,0.278671,0.278671,0.46865,187.4,0.277481,0.277481,0.466649,
03/31/2012,925.0,925.0,-562.0,562.0,363.0,0.0,-264.0,231.0,28.0,5.0,99.0,-15.0,,14.0,,1.0,84.0,-21.0,63.0,0.0,0.0,0.0,63.0,0.0,63.0,0.0,0.0,63.0,67.0,4.0,185.4,0.34,0.34,0.361381,185.9,0.34,0.34,0.361381,
06/30/2012,966.0,966.0,-583.0,583.0,383.0,0.0,-254.0,220.0,28.0,6.0,129.0,-14.0,,13.0,,1.0,115.0,-26.0,89.0,0.0,0.0,0.0,89.0,0.0,89.0,0.0,0.0,89.0,92.9,3.9,185.8,0.48,0.48,0.5,186.2,0.48,0.48,0.5,
09/30/2012,931.0,931.0,-557.0,557.0,374.0,0.0,-263.0,231.0,24.0,8.0,111.0,-11.0,,14.0,,-3.0,100.0,-28.0,72.0,0.0,0.0,0.0,72.0,0.0,72.0,0.0,0.0,72.0,83.0,11.0,185.9,0.39,0.39,0.446477,186.3,0.38,0.38,0.439045,
12/31/2012,969.0,969.0,-587.0,587.0,382.0,0.0,-278.0,232.0,26.0,20.0,104.0,-15.0,,14.0,,1.0,89.0,-16.0,73.0,0.0,0.0,0.0,73.0,0.0,73.0,0.0,0.0,73.0,75.6,2.6,186.1,0.392262,0.392262,0.406233,186.2,0.392052,0.392052,0.406015,
03/31/2013,879.0,879.0,-545.0,545.0,334.0,0.0,-268.0,237.0,26.0,5.0,66.0,-15.0,,13.0,,2.0,51.0,-10.0,41.0,0.0,0.0,0.0,41.0,0.0,41.0,0.0,0.0,41.0,50.0,9.0,185.8,0.22,0.22,0.269107,186.4,0.22,0.22,0.268283,
06/30/2013,960.0,960.0,-589.0,589.0,371.0,0.0,-301.0,253.0,28.0,20.0,70.0,-13.0,,14.0,,-1.0,57.0,-11.0,46.0,0.0,0.0,0.0,46.0,0.0,46.0,0.0,0.0,46.0,66.0,20.0,185.4,0.25,0.25,0.355987,186.1,0.25,0.25,0.355987,
09/30/2013,965.0,965.0,-581.0,581.0,384.0,0.0,-286.0,257.0,24.0,5.0,98.0,-15.0,,14.0,,1.0,83.0,-10.0,73.0,0.0,0.0,0.0,73.0,0.0,73.0,0.0,0.0,73.0,93.8,20.8,185.2,0.39,0.39,0.506479,186.0,0.39,0.39,0.501828,
12/31/2013,1033.0,1033.0,-623.0,623.0,410.0,0.0,-281.0,243.0,26.0,12.0,129.0,-22.0,,14.0,,8.0,107.0,-39.0,68.0,0.0,0.0,0.0,68.0,0.0,68.0,0.0,0.0,68.0,83.6,15.6,184.3,0.368964,0.368964,0.453608,185.4,0.366775,0.366775,0.450917,
03/31/2014,906.0,906.0,-564.0,564.0,342.0,0.0,-266.0,224.0,27.0,15.0,76.0,-15.0,,14.0,,1.0,61.0,-12.0,49.0,0.0,0.0,0.0,49.0,0.0,49.0,0.0,0.0,49.0,63.0,14.0,184.5,0.27,0.27,0.341463,185.8,0.27,0.27,0.341463,
06/30/2014,1005.0,1005.0,-617.0,617.0,388.0,0.0,-272.0,242.0,27.0,3.0,116.0,-12.0,,13.0,,-1.0,104.0,-18.0,86.0,0.0,0.0,0.0,86.0,0.0,86.0,0.0,0.0,86.0,88.0,2.0,183.4,0.47,0.47,0.479826,184.5,0.47,0.47,0.479826,
09/30/2014,963.0,963.0,-587.0,587.0,376.0,0.0,-246.0,222.0,24.0,0.0,130.0,-2.0,,14.0,,-12.0,128.0,-22.0,106.0,0.0,0.0,0.0,106.0,0.0,106.0,0.0,0.0,106.0,97.0,-9.0,182.2,0.58,0.58,0.532382,183.4,0.58,0.58,0.530927,
12/31/2014,1042.0,1042.0,-635.0,635.0,407.0,0.0,-266.0,232.0,26.0,8.0,141.0,-13.0,,13.0,,0.0,128.0,-32.0,96.0,0.0,0.0,0.0,96.0,0.0,96.0,0.0,0.0,96.0,114.0,18.0,182.2,0.526894,0.526894,0.625686,183.0,0.52459,0.52459,0.622951,
03/31/2015,837.0,837.0,-522.0,522.0,315.0,0.0,-232.0,206.0,23.0,3.0,83.0,-6.0,,14.0,,-8.0,77.0,-13.0,64.0,0.0,0.0,0.0,64.0,0.0,64.0,0.0,0.0,64.0,63.35,-0.65,182.1,0.35,0.35,0.347886,183.1,0.35,0.35,0.34645,
06/30/2015,920.0,920.0,-572.0,572.0,348.0,0.0,-244.0,218.0,25.0,1.0,104.0,-13.0,,14.0,,-1.0,91.0,-17.0,74.0,0.0,0.0,0.0,74.0,0.0,74.0,0.0,0.0,74.0,78.0,4.0,181.5,0.41,0.41,0.429752,182.3,0.41,0.41,0.429752,
09/30/2015,902.0,902.0,-551.0,551.0,351.0,0.0,-231.0,207.0,23.0,1.0,120.0,-13.0,,13.0,,0.0,107.0,-19.0,88.0,0.0,0.0,0.0,88.0,0.0,88.0,0.0,0.0,88.0,90.0,2.0,180.8,0.48,0.48,0.497788,181.6,0.48,0.48,0.491013,
12/31/2015,994.0,994.0,-604.0,604.0,390.0,0.0,-248.0,223.0,24.0,1.0,142.0,-14.0,,14.0,,0.0,128.0,-14.0,114.0,0.0,0.0,0.0,114.0,0.0,114.0,0.0,0.0,114.0,108.0,-6.0,179.1,0.636516,0.636516,0.603015,179.9,0.633685,0.633685,0.600334,
03/31/2016,847.0,847.0,-518.0,518.0,329.0,0.0,-250.0,219.0,25.0,6.0,79.0,-14.0,,14.0,,0.0,65.0,1.0,66.0,0.0,0.0,0.0,66.0,0.0,66.0,0.0,0.0,66.0,62.0,-4.0,178.6,0.37,0.37,0.347144,179.3,0.37,0.37,0.347144,
06/30/2016,932.0,932.0,-563.0,563.0,369.0,0.0,-260.0,227.0,27.0,6.0,109.0,-19.0,,20.0,,-1.0,90.0,-19.0,71.0,0.0,0.0,0.0,71.0,0.0,71.0,0.0,0.0,71.0,77.8,6.8,179.1,0.39,0.39,0.434394,179.9,0.39,0.39,0.427799,
09/30/2016,897.0,897.0,-540.0,540.0,357.0,0.0,-248.0,219.0,23.0,6.0,109.0,-14.0,,16.0,,-2.0,95.0,-22.0,73.0,0.0,0.0,0.0,73.0,0.0,73.0,0.0,0.0,73.0,97.0,24.0,179.3,0.41,0.41,0.540993,180.3,0.41,0.41,0.540993,
12/31/2016,1095.0,1095.0,-688.0,688.0,407.0,0.0,-296.0,249.0,35.0,12.0,111.0,-21.0,,20.0,,1.0,90.0,-40.0,50.0,0.0,0.0,0.0,50.0,,50.0,0.0,0.0,50.0,120.05,70.05,179.4,0.278707,0.278707,0.669175,180.6,0.276855,0.276855,0.664729,
03/31/2017,1071.0,1071.0,-659.0,659.0,412.0,0.0,-326.0,272.0,42.0,12.0,86.0,-16.0,,20.0,,-4.0,70.0,-14.0,56.0,0.0,0.0,0.0,56.0,,56.0,0.0,0.0,56.0,71.0,15.0,179.6,0.31,0.31,0.395323,180.7,0.31,0.31,0.393011,
