Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1998,1597.045044,1.093,1.093,0.0,337.908997,,,0.0,,,,,66.658997,,,,,,,405.661011,196.182999,,,0.0,,995.200989,,,,,995.200989,1191.383987,,5.68,5.68,,,,0.0,,,,,,100.365998,,,100.365998,106.045998,1045.034058,,,,,6.374,,,,,,6.374,1051.408058,1157.454055,0.0,399.175995,,,0.0,,20.099001,419.274996,20.316,439.590996,1597.045051,
09/30/1998,1749.156982,32.848999,32.848999,0.0,382.024994,,,0.0,,,,,73.052002,,,,,,,487.925995,215.410995,,,0.0,,1045.819946,,,,,1045.819946,1261.230942,,0.0,0.0,,,,9.611,,,,,,117.458,,,117.458,127.069,1140.561035,,,,,8.532,,,,,,8.532,1149.093035,1276.162035,0.0,402.132996,,,0.0,,49.201,451.333996,21.660999,472.994995,1749.15703,
12/31/1998,1915.581,41.487,41.487,,416.472,416.472,,23.47,,,,,78.113,,,,,,,559.542,233.337,341.446,-108.109,29.257,,1093.445,951.33,951.33,0.0,,142.115,1356.039,,41.91,41.91,,,,21.847,,,,,,110.707,,,110.707,174.464,1225.781,,,,,10.102,,,,,,10.102,1235.883,1410.347,,413.176,,,0.0,68.992,-0.356,481.812,23.422,505.234,1915.581,
03/31/1999,2047.404053,39.904999,39.904999,0.0,441.809998,,,0.0,,,,,92.442001,,,,,,,574.156982,261.188995,,,31.952999,,1180.10498,1117.314941,,,,62.790039,1473.246975,,0.0,0.0,,,,19.434999,,,,,,149.531004,,,149.531004,168.966003,1324.754028,,,,,15.301,,,,,,15.301,1340.055028,1509.021031,0.0,415.661987,,,0.0,,96.176003,511.83799,26.545,538.38299,2047.404021,
06/30/1999,2106.400879,24.673,24.673,0.0,444.239014,,,0.0,,,,0.0,123.600998,,,,,,,592.513,273.785004,,,79.529999,,1160.572998,1160.572998,,,,0.0,1513.888,,,,,,,23.632999,,,,,,155.486004,,,155.486004,179.119003,1409.077026,,,,,14.022,,,,,,14.022,1423.099027,1602.21803,0.0,415.964996,,,0.0,,63.521,479.485996,24.697001,504.182997,2106.401027,
09/30/1999,2196.980957,70.740997,70.740997,0.0,457.779999,457.78,,0.0,,,,,129.352,,,,,,,657.872986,285.821,,,76.521,,1176.765991,1176.765991,,,,0.0,1539.107991,,0.0,0.0,,,,23.702,,,,,,216.484,,,216.484,240.186,1434.166,,,,,14.403,,,,,,14.403,1448.569,1688.755,0.0,416.713989,,,0.0,69.811,-4.906001,481.618988,26.607,508.225988,2196.980988,
12/31/1999,2056.718,107.981,107.981,0.0,390.329,390.329,,32.916,,,,,0.0,,0.0,,,,,654.748,285.449,427.109,-141.66,0.0,,1116.521,971.344,971.344,0.0,35.552,109.625,1401.97,,121.561,121.561,,,,26.585,24.581,2.004,2.004,,,0.0,0.0,,124.788,272.934,1431.306,1426.511,4.795,4.795,,3.497,0.0,,,,,3.497,1434.803,1707.737,0.0,426.106,,,0.0,-94.792,-4.91,326.404,22.577,348.981,2056.718,
03/31/2000,2019.985962,150.376999,150.376999,0.0,366.100006,,,24.665001,0.0,0.0,0.0,0.0,103.359001,,,,,,,644.500977,284.692993,436.760986,-152.067993,0.0,,1090.791992,1045.457031,,,,45.334961,1375.484985,,99.445,99.445,,,,1437.640991,,,,,,122.52607,,,122.52607,1659.612061,5.027,-1.075,6.102,6.102,,3.289,,,,,,3.289,8.316,1667.928061,0.0,427.024994,,,0.0,,-95.819,331.205994,20.851999,352.057993,2019.986053,
09/30/2000,1671.282959,38.574001,38.574001,0.0,302.640015,,,37.424999,,,,,70.523003,,,,,,,449.161987,241.380997,400.868011,-159.487,0.0,,980.73999,940.083008,896.768982,43.314026,,40.656982,1222.120987,,69.487999,69.487999,,,,48.907001,48.907001,0.0,0.0,,,166.80901,,,166.80901,285.20401,1033.63501,1027.50301,6.132,6.132,,4.96,,,,,,4.96,1038.59501,1323.79902,0.0,427.485992,,,0.0,,-96.803001,330.682991,16.801001,347.483992,1671.283012,
03/31/2001,1625.737061,17.443001,17.443001,0.0,299.424011,,,45.566002,,,,,56.523998,,,,,,,418.957001,242.796997,,,0.0,,963.982971,947.945984,947.945984,0.0,,16.036987,1206.779968,,77.345001,77.345001,,,,7.58,7.58,0.0,0.0,,,194.767992,,,194.767992,279.692993,932.025024,932.025024,0.0,0.0,,4.755,,,,,,4.755,936.780025,1216.473018,0.0,438.59201,,,0.0,,-50.373001,388.219009,21.045,409.264009,1625.737027,
06/30/2001,1684.022949,85.258003,85.258003,0.0,297.907013,,,44.604,,,,,55.571999,,,,,,,483.341003,241.537994,,,0.0,,959.143982,945.820984,945.820984,0.0,,13.322998,1200.681976,,79.226997,79.226997,,,,15.419,15.419,0.0,0.0,,,199.920989,,,199.920989,294.566986,935.247009,929.025009,6.222,6.222,,5.505,,,,,,5.505,940.752009,1235.318995,0.0,450.901001,,,-2.494,,-20.828001,427.579,21.125,448.704,1684.022995,
09/30/2001,1653.093018,45.255001,45.255001,0.0,318.035004,,,33.173,,,,,59.640999,,,,,,,456.104004,246.031006,,,0.0,,950.958008,943.557983,943.557983,0.0,,7.400025,1196.989014,,80.324997,80.324997,,,,6.432,6.432,0.0,0.0,,,226.883018,,,226.883018,313.640015,813.97699,808.02099,5.956,5.956,,26.721001,,,,,,26.721001,840.697991,1154.338006,0.0,456.678009,,,0.0,,20.955999,477.634008,21.121,498.755008,1653.093014,
12/31/2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.76001,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,-5.769,5.769,5.769,,,,,,,,,,,,,,,,,,,,,,
03/31/2002,1664.832031,31.697001,31.697001,0.0,344.238007,,,28.179001,,,,,71.179001,,,,,,,475.292999,256.04599,,,0.0,,933.492981,927.320984,857.132019,70.188965,,6.171997,1189.538971,,83.558998,83.558998,,,,1.597,1.597,0.0,0.0,,,227.654,,,227.654,312.809998,798.70697,798.70697,0.0,0.0,,34.872002,,,,,,34.872002,833.578972,1146.38897,0.0,493.270996,,,-88.237,,91.986,497.019996,21.423,518.442996,1664.831966,
06/30/2002,1784.65,137.02,137.02,,347.064,347.064,,31.769,,,,,75.459,,,,,,,591.312,267.335,,,,,926.003,920.678,852.691,67.987,,5.325,1193.338,,77.374,77.374,,,,8.299,,,,,,204.655,,,204.655,290.328,1316.153,1308.288,7.865,7.865,,43.122,,,,,,43.122,1359.275,1649.603,,507.876,,,-494.798,100.356,0.0,113.434,21.613,135.047,1784.65,
09/30/2002,1767.973999,115.361,115.361,0.0,339.954987,,,21.931,,,,,80.808998,,,,,,,558.05603,278.760986,,,0.0,,931.156982,860.424988,860.424988,0.0,,70.731994,1209.917968,,77.846001,77.846001,,,,8.166,8.166,0.0,0.0,,,238.998985,,,238.998985,325.010986,1313.847046,1306.266046,7.581,7.581,,57.944,,,,,,57.944,1371.791046,1696.802032,0.0,511.714996,,,-617.531006,,154.526001,48.709991,22.462,71.171991,1767.974023,
12/31/2002,1775.692993,96.474998,96.474998,0.0,344.291992,,,34.929001,,,,,68.830002,,,,,,,544.526001,298.475006,561.544983,-263.070007,0.0,,932.692017,927.945007,864.786011,63.158996,,4.74701,1231.167023,,77.889999,77.889999,,,,7.978,6.689,1.289,1.289,,,206.733014,,,206.733014,292.601013,1311.251953,1305.720953,5.531,5.531,,75.347,,,,,,75.347,1386.598953,1679.199966,0.0,519.458008,,,-662.531006,,213.337006,70.264008,26.229,96.493008,1775.692974,
03/31/2003,1979.67395,304.993988,304.993988,0.0,346.144989,,,25.465,,,,,65.821999,,,,,,,742.426025,305.742004,,,0.0,,931.505981,925.528992,865.448975,60.080017,,5.976989,1237.247985,,71.294998,71.294998,,,,43.908001,43.908001,0.0,0.0,,,222.445988,,,222.445988,337.648987,1420.584961,1411.871961,8.713,8.713,,82.726997,,,,,,82.726997,1503.311958,1840.960945,0.0,523.661011,,,-661.854004,249.75,0.0,111.557007,27.156,138.713007,1979.673952,
06/30/2003,2049.391113,315.605988,315.605988,0.0,346.209015,,,30.111,,,,,73.941002,,,,,,,765.867004,314.373993,,,0.0,,969.150024,962.911987,901.713989,61.197998,,6.238037,1283.524017,,83.820999,83.820999,,,,47.313999,47.313999,0.0,0.0,,,230.404003,,,230.404003,361.539001,1409.687012,1401.328012,8.359,8.359,,91.100998,,,,,,91.100998,1500.78801,1862.327011,0.0,532.223022,,,-661.81897,288.269989,-3e-05,158.674011,28.389999,187.06401,2049.391021,
09/30/2003,2037.86499,272.109009,272.109009,0.0,356.541992,,,25.743,,,,,86.181999,,,,,,,740.575989,321.368011,,,0.0,,975.921021,961.296021,908.317993,52.978028,,14.625,1297.289032,,71.166,71.166,,,,50.223999,50.223999,0.0,0.0,,,258.681015,,,258.681015,380.071014,1272.647949,1264.430949,8.217,8.217,,105.585999,,,,,,105.585999,1378.233948,1758.304962,0.0,544.809021,,,-620.450989,326.329987,0.0,250.688019,28.872,279.560019,2037.864981,
12/31/2003,1945.530029,61.657001,61.657001,0.0,387.933014,,,32.853001,,,,,122.614998,,,,,,,605.057983,342.446991,648.465027,-306.018005,0.0,,998.025024,984.158997,934.187988,49.971009,,13.866027,1340.472015,,71.867996,71.867996,,,,50.556999,49.096999,1.46,1.46,,,240.395012,,,240.395012,362.820007,1117.001953,1110.517953,6.484,6.484,,125.550003,,,,,,125.550003,1242.551956,1605.371963,0.0,539.664978,,,-620.997986,389.127991,-0.924011,306.870972,33.286999,340.157971,1945.529934,
03/31/2004,2050.350098,153.156006,153.156006,0.0,400.444,,,26.187,,,,,109.708,,,,,,,689.494995,349.868011,,,0.0,,1010.98999,998.463989,947.893982,50.570007,,12.526001,1360.858001,,80.710999,80.710999,,,,50.025002,,,,,,250.800986,,,250.800986,381.536987,1105.280029,1097.543029,7.737,7.737,,136.514008,,,,,,136.514008,1241.794037,1623.331024,0.0,538.96698,,,-586.641113,441.993011,-3.492904,390.825974,36.200001,427.025975,2050.356999,
06/30/2004,2136.370117,200.701004,200.701004,0.0,402.04599,402.046,,28.337,,,,,117.348999,,,,,,,748.432983,363.164001,,,0.0,,1024.780029,1008.630005,959.539001,49.091004,3.791,12.359024,1387.94403,,71.805,71.805,,,,49.868,,,,,,262.705998,,,262.705998,384.378998,1094.25,1086.479,7.771,7.771,,146.149002,,,,,,146.149002,1240.399002,1624.778,0.0,541.255981,,,-566.533997,494.299011,2.186989,471.207984,40.390999,511.598983,2136.376983,
09/30/2004,2511.959,251.979,251.979,,462.095,462.095,,31.843,,,,,122.803,,,,,,,868.72,412.064,,,0.0,,1231.175,1216.945,1156.226,60.719,3.332,10.898,1643.239,,96.231,96.231,,,,53.364,,,,,,292.14,,,292.14,441.735,1322.468,,,,,171.429,,,,,,171.429,1493.897,1935.632,0.0,542.849,,,-632.732,611.287,1.73,523.134,53.193,576.327,2511.959,
12/31/2004,2511.959,251.979,251.979,0.0,453.295,453.295,,31.843,,,,,131.603,,,,,,,868.72,412.064,759.563,-347.499,0.0,,1231.175,1216.945,1156.226,60.719,,14.23,1643.239,,96.231,96.231,,,,53.364,51.661,1.703,1.703,,,292.14,,,292.14,441.735,1322.468,1315.752,6.716,6.716,,171.429,,,,,,171.429,1493.897,1935.632,0.0,542.849,,,-632.732,611.287,1.73,523.134,53.193,576.327,2511.959,
03/31/2005,2649.812,317.879,317.879,0.0,472.983,472.983,,34.697,,,,,136.358,,,,,,,961.917,415.713,,,0.0,,1272.182,1240.2,1160.615,79.585,3.356,28.626,1687.895,,91.366,91.366,,,,6.346,,,,,,335.149,,,335.149,432.861,1362.006,,,,,178.842,,,,,,178.842,1540.848,1973.709,0.0,551.122,,,-608.04,667.621,7.71,618.413,57.69,676.103,2649.812,
06/30/2005,2751.493,312.761,312.761,0.0,489.97,489.97,,35.48,,,,,140.997,,,,,,,979.208,440.601,,,0.0,,1331.684,1317.391,1233.96,83.431,2.054,12.239,1772.285,,101.381,101.381,,,,4.48,,,,,,352.99,,,352.99,458.851,1361.387,,,,,177.62,,,,,,177.62,1539.007,1997.858,0.0,558.811,,,-591.214,720.564,-1.331,686.83,66.805,753.635,2751.493,
09/30/2005,2868.535,337.196,337.196,0.0,502.887,502.887,,36.032,,,,,153.066,,,,,,,1029.181,452.033,,,0.0,,1387.321,1339.906,1256.223,83.683,2.526,44.889,1839.354,,99.08,99.08,,,,4.349,,,,,,367.562,,,367.562,470.991,1360.665,,,,,188.587,,,,,,188.587,1549.252,2020.243,0.0,565.206,,,-579.455,775.781,11.001,772.533,75.759,848.292,2868.535,
12/31/2005,6279.762,431.811,431.811,0.0,853.56,853.56,,69.13,,,,,299.907,,,,,,,1654.408,750.078,1155.353,-405.275,0.0,,3875.276,3830.327,3594.383,235.944,,44.949,4625.354,,212.049,212.049,,,,71.767,,,,,,705.917,,,705.917,989.733,4085.435,,,,,265.346,,,,,,265.346,4350.781,5340.514,0.0,569.886,,,-574.013,839.93,14.806,850.609,88.639,939.248,6279.762,
03/31/2006,6189.454,279.146,279.146,0.0,859.138,859.138,,88.255,,,,,310.9,,,,,,,1537.439,759.853,,,0.0,,3892.162,3836.382,3605.401,230.981,3.028,52.752,4652.015,,178.298,178.298,,,,5.237,,,,,,645.59,,,645.59,829.125,4039.333,,,,,264.862,,,,,,264.862,4304.195,5133.32,0.0,594.42,,,-550.291,897.399,21.004,962.532,93.602,1056.134,6189.454,
06/30/2006,6341.411,339.319,339.319,0.0,859.165,859.165,,93.362,,,,,337.777,,,,,,,1629.623,787.378,,,0.0,,3924.41,3864.912,3640.143,224.769,1.936,57.562,4711.788,,190.096,190.096,,,,5.008,,,,,,785.943,,,785.943,981.047,3939.047,,,,,270.481,,,,,,270.481,4209.528,5190.575,0.0,603.087,,,-545.313,960.636,24.434,1042.844,107.992,1150.836,6341.411,
09/30/2006,6344.13,260.278,260.278,0.0,902.745,902.745,,99.336,,,,,350.399,,,,,,,1612.758,813.055,,,0.0,,3918.317,3871.849,3657.355,214.494,2.179,44.289,4731.372,,227.65,227.65,,,,6.64,,,,,,776.067,,,776.067,1010.357,3818.111,,,,,257.128,,,,,,257.128,4075.239,5085.596,0.0,616.074,,,-538.845,1055.492,14.091,1146.812,111.722,1258.534,6344.13,
12/31/2006,6491.816,310.202,310.202,0.0,932.385,932.385,,89.119,,,,,377.79,,,,,,,1709.496,849.966,1408.687,-558.721,0.0,,3932.354,3871.574,3667.853,203.721,1.813,58.967,4782.32,,251.686,251.686,,,,20.871,12.022,8.849,8.849,,,839.615,,,839.615,1112.172,3730.38,,,,,280.981,,,,,,280.981,4011.361,5123.533,0.0,630.226,,,-526.92,1129.621,12.997,1245.924,122.359,1368.283,6491.816,
03/31/2007,6537.997,362.199,356.384,5.815,906.51,906.51,,69.452,,,,,409.871,,,,,,,1748.032,854.797,,,33.778,,3901.39,3857.832,3663.091,194.741,1.823,41.735,4789.965,,205.299,205.299,,,,34.133,31.133,3.0,3.0,,,803.614,,,803.614,1043.046,3721.373,3717.373,4.0,4.0,,291.939,,,,,,291.939,4013.312,5056.358,0.0,647.375,,,-517.093,1210.094,13.767,1354.143,127.496,1481.639,6537.997,
06/30/2007,6671.382,418.849,396.902,21.947,959.812,959.812,,69.86,,,,,438.959,,,,,,,1887.48,866.37,,,14.179,,3903.353,3853.882,3666.914,186.968,1.984,47.487,4783.902,,220.54,220.54,,,,9.564,7.564,2.0,2.0,,,843.365,,,843.365,1073.469,3698.403,3694.403,4.0,4.0,,265.153,,,,,,265.153,3963.556,5037.025,0.0,661.838,,,-509.313,1335.118,13.013,1500.656,133.701,1634.357,6671.382,
09/30/2007,6781.435,413.477,391.3,22.177,976.285,976.285,,75.611,,,,,455.147,,,,,,,1920.52,894.164,,,7.844,,3958.907,3914.583,3728.822,185.761,2.227,42.097,4860.915,,245.976,245.976,,,,9.711,,,,,,785.893,,,785.893,1041.58,3695.586,3691.586,4.0,4.0,,268.985,,,,,,268.985,3964.571,5006.151,0.0,688.725,,,-496.042,1429.573,5.01,1627.266,148.018,1775.284,6781.435,
12/31/2007,6943.96,487.324,447.046,40.278,927.949,927.949,,80.173,,,,,480.804,,,,,,,1976.25,939.326,1623.24,-683.914,22.562,,4005.822,3950.975,3767.933,183.042,19.446,35.401,4967.71,,225.461,225.461,,,,23.431,21.852,1.579,1.579,,,837.604,,,837.604,1086.496,3683.887,3676.887,7.0,7.0,,290.81,,,,,,290.81,3974.697,5061.193,0.0,707.215,,,-487.744,1515.29,-2.511,1732.25,150.517,1882.767,6943.96,
03/31/2008,6990.432,525.175,479.316,45.859,959.837,959.837,,76.807,,,,,456.658,,,,,,,2018.477,954.858,,,12.524,,4004.573,3950.067,3774.906,175.161,18.568,35.938,4971.955,,211.6,211.6,,,,35.626,34.626,1.0,1.0,,,823.508,,,823.508,1070.734,3669.809,3664.809,5.0,5.0,,302.287,,,,,,302.287,3972.096,5042.83,0.0,723.7,,,-513.958,1602.224,-13.64,1798.326,149.276,1947.602,6990.432,
06/30/2008,7049.56,378.124,326.986,51.138,1046.665,1046.665,,81.222,,,,,483.228,,,,,,,1989.239,985.503,,,7.896,,4066.922,4002.827,3831.996,170.831,18.35,45.745,5060.321,,207.206,207.206,,,,52.195,51.195,1.0,1.0,,,890.059,,,890.059,1149.46,3657.118,3652.118,5.0,5.0,,303.405,,,,,,303.405,3960.523,5109.983,0.0,734.98,,,-647.225,1697.175,-5.051,1779.879,159.698,1939.577,7049.56,
09/30/2008,7171.893,439.561,387.947,51.614,1056.691,1056.691,,82.494,,,,,485.243,,,,,,,2063.989,1011.702,,,6.93,,4089.272,4021.871,3856.601,165.27,19.239,48.162,5107.904,,212.661,212.661,,,,64.262,63.262,1.0,1.0,,,846.827,,,846.827,1123.75,3643.275,3638.275,5.0,5.0,,335.281,,,,,,335.281,3978.556,5102.306,0.0,755.714,,,-635.274,1791.085,-4.846,1906.679,162.908,2069.587,7171.893,
12/31/2008,7286.083,446.413,410.881,35.532,1075.457,1075.457,,84.174,,,,,522.252,,,,,,,2128.296,1048.075,1884.58,-836.505,5.656,,4104.056,4037.452,3876.931,160.521,19.274,47.33,5157.787,,282.883,282.883,,,,72.725,,,,,,807.455,,,807.455,1163.063,3622.421,3616.421,6.0,6.0,,382.303,,,,,,382.303,4004.724,5167.787,0.0,584.493,,,-691.857,1889.45,-14.339,1767.747,350.549,2118.296,7286.083,
03/31/2009,7235.411,431.096,405.683,25.413,1088.584,1088.584,0.0,71.353,,,,,440.43,,,,213.339,,227.091,2031.463,1067.289,,,5.212,5.212,4131.447,4061.585,3905.762,155.823,23.856,46.006,5203.948,,502.187,217.125,8.211,,276.851,83.295,0.0,,,,83.295,441.124,,,441.124,1026.606,3600.233,3595.233,5.0,5.0,,394.831,,,,,260.101,134.73,3995.064,5021.67,0.0,607.369,0.135,607.234,-714.977,1985.661,-12.111,1865.942,347.799,2213.741,7235.411,
06/30/2009,7441.034,563.222,544.113,19.109,1128.33,1128.33,,65.354,,,,,476.491,,,,211.709,,264.782,2233.397,1075.349,,,6.827,6.827,4125.461,4057.213,3908.29,148.923,24.144,44.104,5207.637,,563.502,230.576,3.409,,329.517,92.29,0.0,,,,92.29,453.048,,,453.048,1108.84,3579.417,3574.417,5.0,5.0,,407.824,,,,,274.303,133.521,3987.241,5096.081,,620.394,0.135,620.259,-701.783,2091.48,-10.033,2000.058,344.895,2344.953,7441.034,
09/30/2009,7537.708,602.36,581.68,20.68,1142.861,1142.861,,69.014,,,,,494.298,,,,223.697,,270.601,2308.533,1088.446,,,7.567,7.567,4133.162,4074.889,3932.964,141.925,24.011,34.262,5229.175,,585.976,256.707,14.592,,314.677,100.677,0.0,,,,100.677,426.856,,,426.856,1113.509,3555.853,3551.853,4.0,4.0,,437.377,,,,,304.675,132.702,3993.23,5106.739,,638.388,0.135,638.253,-756.157,2202.41,-7.838,2076.803,354.166,2430.969,7537.708,
12/31/2009,7558.236,565.934,539.459,26.475,1105.903,1105.903,,70.041,,,,,560.643,,,,256.953,,303.69,2302.521,1104.925,2075.318,-970.393,7.616,7.616,4143.174,4087.928,3951.196,136.732,22.631,32.615,5255.715,,485.842,176.657,23.064,,286.121,100.007,0.0,,,,100.007,461.092,,0.0,450.3,1046.941,3532.217,3532.217,,,,453.194,,,,,334.855,118.339,3985.411,5032.352,0.0,621.82,0.135,621.685,-793.34,2312.134,-5.548,2135.066,390.818,2525.884,7558.236,
03/31/2010,7691.718,778.816,755.909,22.907,1103.786,1103.786,0.0,68.038,,,,,510.611,,,,251.088,,259.523,2461.251,1093.85,,,7.584,7.584,4129.033,4071.671,3942.386,129.285,23.965,33.397,5230.467,,536.116,177.764,58.643,,299.709,98.844,0.0,,,,98.844,412.515,,,405.444,1047.475,3509.713,3503.607,6.106,6.106,,465.409,,,,,346.46,118.949,3975.122,5022.597,0.0,618.026,0.135,617.891,-775.115,2421.557,-3.32,2261.148,407.973,2669.121,7691.718,
