Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Unbilled Revenues,Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/2000,5758.464844,43.992001,43.992001,0.0,217.785004,,,,0.0,0.0,0.0,0.0,0.0,30.038,,,,,,291.815002,2946.976074,4567.875977,-1620.900024,546.651978,,1973.021973,1652.310059,,,320.711914,5466.650025,,333.375,333.375,,,,33.005001,,,,,,4e-06,,,4e-06,366.380005,2193.493896,,,,,1120.918945,,,,,,1120.918945,3314.412841,3680.792846,0.0,1655.432007,,,0.0,,214.059998,1869.492005,208.179993,2077.671998,5758.464844,
06/30/2000,6073.321777,49.150002,49.150002,0.0,214.421005,,,,0.0,0.0,0.0,0.0,0.0,35.285999,,,,,,298.856995,3264.00708,4986.687012,-1722.680054,493.444,,2017.014038,1679.821045,,,337.192993,5774.465118,,305.421997,305.421997,,,,33.540001,,,,,,8e-06,,,8e-06,338.962006,2530.370117,,,,,1123.160034,,,,,,1123.160034,3653.530151,3992.492157,0.0,1672.223022,,,0.0,,207.356995,1879.580017,201.25,2080.830017,6073.322174,
09/30/2000,6420.053223,270.618,45.963001,224.654999,220.257004,,,,0.0,0.0,0.0,0.0,0.0,536.244019,,,,,,1027.119019,3255.120117,4972.530762,-1717.411011,147.457001,,1990.357056,466.358002,,,1523.999054,5392.934174,,306.803009,306.803009,,,,84.186996,,,,,,-1.5e-05,,,-1.5e-05,390.98999,2925.679932,,,,,1053.029053,,,,,,1053.029053,3978.708985,4369.698975,0.0,1679.916016,,,0.0,,169.188004,1849.10402,201.25,2050.35402,6420.052995,
12/31/2000,6955.005859,70.085999,31.223,38.862999,243.304001,,,,10.945,0.0,0.0,0.0,0.0,1938.366943,,,,,,2262.701904,3509.76709,5296.481934,-1786.714966,214.358994,,968.177979,633.268005,633.268005,0.0,334.909974,4692.304063,,171.001999,171.001999,,,,181.014008,152.024008,28.99,28.99,,,640.452011,,,640.452011,992.468018,3062.289062,3049.744062,12.545,12.545,,978.997986,,,,,,978.997986,4041.287048,5033.755066,0.0,1538.258057,,,-51.870998,,233.613994,1720.001053,201.25,1921.251053,6955.006119,
03/31/2001,6811.703125,34.078,28.448,5.63,229.604996,,,,0.0,0.0,0.0,0.0,0.0,1912.881958,,,,,,2176.564941,3508.25708,5357.038086,-1848.781006,181.850998,,945.030029,621.546997,621.546997,0.0,323.483032,4635.138107,,299.480988,299.480988,,,,181.214996,,,,,,446.007019,,,446.007019,926.703003,2981.496094,,,,,971.945984,,,,,,971.945984,3953.442078,4880.145081,0.0,1548.597046,,,-52.002998,,233.713997,1730.308045,201.25,1931.558045,6811.703126,
06/30/2001,10845.69043,49.577999,31.115,18.462999,336.48999,,,,0.0,0.0,0.0,0.0,0.0,1968.697021,,,,,,2354.764893,4662.36084,,,173.317993,,3655.243896,3014.750977,3014.750977,0.0,640.492919,8490.922729,,416.207001,416.207001,,,,222.522003,,,,,,445.630005,,,445.630005,1084.359009,5818.312012,,,,,1725.571045,,,,,,1725.571045,7543.883057,8628.242066,0.0,1853.212036,,,0.0,,162.983994,2016.19603,201.25,2217.44603,10845.688096,
09/30/2001,10385.129883,180.418003,38.922001,141.496002,339.381989,,,,0.0,0.0,0.0,0.0,0.0,1880.020996,,,,,,2399.821045,4537.291016,6593.190918,-2055.899902,117.124001,,3330.89502,2864.454102,,,466.440918,7985.310037,,516.52002,516.52002,,,,155.966995,,,,,,433.658005,,,433.658005,1106.14502,5783.59082,,,,,1308.009033,,,,,,1308.009033,7091.599853,8197.744873,0.0,2009.692993,,,-202.589005,,179.032006,1986.135994,201.25,2187.385994,10385.130867,
12/31/2001,10553.599609,215.868996,57.667,158.201996,311.877991,,,,0.0,0.0,0.0,0.0,0.0,2005.301025,,,,,,2533.048096,4512.038086,6699.928223,-2187.889893,141.207993,,3367.305908,2978.941895,2068.031982,910.909913,388.364013,8020.551987,,239.675995,239.675995,,,,483.906006,476.488006,7.418,7.418,,,843.412018,,,843.412018,1566.994019,5534.905762,5404.941757,129.964005,129.964005,,1304.307983,,,,,,1304.307983,6839.213745,8406.207764,0.0,2000.728027,,,-189.356995,,134.770996,1946.142028,201.25,2147.392028,10553.599792,
03/31/2002,10233.610352,972.750977,972.750977,0.0,305.277008,,,,0.0,0.0,0.0,0.0,0.0,1154.81604,,,,,,2432.843994,4429.115234,6753.060059,-2323.945068,88.978996,,3282.672119,2909.716064,1901.672974,1008.04309,372.956055,7800.766349,,642.606995,642.606995,,,,461.062012,,,,,,175.52301,,,175.52301,1279.192017,5453.053223,,,,,1265.369019,,,,,,1265.369019,6718.422242,7997.614259,0.0,2006.449951,,,-189.408005,,217.704005,2034.745951,201.25,2235.995951,10233.61021,
06/30/2002,9668.932617,421.069,421.069,0.0,307.175995,,,,0.0,0.0,0.0,0.0,0.0,1151.269043,,,,,,1879.514038,4488.913086,6954.708008,-2465.794922,30.02,,3270.486084,2896.281006,1918.734985,977.546021,374.205078,7789.41917,,613.937988,613.937988,,,,63.924,,,,,,175.469006,,,175.469006,853.330994,5339.414062,,,,,1283.583008,,,,,,1283.583008,6622.99707,7476.328064,0.0,2009.474976,,,-189.0,,170.879999,1991.354975,201.25,2192.604975,9668.933039,
09/30/2002,8612.453125,479.235992,479.235992,0.0,310.834015,,,,0.0,0.0,0.0,0.0,0.0,797.088989,,,,,,1587.159058,3736.031006,6369.48291,-2633.451904,31.298,,3257.965088,2864.467041,1885.286011,979.18103,393.498047,7025.294094,,607.814026,607.814026,,,,141.220001,,,,,,241.328949,,,241.328949,990.362976,5219.346191,,,,,909.388977,,,,,,909.388977,6128.735168,7119.098144,0.0,2009.754028,,,-189.296997,,-528.35199,1292.105041,201.25,1493.355041,8612.453185,
12/31/2002,8146.742188,393.177002,393.177002,0.0,310.928986,,,,0.0,0.0,0.0,0.0,0.0,496.877991,,,,,,1200.984009,3690.055908,6139.771973,-2449.716064,29.846001,,3225.855957,2812.318115,1869.348022,942.970093,413.537842,6945.757866,,195.278,195.278,,,,58.910999,50.938999,7.972,7.972,,,516.677029,,,516.677029,770.866028,5158.611,5031.383003,127.227997,127.227997,,1045.125977,,,,,,1045.125977,6203.736977,6974.603005,0.0,2016.926025,,,-189.585007,-553.03302,-102.16896,1172.139038,,1172.139038,8146.742043,
03/31/2003,8198.568359,455.923004,455.923004,0.0,288.415009,,,,0.0,0.0,0.0,0.0,0.0,501.208008,,,,,,1245.546021,3707.553955,6120.913086,-2413.358887,36.147999,,3209.320068,2780.606934,1869.348022,911.258912,428.713134,6953.022022,,567.101013,567.101013,,,,110.305,110.305,0.0,0.0,,,129.52697,,,129.52697,806.932983,4783.254883,4783.254883,0.0,0.0,,1100.199951,,,,,,1100.199951,5883.454834,6690.387817,0.0,2011.274048,,,-180.462997,,-523.880997,1306.930054,201.25,1508.180054,8198.567871,
06/30/2003,7962.271973,385.037994,385.037994,0.0,279.471985,,,,0.0,0.0,0.0,0.0,0.0,509.721008,,,,,,1174.230957,3620.733887,6167.962891,-2547.229004,37.618999,,3129.687988,2734.461914,1858.557983,875.903931,395.226074,6788.040874,,503.489014,503.489014,,,,105.776001,105.776001,0.0,0.0,,,113.185974,,,113.185974,722.450989,4757.64209,4757.64209,0.0,0.0,,1126.228027,,,,,,1126.228027,5883.870117,6606.321106,0.0,2025.287964,,,-180.421005,-391.545013,-97.370957,1355.950989,0.0,1355.950989,7962.272095,
09/30/2003,7703.612793,597.124023,597.124023,0.0,262.609009,,,,0.0,0.0,0.0,0.0,0.0,61.337002,,,,,,921.070007,3568.815918,6166.071777,-2597.256104,41.702,,3172.024902,2784.354004,1940.31604,844.037964,387.670898,6782.54282,,534.487,534.487,,,,89.768997,89.768997,0.0,0.0,,,3.546005,,,3.546005,627.802002,4504.111816,4504.111816,0.0,0.0,,1200.840942,,,,,,1200.840942,5704.952758,6332.75476,0.0,2026.644043,,,-180.802002,-380.132996,-94.851013,1370.858032,0.0,1370.858032,7703.612792,
12/31/2003,7689.109863,583.671021,583.671021,0.0,289.457001,,,,0.0,0.0,0.0,0.0,0.0,23.129999,,,,,,896.257996,3525.639893,6221.307129,-2695.666992,0.0,,3267.211914,2752.725098,1940.317993,812.407105,514.486816,6792.851807,,432.225006,432.225006,,,,88.001999,87.850999,0.151,0.151,,,16.127975,,,16.127975,536.35498,4195.628906,4185.718906,9.91,9.91,,1340.692993,,,,,,1340.692993,5536.321899,6072.676879,0.0,2027.175049,,,-175.134995,-365.181,-71.676009,1415.183045,201.25,1616.433045,7689.109924,
03/31/2004,7660.029785,648.012024,648.012024,0.0,222.212006,,,,0.0,0.0,0.0,0.0,0.0,62.743,,,,,,932.96698,3471.51001,6295.799805,-2824.290039,55.374001,,3200.179932,2721.100098,1940.319946,780.780152,479.079834,6727.063943,,433.696014,433.696014,,,,7.082,,,,,,10.741975,,,10.741975,451.519989,4402.109863,,,,,1337.329956,,,,,,1337.329956,5739.439819,6190.959808,0.0,2000.26001,,,-136.438004,-322.312988,-72.434982,1469.074036,0.0,1469.074036,7660.033844,
06/30/2004,7640.600098,740.359009,740.359009,0.0,224.281006,,,,0.0,0.0,0.0,0.0,0.0,38.312,,,,,,1002.950012,3437.100098,6361.160156,-2924.060059,63.653999,,3136.889893,2689.459961,1940.319946,749.140015,447.429932,6637.64399,,128.901993,128.901993,,,,6.49,,,,,,324.501012,,,324.501012,459.893005,4378.129883,,,,,1301.209961,,,,,,1301.209961,5679.339844,6139.232849,0.0,1999.52002,,,-126.917999,-298.520996,-72.716004,1501.365021,0.0,1501.365021,7640.59787,
09/30/2004,6997.529785,199.026993,199.026993,0.0,230.348007,,,,0.0,0.0,0.0,0.0,0.0,35.751999,,,,,,465.127014,3375.97998,6398.720215,-3022.73999,21.738001,,3134.679932,716.705994,1940.317993,-1223.611999,2417.973938,6532.397913,,145.311005,145.311005,,,,6.366,,,,,,296.26199,,,296.26199,447.938995,4324.819824,,,,,841.030029,,,,,,841.030029,5165.849853,5613.788848,0.0,1777.680054,,,-0.072,-304.498993,-89.368002,1383.741059,0.0,1383.741059,6997.529907,
12/31/2004,6668.419,167.463,167.463,0.0,236.306,236.306,,,0.0,0.0,0.0,0.0,0.0,45.808,,,,,,449.577,3338.3,6439.724,-3101.424,23.062,,2857.48,2625.429,1940.318,685.111,232.051,6218.842,,169.999,169.999,,,,6.383,6.302,0.081,0.081,,,241.138,,,241.138,417.52,4266.998,4262.658,4.34,4.34,,621.661,,,,,,621.661,4888.659,5306.179,0.0,1749.536,,,-0.008,-287.719,-99.569,1362.24,0.0,1362.24,6668.419,
03/31/2005,6622.022,284.22,284.22,0.0,204.714,204.714,,,0.0,0.0,0.0,0.0,0.0,41.108,,,,,,530.042,3279.957,6472.889,-3192.932,20.305,,2791.718,2574.981,1921.465,653.516,216.737,6091.98,,382.969,382.969,,,,6.362,,,,,,0.0,,,0.0,389.331,4253.034,,,,,652.772,,,,,,652.772,4905.806,5295.137,0.0,1673.623,,,-1.277,-245.085,-100.376,1326.885,0.0,1326.885,6622.022,
06/30/2005,6621.297,368.772,368.772,0.0,207.627,207.627,,,0.0,0.0,0.0,0.0,0.0,38.805,,,,,,615.204,3234.734,6529.393,-3294.659,20.626,,2750.733,2543.387,1921.465,621.922,207.346,6006.093,,382.968,382.968,,,,175.973,,,,,,0.0,,,0.0,558.941,4070.712,,,,,673.454,,,,,,673.454,4744.166,5303.107,0.0,1627.934,,,-8.599,-200.501,-100.644,1318.19,0.0,1318.19,6621.297,
09/30/2005,6455.417,286.609,286.609,0.0,207.925,207.925,,,0.0,0.0,0.0,0.0,0.0,41.701,,,,,,536.235,3192.09,6579.972,-3387.882,20.121,,2706.971,2511.792,1921.465,590.327,195.179,5919.182,,375.844,375.844,,,,227.762,,,,,,0.0,,,0.0,603.606,4006.967,,,,,693.21,,,,,,693.21,4700.177,5303.783,0.0,1541.784,,,-127.362,-162.125,-100.663,1151.634,0.0,1151.634,6455.417,
12/31/2005,6427.567,263.749,263.749,0.0,203.07,203.07,,,0.0,0.0,0.0,0.0,0.0,202.916,,,,,,669.735,3058.312,6433.119,-3374.807,15.999,,2683.521,2480.198,1921.465,558.733,203.323,5757.832,,140.494,140.494,,,,227.693,,,,,,273.572,,,273.572,641.759,3995.13,,,,,748.869,,,,,,748.869,4743.999,5385.758,0.0,1460.599,,,-210.204,-85.344,-123.242,1041.809,0.0,1041.809,6427.567,
03/31/2006,6344.116,284.437,284.437,0.0,190.268,190.268,,,0.0,0.0,0.0,0.0,0.0,203.208,,,,,,677.913,3011.649,6468.652,-3457.003,15.529,,2639.025,2448.603,1921.465,527.138,190.422,5666.203,,321.099,321.099,,,,227.695,,,,,,43.065,,,43.065,591.859,3975.47,,,,,782.902,,,,,,782.902,4758.372,5350.231,0.0,1366.895,,,-214.915,-34.861,-123.234,993.885,0.0,993.885,6344.116,
06/30/2006,6145.297,141.316,141.316,0.0,195.226,195.226,,,0.0,0.0,0.0,0.0,0.0,200.141,,,,,,536.683,2978.064,6518.509,-3540.445,16.599,,2613.951,2417.008,1921.465,495.543,196.943,5608.614,,334.052,334.052,,,,47.683,,,,,,44.348,,,44.348,426.083,3950.556,,,,,844.26,,,,,,844.26,4794.816,5220.899,0.0,1289.94,,,-309.151,66.841,-123.232,924.398,0.0,924.398,6145.297,
09/30/2006,6215.593,417.105,417.105,0.0,189.979,189.979,,,0.0,0.0,0.0,0.0,0.0,50.613,,,,,,657.697,2962.604,6586.534,-3623.93,16.521,,2578.771,2385.413,1921.465,463.948,193.358,5557.896,,346.194,346.194,,,,37.774,,,,,,0.0,,,0.0,383.968,3947.664,,,,,900.685,,,,,,900.685,4848.349,5232.317,0.0,1289.022,,,-297.453,114.958,-123.251,983.276,0.0,983.276,6215.593,
12/31/2006,6791.205,1041.106,1041.106,0.0,187.737,187.737,,,0.0,0.0,0.0,0.0,0.0,44.15,,,,,,1272.993,2983.504,6685.466,-3701.962,16.474,,2518.234,2350.104,1917.751,432.353,168.13,5518.212,,153.89,153.89,,,,39.271,,,,,,232.482,,,232.482,425.643,4460.755,,,,,846.775,,,,,,846.775,5307.53,5733.173,0.0,1293.388,,,-288.162,134.705,-81.899,1058.032,0.0,1058.032,6791.205,
03/31/2007,8229.317,1037.729,1037.729,,218.174,218.174,,,,,,,,61.322,,,,,,1317.225,3329.687,7109.325,-3779.638,20.609,,3561.796,3388.918,2492.098,896.82,172.878,6912.092,,423.656,423.656,,,,569.848,,,,,,0.0,,,0.0,993.504,4755.148,,,,,1164.223,,,,,,1164.223,5919.371,6912.875,,1374.768,,,-93.317,116.91,-81.919,1316.442,,1316.442,8229.317,
06/30/2007,7527.748,418.1,418.1,,224.308,224.308,,,,,,,,53.067,,,,,,695.475,3300.549,7153.975,-3853.426,21.207,,3510.517,3336.287,2486.642,849.645,174.23,6832.273,,404.599,404.599,,,,32.774,,,,,,0.0,,,0.0,437.373,4698.583,,,,,1162.023,,,,,,1162.023,5860.606,6297.979,,1374.676,,,-138.242,72.09,-78.755,1229.769,,1229.769,7527.748,
09/30/2007,7337.423,247.438,247.438,0.0,231.255,231.255,,,0.0,0.0,0.0,0.0,0.0,55.105,,,,,,533.798,3305.281,7240.316,-3935.035,21.788,,3476.556,3289.454,2487.156,802.298,187.102,6803.625,,404.371,404.371,,,,2.436,,,,,,0.0,,,0.0,406.807,4725.376,,,,,1156.128,,,,,,1156.128,5881.504,6288.311,0.0,1367.191,,,-274.933,36.262,-79.408,1049.112,0.0,1049.112,7337.423,
12/31/2007,7256.069,226.466,226.466,0.0,234.762,234.762,,,0.0,0.0,0.0,0.0,0.0,62.926,,,,,,524.154,3335.244,7375.297,-4040.053,21.191,,3375.48,3182.294,2634.559,547.735,193.186,6731.915,,179.402,179.402,,,,2.448,2.448,0.0,0.0,,,264.041,,,264.041,445.891,4736.897,4736.897,0.0,0.0,,1075.382,,,,,,1075.382,5812.279,6258.17,0.0,1367.872,,,-305.979,14.001,-77.995,997.899,0.0,997.899,7256.069,
03/31/2008,7128.601,227.634,227.634,0.0,213.585,213.585,,,0.0,0.0,0.0,0.0,0.0,53.308,,,,,,494.527,3288.135,7412.773,-4124.638,20.53,,3325.409,3137.959,2636.159,501.8,187.45,6634.074,,364.954,364.954,,,,3.814,,,,,,0.0,,,0.0,368.768,4747.265,,,,,1072.78,,,,,,1072.78,5820.045,6188.813,0.0,1274.215,,,-316.439,59.59,-77.578,939.788,0.0,939.788,7128.601,
06/30/2008,7013.229,178.874,178.874,0.0,224.463,224.463,,,0.0,0.0,0.0,0.0,0.0,45.39,,,,,,448.727,3265.26,7482.934,-4217.674,21.703,,3277.539,3089.227,2633.31,455.917,188.312,6564.502,,368.704,368.704,,,,3.828,,,,,,0.0,,,0.0,372.532,4746.612,,,,,1063.836,,,,,,1063.836,5810.448,6182.98,0.0,1275.873,,,-403.61,35.147,-77.161,830.249,0.0,830.249,7013.229,
09/30/2008,6880.726,91.086,91.086,0.0,223.203,223.203,,,0.0,0.0,0.0,0.0,0.0,55.51,,,,,,369.799,3250.897,7542.581,-4291.684,22.561,,3237.469,3047.118,2641.814,405.304,190.351,6510.927,,353.425,353.425,,,,3.842,,,,,,0.0,,,0.0,357.267,4745.161,,,,,1058.65,,,,,,1058.65,5803.811,6161.078,0.0,1277.467,,,-485.91,3.865,-75.774,719.648,0.0,719.648,6880.726,
12/31/2008,6888.676,163.627,163.627,0.0,222.247,222.247,,,0.0,0.0,0.0,0.0,0.0,82.085,,,,,,467.959,3239.973,7581.06,-4341.087,0.0,,3180.744,3001.997,2642.323,359.674,178.747,6420.717,,141.94,141.94,,,,3.857,3.857,0.0,0.0,,,236.978,,,236.978,382.775,4721.685,4721.685,0.0,0.0,,1254.61,,,,,,1254.61,5976.295,6359.07,0.0,1205.3,,,-487.266,38.163,-237.152,519.045,10.561,529.606,6888.676,
03/31/2009,6800.285,177.431,177.431,0.0,217.631,217.631,0.0,,0.0,0.0,0.0,0.0,0.0,70.059,,0.0,,,70.059,465.121,3201.965,7622.931,-4420.966,3.118,3.118,3130.081,2957.726,2642.323,315.403,172.355,6335.164,,321.885,,,,321.885,3.872,0.0,,,,3.872,0.0,0.0,0.0,0.0,325.757,4720.713,4720.713,,,,1260.63,0.0,,,,676.558,584.072,5981.343,6307.1,0.0,1113.782,87.364,1026.418,-473.155,74.466,-233.121,481.972,11.213,493.185,6800.285,
06/30/2009,7018.184,454.102,454.102,0.0,216.611,216.611,0.0,,0.0,0.0,0.0,0.0,0.0,88.308,,,,,88.308,759.021,3165.917,7673.198,-4507.281,0.0,,3093.246,2917.955,2642.323,275.632,175.291,6259.163,,351.46,,,,351.46,7.266,0.0,,,,7.266,0.0,,,0.0,358.726,4944.989,4944.989,,,,1266.308,,,,,684.881,581.427,6211.297,6570.023,0.0,1116.027,87.364,1028.663,-473.153,24.285,-229.103,438.056,10.105,448.161,7018.184,
09/30/2009,6998.414,436.155,436.155,0.0,209.433,209.433,0.0,,0.0,0.0,0.0,0.0,0.0,143.002,,,,,143.002,788.59,3130.92,7718.184,-4587.264,0.0,,3078.904,2903.902,2642.323,261.579,175.002,6209.824,,,,,,,7.254,0.0,,,,7.254,351.875,,,351.875,359.129,4897.535,4897.535,,,,1312.989,,,,,734.897,578.092,6210.524,6569.653,,1040.876,87.364,953.512,-473.474,76.444,-225.777,418.069,10.692,428.761,6998.414,
12/31/2009,6878.255,358.693,358.693,0.0,190.745,190.745,,,0.0,0.0,0.0,0.0,0.0,130.642,28.081,,,102.561,0.0,680.08,3133.521,7803.062,-4669.541,,,3064.654,2889.85,2642.323,247.527,174.804,6198.175,,275.425,139.556,28.75,107.119,,7.236,0.0,0.0,0.0,,7.236,110.016,,,60.427,392.677,4794.129,4794.129,0.0,0.0,,1352.379,,454.161,,,722.192,176.026,6146.508,6539.185,,1043.765,87.364,956.401,-473.391,2.756,-245.519,327.611,11.459,339.07,6878.255,
