Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1989,809.179016,336.496002,336.496002,0.0,130.332001,,,35.973999,,,,,24.011,,,,526.812988,232.095993,280.760986,-48.665001,0,,50.27,,,,,50.27,282.365993,,52.409,52.409,,,,51.313999,,,,,,80.877998,,,,80.877998,184.600998,0,,,,,0,,,,,0,0,184.600998,0,125.689003,,,0.0,,498.889008,624.578011,0,624.578011,809.179008,
12/31/1989,921.784973,380.081985,231.332993,148.748993,165.559006,,,41.053001,,,,,26.132,,,,612.825989,257.221008,311.612,-54.390999,0,,51.737999,,,,,51.737999,308.959007,,59.188,59.188,,,,9.506,,,,,,121.341996,,,,121.341996,190.035995,0,,,,,0,,,,,0,0,190.035995,0,153.610001,,,0.0,,578.138977,731.748978,0,731.748978,921.784973,
03/31/1990,1015.314026,446.617996,258.899994,187.718002,151.315994,,,50.028999,,,,,31.516001,,,,679.479004,281.812012,345.118988,-63.306999,0,,54.022999,,,,,54.022999,335.835011,,65.783997,65.783997,,,,50.521,,,,,,72.807003,,,,72.807003,189.112,0,,,,,0,,,,,0,0,189.112,0,182.936996,,,0.0,,643.265015,826.202011,0,826.202011,1015.314011,
06/30/1990,1105.348999,449.237991,246.315994,202.921997,180.998001,,,55.564999,,,,,34.089001,,,,719.890015,325.446991,399.359009,-73.912003,0,,60.012001,,,,,60.012001,385.458992,,51.012001,51.012001,,,,6.5,,,,,,129.273994,,,,129.273994,186.785995,0,,,,,0,,,,,0,0,186.785995,0,219.520004,,,0.0,,699.04303,918.563034,0,918.563034,1105.349029,
09/30/1990,1203.5,495.099991,354.299988,140.800003,177.600006,,,58.400002,,,,,39.700001,,,,770.799988,376.799988,461.200012,-84.400002,0,,55.900002,,,,,55.900002,432.699989,,66.5,66.5,,,,10.0,,,,,,136.600006,,,,136.600006,213.100006,0,,,,,0,,,,,0,0,213.100006,0,242.699997,,,0.0,,747.700012,990.400009,0,990.400009,1203.500015,
12/31/1990,1366.0,540.100006,334.200012,205.899994,227.399994,,,63.400002,,,,,46.400002,,,,877.299988,433.100006,530.5,-97.400002,0,,55.599998,,,,,55.599998,488.700005,,94.199997,94.199997,,,,17.6,,,,,,135.700003,,,,135.700003,247.5,0,,,,,0,,,,,0,0,247.5,0,288.799988,,,0.0,,829.700012,1118.5,0,1118.5,1366.0,
03/31/1991,1502.400024,605.199982,396.799988,208.399994,223.300003,,,52.900002,,,,,47.599998,,,,929.0,479.600006,585.400024,-105.800003,0,,93.800003,,,,,93.800003,573.400009,,89.199997,89.199997,,,,20.6,,,,,,143.099997,,,,143.099997,252.899994,0,,,,,0,,,,,0,0,252.899994,0,356.100006,,,0.0,,893.400024,1249.500031,0,1249.500031,1502.400024,
06/30/1991,1644.18396,686.313995,417.17099,269.143005,243.304001,,,47.105999,,,,,51.778999,,,,1028.503052,530.190979,648.648987,-118.458,0,,85.489998,,,,,85.489998,615.680977,,85.922997,85.922997,,,,19.455999,,,,,,187.974001,,,,187.974001,293.352997,0,,,,,0,,,,,0,0,293.352997,0,394.541992,,,0.0,,956.289001,1350.830993,0,1350.830993,1644.18399,
09/30/1991,1870.199951,858.899994,486.899994,372.0,237.699997,,,58.400002,,,,,46.200001,,,,1201.199951,587.700012,724.0,-136.300003,0,,81.300003,,,,,81.300003,669.000015,,103.599998,103.599998,,,,19.299999,,,,,,191.700008,,,,191.700008,314.600006,0,,,,,0,,,,,0,0,314.600006,0,460.399994,,,0.0,,1095.199951,1555.599945,0,1555.599945,1870.199951,
12/31/1991,2128.399902,975.999969,613.599976,362.399994,259.200012,,,58.0,,,,,58.400002,,,,1351.599976,695.400024,853.400024,-158.0,0,,81.400002,,,,,81.400002,776.800026,,137.899994,137.899994,,,,18.4,,,,,,200.900019,,,,200.900019,357.200012,0,,,,,0,,,,,0,0,357.200012,0,521.599976,,,0.0,,1249.599976,1771.199951,0,1771.199951,2128.399963,
03/31/1992,2340.0,1144.100037,632.400024,511.700012,262.700012,,,60.400002,,,,,65.800003,,,,1533.0,728.799988,907.700012,-178.899994,0,,78.199997,,,,,78.199997,806.999985,,149.5,149.5,,,,11.7,,,,,,176.699994,,,,176.699994,337.899994,0,,,,,0,,,,,0,0,337.899994,0,624.200012,,,0.0,,1377.900024,2002.100037,0,2002.100037,2340.000031,
06/30/1992,2639.903076,1344.901001,791.437988,553.463013,270.214996,,,85.873001,,,,,68.714996,,,,1769.703979,766.630005,977.198975,-210.569,0,,103.569,,,,,103.569,870.199005,,187.518997,187.518997,,,,8.324,,,,,,251.10201,,,,251.10201,446.945007,0,,,,,0,,,,,0,0,446.945007,0,656.85498,,,0.0,,1536.103027,2192.958007,0,2192.958007,2639.903014,
09/30/1992,2849.0,1481.0,813.0,668.0,326.0,,,88.0,,,,,66.0,,,,1961.0,786.0,1025.0,-239.0,0,,102.0,,,,,102.0,888.0,,176.0,176.0,,,,0.0,,,,,,266.0,,,,266.0,442.0,0,,,,,0,,,,,0,0,442.0,0,737.0,,,0.0,,1670.0,2407.0,0,2407.0,2849.0,
12/31/1992,3226.0,1781.0,840.0,941.0,339.0,,,102.0,,,,,118.0,,,,2340.0,798.0,1058.0,-260.0,0,,88.0,,,,,88.0,886.0,,214.0,214.0,,,,0.0,,,,,,262.0,,,,262.0,476.0,0,,,,,0,,,,,0,0,476.0,0,907.0,,,0.0,,1843.0,2750.0,0,2750.0,3226.0,
03/31/1993,3560.0,2001.0,2001.0,,439.0,,,119.0,,,,,87.0,,,,2646.0,824.0,1110.0,-286.0,0,,90.0,,,,,90.0,914.0,,261.0,261.0,,,,0.0,,,,,,288.0,,,,288.0,549.0,0,,,,,0,,,,,0,0,549.0,0,1002.0,,,0.0,,2009.0,3011.0,0,3011.0,3560.0,
06/30/1993,3805.0,2290.0,1013.0,1277.0,338.0,,,127.0,,,,,95.0,,,,2850.0,867.0,1181.0,-314.0,0,,88.0,,,,,88.0,955.0,,239.0,239.0,,,,0.0,,,,,,324.0,,,,324.0,563.0,0,,,,,0,,,,,0,0,563.0,0,1086.0,,,0.0,,2156.0,3242.0,0,3242.0,3805.0,
09/30/1993,4048.0,2532.0,2532.0,0.0,364.0,,,95.0,,,,,82.0,,,,3073.0,891.0,,,0,,84.0,,,,,84.0,975.0,,214.0,214.0,,,,0.0,,,,,,367.0,,,,367.0,581.0,0,,,,,0,,,,,0,0,581.0,0,1149.0,,,0.0,,2318.0,3467.0,0,3467.0,4048.0,
12/31/1993,4486.0,2796.0,2796.0,0.0,460.0,,,130.0,,,,,96.0,,,,3482.0,913.0,,,0,,91.0,,,,,91.0,1004.0,,242.0,242.0,,,,0.0,,,,,,498.0,,,,498.0,740.0,0,,,,,0,,,,,0,0,740.0,0,1232.0,,,0.0,,2514.0,3746.0,0,3746.0,4486.0,
03/31/1994,4926.0,3143.0,3143.0,0.0,522.0,,,131.0,,,,,116.0,,,,3912.0,918.0,,,0,,96.0,,,,,96.0,1014.0,,296.0,296.0,,,,0.0,,,,,,618.0,,,,618.0,914.0,0,,,,,0,,,,,0,0,914.0,0,1373.0,,,0.0,,2639.0,4012.0,0,4012.0,4926.0,
06/30/1994,5363.0,3614.0,1477.0,2137.0,475.0,,,102.0,,,,,121.0,,,,4312.0,930.0,1445.0,-515.0,0,,121.0,,,,,121.0,1051.0,,324.0,324.0,,,,0.0,,,,,,589.0,,,,589.0,913.0,0,,,,,0,,,,,0,0,913.0,0,1500.0,,,0.0,,2950.0,4450.0,0,4450.0,5363.0,
09/30/1994,5637.0,3776.0,3776.0,,527.0,,,108.0,,,,,143.0,,,,4554.0,936.0,,,0,,147.0,,,,,147.0,1083.0,,354.0,354.0,,,,0.0,,,,,,650.0,,,,650.0,1004.0,0,,,,,203,,,,,203,203,1207.0,0,1606.0,,,0.0,,2824.0,4430.0,0,4430.0,5637.0,
12/31/1994,5961.0,3839.0,3839.0,,591.0,,,117.0,,,,,149.0,,,,4696.0,977.0,,,0,,288.0,,,,,288.0,1265.0,,431.0,431.0,,,,0.0,,,,,,665.0,,,,665.0,1096.0,0,,,,,297,,,,,297,297,1393.0,0,1699.0,,,0.0,,2744.0,4443.0,125,4568.0,5961.0,
03/31/1995,6592.0,4465.0,4465.0,,580.0,,,87.0,,,,,155.0,,,,5287.0,1027.0,,,0,,278.0,,,,,278.0,1305.0,,524.0,524.0,,,,0.0,,,,,,661.0,,,,661.0,1185.0,0,,,,,352,,,,,352,352,1537.0,0,1862.0,,,0.0,,3068.0,4930.0,125,5055.0,6592.0,
06/30/1995,7210.0,4750.0,1962.0,2788.0,581.0,,,88.0,,,,,201.0,,,,5620.0,1192.0,1907.0,-715.0,0,,398.0,,,,,398.0,1590.0,,563.0,563.0,,,,0.0,,,,,,784.0,,,,784.0,1347.0,0,,,,,405,,,,,405,405,1752.0,0,2005.0,,,0.0,,3328.0,5333.0,125,5458.0,7210.0,
09/30/1995,8160.0,5064.0,5064.0,,1052.0,,,125.0,,,,,176.0,,,,6417.0,1265.0,,,0,,478.0,,,,,478.0,1743.0,,621.0,621.0,,,,0.0,,,,,,1138.0,,,,1138.0,1759.0,0,,,,,537,,,,,537,537,2296.0,0,2172.0,,,0.0,,3567.0,5739.0,125,5864.0,8160.0,
12/31/1995,9106.0,6017.0,6017.0,,771.0,,,108.0,,,,,207.0,,,,7103.0,1297.0,,,0,,706.0,,,,,706.0,2003.0,,651.0,651.0,,,,0.0,,,,,,1590.0,,,,1590.0,2241.0,0,,,,,560,,,,,560,560,2801.0,0,2285.0,,,0.0,,3895.0,6180.0,125,6305.0,9106.0,
03/31/1996,9590.0,6770.0,6770.0,,681.0,,,33.0,,,,,212.0,,,,7696.0,1281.0,,,0,,613.0,,,,,613.0,1894.0,,652.0,652.0,,,,0.0,,,,,,1612.0,,,,1612.0,2264.0,0,,,,,606,,,,,606,606,2870.0,0,2678.0,,,0.0,,3917.0,6595.0,125,6720.0,9590.0,
06/30/1996,10093.0,6940.0,2601.0,4339.0,639.0,,,,,,,,260.0,,,,7839.0,1326.0,2346.0,-1020.0,0,,928.0,,,,,928.0,2254.0,,808.0,808.0,,,,0.0,,,,,,1617.0,,,,1617.0,2425.0,0,,,,,635,,,,,635,635,3060.0,0,2924.0,,,0.0,,3984.0,6908.0,125,7033.0,10093.0,
09/30/1996,10740.0,7098.0,7098.0,,855.0,,,,,,,,279.0,,,,8232.0,1304.0,,,0,,1204.0,,,,,1204.0,2508.0,,887.0,887.0,,,,0.0,,,,,,1776.0,,,,1776.0,2663.0,0,,,,,675,,,,,675,675,3338.0,0,3220.0,,,0.0,,4057.0,7277.0,125,7402.0,10740.0,
12/31/1996,12786.0,9160.0,9160.0,,975.0,,,,,,,,307.0,,,,10442.0,1322.0,,,0,,1022.0,,,,,1022.0,2344.0,,848.0,848.0,,,,0.0,,,,,,2296.0,,,,2296.0,3144.0,0,,,,,0,,,,,0,0,3144.0,980,3541.0,,,0.0,,5121.0,9642.0,0,9642.0,12786.0,
03/31/1997,12613.0,9086.0,9086.0,,866.0,,,,,,,,272.0,,,,10224.0,1371.0,,,0,,1018.0,,,,,1018.0,2389.0,,864.0,864.0,,,,0.0,,,,,,2615.0,,,,2615.0,3479.0,0,,,,,0,,,,,0,0,3479.0,980,4036.0,,,0.0,,4118.0,9134.0,0,9134.0,12613.0,
06/30/1997,14387.0,8966.0,3706.0,5260.0,980.0,,,,,,,,427.0,,,,10373.0,1465.0,2777.0,-1312.0,0,,2549.0,,,,,2549.0,4014.0,,721.0,721.0,,,,0.0,,,,,,2889.0,,,,2889.0,3610.0,0,,,,,0,,,,,0,0,3610.0,980,4509.0,,,0.0,,5288.0,10777.0,0,10777.0,14387.0,
09/30/1997,15366.0,9634.0,9634.0,,788.0,,,,,,,,416.0,,,,10838.0,1484.0,2800.0,-1316.0,2733,,311.0,,,,,311.0,4528.0,,761.0,761.0,,,,0.0,,,,,,3141.0,,,,3141.0,3902.0,0,,,,,0,,,,,0,0,3902.0,980,5630.0,,,0.0,,4854.0,11464.0,0,11464.0,15366.0,
12/31/1997,16840.0,10105.0,10105.0,,1081.0,,,,,,,,450.0,,,,11636.0,1478.0,2923.0,-1445.0,3476,,250.0,,,,,250.0,5204.0,,867.0,867.0,,,,0.0,,,,,,3629.0,,,,3629.0,4496.0,0,,,,,0,,,,,0,0,4496.0,980,6104.0,,,0.0,,5260.0,12344.0,0,12344.0,16840.0,
03/31/1998,19545.0,12322.0,12322.0,,1055.0,,,,,,,,358.0,,,,13735.0,1416.0,3055.0,-1639.0,4122,,272.0,,,,,272.0,5810.0,,908.0,908.0,,,,0.0,,,,,,3961.0,,,,3961.0,4869.0,0,,,,,0,,,,,0,0,4869.0,980,6984.0,,,0.0,,6712.0,14676.0,0,14676.0,19545.0,
06/30/1998,22357.0,13927.0,3839.0,10088.0,1460.0,,,,,,,,502.0,,,,15889.0,1505.0,3052.0,-1547.0,4703,,260.0,0.0,,,,260.0,6468.0,,759.0,759.0,,,,0.0,,,,,,4971.0,,,,4971.0,5730.0,0,,,,,0,,,,,0,0,5730.0,980,8025.0,,,0.0,,7622.0,16627.0,0,16627.0,22357.0,
09/30/1998,25569.0,17242.0,5191.0,12051.0,1153.0,,,,,,,,569.0,,,,18964.0,1466.0,3152.0,-1686.0,4905,,234.0,0.0,0.0,0.0,,234.0,6605.0,,845.0,845.0,,,,0.0,,,,,,5600.0,,,,5600.0,6445.0,0,,,,,0,,,,,0,0,6445.0,980,9161.0,,,0.0,,8983.0,19124.0,0,19124.0,25569.0,
12/31/1998,30049.0,19237.0,6113.0,13124.0,2029.0,,,,,,,,543.0,,,,21809.0,1495.0,3307.0,-1812.0,6262,,483.0,0.0,0.0,0.0,,483.0,8240.0,,989.0,989.0,,,,0.0,,,,,,6482.0,,,,6482.0,7471.0,0,,,,,0,,,,,0,0,7471.0,980,10443.0,,,0.0,,11155.0,22578.0,0,22578.0,30049.0,
03/31/1999,33561.0,21761.0,6203.0,15558.0,1689.0,,,,,,,,608.0,,,,24058.0,1445.0,3333.0,-1888.0,7474,,584.0,0.0,0.0,0.0,,584.0,9503.0,,1016.0,1016.0,,,,0.0,,,,,,6823.0,,,,6823.0,7839.0,0,,,,,0,,,,,0,0,7839.0,980,12418.0,,,0.0,,12324.0,25722.0,0,25722.0,33561.0,
06/30/1999,38625.0,17236.0,4975.0,12261.0,2245.0,,,,,,,,2221.0,,,,21702.0,1611.0,3516.0,-1905.0,14372,,940.0,0.0,0.0,0.0,,940.0,16923.0,,874.0,874.0,,,,0.0,,,,,,7928.0,,,,7928.0,8802.0,0,,,,,1385,,,,,1385,1385,10187.0,980,13844.0,,,0.0,,13614.0,28438.0,0,28438.0,38625.0,
09/30/1999,39672.0,33015.0,18902.0,14113.0,2207.0,2207.0,,,,,,,854.0,,,,21963.0,1657.0,3715.0,-2058.0,14910,,16052.0,0.0,0.0,0.0,,16052.0,32619.0,,997.0,997.0,,,,0.0,,,,,,7335.0,,,,7335.0,8332.0,0,,,,,0,,,,,0,0,8332.0,980,15878.0,,,0.0,14482.0,0.0,31340.0,0,31340.0,39672.0,
12/31/1999,45093.0,17843.0,5032.0,12811.0,3284.0,,,,,,,,893.0,,,,22020.0,1739.0,3897.0,-2158.0,19801,,1533.0,0.0,0.0,0.0,,1533.0,23073.0,,1233.0,1233.0,,,,0.0,,,,,,9271.0,,,,9271.0,10504.0,0,,,,,0,,,,,0,0,10504.0,0,18878.0,,,0.0,,15711.0,34589.0,0,34589.0,45093.0,
03/31/2000,50895.0,21205.0,5192.0,16013.0,2902.0,,,,,,,,1110.0,,,,25217.0,1835.0,4128.0,-2293.0,21322,,2521.0,0.0,0.0,0.0,,2521.0,25678.0,,1073.0,1073.0,,,,0.0,,,,,,10030.0,,,,10030.0,11103.0,0,,,,,0,,,,,0,0,11103.0,0,20975.0,,,0.0,,18817.0,39792.0,0,39792.0,50895.0,
06/30/2000,52150.0,23798.0,4846.0,18952.0,3250.0,,,,,,,,3260.0,,,,30308.0,1903.0,4314.0,-2411.0,17726,,2213.0,0.0,0.0,0.0,,2213.0,21842.0,,1083.0,1083.0,,,,0.0,,,,,,8672.0,,,,8672.0,9755.0,0,,,,,1027,,,,,1027,1027,10782.0,0,23195.0,,,0.0,,18173.0,41368.0,0,41368.0,52150.0,
09/30/2000,56089.0,24711.0,2641.0,22070.0,3172.0,3172.0,,,,,,,3510.0,,,,31393.0,1973.0,4529.0,-2556.0,20525,,22723.0,0.0,0.0,0.0,,22723.0,45221.0,,1101.0,1101.0,,,,0.0,,,,,,8205.0,,,,8205.0,9306.0,0,,,,,1440,,,,,1440,1440,10746.0,0,26661.0,,,0.0,18682.0,0.0,45343.0,0,45343.0,56089.0,
12/31/2000,57691.0,26889.0,3531.0,23358.0,4143.0,,,,,,,,3984.0,,,,35016.0,2098.0,,,18281,,2296.0,0.0,0.0,0.0,,2296.0,22675.0,,1262.0,1262.0,,,,0.0,,,,,,8363.0,,,,8363.0,9625.0,0,,,,,1644,,,,,1644,1644,11269.0,0,27178.0,,,0.0,,19244.0,46422.0,0,46422.0,57691.0,
03/31/2001,59605.0,30018.0,4149.0,25869.0,3532.0,3532.0,,,,,,,4239.0,,,,37789.0,2159.0,,,17463,,19657.0,0.0,0.0,0.0,,19657.0,39279.0,,1246.0,1246.0,,,,0.0,,,,,,8494.0,,,,8494.0,9740.0,0,,,,,1775,,,,,1775,1775,11515.0,0,27647.0,,,0.0,20443.0,0.0,48090.0,0,48090.0,59605.0,
