Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/2001,59257.0,31600.0,3922.0,27678.0,3671.0,3671.0,,,,,,,4366.0,,,,39637.0,2309.0,5275.0,-2966.0,14141,,3170.0,0.0,1511.0,-1511.0,,3170.0,19620.0,,1188.0,1188.0,,,,0.0,,,,,,9944.0,,,,9944.0,11132.0,0,,,,,836,,,,,836,836,11968.0,0,28390.0,,,0.0,18899.0,0.0,47289.0,0,47289.0,59257.0,
09/30/2001,61367.0,36163.0,3113.0,33050.0,3615.0,3615.0,,,,,,,4554.0,,,,44332.0,2261.0,,,12035,,14774.0,1905.0,1511.0,394.0,,12869.0,29070.0,,1143.0,1143.0,,,,0.0,,,,,,11719.0,,,,11719.0,12862.0,0,,,,,0,,,,,0,0,12862.0,0,29296.0,,,-6687.0,19209.0,6687.0,48505.0,0,48505.0,61367.0,
12/31/2001,65387.0,38229.0,5256.0,32973.0,5095.0,,,,,,,,4664.0,,,,47988.0,2240.0,,,12212,,2947.0,1855.0,1511.0,344.0,,1092.0,17399.0,,1229.0,1229.0,,,,0.0,,,,,,10338.0,,,,10338.0,11567.0,0,,,,,2272,,,,,2272,2272,13839.0,0,30175.0,,,-6939.0,,28312.0,51548.0,0,51548.0,65387.0,
03/31/2002,68379.0,38693.0,5116.0,33577.0,4230.0,4230.0,,,,,,,4904.0,,,,47827.0,2182.0,,,15694,,18370.0,1710.0,1433.0,277.0,,16660.0,36246.0,,1136.0,1136.0,,,,0.0,,,,,,10706.0,,,,10706.0,11842.0,0,,,,,2237,,,,,2237,2237,14079.0,0,30904.0,,,0.0,23396.0,0.0,54300.0,0,54300.0,68379.0,
06/30/2002,67646.0,38652.0,3016.0,35636.0,5129.0,5129.0,,673.0,,,,,4122.0,,,,48576.0,2268.0,5891.0,-3623.0,14191,,2611.0,1669.0,1426.0,243.0,,942.0,19070.0,,1208.0,1208.0,,,,0.0,,,,,,11536.0,,,,11536.0,12744.0,0,,,,,2722,,,,,2722,2722,15466.0,0,31647.0,,,0.0,20533.0,0.0,52180.0,0,52180.0,67646.0,
09/30/2002,70235.0,40475.0,5338.0,35137.0,4450.0,,,959.0,188.0,,771.0,0.0,4159.0,,,,50043.0,2189.0,,,13580,,4423.0,3497.0,2855.0,642.0,,926.0,20192.0,,1189.0,1189.0,,,,0.0,,,,,,12568.0,,,,12568.0,13757.0,0,,,,,2962,,,,,2962,2962,16719.0,0,33013.0,,,,,20503.0,53516.0,0,53516.0,70235.0,
12/31/2002,72359.0,43424.0,5552.0,37872.0,4894.0,,,650.0,150.0,,500.0,0.0,3963.0,,,,52931.0,2257.0,,,12647,,4524.0,3364.0,2757.0,607.0,,1160.0,19428.0,,1342.0,1342.0,,,,0.0,,,,,,12275.0,,,,12275.0,13617.0,0,,,,,2930,,,,,2930,2930,16547.0,0,33605.0,,,,,22207.0,55812.0,0,55812.0,72359.0,
03/31/2003,74482.0,46178.0,4300.0,41878.0,4075.0,,,604.0,184.0,,420.0,0.0,3815.0,,,,54672.0,2208.0,,,13052,,4550.0,3357.0,2782.0,575.0,,1193.0,19810.0,,1310.0,1310.0,,,,0.0,,,,,,11851.0,,,,11851.0,13161.0,0,,,,,3039,,,,,3039,3039,16200.0,0,34332.0,,,,,23950.0,58282.0,0,58282.0,74482.0,
06/30/2003,81732.0,49048.0,6438.0,42610.0,5196.0,,,640.0,247.0,,393.0,0.0,4089.0,,,,58973.0,2223.0,6078.0,-3855.0,13692,,6844.0,3512.0,3128.0,384.0,,3332.0,22759.0,,1573.0,1573.0,,,,0.0,,,,,,12401.0,,,,12401.0,13974.0,0,,,,,2846,,,,,2846,2846,16820.0,0,49234.0,,,,15678.0,0.0,64912.0,0,64912.0,81732.0,
09/30/2003,84281.0,51622.0,5768.0,45854.0,4533.0,,,1099.0,247.0,,393.0,0.0,3656.0,,,,60910.0,2193.0,,,13962,,7216.0,3506.0,3128.0,378.0,,3710.0,23371.0,,1341.0,1341.0,,,,0.0,,,,,,13757.0,,,,13757.0,15098.0,0,,,,,2503,,,,,2503,2503,17601.0,0,51298.0,,,0.0,15382.0,0.0,66680.0,0,66680.0,84281.0,
12/31/2003,85937.0,52777.0,6149.0,46628.0,5608.0,5608.0,,621.0,241.0,,380.0,0.0,3394.0,,,,62400.0,2178.0,,,14901,,6458.0,3455.0,3110.0,345.0,,3003.0,23537.0,,1360.0,1360.0,,,,0.0,,,,,,12567.0,,,,12567.0,13927.0,0,,,,,2667,,,,,2667,2667,16594.0,0,52676.0,,,,16667.0,0.0,69343.0,0,69343.0,85937.0,
03/31/2004,89767.0,56407.0,9348.0,47059.0,4937.0,,,542.0,202.0,,340.0,0.0,3384.0,,,,65270.0,2258.0,,,15155,,7084.0,3709.0,3110.0,599.0,,3375.0,24497.0,,1412.0,1412.0,,,,0.0,,,,,,14572.0,,,,14572.0,15984.0,0,,,,,3203,,,,,3203,3203,19187.0,0,53975.0,,,,16605.0,0.0,70580.0,0,70580.0,89767.0,
06/30/2004,92389.0,60592.0,15982.0,44610.0,5890.0,,,421.0,150.0,,271.0,0.0,3663.0,,,,70566.0,2326.0,6489.0,-4163.0,12210,,7287.0,3684.0,3115.0,569.0,,3603.0,21823.0,,1717.0,1717.0,,,,0.0,,,,,,13252.0,,,,13252.0,14969.0,0,,,,,2595,,,,,2595,2595,17564.0,0,56396.0,,,,18429.0,0.0,74825.0,0,74825.0,92389.0,
09/30/2004,94268.0,64415.0,11141.0,53274.0,5106.0,,,608.0,487.0,,121.0,0.0,2767.0,,,,72896.0,2317.0,,,12185,,6870.0,3649.0,3115.0,534.0,,3221.0,21372.0,,1439.0,1439.0,,,,0.0,,,,,,14372.0,,,,14372.0,15811.0,0,,,,,2511,,,,,2511,2511,18322.0,0,57147.0,,,0.0,19172.0,-373.0,75946.0,0,75946.0,94268.0,
12/31/2004,64941.0,34504.0,4556.0,29948.0,6646.0,6646.0,,304.0,59.0,,245.0,0.0,2945.0,,,,44399.0,2336.0,,,12160,,6046.0,3599.0,3105.0,494.0,,2447.0,20542.0,,1573.0,1573.0,,,,0.0,,,,,,13472.0,,,,13472.0,15045.0,0,,,,,2664,,,,,2664,2664,17709.0,0,58403.0,,,0.0,-11171.0,0.0,47232.0,0,47232.0,64941.0,
03/31/2005,66275.0,37594.0,3782.0,33812.0,5610.0,5610.0,,340.0,56.0,,284.0,0.0,3049.0,,,,46593.0,2321.0,,,11772,,5589.0,3579.0,3111.0,468.0,,2010.0,19682.0,,1636.0,1636.0,,,,0.0,,,,,,14503.0,,,,14503.0,16139.0,0,,,,,2763,,,,,2763,2763,18902.0,0,58829.0,,,0.0,-11456.0,0.0,47373.0,0,47373.0,66275.0,
06/30/2005,70815.0,37751.0,4851.0,32900.0,7180.0,7180.0,,491.0,69.0,0.0,422.0,0.0,3315.0,,,,48737.0,2346.0,6375.0,-4029.0,11004,,8728.0,3808.0,3309.0,499.0,,4920.0,22078.0,,2086.0,2086.0,,,,6.0,0.0,6.0,6.0,,,14785.0,,,,14785.0,16877.0,0,-28.0,28.0,28.0,,5823,,,,,5823,5823,22700.0,0,60413.0,,,0.0,-12298.0,0.0,48115.0,0,48115.0,70815.0,
09/30/2005,71462.0,40056.0,2974.0,37082.0,5799.0,5799.0,,726.0,297.0,0.0,429.0,0.0,3250.0,,,,49831.0,2351.0,,,10062,,9218.0,4006.0,3504.0,502.0,,5212.0,21631.0,,1852.0,1852.0,,,,0.0,0.0,0.0,0.0,,,15170.0,,,,15170.0,17022.0,0,0.0,0.0,0.0,,6113,,,,,6113,6113,23135.0,0,60862.0,,,0.0,-12535.0,0.0,48327.0,0,48327.0,71462.0,
