Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/27/1992,732.213989,151.822002,55.383999,96.438004,97.944,,,68.242996,,,,,37.318001,,,,355.326996,317.959015,,,0.0,58.928001,,,,,,58.928001,376.887016,,102.185997,102.185997,,,,18.834,,,,,95.361,,,95.361,216.380997,190.164001,,,,28.461,,,28.461,218.625002,435.005999,0.0,239.854004,,,0.0,,-51.533001,188.321003,108.887001,297.208004,732.214003,
12/31/1992,736.153992,152.536995,87.102997,65.433998,108.447998,,,63.493,,,,,25.458,,,,349.936005,327.800995,677.476013,-349.674988,0.0,58.417,,,,,,58.417,386.217995,,113.875,113.875,,,,16.868999,,,,,80.110005,,,80.110005,210.854004,191.526993,,,,31.795,,,31.795,223.321993,434.175997,0.0,245.632996,,,0.0,,-47.904999,197.727997,104.25,301.977997,736.153994,
03/31/1993,791.724976,160.889999,84.294998,76.595001,124.386002,,,67.879997,,,,,28.356001,,,,381.511993,355.348999,,,0.0,54.863998,,,,,,54.863998,410.212997,,100.371002,100.371002,,,,17.172001,,,,,88.466,,,88.466,206.009003,247.061005,,,,6.993,,,6.993,254.054005,460.063007,0.0,252.235992,,,0.0,,-32.853001,219.382992,112.278999,331.661991,791.724998,
06/30/1993,821.723022,172.329998,116.417999,55.911999,117.709,,,69.901001,,,,,26.836,,,,386.776001,384.506989,,,0.0,50.439999,,,,,,50.439999,434.946987,,90.921997,90.921997,,,,10.838,,,,,82.309003,,,82.309003,184.069,258.315002,,,,6.562,,,6.562,264.877002,448.946002,0.0,260.828003,,,0.0,,-9.654,251.174003,121.602997,372.776999,821.723002,
09/30/1993,886.674988,201.667999,117.614998,84.053001,135.298004,,,62.507999,,,,,26.391001,,,,425.86499,412.723999,,,0.0,48.085999,,,,,,48.085999,460.809998,,89.274002,89.274002,,,,15.091,,,,,93.743,,,93.743,198.108002,275.440002,,,,6.412,,,6.412,281.852003,479.960004,0.0,269.484985,,,0.0,,10.125,279.609985,127.105003,406.714989,886.674993,
12/31/1993,852.705994,202.083,121.319,80.764,124.384003,,,69.066002,,,,,30.165001,,,,425.697998,385.062988,750.185974,-365.122986,0.0,41.945,,,,,,41.945,427.007988,,66.821999,66.821999,,,,22.726999,,,,,99.331999,,,99.331999,188.880997,246.313995,,,,6.337,,,6.337,252.650995,441.531992,0.0,274.429993,,,0.0,,18.004,292.433993,118.739998,411.173991,852.705983,
03/31/1994,1073.484985,356.900002,273.108002,83.792,141.192993,,,84.183998,,,,,32.268002,,,,614.544983,408.294006,,,0.0,50.646,,,,,,50.646,458.940006,,104.265999,104.265999,,,,16.528,,,,,101.810997,,,101.810997,222.604996,396.411987,,,,5.738,,,5.738,402.149987,624.754983,0.0,279.56601,,,0.0,,47.407001,326.973011,121.757004,448.730015,1073.484998,
06/30/1994,1109.33606,350.848999,205.503998,145.345001,151.511993,,,94.306,,,,,28.393999,,,,625.060974,430.272003,,,0.0,54.002998,,,,,,54.002998,484.275002,,93.470001,93.470001,,,,19.188,,,,,108.440006,,,108.440006,221.098007,393.752014,,,,5.774,,,5.774,399.526014,620.624022,0.0,284.824005,,,0.0,,79.269997,364.094002,124.617996,488.711998,1109.33602,
09/30/1994,1206.574951,401.645996,223.490997,178.154999,158.332001,,,98.351997,,,,,37.796001,,,,696.125977,451.320007,,,0.0,59.129002,,,,,,59.129002,510.449009,,146.740997,146.740997,,,,24.469999,,,,,113.251009,,,113.251009,284.462006,294.972992,,,,5.774,,,5.774,300.746992,585.208998,0.0,388.406006,,,0.0,,107.681,496.087006,125.278999,621.366005,1206.575003,
12/31/1994,1270.374023,428.511002,224.503006,204.007996,152.244003,,,107.823997,,,,,42.275002,,,,730.854004,495.549011,939.585022,-444.036011,0.0,43.971001,,,,,,43.971001,539.520012,,165.612,165.612,,,,24.167,,,,,118.158988,,,118.158988,307.937988,288.496002,,,,6.861,,,6.861,295.357002,603.29499,0.0,402.411011,,,0.0,,142.494995,544.906006,122.172997,667.079003,1270.373993,
03/31/1995,1505.14502,488.225998,299.610992,188.615005,161.007996,,,119.416,,,,,44.484001,,,,813.133972,630.052002,,,0.0,61.959,,,,,,61.959,692.011002,,199.990997,199.990997,,,,44.013,,,,,138.515015,,,138.515015,382.519012,295.806,,,,6.951,,,6.951,302.757,685.276012,0.0,566.044006,,,0.0,,224.815994,790.860001,29.009001,819.869001,1505.145014,
06/30/1995,1558.80603,481.498016,278.420013,203.078003,181.425995,,,130.042007,,,,,62.007999,,,,854.973999,653.08197,,,0.0,50.75,,,,,,50.75,703.83197,,168.662994,168.662994,,,,46.057999,,,,,152.664017,,,152.664017,367.38501,292.144012,,,,6.989,,,6.989,299.133012,666.518022,0.0,569.47699,,,0.0,,293.929993,863.406982,28.881001,892.287983,1558.806005,
10/01/1995,1747.624023,671.040009,320.747009,350.292999,203.197006,,,140.957993,,,,,74.662003,,,,1089.857056,590.929993,,,0.0,66.836998,,,,,,66.836998,657.766991,,155.082001,155.082001,,,,19.062,,,,,172.852001,,,172.852001,346.996002,272.269989,,,,6.847,,,6.847,279.116989,626.112991,0.0,824.049011,,,0.0,,289.838989,1113.888,7.623,1121.511001,1747.623992,
12/31/1995,1849.587036,685.545014,172.779999,512.765015,230.979996,,,139.856995,,,,,80.348,,,,1136.72998,638.281982,1148.524048,-510.242004,0.0,74.574997,,,,,,74.574997,712.856979,,165.725006,165.725006,,,,56.569,,,,,173.488984,,,173.488984,395.78299,222.388,,,,8.514,,,8.514,230.902,626.68499,0.0,854.830994,,,0.0,,361.415009,1216.246003,6.656,1222.902003,1849.586993,
03/31/1996,1865.751953,691.299011,146.388,544.911011,224.582993,,,125.676003,,,,,60.250999,,,,1101.80896,679.617004,,,0.0,84.325996,,,,,,84.325996,763.943001,,156.406006,156.406006,,,,10.375,,,,,158.609985,,,158.609985,325.390991,296.692993,,,,13.27,,,13.27,309.962994,635.353985,0.0,834.036987,,,0.0,,390.377991,1224.414978,5.983,1230.397978,1865.751963,
06/30/1996,1960.267944,713.696991,222.787994,490.908997,240.998001,,,123.893997,,,,,55.993999,,,,1134.583008,738.877991,,,0.0,86.806999,,,,,,86.806999,825.68499,,155.535004,155.535004,,,,10.111,,,,,180.474998,,,180.474998,346.121002,328.181,,,,13.138,,,13.138,341.318999,687.440001,0.0,837.273987,,,0.0,,429.389008,1266.662994,6.165,1272.827994,1960.267996,
09/30/1996,1999.516968,711.784012,227.645004,484.139008,235.925995,,,109.695,,,,,55.567001,,,,1112.972046,794.018005,,,0.0,92.527,,,,,,92.527,886.545006,,144.509003,144.509003,,,,10.028,,,,,210.73201,,,210.73201,365.269012,341.523987,,,,13.098,,,13.098,354.621986,719.890999,0.0,818.879028,,,0.0,,454.700012,1273.579041,6.047,1279.62604,1999.517039,
12/29/1996,1952.713989,717.282028,147.059006,570.223022,184.977005,,,90.410004,,,,,58.384998,,,,1051.053955,811.658997,1349.376953,-537.718018,0.0,90.000999,,,,,,90.000999,901.659996,,104.109001,104.109001,,,,69.612,,,,,171.617012,,,171.617012,345.338013,281.135986,,,,4.907,,,4.907,286.042986,631.380999,0.0,838.440979,,,0.0,,477.778015,1316.218994,5.114,1321.332994,1952.713993,
03/31/1997,1991.237,758.587,214.377,544.21,185.628,,,80.723,,,,,69.508,,,,1094.446,803.424,,,0.0,93.367,,,,,,93.367,896.791,,134.139,134.139,,,,46.776,,,,,163.249,,,163.249,344.164,159.572,,,,8.351,,,8.351,167.923,512.087,0.0,982.564026,,,0.0,,491.671997,1474.236023,4.914,1479.150023,1991.237023,
06/30/1997,2133.031,735.981,177.035,558.946,207.237,,,94.106,,,,,71.071,,,,1108.395,921.463,,,0.0,103.173,,,,,,103.173,1024.636,,195.338,195.338,,,,50.38,,,,,194.375,,,194.375,440.093,124.451,,,,8.479,,,8.479,132.93,573.023,0.0,993.669983,,,0.0,,560.846985,1554.516968,5.491,1560.007968,2133.030968,
09/30/1997,2184.536,644.545,136.813,507.732,218.075,,,100.894,,,,,78.094,,,,1041.608,1024.05,1634.1,-610.05,0.0,118.878,,,,,,118.878,1142.928,,199.124,199.124,,,,42.105,,,,,220.989,,,220.989,462.218,125.149,,,,8.398,,,8.398,133.547,595.765,0.0,993.994,,,0.0,,589.349,1583.343,5.428,1588.771,2184.536,
12/29/1997,2126.912,490.94,104.571,386.369,210.141,210.141,,102.267,19.892,58.621,23.754,0.0,67.113,,,,870.461,1123.909,1740.548,-616.639,0.0,132.542,0.035,0.035,0.0,,,132.507,1256.451,,211.135,211.135,,,,44.615,,,,,182.481,,,182.481,438.231,117.511,,,,0.0,,,0.0,117.511,555.742,0.0,966.823,,,0.0,611.622,-12.472,1565.973,5.197,1571.17,2126.912,
03/29/1998,2132.221,457.758,128.93,328.828,228.259,228.259,,100.39,25.746,51.877998,22.766001,,65.049,,,,851.456,1143.819,,,,136.946,,,,,,136.946,1280.765,,202.186,202.186,,,,44.837,,,,,163.541,,,163.541,410.564,117.874,,,,,,,,117.874,528.438,0.0,967.929,,,0.0,642.065,-11.494,1598.5,5.283,1603.783,2132.221,
06/30/1998,2132.072,409.23,131.119,278.111,231.461,,,101.379,27.886,44.652,28.841,,82.132,,,,824.202,1165.206,1766.754028,-601.548028,0.0,142.664,,,,,,142.664,1307.87,,174.077,174.077,,,,40.955,,,,,183.819,,,183.819,398.851,111.81,,,,0.0,,,0.0,111.81,510.661,0.0,978.825012,,,0.0,,637.666016,1616.491028,4.92,1621.411028,2132.072028,
09/27/1998,2658.602051,227.981995,134.712997,93.268997,284.002014,,,183.945999,46.349998,73.045998,64.550003,,95.577003,,,,791.507019,1410.150024,2108.808105,-698.65802,0.0,456.945007,263.035004,,,,,193.910004,1867.095032,,211.151993,211.151993,,,,152.910995,,,,,250.460022,,,250.460022,614.52301,599.708984,,,,,,,,599.708984,1214.231995,0.0,998.812988,,,0.0,,440.940002,1439.752991,4.617,1444.369991,2658.601985,
12/29/1998,2823.804932,291.526001,210.306,81.220001,249.106003,,,181.440002,32.347,53.042,96.051003,,114.948997,,,,837.020996,1486.255981,2273.238037,-786.981995,0.0,500.528015,332.778992,332.78,-0.001008,,,167.749023,1986.783996,,195.227997,195.227997,,,,187.852005,,,,,215.216995,,,215.216995,598.296997,634.261,,,,61.535999,,,61.535999,695.796999,1294.093996,0.0,1136.657959,,,0.0,,387.815002,1524.472961,5.238,1529.710961,2823.804957,
03/28/1999,2647.74,282.357,183.141,99.216,282.97,282.97,,171.85,32.337002,79.807999,59.705002,,106.995,,,,844.172,1310.92,,,,492.648,321.562988,321.563,-1.2e-05,,,171.085012,1803.568,,178.779,178.779,,,,40.624,,,,,181.536,,,181.536,400.939,815.78,,,,,,,,815.78,1216.719,0.0,1015.803,,,0.0,393.088,16.919,1425.81,5.211,1431.021,2647.74,
06/27/1999,2755.715,345.143,190.53,154.613,333.831,,,191.485,30.902,81.112999,79.470001,,106.729,,,,977.188,1246.541,2135.409912,-888.868912,0.0,531.986,316.704987,,,,,215.281013,1778.527,,172.032,172.032,,,,72.051,,,,,214.703,,,214.703,458.786,805.778015,,,,0.0,,,0.0,805.778015,1264.564015,0.0,1160.862061,,,0.0,,325.221985,1486.084046,5.068,1491.152046,2755.716061,
09/30/1999,2975.302,456.987,185.977,271.01,369.754,,,217.489,40.299999,124.903,52.285999,,107.723,,,,1151.953,1297.18,2310.31,-1013.13,0.0,526.17,305.484985,,,,,220.685015,1823.35,,209.354,209.354,,,,84.051,,,,,238.229,,,238.229,531.634,811.05,,,,0.0,,,0.0,811.05,1342.684,0.0,1185.44,,,0.0,,441.16,1626.6,6.02,1632.62,2975.304,
12/31/1999,3206.60498,661.333008,250.602997,410.730011,275.619995,,,243.895996,20.294001,139.697998,83.903999,,107.434998,,,,1288.284058,1323.500977,2361.937012,-1038.436035,0.0,594.820007,293.631012,,,,,301.188995,1918.320984,,189.292999,189.292999,,,,56.995998,,,,,229.041997,,,229.041997,475.330994,793.460999,,,,75.771004,,,75.771004,869.232003,1344.562997,0.0,1274.088989,,,0.0,,581.742981,1855.83197,6.21,1862.04197,3206.604967,
04/02/2000,3513.92,868.229,299.594,568.635,396.758,,,255.146,21.599001,104.276001,129.270996,,141.766,,,,1661.899,1255.417,,,0.0,596.604,281.786987,,,,,314.817013,1852.021,,195.185,195.185,,,,1.788,,,,,244.276,,,244.276,441.249,980.528,,,,75.771,,,75.771,1056.299,1497.548,0.0,1327.087,,,0.0,,683.211,2010.298,6.074,2016.372,3513.92,
07/02/2000,3690.432,942.529,295.137,647.392,400.287,,,286.107,27.377001,145.850006,112.879997,,142.084,,,,1771.007,1245.071,2355.499,-1110.428,0.0,674.354,358.40799,,,,,315.94601,1919.425,,175.006,175.006,,,,1.669,,,,,281.954,,,281.954,458.629,974.543,,,,82.401,,,82.401,1056.944,1515.573,0.0,1427.232056,,,0.0,,741.572021,2168.804077,6.055,2174.859077,3690.432077,
10/01/2000,4010.274,1084.487,318.181,766.306,456.608,456.608,,289.563,30.293,134.979,124.291,,129.273,,,,1959.931,1208.28,1208.28,,0.0,842.063,506.798,,,,,335.265,2050.343,,191.055,191.055,,,,1.228,,,,,371.612,,,371.612,563.895,975.321,,,,82.405,,,82.405,1057.726,1621.621,0.0,1809.786,,,0.0,610.467,-37.598,2382.655,5.998,2388.653,4010.274,
12/31/2000,4197.486816,1133.241989,235.895004,897.346985,522.729004,,,290.375,36.132999,129.393997,124.848,,125.893997,,,,2072.23999,1278.682983,2425.766113,-1147.083008,0.0,846.564026,580.861023,,,,,265.703003,2125.247009,,268.214996,268.214996,,,,1.03,,,,,357.689025,,,357.689025,626.934021,936.057983,,,,130.615997,,,130.615997,1066.673981,1693.608002,0.0,1934.779053,,,0.0,,563.357971,2498.137024,5.742,2503.879024,4197.487026,
04/01/2001,4082.576,1059.568,270.744,788.824,359.571,,,358.879,44.562,105.753998,208.563004,,133.277,,,,1911.295,1333.934,,,0.0,837.347,554.422974,,,,,282.924026,2171.281,,218.155,218.155,,,,0.577,,,,,339.96,,,339.96,558.692,924.377991,,,,130.615997,,,130.615997,1054.993988,1613.685988,0.0,1947.040039,,,0.0,,516.278992,2463.319031,5.571,2468.890031,4082.576019,
07/01/2001,4725.098,1141.705,317.909,823.796,301.22,,,355.68,41.060001,103.310997,211.309006,,241.687,,,,2040.292,1133.926,,,0.0,1550.88,1232.18396,,,,,318.69604,2684.806,,183.682,183.682,,,,0.433,,,,,387.145,,,387.145,571.26,967.359,,,,130.616,,,130.616,1097.975,1669.235,0.0,2856.062988,,,0.0,,194.057007,3050.119995,5.743,3055.862995,4725.097995,
09/30/2001,4509.903,774.663,423.219,351.444,224.186,,,307.477,37.263,104.318001,165.895996,,220.869,,,,1527.195,991.215,,,0.0,1991.493,1379.699951,,,,,611.793049,2982.708,,145.299,145.299,,,,200.317,,,,,385.085,,,385.085,730.701,845.890991,,,,243.311996,,,243.311996,1089.202987,1819.903987,0.0,2883.154053,,,0.0,,-199.436005,2683.718048,6.281,2689.999048,4509.903035,
12/31/2001,4625.771973,1013.307007,757.138,256.169006,191.731003,,,256.628998,31.797001,88.353996,136.477997,0.0,307.300995,,,,1768.968018,944.374023,2020.487061,-1076.113037,78.432999,1833.996948,1297.541992,,,,,536.454956,2856.80397,,136.738998,136.738998,,,,0.332,,,,,372.913987,,,372.913987,509.984985,1335.80603,,,,294.229004,,,294.229004,1630.035034,2140.02002,0.0,2909.322021,,,0.0,,-429.437012,2479.88501,5.867,2485.75201,4625.772029,
03/31/2002,4453.98,967.093,485.113,481.98,221.022,221.022,,196.252,20.879999,43.963001,131.408997,0.0,318.57,,,,1702.937,840.327,,,70.3,1840.416,1278.390991,952.179993,326.210998,,,562.025009,2751.043,,102.875,102.875,,,,0.338,,,,,394.243,,,394.243,497.456,0.0,,,,1626.708,,,1626.708,1626.708,2124.164,0.0,2914.462,,,0.0,-491.556,-99.03,2323.876,5.94,2329.816,4453.98,
06/30/2002,4427.441,1008.548,445.942,562.606,244.659,,,197.828,16.021999,56.678001,125.127998,0.0,311.275,,,,1762.31,819.274,,,60.611,1785.246,1252.11499,945.057007,307.057983,,,533.13101,2665.131,,95.756,95.756,,,,0.342,,,,,382.99,,,382.99,479.088,1334.297,,,,285.867,,,285.867,1620.164,2099.252,0.0,2939.428955,,,0.0,,-617.950989,2321.477966,6.711,2328.188966,4427.440966,
09/29/2002,4399.083,943.494,471.39,472.104,301.105,301.105,,223.712,16.741,78.288,128.683,,333.41,,,,1801.721,782.036,,,43.212,1772.114,1266.805,965.383972,301.421028,,,505.309,2597.362,,116.147,116.147,,,,0.344,,,,,410.026,,,410.026,526.517,1287.133,,,,282.434,,,282.434,1569.567,2096.084,,2939.089,,,,-581.473,-61.998,2295.618,7.381,2302.999,4399.083,
12/31/2002,4142.736816,989.976013,448.846985,541.129028,248.621002,,,194.466003,18.152,65.052002,111.262001,0.0,192.990005,,,,1626.052979,746.963989,1878.782959,-1131.81897,37.654999,1732.064941,1251.042969,968.463989,282.57898,,,481.021972,2516.683929,,100.856003,100.856003,,,,0.361,,,,,296.594002,,,296.594002,397.811005,1241.217041,,,,196.848007,,,196.848007,1438.065048,1835.876053,0.0,2958.032959,,,0.0,,-657.677979,2300.35498,6.506,2306.86098,4142.737033,
03/30/2003,4096.931152,1004.838013,498.528015,506.309998,225.347,,,206.651993,16.782,53.317001,136.565002,0.0,205.813995,,,,1642.651001,610.968994,,,0.0,1843.311035,1206.845947,968.463989,238.381958,,,636.465088,2454.280029,,99.864998,99.864998,,,,328.488007,,,,,299.50399,,,299.50399,727.856995,911.018982,,,,260.058014,,,260.058014,1171.076996,1898.933991,0.0,2957.98999,,,0.0,-734.66803,-31.912964,2191.408996,6.588,2197.996996,4096.930987,
06/29/2003,4040.508,1114.779,636.164,478.615,241.056,,,205.365,16.229,79.615997,109.519997,0.0,199.543,,,,1760.743,497.396,,,0.0,1782.369,1187.697998,968.583008,219.11499,,,594.671002,2279.765,,112.232,112.232,,,,173.676,,,,,318.099,,,318.099,604.007,1133.177,,,,263.05,,,263.05,1396.227,2000.234,0.0,2945.637939,,,0.0,-896.752014,-15.411011,2033.474914,6.799,2040.273914,4040.507914,
09/28/2003,3857.51001,986.977967,349.752991,637.224976,264.276001,264.276,,203.225998,15.76,113.515999,73.949997,0.0,189.959,,,,1644.438965,485.276001,1198.258057,-712.981995,0.0,1727.795044,1148.087036,969.221985,178.865051,,,579.708008,2213.071045,,99.153999,99.153999,,,,0.363,,,,,345.029998,,,345.029998,444.546997,1126.490967,,,,263.752991,,,263.752991,1390.243958,1834.790955,0.0,2941.322998,,,0.0,-928.403992,2.71698,2015.635986,7.083,2022.718986,3857.509941,
12/31/2003,3447.900879,813.689026,269.682007,544.007019,231.184006,,,198.516998,15.352,116.339996,66.824997,0.0,146.647003,,,,1390.036987,481.489014,1156.56604,-675.077026,35.455002,1540.920044,1129.718994,968.482971,161.236023,,,411.20105,2057.86406,,102.632004,102.632004,,,,0.377,,,,,288.242003,,,288.242003,391.251007,865.606018,,,,141.095993,,,141.095993,1006.702011,1397.953018,0.0,2953.865967,,,0.0,-920.789978,9.373962,2042.449951,7.498,2049.947951,3447.900969,
04/04/2004,3463.595,857.459,273.414,584.045,247.344,247.344,,205.652,22.139,123.713997,59.799,0.0,129.852,,,,1440.307,464.52,,,36.064,1522.704,1133.969971,968.747009,165.222962,,,388.734029,2023.288,,88.643,88.643,,,,0.38,,,,,307.143,,,307.143,396.166,861.813,,,,138.378,,,138.378,1000.191,1396.357,0.0,2959.664,,,0.0,-911.705017,12.524017,2060.483,6.755,2067.238,3463.595,
07/04/2004,3456.715,847.411,198.403,649.008,288.957,,,209.941,17.702999,138.873001,53.365002,0.0,132.757,,,,1479.066,451.511,,,20.826,1505.32,1125.140015,973.013977,152.126038,,,380.179985,1977.657,,111.87,111.87,,,,0.351,,,,,284.112,,,284.112,396.333,858.232,,,,135.546997,,,135.546997,993.778997,1390.111997,0.0,2962.169922,,,0.0,-904.463013,8.130005,2065.836914,0.763,2066.599914,3456.711911,
10/03/2004,3157.683,808.844,202.627,606.217,264.832,,,244.272,21.495001,145.056,77.721001,0.0,135.329,,,,1453.277,237.189,,,0.0,1467.217,1104.384033,973.059998,131.324035,,,362.832967,1704.406,,131.689,131.689,,,,0.27,,,,,325.65,,,325.65,457.609,784.225,,,,131.986,,,131.986,916.211,1373.82,0.0,2963.556885,,,0.0,-1186.89502,6.927002,1783.588867,0.274,1783.862867,3157.682867,
12/31/2004,2874.001,814.585,218.723,595.862,272.065,272.065,,218.9,20.022,106.818,92.06,0.0,59.737,,,,1365.287,311.916,676.394,-364.478,0.0,1196.798,1081.587,973.13,108.457,,,115.211,1508.714,,122.422,122.422,,,,0.129,,,,,273.729,,,273.729,396.28,781.846,,,,77.57,,,77.57,859.416,1255.696,0.0,2973.353,,,0.0,-1384.321,29.014,1618.046,0.259,1618.305,2874.001,
04/03/2005,2862.662,865.923,264.734,601.189,259.479,259.479,,203.366,19.984,92.417,90.965,0.0,58.909,,,,1387.677,301.631,,,0.0,1173.354,1058.176,967.338,90.838,,,115.178,1474.985,,115.778,115.778,,,,0.032,,,,,270.696,,,270.696,386.506,779.758,,,,77.027,,,77.027,856.785,1243.291,0.0,2980.79,,,0.0,-1379.602,17.93,1619.118,0.253,1619.371,2862.662,
