Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
02/28/2004,1817.925049,390.868004,376.923004,13.945,468.497009,,,383.200012,36.502998,44.574001,155.214005,146.908997,79.628998,,,,,1322.19397,267.540009,525.966003,-258.425995,72.769997,,155.421005,140.332001,130.298996,10.033005,15.089005,495.73101,,38.769001,38.769001,,,122.464996,122.464996,0.0,0.0,,127.307995,,,127.307995,288.541992,0.0,0.0,0.0,0.0,7.455,,,,,,7.455,7.455,295.996992,0.0,215.313995,,,0.0,1159.125,29.328003,1403.766998,118.161003,1521.928001,1817.924994,
05/31/2004,1787.697021,169.272996,159.242996,10.03,465.949005,,,389.390991,34.075001,43.187,163.298996,148.830002,91.255997,,,,,1115.869019,268.825989,466.459991,-197.634003,66.338997,,336.662994,320.431,266.859985,53.571014,16.231995,671.82798,,55.365002,55.365002,,,109.653999,109.653999,0.0,0.0,,148.383007,,,148.383007,313.402008,0.0,0.0,0.0,0.0,26.084999,,,,,,26.084999,26.084999,339.487007,0.0,227.645004,,,0.0,1218.682007,1.882935,1448.209946,0.0,1448.209946,1787.696953,
08/31/2004,1973.391968,96.163997,81.714996,14.449,449.436005,,,424.997009,40.314999,45.57,180.350998,158.761002,112.556,,,,,1083.152954,283.572998,493.631012,-210.057999,62.452999,,544.213013,527.771973,436.471008,91.300964,16.44104,890.23901,,53.455002,53.455002,,,311.920013,311.920013,0.0,0.0,,168.819992,,,168.819992,534.195007,0.0,0.0,0.0,0.0,38.188,,,,,,38.188,38.188,572.383007,0.0,233.069,,,0.0,1164.594971,3.344971,1401.008942,0.0,1401.008942,1973.391949,
11/30/2004,2057.73999,110.424997,99.517998,10.907,476.574005,,,446.710999,43.352001,50.266998,189.007004,164.085007,115.421997,,,,,1149.131958,298.796997,527.422974,-228.626007,63.880001,,545.93103,529.669983,439.334991,90.334991,16.261047,908.608028,,55.548,55.548,,,324.675995,324.675995,0.0,0.0,,165.278019,,,165.278019,545.502014,0.0,0.0,0.0,0.0,34.980999,,,,,,34.980999,34.980999,580.483013,0.0,239.304993,,,0.0,1217.537964,20.414062,1477.257019,0.0,1477.257019,2057.740032,
02/28/2005,2097.728,110.769,99.867,10.902,489.467,,,456.612,47.253,56.104,187.46,165.795,118.21,,,,,1175.058,314.717,558.109,-243.392,61.994,,545.959,530.72,440.896,89.824,15.239,922.67,,57.771,57.771,,,300.461,,,,,168.737,,,168.737,526.969,0.0,,,,32.346,,,,,,32.346,32.346,559.315,0.0,245.417,,,,1263.962,29.034,1538.413,0.0,1538.413,2097.728,
05/31/2005,2096.576904,115.668001,104.706001,10.962,479.744995,479.744995,,469.790985,50.675999,56.610001,200.041,162.464005,108.711998,,,,,1173.916016,322.886993,574.39801,-251.511002,61.405998,,538.367981,523.455994,435.621002,87.834991,14.911987,922.660973,,57.021,57.021,,,282.192993,282.192993,0.0,0.0,,162.176998,,,162.176998,501.390991,0.0,0.0,0.0,0.0,31.254999,,,,,,31.254999,31.254999,532.64599,0.0,255.774994,,,0.0,1284.905029,23.250977,1563.931,0.0,1563.931,2096.57699,
08/31/2005,2092.404053,132.370998,124.392998,7.978,455.821014,,,471.658997,50.328999,55.841999,206.511993,158.975998,110.624001,,,,,1170.474976,326.820007,583.039001,-256.218994,61.251999,,533.856995,518.026978,432.255005,85.771973,15.830017,921.929001,,55.067001,55.067001,,,286.036011,,,,,177.271988,,,177.271988,518.375,0.0,,,,29.819,,,,,,29.819,29.819,548.194,,257.994995,,,,1288.267944,-2.052979,1544.209961,,1544.209961,2092.403961,
11/30/2005,2121.939941,106.457004,98.382004,8.075,479.902008,,,495.623993,56.005001,57.410999,216.707993,165.5,116.828003,,,,,1198.811035,332.298004,595.981018,-263.683014,61.07,,529.760986,514.984009,431.472992,83.511017,14.776978,923.12899,,58.126999,58.126999,,,289.768005,289.768005,0.0,0.0,,160.003983,,,160.003983,507.898987,0.0,0.0,0.0,0.0,29.329,,,,,,29.329,29.329,537.227987,0.0,261.453003,,,0.0,1328.932007,-5.672974,1584.712036,0.0,1584.712036,2121.940023,
02/28/2006,2177.967041,110.643,102.542999,8.1,498.760986,,,523.322998,67.652,55.862,222.636002,177.173004,117.402,,,,,1250.129028,340.872009,621.565979,-280.694,59.193001,,527.77301,513.560974,432.966003,80.594971,14.212036,927.83802,,60.244999,60.244999,,,273.722992,,,,,172.234005,,,172.234005,506.201996,0.0,,,,29.195,,,,,,29.195,29.195,535.396996,0.0,265.01001,,,,1375.531982,2.028076,1642.570068,0.0,1642.570068,2177.967064,
05/31/2006,2282.647,167.343,160.963,6.38,507.883,,,534.515,71.126,48.416,225.997,188.976,124.412,,,,,1334.153,357.632,655.432,-297.8,58.128,,532.734,520.895,441.397,79.498,11.839,948.494,,62.276,62.276,,,276.561,,,,,178.75,,,178.75,517.587,0.0,,,,44.866,,,,,,44.866,44.866,562.453,0.0,323.161,,,,1379.303,17.73,1720.194,0.0,1720.194,2282.647,
08/31/2006,2320.960938,196.887999,190.501999,6.386,493.639008,493.639008,,559.984985,72.248001,57.168999,258.002014,172.565994,110.500999,,,,,1361.012939,363.549988,682.26001,-318.709991,60.688,,535.710022,519.603027,442.118011,77.485016,16.106995,959.948009,,57.165001,57.165001,,,272.894012,,,,,210.277962,,,210.277962,540.336975,0.0,,,,27.450001,,,,,,27.450001,27.450001,567.786976,,282.869995,,,,1445.553955,24.75,1753.17395,,1753.17395,2320.960926,
11/30/2006,2364.687988,105.005001,98.554001,6.451,554.301025,554.301025,,563.231018,78.161003,62.838001,251.367004,170.865005,177.25,,,,,1399.786987,370.850006,711.882996,-341.03299,62.179001,,531.872009,517.79303,442.062988,75.730042,14.078979,964.901016,,56.903,56.903,,,209.682007,,,,,191.529984,,,191.529984,458.11499,0.0,,,,28.209999,,,,,,28.209999,28.209999,486.324989,0.0,342.459015,,,,1507.891968,28.012085,1878.363068,0.0,1878.363068,2364.688057,
02/28/2007,2357.714111,134.034004,128.507004,5.527,544.801025,544.801025,,550.731018,81.794998,66.017998,237.279999,165.638,142.975998,,,,,1372.541992,392.897003,734.348022,-341.450989,56.488998,,535.786011,519.460022,443.490997,75.969025,16.325989,985.172012,,52.323002,52.323002,,,100.316002,100.316002,0.0,0.0,,193.231998,,,193.231998,345.871002,0.0,0.0,0.0,0.0,28.240999,,,,,,28.240999,28.240999,374.112001,0.0,351.627991,,,0.0,1593.218018,38.755981,1983.60199,0.0,1983.60199,2357.713991,
05/31/2007,2457.861,230.838,228.681,2.157,498.738,,,540.428,77.695,70.469,214.758,177.506,181.784,,,,,1451.788,427.396,781.882,-354.486,42.989,,535.688,522.996,448.427,74.569,12.692,1006.073,,68.709,68.709,,,81.824,,,,,195.279,,,195.279,345.812,0.0,,,,62.825,,,,,,62.825,62.825,408.637,0.0,368.543,,,,1634.707,45.974,2049.224,0.0,2049.224,2457.861,
08/31/2007,2429.0,139.099997,138.199997,0.9,488.5,488.5,,561.5,,,,,200.0,,,,,1389.099976,461.200012,840.799988,-379.600006,30.799999,,547.900024,529.799988,456.899994,72.899994,18.100037,1039.900036,,71.699997,71.699997,,,48.200001,,,,,220.39999,,,220.39999,340.299988,0.0,,,,88.599998,,,,,,88.599998,88.599998,428.899986,0.0,368.600006,,,,1582.599976,48.900024,2000.100006,0.0,2000.100006,2428.999992,
11/30/2007,2550.9,83.9,83.9,0.0,521.5,,,591.7,,,,,180.8,,,,,1377.9,481.2,891.2,-410.0,30.2,,661.6,537.8,466.1,71.7,123.8,1173.0,,60.7,60.7,,,13.2,,,,,258.4,,,258.4,332.3,,,,,94.7,,,,,,94.7,94.7,427.0,0.0,369.4,,,,1671.3,83.2,2123.9,0.0,2123.9,2550.9,
02/29/2008,13578.4,97.2,96.5,0.7,486.3,486.3,,541.0,,,,,296.1,,,,,1420.6,635.1,,,45.2,,11477.5,11379.5,5301.6,6077.9,98.0,12157.8,,55.5,55.5,,,41.5,,,,,487.5,,,487.5,584.5,6267.3,,,,2281.1,,,,,,2281.1,8548.4,9132.9,0.0,5413.4,,,,-872.7,-95.2,4445.5,0.0,4445.5,13578.4,
08/31/2008,13497.7,143.4,143.4,0.0,469.0,469.0,0.0,545.0,95.6,59.3,159.5,230.6,184.9,,96.2,48.8,39.9,1342.3,628.9,757.8,-128.9,38.7,38.7,11487.8,11329.3,5320.1,6009.2,158.5,12155.4,,526.5,64.5,149.3,312.7,77.4,77.4,,,,0.0,,,0.0,603.9,6139.8,6139.8,,,2104.9,,39.3,,,2064.9,0.7,8244.7,8848.6,0.0,5554.9,,5554.9,,-1024.1,118.3,4649.1,0.0,4649.1,13497.7,
11/30/2008,13011.3,229.3,229.3,0.0,483.5,483.5,0.0,510.3,91.9,54.0,144.9,219.5,191.4,,97.1,48.8,45.5,1414.5,611.9,731.2,-119.3,33.8,33.8,10951.1,10839.7,5103.4,5736.3,111.4,11596.8,,393.1,69.6,79.7,243.8,72.5,72.5,,,,0.0,,,0.0,465.6,6124.4,6124.4,,,2099.4,,,,,1902.7,196.7,8223.8,8689.4,0.0,44.6,,44.6,,-1063.8,5341.1,4321.9,0.0,4321.9,13011.3,
02/28/2009,12517.4,339.3,339.3,0.0,490.1,490.1,0.0,511.8,87.2,53.4,141.4,229.8,159.5,,98.4,19.5,41.6,1500.7,601.4,733.0,-131.6,29.6,29.6,10385.7,10280.4,4689.5,5590.9,105.3,11016.7,,452.4,70.2,139.8,242.4,86.9,86.9,,,,0.0,,,0.0,539.3,6115.1,6115.1,,,2040.5,,,,,1801.9,238.6,8155.6,8694.9,0.0,28.8,,28.8,,-1542.5,5336.2,3822.5,0.0,3822.5,12517.4,
05/31/2009,12600.9,215.6,215.6,0.0,511.1,511.1,0.0,523.9,90.3,52.8,157.5,223.3,137.5,0.0,78.4,20.0,39.1,1388.1,636.1,825.1,-189.0,27.4,27.4,10549.3,10460.5,4780.5,5680.0,88.8,11212.8,,550.0,99.4,73.1,377.5,81.2,0.0,,,81.2,0.0,0.0,0.0,0.0,631.2,6131.5,6131.5,,,1997.9,0.0,0.0,0.0,0.0,1816.3,181.6,8129.4,8760.6,0.0,5584.4,,5584.4,,-1713.4,-30.7,3840.3,0.0,3840.3,12600.9,
08/31/2009,12587.4,226.4,226.4,0.0,498.6,498.6,0.0,542.9,83.5,50.7,160.6,248.1,135.3,,78.7,12.8,43.8,1403.2,653.9,882.1,-228.2,27.0,27.0,10503.3,10421.0,4805.6,5615.4,82.3,11184.2,,519.8,96.8,143.1,279.9,101.5,0.0,,,101.5,0.0,,,0.0,621.3,6135.0,6135.0,,,1958.5,,,,,1781.4,177.1,8093.5,8714.8,0.0,5589.0,,5589.0,0.0,-1736.2,19.8,3872.6,0.0,3872.6,12587.4,
11/30/2009,12642.3,117.6,117.6,0.0,558.9,558.9,0.0,555.6,81.9,49.1,146.0,278.6,139.7,,79.5,12.8,47.4,1371.8,670.1,951.3,-281.2,28.2,28.2,10572.2,10494.8,4876.2,5618.6,77.4,11270.5,,497.1,92.4,72.5,332.2,38.3,0.0,,,38.3,0.0,,,0.0,535.4,6184.1,6184.1,,,1952.1,,,,,1754.4,197.7,8136.2,8671.6,0.0,5592.8,,5592.8,,-1743.4,121.3,3970.7,0.0,3970.7,12642.3,
02/28/2010,12322.4,167.4,167.4,0.0,522.7,522.7,0.0,536.8,76.1,45.7,153.8,261.2,141.0,,78.2,16.7,46.1,1367.9,650.0,940.7,-290.7,30.6,30.6,10273.9,10197.4,4794.9,5402.5,76.5,10954.5,,540.8,77.6,137.4,325.8,37.0,0.0,,,37.0,0.0,,,0.0,577.8,5985.3,5985.3,,,1893.8,,,,,1708.0,185.8,7879.1,8456.9,0.0,5597.2,,5597.2,0.0,-1746.5,14.8,3865.5,0.0,3865.5,12322.4,
05/31/2010,11969.0,189.1,189.1,0.0,452.5,452.5,0.0,507.3,69.1,43.6,148.2,246.4,156.1,0.0,64.3,19.2,72.6,1305.0,622.0,903.1,-281.1,23.3,23.3,10018.7,9897.8,4707.5,5190.3,120.9,10664.0,,482.9,86.3,70.2,326.4,35.6,0.0,,,35.6,0.0,0.0,0.0,0.0,518.5,5860.9,5860.9,,,1856.1,0.0,0.0,0.0,0.0,1674.9,181.2,7717.0,8235.5,0.0,5605.1,,5605.1,0.0,-1761.0,-110.6,3733.5,0.0,3733.5,11969.0,
08/31/2010,12080.7,274.0,274.0,0.0,429.0,429.0,0.0,534.9,83.9,47.5,403.5,0.0,158.6,,57.4,14.4,86.8,1396.5,626.2,957.7,-331.5,19.3,19.3,10038.7,9924.6,4755.6,5169.0,114.1,10684.2,,528.2,87.6,137.9,302.7,36.0,0.0,,,36.0,0.0,,,0.0,564.2,5887.8,5887.8,,,1839.6,,,,,1636.8,202.8,7727.4,8291.6,0.0,5610.0,,5610.0,0.0,-1778.8,-42.1,3789.1,0.0,3789.1,12080.7,
11/30/2010,12123.8,228.6,228.6,0.0,475.4,475.4,0.0,571.4,94.1,51.2,426.1,0.0,158.6,,56.6,6.7,95.3,1434.0,636.3,1009.3,-373.0,11.4,11.4,10042.1,9932.4,4800.8,5131.6,109.7,10689.8,,472.9,91.8,63.6,317.5,36.4,0.0,,,36.4,0.0,,,0.0,509.3,5909.7,5909.7,,,1836.1,,,,,1648.1,188.0,7745.8,8255.1,0.0,5613.5,,5613.5,,-1786.4,41.6,3868.7,0.0,3868.7,12123.8,
02/28/2011,12297.9,340.4,287.7,52.7,480.5,480.5,0.0,591.6,91.8,51.5,448.3,0.0,162.0,,57.5,7.3,97.2,1574.5,646.0,1063.5,-417.5,36.7,36.7,10040.7,9960.6,4854.0,5106.6,80.1,10723.4,,532.3,83.1,131.3,317.9,36.9,0.0,,,36.9,0.0,,,0.0,569.2,5948.1,5948.1,,,1814.1,,,,,1629.8,184.3,7762.2,8331.4,0.0,5618.5,,5618.5,0.0,-1798.0,146.0,3966.5,0.0,3966.5,12297.9,
05/31/2011,11363.1,369.2,327.8,41.4,480.1,480.1,0.0,582.5,,,,,192.7,0.0,71.5,5.4,115.8,1624.5,638.4,,,0.0,,9100.2,9004.5,4470.1,4534.4,95.7,9738.6,,0.0,,,0.0,37.4,0.0,,,37.4,501.3,0.0,0.0,501.3,538.7,5982.9,5982.9,,,1661.9,0.0,0.0,0.0,0.0,1487.5,174.4,7644.8,8183.5,0.0,,,,,0.0,3179.6,3179.6,0.0,3179.6,11363.1,
08/31/2011,11345.6,438.7,431.2,7.5,457.8,457.8,0.0,581.5,86.3,42.6,580.2,-127.6,181.5,,69.8,4.2,107.5,1659.5,635.8,1137.5,-501.7,29.4,29.4,9020.9,8960.2,4488.5,4471.7,60.7,9686.1,,515.8,89.9,131.9,294.0,37.7,0.0,,,37.7,0.0,,,0.0,553.5,5988.7,5988.7,,,1639.9,,,,,1428.2,211.7,7628.6,8182.1,0.0,5618.5,,5618.5,0.0,-2649.9,194.9,3163.5,0.0,3163.5,11345.6,
11/30/2011,11072.9,390.5,383.9,6.6,495.8,495.8,0.0,561.8,81.2,39.9,440.7,0.0,179.0,,71.0,3.7,104.3,1627.1,596.2,1101.7,-505.5,21.0,21.0,8828.6,8769.5,4429.8,4339.7,59.1,9445.8,,465.2,95.2,58.7,311.3,36.5,0.0,,,36.5,0.0,,,0.0,501.7,5884.9,5884.9,,,1587.4,,,,,1396.1,191.3,7472.3,7974.0,0.0,5621.7,,5621.7,,-2664.0,141.2,3098.9,0.0,3098.9,11072.9,
02/29/2012,11138.6,499.8,496.0,3.8,507.4,507.4,0.0,555.8,80.3,42.3,433.2,0.0,186.8,,72.3,3.1,111.4,1749.8,598.9,1139.7,-540.8,14.3,14.3,8775.6,8720.4,4445.4,4275.0,55.2,9388.8,,530.2,85.2,125.8,319.2,36.6,0.0,,,36.6,0.0,,,0.0,566.8,5883.5,5883.5,,,1577.2,,,,,1370.4,206.8,7460.7,8027.5,0.0,5625.1,,5625.1,,-2680.5,166.5,3111.1,0.0,3111.1,11138.6,
05/31/2012,10420.4,494.9,492.4,2.5,491.6,491.6,0.0,543.2,78.3,42.4,422.5,0.0,186.6,0.0,52.5,5.0,129.1,1711.3,593.6,1134.8,-541.2,0.0,13.9,8115.5,8044.8,4114.4,3930.4,70.7,8709.1,,172.7,116.2,56.5,0.0,35.6,0.0,,,35.6,474.9,0.0,0.0,474.9,510.5,5792.2,5792.2,,,1435.6,0.0,0.0,0.0,0.0,1257.8,177.8,7227.8,7738.3,0.0,5628.8,,5628.8,0.0,0.0,2682.1,2682.1,0.0,8310.9,16049.2,
08/31/2012,10851.2,621.7,619.2,2.5,487.7,487.7,0.0,650.2,85.3,51.5,513.4,0.0,204.0,,53.4,5.6,145.0,1963.6,668.2,1257.0,-588.8,15.2,15.2,8204.2,8123.1,4182.2,3940.9,81.1,8887.6,,484.8,107.7,108.4,268.7,35.7,0.0,,,35.7,0.0,,,0.0,520.5,6246.2,6246.2,,,1392.9,,,,,1192.4,200.5,7639.1,8159.6,0.0,5648.4,,5648.4,0.0,-3101.1,144.3,2691.6,0.0,2691.6,10851.2,
11/30/2012,10465.1,170.1,167.5,2.6,556.0,556.0,0.0,674.1,77.4,49.4,547.3,0.0,206.2,,55.6,5.7,144.9,1606.4,693.2,1326.3,-633.1,23.1,23.1,8142.4,8039.3,4173.4,3865.9,103.1,8858.7,,442.9,102.8,55.2,284.9,34.3,0.0,,,34.3,0.0,,,0.0,477.2,6005.3,6005.3,,,1362.5,,,,,1158.3,204.2,7367.8,7845.0,0.0,5655.7,,5655.7,0.0,-3167.3,131.7,2620.1,0.0,2620.1,10465.1,
02/28/2013,10001.7,217.4,217.4,0.0,545.9,545.9,0.0,643.3,81.9,48.1,513.3,0.0,196.4,,62.1,4.4,129.9,1603.0,679.4,1349.7,-670.3,22.1,22.1,7697.2,7589.9,3927.5,3662.4,107.3,8398.7,,450.5,87.2,43.9,319.4,34.5,0.0,,,34.5,0.0,,,0.0,485.0,5943.9,5943.9,,,1306.8,,,,,1100.9,205.9,7250.7,7735.7,0.0,5661.5,5.5,5656.0,,-3471.7,76.2,2266.0,0.0,2266.0,10001.7,
05/31/2013,9794.7,355.6,355.6,0.0,531.8,531.8,0.0,624.0,78.8,44.7,500.5,0.0,261.2,0.0,119.9,6.9,134.4,1772.6,665.2,1281.5,-616.3,23.0,23.0,7333.9,7231.1,3600.9,3630.2,102.8,8022.1,,523.8,111.5,56.2,356.1,40.3,0.0,,,40.3,0.0,0.0,0.0,0.0,564.1,5926.1,5926.1,,,1335.9,0.0,0.0,0.0,0.0,1129.8,206.1,7262.0,7826.1,0.0,5667.5,,5667.5,0.0,-3693.0,-5.9,1968.6,0.0,1968.6,9794.7,
08/31/2013,9705.6,345.4,345.4,0.0,524.5,524.5,0.0,651.8,76.0,47.6,528.2,0.0,245.6,,118.0,,127.6,1767.3,664.5,1320.6,-656.1,23.2,23.2,7250.6,7154.8,3596.8,3558.0,95.8,7938.3,,453.6,92.4,40.0,321.2,36.8,0.0,,,36.8,0.0,,,0.0,490.4,5935.0,5935.0,,,1257.8,,,,,1067.7,190.1,7192.8,7683.2,0.0,5672.0,0.0,5672.0,,-3661.9,12.3,2022.4,0.0,2022.4,9705.6,
11/30/2013,9737.4,176.2,176.2,0.0,592.6,592.6,0.0,701.3,79.4,52.3,569.6,0.0,250.5,,121.7,,128.8,1720.6,692.7,1390.0,-697.3,24.8,24.8,7299.3,7200.5,3652.8,3547.7,98.8,8016.8,,527.1,102.1,57.6,367.4,34.2,0.0,,,34.2,0.0,,,0.0,561.3,5862.6,5862.6,,,1244.7,,,,,1053.2,191.5,7107.3,7668.6,0.0,5676.4,0.0,5676.4,0.0,-3657.0,49.4,2068.8,0.0,2068.8,9737.4,
05/31/2014,9766.6,247.6,247.6,0.0,577.3,577.3,0.0,693.4,83.1,54.4,555.9,0.0,352.8,0.0,149.9,,202.9,1871.1,716.0,1421.9,-705.9,12.5,12.5,7167.0,7074.0,3634.4,3439.6,93.0,7895.5,,712.1,135.3,53.4,523.4,133.1,0.0,,,133.1,0.0,0.0,0.0,0.0,845.2,5587.3,5587.3,,,1224.9,0.0,0.0,0.0,0.0,968.6,256.3,6812.2,7657.4,0.0,5687.0,,5687.0,0.0,-3617.1,39.3,2109.2,0.0,2109.2,9766.6,
08/31/2014,9597.1,192.0,192.0,0.0,530.4,530.4,0.0,724.2,90.2,52.1,581.9,0.0,333.6,,149.2,,184.4,1780.2,723.3,1448.0,-724.7,28.2,28.2,7065.4,6978.6,3627.8,3350.8,86.8,7816.9,,592.6,120.4,36.8,435.4,132.8,0.0,,,132.8,0.0,,,0.0,725.4,5603.5,5603.5,,,1192.0,,,,,939.3,252.7,6795.5,7520.9,0.0,5690.9,0.0,5690.9,0.0,-3609.8,-4.9,2076.2,0.0,2076.2,9597.1,
11/30/2014,9558.1,276.5,276.5,0.0,565.3,565.3,0.0,721.7,91.3,48.2,582.2,0.0,334.7,,147.0,,187.7,1898.2,720.0,1446.4,-726.4,13.5,13.5,6926.4,6795.7,3577.1,3218.6,130.7,7659.9,,629.8,102.1,50.7,477.0,132.8,0.0,,,132.8,0.0,,,0.0,762.6,5581.9,5581.9,,,1179.7,,,,,920.3,259.4,6761.6,7524.2,0.0,5694.9,5.5,5689.4,0.0,-3520.0,-141.0,2033.9,0.0,2033.9,9558.1,
02/28/2015,9371.7,363.2,363.2,0.0,548.4,548.4,0.0,710.1,82.8,46.7,580.6,0.0,265.7,,143.3,,122.4,1887.4,702.3,1403.4,-701.1,4.2,4.2,6777.8,6655.9,3554.6,3101.3,121.9,7484.3,,532.5,90.0,33.0,409.5,132.8,0.0,,,132.8,0.0,,,0.0,665.3,5580.6,5580.6,,,1175.1,,,,,913.1,262.0,6755.7,7421.0,0.0,5699.1,5.5,5693.6,0.0,-3471.2,-277.2,1950.7,0.0,1950.7,9371.7,
