Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Net Utility Plant,Source: Bloomberg
12/31/1995,414.026001,416.654999,416.654999,,5.331656,1.674268,0.964378,0.48,0.48,0.48,0.48,0.48,0.48,0.49,1.420293,0.724247,1.773548,20.769549,,46.117848,
03/31/1996,414.695007,414.351013,414.351013,,5.427205,2.173387,1.383836,0.61,0.61,0.61,0.61,0.61,0.61,0.49,2.243523,1.720102,2.386154,20.880118,,45.783572,
06/30/1996,412.89801,415.125,415.125,,5.15186,1.475042,0.69467,0.25,0.25,0.25,0.25,0.25,0.25,0.49,1.071819,0.366555,0.332908,20.632592,,45.941709,
09/30/1996,410.398987,411.759003,411.759003,,6.124583,2.085586,1.274644,0.55,0.55,0.55,0.55,0.55,0.55,0.49,1.829833,1.054984,0.393471,20.696986,,46.223887,
12/31/1996,403.503998,408.933014,408.933014,,6.604226,2.053769,1.244629,0.344,0.344,0.344,0.344,0.344,0.344,0.3,1.162462,0.180328,0.355392,20.726687,,47.579532,
03/31/1997,403.503998,409.0,409.0,,8.227384,2.339853,1.134474,0.42,0.42,0.42,0.42,0.42,0.42,0.3,2.388753,1.586797,0.298223,20.869164,,47.419106,
06/30/1997,395.112,398.0,398.0,,7.746231,2.168342,0.932161,0.49,0.49,0.49,0.49,0.49,0.49,0.3,0.457286,-0.653266,0.524378,20.877043,,48.286279,
09/30/1997,420.842987,414.0,414.0,,9.81401,2.7343,1.516908,0.62,0.62,0.62,0.62,0.62,0.62,0.3,2.497585,1.504831,1.34654,21.436168,,48.362984,
12/31/1997,417.665985,419.432007,419.432007,,11.65624,1.8835,0.631807,0.22,0.22,0.22,0.22,0.22,0.22,0.3,1.051422,-0.436304,3.344778,21.301711,,49.015244,
03/31/1998,381.473999,381.0,381.0,,11.425197,1.879265,1.215223,0.36,0.36,0.36,0.36,0.36,0.36,0.3,2.23622,0.908136,0.689431,20.475839,,53.2592,
06/30/1998,381.992004,383.0,382.0,,12.531414,3.068063,1.465969,0.46,0.46,0.52,0.46,0.46,0.52,0.3,1.060209,-0.036649,0.814153,20.615615,,42.637018,
09/30/1998,382.515991,382.0,382.0,,13.89267,2.971204,1.418848,0.55,0.55,0.55,0.55,0.55,0.55,0.3,3.327225,2.445026,0.813038,20.806973,,47.595396,
12/31/1998,382.604,383.0,383.0,,14.347258,0.671018,1.148825,0.51,0.51,0.51,0.51,0.51,0.45,0.3,-0.54047,-1.472585,0.891261,21.08185,,46.570344,
03/31/1999,383.568,373.0,373.0,,13.742627,2.410188,1.235925,0.46,0.45,0.45,0.4,0.39,0.39,0.3,2.747989,1.75067,0.727381,19.884349,,46.156092,
06/30/1999,383.95,369.0,367.0,,12.757493,2.833787,1.307902,0.5,0.53,0.53,0.47,0.5,0.5,0.3,1.716621,0.713896,0.836046,20.093762,,45.516343,
09/30/1999,384.033,367.0,367.0,,16.940054,3.258856,1.405995,0.5,0.5,0.5,0.5,0.5,0.5,0.3,1.002725,0.13624,0.796807,20.232636,,45.576812,
12/31/1999,360.591,366.0,366.0,,11.920765,2.352459,2.090164,-1.67,-1.49,0.81,-1.67,-1.49,0.81,0.3,0.770492,-0.666667,1.297869,21.009953,,46.523624,
03/31/2000,384.8675,361.0,361.0,,13.872576,2.833795,1.872576,0.78,0.78,0.78,0.77,0.77,0.77,0.3,2.941828,2.052632,0.792481,18.41413,,42.936855,
06/30/2000,385.3945,364.0,361.0,,15.617729,1.914127,1.722992,0.69,0.69,0.69,0.68,0.68,0.68,0.3,1.698061,0.731302,0.923729,18.780756,,43.70846,
09/30/2000,386.7037,362.0,362.0,,20.729282,6.853591,1.737569,0.62,0.67,0.67,0.62,0.67,0.67,0.3,-1.28453,-2.803867,2.904032,19.120583,,44.093191,
12/31/2000,363.378,362.0,362.0,,22.325967,4.40884,0.566298,-11.38,-11.32,0.03,-11.38,-11.32,0.03,0.303,-5.486188,-6.972376,6.970703,10.628051,,45.65769,
03/31/2001,387.183478,363.0,363.0,,18.38292,-2.988981,-3.69146,-2.62,-2.62,0.7,-2.62,-2.62,0.7,0.0,5.37741,3.895317,9.19719,4.922731,,43.23015,
06/30/2001,387.177497,363.0,363.0,,13.801653,4.699725,3.986226,2.07,2.07,0.67,2.07,2.07,0.67,0.0,2.479339,0.92562,11.467609,7.404872,,43.806781,
09/30/2001,363.358,364.0,363.0,,10.245179,5.019284,4.275482,2.12,2.12,2.12,2.12,2.12,2.12,0.0,5.294766,3.322314,15.370516,10.185547,,48.274704,
12/31/2001,364.083,366.0,366.0,,13.579235,3.893443,3.117486,1.46,1.43,0.99,1.45,1.42,0.98,0.0,9.581967,6.628415,14.889462,13.766092,,52.644589,
03/31/2002,365.084,368.0,364.0,,6.728022,3.162088,2.282967,1.73,1.71,0.6,1.71,1.69,0.6,0.0,3.269231,1.315934,15.851147,13.435264,,53.617798,
06/30/2002,366.8983,372.0,366.0,,7.409836,2.469945,1.519126,0.6,0.76,1.5,0.59,0.75,1.49,0.0,-2.125683,-4.773224,13.90031,14.181041,,54.241189,
09/30/2002,379.14,395.0,373.0,,7.900804,3.436997,2.865952,1.25,1.28,1.28,1.19,1.22,1.22,0.0,2.24933,2.24933,11.829403,14.881047,,53.692567,
12/31/2002,381.671,404.0,381.0,,6.291339,2.388451,1.632546,-5.75,0.5,0.58,-5.41,0.47,0.55,0.0,-1.396325,-2.855643,9.254043,9.466268,9.332645,36.589104,
03/31/2003,408.610591,382.0,382.0,,5.58377,1.065445,0.253927,-0.93,-0.22,0.45,-0.93,-0.22,0.45,0.0,2.442408,1.471204,11.179348,8.046781,,46.171099,
06/30/2003,412.035998,409.0,384.746,,7.054004,2.924007,2.175461,0.56,0.81,0.33,0.55,0.8,0.31,0.0,1.476299,0.543216,11.804794,8.487123,,46.044521,
09/30/2003,388.3322,397.0,387.0,,7.912145,3.806202,3.0,1.26,1.25,1.25,1.23,1.22,1.22,0.0,3.656331,2.485788,12.038662,10.472992,,41.26879,
12/31/2003,391.17,401.0,370.0,,6.859459,1.818919,0.975676,0.1,0.1,0.38,0.09,0.09,0.34,0.0,-1.118919,-2.510811,9.351433,10.775366,10.637319,46.289337,
03/31/2004,396.8563,424.0,393.0,,6.926209,1.951654,1.157761,7.36,7.36,0.45,7.21,7.21,0.41,0.0,2.256997,1.386768,8.718521,18.427325,,46.10233,
06/30/2004,399.6641,425.0,418.0,,6.576555,2.42823,1.617225,0.89,0.89,0.71,0.88,0.88,0.7,0.0,-0.421053,-1.366029,3.552984,19.336238,,46.393959,
09/30/2004,401.2195,427.0,399.0,,6.573935,2.290727,1.275689,0.55,0.55,0.59,0.53,0.53,0.57,0.0,1.952381,1.017544,4.625897,19.909302,,46.607904,
12/31/2004,392.348931,428.0,420.8,,7.096008,2.435837,1.387833,2.07,0.47,0.47,2.04,0.44,0.44,0.33,0.869772,-0.556084,2.477387,22.003373,21.287174,48.398246,
03/31/2005,368.504935,392.0,388.0,,6.878866,2.283505,1.291237,0.55,0.55,0.57,0.54,0.54,0.56,0.3,2.453608,1.559278,3.747575,21.223596,21.223596,51.744219,
06/30/2005,371.453156,393.0,370.0,,6.751351,2.686486,1.459459,0.7,0.7,0.69,0.7,0.7,0.69,0.3,1.705405,0.391892,4.022041,21.709332,21.709332,51.944639,
09/30/2005,373.280029,395.0,372.0,,7.537634,2.610215,1.384409,0.66,0.63,0.63,0.65,0.62,0.62,0.3,1.435484,0.051075,3.30315,22.061186,22.061186,52.368191,
12/31/2005,342.203012,367.3,359.0,,10.395543,2.275766,1.153203,0.49,0.49,0.49,0.49,0.49,0.49,0.33,0.81337,-0.791086,2.083559,21.092742,19.39492,58.313338,
03/31/2006,345.617338,349.0,344.0,,9.151163,2.531977,1.363372,0.61,0.61,0.61,0.6,0.6,0.6,0.33,3.281977,1.485465,2.612716,21.286548,21.286548,58.602384,
06/30/2006,346.271637,368.0,346.0,,8.719653,2.690751,1.343931,0.65,0.65,0.64,0.65,0.65,0.64,0.33,1.187861,-0.552023,1.215809,21.555332,21.555332,59.502419,
09/30/2006,347.310913,368.0,347.0,,9.129683,3.487032,2.118156,1.09,1.09,0.86,1.09,1.09,0.86,0.33,2.017291,0.268012,1.21505,22.343093,22.343093,61.50397,
12/31/2006,374.181059,368.0,347.0,,9.239193,2.455331,1.26513,0.43,0.43,0.49,0.42,0.42,0.47,0.33,1.365994,-0.743516,1.218661,20.874921,20.874921,58.220478,
03/31/2007,349.837182,370.0,349.0,,9.616046,2.816619,1.515759,0.71,0.71,0.71,0.71,0.71,0.71,0.36,2.796562,0.816619,1.343482,22.802036,22.802036,63.300876,
06/30/2007,349.470573,371.0,350.0,,9.105714,2.9,1.585714,0.75,0.75,0.75,0.74,0.74,0.74,0.36,0.742857,-1.22,1.047298,23.452618,23.452618,64.503285,
09/30/2007,352.398446,372.0,352.0,,9.315341,3.088068,1.653409,0.77,0.77,0.77,0.77,0.77,0.77,0.36,2.392045,0.235795,2.224754,23.830979,23.830979,65.363512,
12/31/2007,353.719651,362.5,362.5,,9.42069,2.548966,1.235862,0.56,0.56,0.56,0.56,0.56,0.56,0.36,1.291034,-0.736552,0.975349,24.180166,24.180166,66.877822,
03/31/2008,355.232258,356.0,355.0,,10.515493,2.619718,1.388732,0.62,0.62,0.62,0.62,0.62,0.62,0.39,2.923944,0.653521,0.71221,24.471314,24.471314,68.186375,
06/30/2008,356.411283,357.0,356.0,,10.050562,4.08427,1.640449,0.8,0.8,0.8,0.8,0.8,0.8,0.39,6.294944,1.404494,0.833307,24.962734,24.962734,69.315987,
09/30/2008,358.198735,358.0,357.0,,10.291317,3.184874,1.789916,0.83,0.83,0.83,0.83,0.83,0.83,0.39,-0.145658,-2.918768,0.700728,25.51377,25.51377,70.977358,
12/31/2008,336.393616,377.372,377.372,,9.653604,2.702903,1.444198,1.37,0.96,0.7,1.37,0.96,0.7,0.39,1.513096,-0.993714,0.651023,27.875083,27.875083,78.066285,
03/31/2009,366.336769,366.0,364.0,,9.425824,2.681319,1.409341,0.65,0.65,0.66,0.65,0.65,0.66,0.42,2.445055,-0.587912,0.739756,26.232693,26.232693,73.492486,
06/30/2009,368.841539,369.0,368.0,,8.679348,3.089674,1.782609,1.03,1.03,0.798913,1.02,1.02,0.792358,0.42,2.347826,-0.380435,0.916383,26.965509,26.965509,74.826171,
09/30/2009,370.877751,388.0,370.0,,8.743243,3.021622,1.640541,0.84,0.84,0.924324,0.83,0.83,0.891856,0.42,2.845946,0.262162,1.887414,27.399864,27.399864,75.992696,
12/31/2009,370.601905,386.0,371.0,,9.539084,2.735849,1.409704,0.792453,0.792453,1.125472,0.761658,0.761658,1.081736,0.42,0.625337,-1.954178,1.422011,27.88167,27.88167,77.959664,
03/31/2010,371.222918,389.0,371.0,,9.366577,3.02965,1.665768,0.69,0.69,0.69,0.67,0.67,0.67,0.46,1.06469,-1.256065,0.695,27.932004,27.932004,79.135739,
06/30/2010,390.103473,390.0,373.0,,8.664879,3.289544,1.863271,0.88,0.88,0.88,0.86,0.86,0.86,0.46,2.621984,0.112601,0.679307,27.866965,27.866965,76.859095,
09/30/2010,391.530616,392.0,390.0,,9.007692,2.753846,1.289744,0.66,0.66,1.020513,0.66,0.66,1.017143,0.46,2.428205,-0.228205,0.886265,28.153609,28.153609,78.346364,
12/31/2010,395.227205,395.0,394.0,,9.190355,2.624365,1.248731,0.65736,0.65736,1.17665,0.655696,0.655696,1.173671,0.45,2.248731,-0.340102,0.736285,28.545606,28.545606,79.571952,
03/31/2011,397.453525,397.0,396.0,,9.083333,2.611111,1.222222,0.5,0.5,0.5,0.5,0.5,0.5,0.46,2.747475,0.338384,0.603844,28.717823,28.717823,80.190508,
06/30/2011,401.657362,400.0,399.0,,9.233083,3.358396,1.734336,0.91,0.91,0.91,0.91,0.91,0.91,0.46,2.047619,-0.220551,0.871389,29.350887,29.350887,79.986085,
09/30/2011,405.169162,404.0,403.0,,9.578164,2.416873,1.012407,0.5,0.5,0.5,0.5,0.5,0.5,0.46,3.292804,0.466501,0.683665,29.516067,29.516067,81.032821,
12/31/2011,412.257082,408.0,407.0,,9.373464,2.272727,0.879607,0.203931,0.203931,0.500983,0.203431,0.203431,0.499755,0.45,1.2457,-1.395577,1.244369,29.353043,29.353043,81.635954,
03/31/2012,421.777738,416.0,414.0,,8.794686,2.586957,1.176329,0.56,0.56,0.56,0.56,0.56,0.56,0.46,2.248792,-0.439614,0.609326,29.778717,29.778717,81.201536,
06/30/2012,425.996481,425.0,423.0,,8.49409,2.536643,1.104019,0.56,0.56,0.56,0.55,0.55,0.55,0.46,2.938534,0.205674,0.685452,30.051891,30.051891,81.930254,
09/30/2012,429.357175,429.0,428.0,,9.28972,2.876168,1.434579,0.84,0.84,0.84,0.84,0.84,0.84,0.46,2.985981,0.292056,0.689403,30.587587,30.587587,83.031103,
12/31/2012,430.718293,431.0,430.0,,8.906977,1.372093,0.290698,-0.030233,-0.030233,0.216163,-0.030233,-0.030233,0.215591,0.45,3.325581,0.4,0.931003,30.353946,30.353946,87.117266,
03/31/2013,441.509054,435.0,434.0,,8.460829,2.315668,1.156682,0.55,0.55,0.55,0.55,0.55,0.55,0.46,2.002304,-0.87788,0.629659,30.740026,30.740026,86.707169,
06/30/2013,444.717704,443.0,442.0,,8.542986,2.606335,1.438914,0.74,0.74,0.74,0.74,0.74,0.74,0.46,1.334842,-1.520362,0.631862,31.188324,31.188324,87.846739,
09/30/2013,448.59007,447.0,446.0,,9.360987,1.825112,0.652466,0.36,0.36,0.36,0.36,0.36,0.36,0.46,3.080717,0.015695,0.626407,31.226728,31.226728,88.626572,
12/31/2013,456.670424,454.0,453.0,,8.774834,1.916115,0.735099,0.189845,0.189845,0.415121,0.189427,0.189427,0.414207,0.45,1.311258,-1.587196,0.64817,31.405581,31.405581,90.332103,
03/31/2014,464.263173,460.0,459.0,,8.477124,2.22658,1.054466,0.49,0.49,0.49,0.49,0.49,0.49,0.46,1.679739,-0.941176,0.232627,31.619997,31.619997,90.071758,
06/30/2014,470.950685,469.0,467.0,,8.462527,2.301927,1.109208,0.57,0.57,0.57,0.57,0.57,0.57,0.455,1.089936,-1.293362,0.280284,31.909923,31.909923,90.206897,
09/30/2014,474.534357,474.0,472.0,,10.463983,3.677966,2.256356,1.72,1.72,1.72,1.71,1.71,1.71,0.455,3.552966,0.896186,0.292919,33.251544,33.251544,90.977606,
12/31/2014,475.913404,477.0,474.0,,9.088608,2.21519,0.808017,0.276371,0.276371,0.447437,0.274633,0.274633,0.444623,0.455,1.546414,-1.113924,0.317285,33.090054,33.090054,92.329822,
03/31/2015,479.490832,481.0,477.0,,8.174004,1.471698,0.148847,0.06,0.06,0.87631,0.06,0.06,0.864574,0.46,2.264151,-0.417191,0.302404,32.749323,32.749323,92.683732,
06/30/2015,481.575453,483.0,480.0,,8.785417,2.7875,1.43125,0.84,0.84,0.920833,0.83,0.83,0.912816,0.46,1.622917,-0.941667,0.517053,33.263739,33.263739,93.464066,
09/30/2015,490.177833,489.0,486.0,,9.36214,2.465021,1.121399,0.63,0.63,0.847737,0.63,0.63,0.844724,0.46,2.228395,-0.349794,0.314172,33.799978,33.799978,93.123346,
12/31/2015,492.025443,496.0,493.0,,8.452333,1.789047,0.415822,0.271805,0.271805,0.501014,0.270161,0.270161,0.497984,0.45,1.699797,-1.411765,0.249987,33.689315,33.689315,94.960536,
03/31/2016,495.606702,495.0,493.0,,8.060852,1.606491,0.192698,0.22,0.22,0.825558,0.22,0.22,0.825558,0.46,2.206897,-0.334686,0.286518,33.518514,33.518514,96.939771,
06/30/2016,498.143219,498.0,497.0,,8.38833,2.21328,0.806841,0.41,0.41,0.663984,0.41,0.41,0.658996,0.49,1.462777,-1.432596,0.379409,33.616838,33.616838,97.556281,
09/30/2016,505.183752,503.0,501.0,,9.600798,2.662675,1.277445,0.77,0.77,0.94012,0.77,0.77,0.93501,0.49,2.93014,0.001996,0.140543,34.351857,34.351857,97.845586,
12/31/2016,506.891874,508.0,505.0,,9.332673,3.186139,1.869307,1.370297,1.370297,1.338614,1.362205,1.362205,1.330709,0.49,2.229703,-0.952475,0.349187,35.392163,35.392163,99.786567,
03/31/2017,510.610267,511.0,508.0,,8.401575,3.108268,1.706693,1.13,1.13,1.070866,1.13,1.13,1.06,0.49,3.098425,0.659449,0.321184,35.943265,35.943265,100.037158,
06/30/2017,512.220726,513.0,511.0,,8.317025,2.831703,1.438356,0.79,0.79,0.861057,0.79,0.79,0.856277,0.53,2.313112,-0.148728,0.347506,36.38861,36.38861,100.808104,
09/30/2017,513.773072,516.0,513.0,,8.805068,3.111111,1.727096,1.07,1.07,1.126706,1.07,1.07,1.124264,0.53,3.861598,0.998051,0.371759,37.047485,37.047485,102.229959,
12/31/2017,514.755845,513.0,512.0,,8.007812,2.220703,0.814453,0.221359,0.221359,0.634951,0.221359,0.221359,0.634951,0.0,2.421875,-0.912109,0.872258,37.33809,37.33809,104.4942,
03/31/2018,516.003957,516.0,515.0,,7.875728,2.623301,1.163107,0.86,0.86,0.908738,0.86,0.86,0.908738,0.0,2.935922,0.060194,0.279068,38.238079,38.238079,105.311208,
06/30/2018,517.102983,516.0,516.0,,8.205426,-1.393411,-2.839147,-1.91,-1.91,1.166589,-1.91,-1.91,1.163566,0.0,2.405039,-0.364341,0.999801,36.373799,,106.659605,
09/30/2018,517.102983,517.0,517.0,,8.473888,2.814313,1.346228,1.09,1.09,1.12766,1.09,1.09,1.12675,0.0,2.868472,-0.470019,0.831556,37.601794,37.601794,108.692082,
12/31/2018,520.33871,517.0,517.0,,7.907157,-16.926499,-18.433269,-13.217308,-13.217308,1.221154,-13.217308,-13.217308,1.221154,0.0,0.998066,-2.775629,3.205604,24.31301,24.31301,112.536313,
03/31/2019,529.210278,527.0,526.0,,7.625475,2.106464,0.359316,0.25,0.25,1.039924,0.25,0.25,1.029886,0.0,4.26616,1.889734,5.600798,24.332483,24.332483,111.934712,
06/30/2019,529.223793,529.0,529.0,,7.453686,-5.160681,-6.880907,-4.83,-4.83,1.098299,-4.83,-4.83,1.094386,0.0,0.969754,-1.279773,6.535987,19.541827,,113.847867,
09/30/2019,529.229517,529.0,529.0,,8.378072,-2.395085,-4.485822,-3.06,-3.06,1.137996,-3.06,-3.06,1.137996,0.0,2.476371,-0.960302,5.611932,16.512684,16.512684,115.874111,
12/31/2019,529.236741,528.0,528.0,,8.982955,-6.221591,-8.087121,-6.856061,-6.856061,1.250644,-6.856061,-6.856061,1.250644,0.0,1.418561,-2.617424,2.966536,9.704542,9.704542,116.460168,
03/31/2020,529.785896,648.0,529.0,,8.139887,2.854442,1.238185,0.7,0.7,1.088847,0.57,0.57,0.886358,0.0,3.034026,-0.10397,3.699608,10.394765,10.394765,117.96841,
06/30/2020,529.793355,529.0,529.0,,8.568998,2.185255,0.533081,-3.73,-3.73,6.767486,-3.73,-3.73,6.765274,0.0,3.187146,0.285444,1.827127,6.698838,6.698838,119.671188,
09/30/2020,,,,,,,,0.175,0.175,0.295,0.175,0.175,0.295,,,,,,,,
12/31/2020,,,,,,,,0.14,0.14,0.235,0.14,0.14,0.235,,,,,,,,
