Date,Assets,Net Plant in Service,Gross Utility Plant in Service,Accum Depreciation for Plant Asset,Plant Construction in Progress,Net Nuclear Fuel,Total Utility Plant,Cash & Near Cash Items,Marketable Securities,Restricted Bond Proceeds,Net Accounts Receivable,Supplies And Fuel,Prepaid Expenses,Other Current Assets,Total Current Assets,Decommissioning Funds,Long-Term Investments,Investments in Associated Co.,Other Property & Equipment,Deferred Charges & Others,Total Long Term Assets,Total Assets,Liabilities & Shareholders' Equity,ST Portion of LT Debts,Short Term Debt,Accounts Payable,Other Accounts Payable and Accruals,Other Current Liabilities,Total Current Liabilities,Accum Deferred Income Taxes,Accumulated Deferred ITC,Long-Term Borrowings,Other Liabilities,Total Long-Term Liabilities,Common Stock,Additional Paid in Capital,Retained Earnings & Other Equity,Total Preferred Equity,Minority Interest,Total Equity,Total Capitalization & Liabilities,Source: Bloomberg
03/30/1990,,8828.914062,12377.514648,-3548.601074,419.709991,132.367996,9380.992188,103.561996,0.0,0.0,663.544983,339.932007,46.588001,0.0,1153.626953,79.622002,1081.843994,,743.68103,452.477997,2357.625023,12892.244141,,55.890999,211.919006,389.661011,920.130981,115.713997,1693.31604,1456.156982,495.317993,4439.339844,153.957001,6544.771729,2857.974121,0.0,1366.187988,429.993988,0.0,4654.156097,12892.244141,
06/30/1990,,8887.757812,12552.918945,-3665.160889,464.852997,246.408005,9599.018555,85.408997,0.0,0.0,556.106995,432.339996,43.002998,0.0,1116.859009,86.037003,1232.781006,,730.041992,397.312012,2446.172012,13162.049805,,156.742996,729.932983,313.580994,742.851013,109.688004,2052.795898,1478.371948,491.778015,4337.399902,141.768997,6449.318848,2876.691895,0.0,1353.249023,429.993988,0.0,4659.934906,13162.049805,
09/30/1990,,8975.234375,12703.371094,-3728.136963,495.457001,220.610992,9691.301758,45.278999,0.0,0.0,572.439026,515.247009,86.191002,0.0,1219.156006,92.357002,1261.290039,,734.752991,378.037994,2466.438026,13376.896484,,116.896004,645.072021,292.785004,727.145996,101.035004,1882.93396,1544.026978,485.622986,4574.951172,144.656006,6749.25708,2897.299072,0.0,1417.411987,429.993988,0.0,4744.705048,13376.896484,
12/31/1990,,9106.785156,12873.780273,-3766.995117,576.903992,190.091995,9873.78125,60.491001,0.0,0.0,713.028992,521.937012,62.012001,0.0,1357.468994,98.801003,1353.671997,,949.95697,389.630005,2792.059975,14023.30957,,118.740997,758.859009,489.380005,700.484985,95.205002,2162.669922,1552.489014,484.489014,4722.097168,206.557999,6965.633057,3043.4021,0.0,1421.610962,429.993988,0.0,4895.00705,14023.30957,
03/31/1991,,9158.328125,12940.405273,-3782.076904,599.330994,188.813995,9946.472656,39.0,0.0,0.0,742.807983,413.36499,64.352997,0.0,1259.526001,99.686996,1406.572998,,938.991028,395.674988,2840.92601,14046.924805,,135.860992,582.637024,333.252014,904.297974,110.394997,2066.443115,1597.587036,479.104004,4652.565918,162.425995,6891.682861,3180.782959,0.0,1478.021973,429.993988,0.0,5088.79892,14046.924805,
06/30/1991,,9211.137695,13081.905273,-3870.76709,587.913025,228.401993,10027.453125,58.419998,0.0,0.0,664.036011,450.802002,57.497002,0.0,1230.755005,105.329002,1474.715942,,1045.665039,364.339996,2990.04998,14248.257812,,359.428009,601.901978,334.019989,747.041016,111.011002,2153.4021,1627.522949,473.334015,4704.862793,162.690994,6968.410889,3215.147949,0.0,1481.302979,429.993988,0.0,5126.444916,14248.257812,
09/30/1991,,9329.567383,13289.267578,-3959.700928,544.177979,200.397995,10074.142578,41.945,0.0,0.0,647.150024,508.40799,72.674004,0.0,1270.177002,114.071999,1547.462036,,1047.064941,347.772003,3056.370979,14400.691406,,266.085999,669.544006,275.181,742.692993,103.888,2057.39209,1671.948975,467.252991,4806.958008,195.264999,7141.425049,3238.206055,0.0,1533.67395,429.993988,0.0,5201.873993,14400.691406,
12/31/1991,,9466.257812,13502.089844,-4035.832031,537.228027,179.095001,10182.581055,25.99,0.0,0.0,759.593994,437.734985,61.084999,0.0,1284.404053,117.421997,1685.970947,,738.262024,443.924988,2985.579956,14452.56543,,420.401001,389.049988,413.123993,680.344971,120.983002,2023.902954,1596.510986,464.709991,5181.990234,211.289993,7454.501221,3262.137939,0.0,1282.029053,429.993988,0.0,4974.16098,14452.56543,
03/31/1992,,9460.587891,13578.013672,-4117.425781,596.033997,173.574997,10230.197266,529.237976,0.0,0.0,858.697998,344.494995,59.583,0.0,1792.014038,121.386002,1710.864014,,719.794006,419.917999,2971.962021,14994.172852,,511.526001,308.807007,359.286011,972.771973,159.315994,2311.707031,1612.573975,459.924011,5163.097168,274.204987,7509.800049,3399.826904,0.0,1342.844971,429.993988,0.0,5172.665863,14994.172852,
06/30/1992,,9628.137695,13843.870117,-4215.731934,490.997009,171.339005,10290.473633,232.578995,0.0,0.0,745.340027,424.451996,51.18,0.0,1453.551025,121.962997,1706.245972,,744.883972,427.216003,3000.308945,14744.333984,,595.945984,315.04599,347.334015,431.723999,167.477997,1857.527954,1659.626953,454.970001,5260.541992,273.152008,7648.291016,3428.26709,0.0,1305.254028,504.993988,0.0,5238.515106,14744.333984,
