Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
06/30/1995,6.755,-2.592,4.163,-3.489,0.674,-0.229,0,0.036,0.481,-0.175,0.306,0,0.0,0.306,-0.308,,-0.002,,,-0.002,0.0,0.0,0.0,5.434,0.0,0.0,0.0,5.434,
09/30/1995,8.875,-3.312,5.563,-3.6,1.963,-0.194,0,0.042,1.811,-0.656,1.155,0,0.0,1.155,-0.308,,0.847,,,0.847,,,,,,,,,
12/31/1995,8.597,-3.336,5.261,-4.057,1.204,-0.112,0,-0.036,1.056,-0.428,0.628,0,0.0,0.628,-2.537,,-1.909,,,-1.909,-0.27,-0.27,-0.27,6.95,-0.27,-0.27,-0.27,6.95,
03/31/1996,8.504,-3.129,5.375,-3.991,1.384,0.0,0,0.075,1.459,-0.534,0.925,0,0.0,0.925,0.0,,0.925,,,0.925,,0.11,0.11,8.22,0.11,0.11,0.11,8.22,
06/30/1996,8.211,-3.417,4.794,-5.988,-1.194,-0.005,0,0.072,-1.127,0.582,-0.545,0,0.0,-0.545,0.0,,-0.545,,,-0.545,-0.07,-0.07,-0.07,7.656,-0.07,-0.07,-0.07,7.656,
09/30/1996,10.73,-3.914,6.816,-5.333,1.483,0.0,0,0.07,1.553,-0.782,0.771,0,0.235,1.006,0.0,,1.006,,,1.006,0.12,0.12,0.12,8.278,0.12,0.12,0.12,8.278,
12/31/1996,11.004,-4.288,6.716,-5.638,1.078,-0.008,0,0.081,1.151,-0.777,0.374,0,0.749,1.123,0.0,,1.123,,,1.123,0.14,0.14,0.14,7.799,0.14,0.14,0.14,8.219,
03/31/1997,11.514,-5.624,5.89,-5.297,0.593,0.0,0,-1.165,-0.572,-0.394,-0.966,0,-0.984,-1.95,0.0,,-1.95,,,-1.95,-0.24,-0.24,-0.24,7.769,-0.24,-0.24,-0.24,7.769,
06/30/1997,13.034,-5.777,7.257,-7.628,-0.371,-0.01,0,0.029,-0.352,0.142,-0.21,0,0.0,-0.21,0.0,,-0.21,,,-0.21,-0.03,-0.03,-0.03,7.828,-0.03,-0.03,-0.03,7.828,
09/30/1997,14.838,-6.346,8.492,-7.462,1.03,-0.038,0,0.04,1.032,-0.417,0.615,0,0.0,0.615,0.0,,0.615,,,0.615,0.08,0.08,0.08,7.839,0.07,0.07,0.07,8.292,
12/31/1997,15.141,-7.052,8.089,-6.908,1.181,-0.038,0,-1.675,-0.532,-0.195,-0.727,0,0.0,-0.727,0.0,,-0.727,1.9,-0.243,0.93,0.1,-0.09,-0.09,8.142,0.1,-0.09,-0.09,8.142,
03/31/1998,15.752,-7.226,8.526,-6.747,1.779,-0.108,0,0.071,1.742,-0.617,1.125,0,0.0,1.125,0.0,,1.125,-0.206,-0.731,0.188,0.05,0.13,0.13,8.81,0.02,0.12,0.12,8.81,
06/30/1998,15.277,-6.838,8.439001,-7.631,0.808,-0.081,0,0.032,0.759,-0.248,0.511,0,0.0,0.511,0.0,,0.511,,,0.511,0.06,0.06,0.06,8.26,0.06,0.06,0.06,8.875,
