Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,Gross Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
12/31/1992,,,,,,,,,,,,-4.813151,-5.09106,,,,,
03/31/1993,,,,,,,,,,,,5.541828,5.541828,,,,,
06/30/1993,,,,,,,42.810914,10.774436,,6.876517,4.390675,4.390675,4.037656,,36.149732,0.0,,
09/30/1993,,,,,,,,,,,,6.67127,6.67127,,,,,
12/31/1993,,,,,,,45.24735,16.296468,,13.008177,7.736472,7.736472,7.463898,,40.526082,23.656877,,
03/31/1994,,,,,,,42.755738,12.332492,,8.358763,4.862677,4.338596,4.013533,,41.825399,36.69591,,
06/30/1994,,59.81998,8.502019,,,,41.36832,12.424391,,7.945071,4.160536,4.160536,3.800883,,47.633744,64.774192,21.072071,
09/30/1994,,52.749517,5.521404,11.80265,-21.441076,,40.545924,10.55053,,0.291367,-2.031897,-2.031897,-2.369269,,797.367975,,,
12/31/1994,,36.540909,4.568953,10.358749,-22.922309,,44.25645,12.435987,,8.85129,5.075811,5.075811,4.834823,,42.654566,42.471446,21.021456,
03/31/1995,,38.377724,4.62532,10.476645,-25.762616,,43.211003,8.909309,,5.404943,2.933623,2.933623,2.659666,,45.723332,54.077246,17.624108,
06/30/1995,,37.406696,4.646767,10.158856,-22.263838,,43.576917,9.071356,2.624548,6.275206,3.667258,3.667258,3.409152,,41.559555,65.29969,12.98024,
09/30/1995,,66.546803,7.092436,14.575402,15.105477,,40.471937,11.390307,15.542074,8.125,5.063776,4.827806,4.547194,,37.676607,18.799998,54.036005,
12/31/1995,,57.795394,7.436413,15.506103,15.823452,,42.377847,15.976331,,12.572439,7.838711,7.838711,7.619105,,37.651626,30.98479,39.887613,
03/31/1996,,61.470931,7.865048,16.256615,16.432583,,39.42462,10.404302,-2.218752,6.598701,4.126807,4.126807,3.875428,,37.46032,48.46847,31.676911,
06/30/1996,,57.356132,7.436744,14.660834,14.845005,,38.705532,11.625862,,8.778574,5.701339,5.559313,5.322602,,35.053931,47.400993,30.168756,
09/30/1996,,58.400945,7.911817,14.920933,15.403759,,38.009138,13.218016,,9.366841,5.861619,5.861619,5.639687,,37.421604,21.064817,46.098893,
12/31/1996,,49.15442,7.545585,14.712392,14.01117,,48.798094,16.691788,-13.595563,14.081713,9.067892,10.900436,10.630702,,35.605195,34.355033,32.267402,
03/31/1997,,53.077799,8.142821,15.332376,13.906551,,49.408622,12.304464,-5.212406,8.632201,5.627623,7.31591,7.001144,,34.806629,48.833035,27.158299,
06/30/1997,,52.326824,8.373257,16.162369,15.698761,,49.731236,13.380686,-7.440477,0.566327,7.698214,9.665962,9.358801,,,40.519483,31.124265,
09/30/1997,,51.130066,9.146447,16.732081,15.428634,,48.736904,14.162485,-10.507705,12.762961,8.397148,9.585424,9.303759,,34.206896,37.201735,32.108794,
12/31/1997,,87.798078,20.788543,33.526019,13.465961,,50.785815,18.93554,68.904623,16.19467,10.606636,65.33293,65.097564,,34.505392,27.672035,63.502563,
03/31/1998,,87.869309,21.054559,33.991616,15.525113,,50.585164,13.476773,33.173059,4.942383,7.78718,7.193014,6.931941,,,33.492824,58.439396,
06/30/1998,,94.735933,20.359006,32.712775,13.300405,,50.694381,13.030105,1.286204,8.472365,5.555038,5.638922,5.377947,,34.43344,64.436609,33.69131,
09/30/1998,,109.081849,21.483461,33.804461,14.552144,,50.229937,15.401302,101.219401,12.928416,9.093275,9.093276,8.859002,,29.66443,18.119491,89.316773,
12/31/1998,,25.527158,7.217994,,,,55.576894,55.576894,,17.048311,17.048311,26.119072,25.734968,,,,,
03/31/1999,,26.825561,7.766839,,,,56.134155,56.134159,,17.769935,17.769935,15.769344,15.769344,,,,,
06/30/1999,,28.248189,7.744131,,,,57.375786,17.566528,-6.054873,13.382556,9.444701,8.798647,8.798647,,29.425289,55.048862,12.697882,
09/30/1999,,42.837048,9.820256,,,,58.603016,58.603016,,17.90892,17.90892,24.000584,24.000584,,,,,
12/31/1999,,41.151463,10.259957,,,,59.824247,21.680626,,27.625978,18.550048,33.337911,33.337911,,32.852882,21.539601,32.287602,
03/31/2000,,45.114291,12.772674,,,,60.205559,20.107122,,26.288361,21.87319,20.700637,20.700637,,16.795155,19.060225,36.515405,
06/30/2000,,59.540868,14.032185,,,,58.925631,18.973516,69.230756,14.978304,9.995512,9.142601,9.142601,,33.266732,29.790417,41.803395,
09/30/2000,,62.561923,13.814658,24.521878,13.256236,,58.351829,19.51472,-3832.857404,17.82808,12.353897,12.353898,12.353898,,30.705396,11.616767,55.29425,
12/31/2000,,39.303403,8.602401,17.040863,12.022811,,58.690003,18.88418,,17.106524,11.130864,11.130863,11.130863,,34.932053,24.815724,29.549979,
03/31/2001,,32.755096,7.932108,15.417625,13.027936,,57.683048,19.119106,,12.094605,7.704291,7.704292,7.704292,,36.299766,36.580882,20.772993,
06/30/2001,,55.648262,9.429257,18.276669,15.124685,,59.29016,20.460972,46.01538,17.533936,10.95871,10.95871,10.95871,,37.500001,25.935486,41.215615,
09/30/2001,,54.72283,9.882438,19.219598,17.726229,,53.37043,20.260528,24.651573,16.984949,10.977614,10.977615,10.977615,,35.368579,23.169356,42.043903,
