Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Taxes,Cash Paid for Interest,Source: Bloomberg
08/31/2006,177.979004,-45.618999,50.882999,111.361,,25.412001,85.948999,61.354,-144.018997,-223.126999,,428.499996,,-79.794998,-75.945002,19.316999,,,-95.262001,,,0.0,0.0,0.0,,,,,-3.849997,-179.499996,-14.855,36.89801,-198.928007,1.323,-200.251007,-2.615,,-81.316002,37.66,,
11/30/2006,-252.233994,41.376999,52.084,26.791,,-3.353,30.144,-372.485992,-200.916,-80.877998,,-90.691994,,-70.056999,-69.701,2.118,,,-71.819,,,0.0,0.0,0.0,,,,,-0.355999,200.019995,-14.295,200.119995,4.512,4.512,0.0,9.683,,-122.271004,,,
02/28/2007,-0.33,13.9,57.893002,6.147,,-7.532,13.679,-78.269997,316.057007,102.297997,,-496.625,,-791.846008,-49.199001,5.16,,,-54.359001,,,0.0,0.0,0.0,,,,,-742.647007,695.571047,-14.378,690.748047,8.832,8.832,0.0,10.369,,-96.605003,,,
05/31/2007,191.589005,6.234,63.852001,34.596001,,-7.114,41.710001,86.906998,19.224001,97.223999,,-29.541002,,-112.245003,-83.887002,4.152,,,-88.039001,,,0.0,0.0,0.0,,,,,-28.358001,-75.673007,-14.414,-87.682007,0.853,0.853,0.0,25.57,,3.671,,,
08/31/2007,244.864,11.725,65.873,26.211,,-14.147,40.358,141.055,-8.348,82.902,,66.501,,-80.274,-79.737,8.236,,,-87.973,,,0.0,0.0,0.0,,,,,-0.537,-59.323,-14.517,-62.279,17.64,17.64,0.0,-0.167,,105.267,31.458,,
11/30/2007,143.006,62.001,66.269,-5.178,4.989,-26.047,15.88,19.914,-190.549,-10.65,,221.113,,-124.283,-64.21,1.75,,,-65.96,,,,,,,,,,-60.073,-17.892,-14.559,9.002,2.201,2.201,,-14.536,,0.831,,,
02/29/2008,129.802,-24.045,68.224,20.088,,-23.883,43.971,65.535,318.351,31.478,,-284.294,,-79.438,-81.943,1.414,,,-83.357,,,0.0,0.0,0.0,,,,,2.505,-183.451,-14.667,-137.349,9.125,9.125,0.0,-40.56,,-133.087,,,
05/31/2008,146.556,38.445,70.548,-24.518,,-30.624,6.106,62.081,-6.267,-18.692,,87.04,,-61.791,-61.116,4.395,,,-65.511,,,0.0,0.0,0.0,,,,,-0.675,243.935,-14.704,267.359,3.527,3.527,0.0,-12.247,,328.7,,,
08/31/2008,0.638,57.491,71.27,-19.595,,-67.448,47.853,-108.528,,,,-108.528,,-119.208,-119.208,3.466,,,-122.674,,,0.0,0.0,0.0,,,,,0.0,31.424,-14.704,-16.24,11.711,14.146,-2.435,50.657,,-87.146,,,
11/30/2008,-33.328,-275.857,71.556,323.739,14.861,-8.272,317.15,-152.766,-259.929,-128.468,0.0,235.631,0.0,-114.121,-113.721,1.404,1.404,0.0,-115.125,-115.125,0.0,0.0,0.0,0.0,-0.4,0.0,-0.4,0.0,0.0,-36.353,-14.739,-21.405,-0.209,0.022,-0.231,0.0,-9.239,-193.041,,,
02/28/2009,342.522,-866.1,74.563,873.075,2.267,132.138,738.67,260.984,515.543,199.398,,-453.957,0.0,-67.788,-67.073,2.505,2.505,0.0,-69.578,-69.578,0.0,0.0,0.0,0.0,-0.715,0.0,-0.715,0.0,0.0,-97.409,-14.916,-88.743,6.25,6.25,0.0,0.0,17.729,195.054,,,
05/31/2009,79.101,-28.762,72.195,14.418,13.54,-16.528,17.406,21.25,11.021,177.495,0.0,-167.266,0.0,-45.765,-45.765,4.711,4.711,0.0,-50.476,-50.476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-44.116,-14.974,-28.02,-1.122,0.0,-1.122,0.0,4.759,-6.021,,,
08/31/2009,557.309,5.507,291.997,71.398,44.947,102.375,-75.924,188.407,169.741,283.816,0.0,-265.15,0.0,-286.175,-281.999,10.239,10.239,0.0,-292.238,-292.238,0.0,0.0,0.0,0.0,-4.176,0.0,-4.176,0.0,0.0,-195.913,-59.583,-125.607,5.644,6.499,-0.855,-16.367,28.128,103.349,73.302,81.641,
11/30/2009,74.263,28.288,73.058,35.632,13.896,-0.199,21.935,-62.715,-156.935,-186.429,0.0,280.649,0.0,-35.137,-35.137,2.827,2.827,0.0,-37.964,-37.964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.406,-14.992,-52.404,-3.01,0.278,-3.288,0.0,7.075,-24.205,,,
02/28/2010,30.529,29.83,69.403,27.343,26.472,-4.51,5.381,-96.047,200.149,-174.718,0.0,-121.478,0.0,-75.909,-75.909,2.498,2.498,0.0,-78.407,-78.407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.827,-14.929,13.077,5.679,5.679,0.0,0.0,-16.377,-57.93,,,
05/31/2010,37.384,52.031,69.482,26.566,27.494,-3.521,2.593,-110.695,-113.307,-246.595,0.0,249.207,0.0,-126.815,-126.815,1.932,1.932,0.0,-128.747,-128.747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76.73,-14.98,-60.508,-1.828,0.371,-2.199,0.586,-27.627,-193.788,,,
08/31/2010,285.234,58.691,71.341,56.149,36.747,10.561,8.841,99.053,-177.04,-361.606,0.0,637.699,0.0,-202.396,-150.284,3.023,3.023,0.0,-153.307,-153.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-52.112,43.029,-14.968,53.467,5.116,5.134,-0.018,-0.586,18.113,143.98,,,
11/30/2010,-82.728,106.677,74.95,18.234,19.5,0.0,-1.266,-282.589,11.241,-150.065,0.0,-143.765,0.0,-108.359,-99.279,1.99,1.99,0.0,-101.269,-101.269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.08,78.234,-15.194,111.296,-8.926,0.707,-9.633,-8.942,-1.322,-114.175,,,
02/28/2011,450.333,55.403,76.924,48.302,20.301,0.0,28.001,269.704,167.07,45.766,0.0,56.868,0.0,-112.633,-98.251,7.827,7.827,0.0,-106.078,-106.078,0.0,0.0,0.0,0.0,3.985,0.0,3.985,0.0,-18.367,-68.49,-15.02,-61.935,14.07,14.159,-0.089,-5.605,2.953,272.163,,,
05/31/2011,156.812,104.695,82.438,28.628,20.053,0.0,8.575,-58.949,-78.085,-82.847,0.0,101.983,0.0,-77.04,-109.766,3.852,3.852,0.0,-113.618,-113.618,0.0,0.0,0.0,0.0,0.0,3.985,-3.985,0.0,32.726,-69.624,-15.092,-57.604,3.074,3.091,-0.017,-0.002,-1.32,8.828,,,
08/31/2011,303.592,114.288,84.867,35.587,16.376,0.0,19.211,68.85,-51.994,28.601,0.0,92.243,0.0,-128.246,-128.21,9.814,9.814,0.0,-138.024,-138.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036,-207.842,-15.105,-6.354,-186.383,13.867,-200.25,0.0,9.962,-22.534,,,
11/30/2011,114.573,112.872,85.861,25.332,18.665,0.0,6.667,-109.492,-29.659,-173.336,0.0,93.503,0.0,-94.576,-95.086,8.148,8.148,0.0,-103.234,-103.234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,-32.479,-15.528,9.846,-26.797,4.071,-30.868,0.0,-14.225,-26.707,,,
02/29/2012,-109.345,97.698,87.873,6.478,21.069,0.0,-14.591,-301.394,28.635,53.52,0.0,-383.549,0.0,-204.229,-75.754,1.518,1.518,0.0,-77.272,-77.272,0.0,0.0,0.0,0.0,-128.462,0.0,-128.462,0.0,-0.013,152.043,-16.62,197.733,-29.07,11.082,-40.152,0.0,6.977,-154.554,,,
05/31/2012,186.299,101.32,88.452,33.438,20.123,0.0,13.315,-36.911,-21.61,-42.26,0.0,26.959,0.0,-105.013,-108.397,2.889,2.889,0.0,-111.286,-111.286,0.0,0.0,0.0,0.0,3.364,-125.098,128.462,0.0,0.02,-26.846,-16.901,42.549,-26.979,4.173,-31.152,-25.515,-19.661,34.779,,,
08/31/2012,442.699,82.797,91.306,30.291,20.663,1.372,8.256,238.305,0.008,108.808,0.0,129.489,0.0,-202.052,-202.052,3.853,3.853,0.0,-205.905,-205.905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.64,-16.524,234.866,7.538,7.562,-0.024,-1.24,9.84,475.127,,,
11/30/2012,151.914,105.847,95.203,20.271,18.473,-1.288,3.086,-69.407,-308.487,-195.316,0.0,434.396,0.0,-164.504,-164.504,1.981,1.981,0.0,-166.485,-166.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-174.552,-18.551,-10.679,-145.639,3.531,-149.17,0.317,-0.08,-187.222,,,
02/28/2013,153.77,88.533,99.819,18.255,17.71,0.0,0.545,-52.837,136.326,-27.329,0.0,-161.834,0.0,-203.326,-197.464,7.523,7.523,0.0,-204.987,-204.987,0.0,0.0,0.0,0.0,-5.862,-5.862,0.0,0.0,0.0,88.812,-16.197,97.657,7.353,7.666,-0.313,-0.001,-4.693,34.563,,,
05/31/2013,503.997,50.083,100.688,14.686,15.358,-28.635,27.963,338.54,285.295,136.79,0.0,-83.545,0.0,-86.493,-79.751,1.77,1.77,0.0,-81.521,-81.521,0.0,0.0,0.0,0.0,-3.8,5.862,-9.662,0.0,-2.942,-119.397,-16.995,-102.387,-0.015,0.032,-0.047,0.0,-10.978,287.129,,,
08/31/2013,404.208,127.019,122.407,-90.802,1.907,-94.53,1.821,245.584,-112.384,136.084,0.0,221.884,0.0,-920.139,-279.347,4.518,4.518,0.0,-283.865,-283.865,0.0,0.0,0.0,0.0,-640.392,-640.392,0.0,0.0,-0.4,182.144,-15.438,175.571,21.639,21.661,-0.022,0.372,-6.566,-340.353,,,
11/30/2013,117.706,117.922,125.596,-20.834,-24.566,-5.429,9.161,-104.978,-146.619,137.407,0.0,-95.766,0.0,-197.173,-197.173,5.819,5.819,0.0,-202.992,-202.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-163.914,-19.261,-114.326,-32.717,0.0,-32.717,2.39,1.231,-242.15,,,
02/28/2014,16.91,-38.667,121.573,-2.077,16.745,-22.836,4.014,-63.919,333.649,205.387,0.0,-602.955,0.0,-76.231,-76.231,7.126,7.126,0.0,-83.357,-83.357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.993,-16.531,43.199,-64.179,0.0,-64.179,2.518,0.22,-94.094,,,
05/31/2014,274.772,188.255,119.453,50.874,16.792,3.15,30.932,155.51,-84.322,-27.54,0.0,267.372,0.0,544.252,-0.243,128.137,128.137,0.0,-128.38,-128.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-175.559,-16.37,-93.69,-74.74,0.0,-74.74,9.241,3.672,647.137,,,
08/31/2014,90.251,-26.197,120.656,36.175,2.367,-13.856,47.664,-48.825,-219.166,-154.464,0.0,324.805,0.0,-210.181,-189.275,20.056,20.056,0.0,-209.331,-209.331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.6,-203.135,-16.049,-59.319,-115.59,15.771,-131.361,-12.177,1.048,-322.017,,,
11/30/2014,189.101,72.162,122.38,53.632,18.043,2.618,32.971,-59.073,-398.334,-100.831,0.0,440.092,0.0,-190.312,-193.912,3.764,3.764,0.0,-197.676,-197.676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,-66.668,-16.607,-3.376,-46.748,0.0,-46.748,0.063,-10.866,-78.745,,,
02/28/2015,336.324,51.952,127.061,31.811,14.939,-3.988,20.86,125.5,300.475,-12.162,0.0,-162.813,0.0,-270.606,-269.666,0.865,0.865,0.0,-270.531,-270.531,0.0,0.0,0.0,0.0,-11.897,0.0,-11.897,0.0,1.294,-8.781,-15.471,-2.095,8.786,8.999,-0.213,-0.001,-12.027,44.91,,,
05/31/2015,357.496,72.203,135.695,1.349,20.119,-12.773,-5.997,148.249,53.877,-140.586,0.0,234.958,0.0,-336.343,-258.694,8.558,8.558,0.0,-267.252,-267.252,0.0,0.0,0.0,0.0,-66.11,0.0,-66.11,0.0,-11.539,-19.656,-15.545,-3.34,8.389,9.004,-0.615,-9.16,-5.117,-3.62,,,
08/31/2015,357.607,87.702,144.04,18.655,9.459,3.231,5.965,107.21,-248.724,-229.492,0.0,585.426,0.0,-324.186,-225.089,2.597,2.597,0.0,-227.686,-227.686,0.0,0.0,0.0,0.0,-99.625,0.0,-99.625,0.0,0.0,-67.69,-15.515,-12.484,-27.544,18.062,-45.606,-12.147,-14.562,-48.831,,,
11/30/2015,145.491,131.885,161.363,18.03,24.792,-13.533,6.771,-165.787,-205.916,11.719,0.0,28.41,0.0,-344.132,-249.071,3.027,3.027,0.0,-252.098,-252.098,0.0,0.0,0.0,0.0,-67.311,0.0,-67.311,0.0,-27.75,414.128,-16.541,497.018,-64.849,0.0,-64.849,-1.5,0.894,216.381,,,
02/29/2016,-72.571,78.93,167.938,16.366,20.268,-9.407,5.505,-335.805,225.943,211.421,0.0,-773.169,0.0,-345.12,-199.761,4.169,4.169,0.0,-203.93,-203.93,0.0,0.0,0.0,0.0,-139.359,0.0,-139.359,0.0,-6.0,176.293,-15.254,181.196,10.613,10.66,-0.047,-0.262,-5.728,-247.126,,,
05/31/2016,415.551,5.213,183.671,12.298,13.445,-1.463,0.316,214.369,160.803,6.047,0.0,47.519,0.0,-201.132,-200.963,11.514,11.514,0.0,-212.477,-212.477,0.0,0.0,0.0,0.0,0.631,0.0,0.631,0.0,-0.8,-214.939,-15.327,-198.993,-0.161,0.0,-0.161,-0.458,4.293,3.773,,,
08/31/2016,428.26,38.067,183.78,9.506,0.492,1.248,7.766,196.907,-58.715,-161.221,,416.843,0.0,-289.597,-248.413,7.321,7.321,0.0,-255.734,-255.734,0.0,0.0,0.0,0.0,-36.104,0.0,-36.104,0.0,-5.08,-122.494,-15.314,-20.928,-83.689,10.25,-93.939,-2.563,8.899,25.068,,,
11/30/2016,151.94,88.027,188.901,-36.038,-0.291,-16.495,-19.252,-88.95,-170.932,-32.52,0.0,114.502,0.0,-164.427,-162.394,1.472,1.472,0.0,-163.866,-163.866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.033,-148.494,-16.059,-9.151,-123.284,0.0,-123.284,0.0,-3.663,-164.644,,,
