Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1995,515.619019,145.572998,51.222,94.350998,161.485001,,,0.0,,,,,35.841999,,,,,,342.899994,48.709,,,57.450001,,66.559998,,,,66.559998,172.718998,,15.006,15.006,,,,0.0,,,,,148.078,,,,148.078,163.084,0.0,,,,8.466,,,,,8.466,8.466,171.549999,0,187.438004,,,0.0,,156.630997,344.069,0.0,344.069,515.618999,
09/30/1995,486.540985,98.532,29.448999,69.083,172.272995,,,0.0,,,,,41.377998,,,,,,312.183014,51.022999,,,34.216,,89.119003,,,,89.119003,174.358002,,18.351,18.351,,,,0.0,,,,,156.850004,,,,156.850004,175.201004,0.0,,,,8.603,,,,,8.603,8.603,183.804004,0,176.811005,,,0.0,,125.926003,302.737007,0.0,302.737007,486.541011,
12/31/1995,503.234985,90.706001,39.643002,51.063,212.759995,,,0.0,,,,,41.176998,,,,,,344.643005,53.941002,,,29.961,,74.690002,,,,74.690002,158.592005,,19.283001,19.283001,,,,0.0,,,,,184.735996,,,,184.735996,204.018997,0.0,,,,10.236,,,,,10.236,10.236,214.254997,0,179.936996,,,0.0,,109.042999,288.979996,0.0,288.979996,503.234993,
03/31/1996,555.726013,107.922003,77.771004,30.150999,220.917999,,,0.0,,,,,32.926998,,,,,,361.766998,56.603001,88.583,-31.98,28.379,,108.976997,,,,108.976997,193.958998,,16.951,16.951,,,,0.0,,,,,202.974003,,,,202.974003,219.925003,0.0,,,,16.816,,,,,16.816,16.816,236.741003,0,185.772003,,,0.0,,133.212997,318.985,0.0,318.985,555.726003,
06/30/1996,550.387024,84.267998,53.169998,31.098,188.776993,,,0.0,,,,,38.098999,,,,,,311.144012,60.118999,,,24.063,,155.061005,,,,155.061005,239.243004,,17.697001,17.697001,,,,0.0,,,,,178.788,,,,178.788,196.485001,5.782,,,,24.209,,,,,24.209,29.991,226.476,0,187.257996,,,0.0,,136.653,323.910995,0.0,323.910995,550.386996,
09/30/1996,572.200989,81.579,53.0,28.579,202.048004,,,0.0,,,,,36.123001,,,,,,319.75,64.885002,,,67.989998,,119.575996,,,,119.575996,252.450996,,17.365,17.365,,,,0.0,,,,,175.823004,,,,175.823004,193.188004,5.844,,,,29.448999,,,,,29.448999,35.292999,228.481003,0,190.981995,,,0.0,,152.738007,343.720001,0.0,343.720001,572.201004,
12/31/1996,653.791016,107.342999,74.389999,32.952999,256.411987,,,0.0,,,,,29.112,,,,,,392.867004,65.626999,,,21.518,,173.779007,,,,173.779007,260.924006,,16.969,16.969,,,,0.0,,,,,219.482996,,,,219.482996,236.451996,6.349,,,,28.216999,,,,,28.216999,34.565999,271.017995,0,197.408005,,,0.0,,185.365005,382.77301,0.0,382.77301,653.791005,
03/31/1997,755.406982,133.945003,107.341003,26.604,290.921997,,,0.0,,,,,26.945,,,,,,451.812012,70.578003,109.501999,-38.924,44.465,,188.552002,,,,188.552002,303.595005,,24.275,24.275,,,,0.0,,,,,248.028986,,,,248.028986,272.303986,6.068,,,,31.399,,,,,31.399,37.467,309.770986,0,213.850998,,,0.0,,231.785004,445.636002,0.0,445.636002,755.406988,
06/30/1997,766.533997,141.264997,113.475998,27.789,263.571991,,,0.0,,,,,28.753,,,,,,433.589996,75.547997,,,59.005001,,198.391006,,,,198.391006,332.944004,,14.259,14.259,,,,0.0,,,,,223.250003,,,,223.250003,237.509003,10.711,,,,36.709,,,,,36.709,47.42,284.929003,0,221.811005,,,0.0,,259.794006,481.605011,0.0,481.605011,766.534014,
09/30/1997,815.302002,127.703997,97.728996,29.975,274.641998,,,0.0,,,,,41.298,,,,,,443.644012,78.195999,122.635002,-44.438999,156.298996,,137.162994,,,,137.162994,371.65799,,15.273,15.273,,,,0.0,,,,,216.650004,,,,216.650004,231.923004,10.609,,,,39.299999,,,,,39.299999,49.908999,281.832004,0,240.022995,,,0.0,,293.446991,533.469986,0.0,533.469986,815.30199,
12/31/1997,937.809998,150.943001,112.069,38.874001,343.687012,,,0.0,,,,,43.063999,,,,,,537.69397,82.092003,129.483994,-47.391998,117.420998,,200.602997,,,,200.602997,400.115997,,17.719999,17.719999,,,,0.0,,,,,265.911013,,,,265.911013,283.631012,6.876,,,,36.036999,,,,,36.036999,42.912999,326.544011,0,263.712006,,,0.0,,347.553986,611.265991,0.0,611.265991,937.810002,
03/31/1998,1072.640015,260.626999,206.278,54.348999,388.572998,,,0.0,,,,,27.075001,,,,,,676.275024,84.494003,133.737,-49.243,107.721001,,204.149994,,,,204.149994,396.364998,,19.985001,19.985001,,,,0.0,,,,,293.965988,,,,293.965988,313.950989,6.956,,,,43.437,,,,,43.437,50.393,364.343989,0,284.470001,,,0.0,,423.825989,708.29599,0.0,708.29599,1072.639979,
06/30/1998,1165.118042,349.312012,177.865005,171.447006,375.585999,,,0.0,,,,,30.868999,,,,,,755.767029,85.995003,139.375,-53.380001,116.752998,,206.602997,0.0,57.043999,-57.043999,206.602997,409.350998,,23.233999,23.233999,,,,0.0,,,,,292.997995,,,,292.997995,316.231995,4.532,,,,46.645,,,,,46.645,51.177001,367.408995,0,315.46701,,,0.0,,482.242004,797.709015,0.0,797.709015,1165.11801,
09/30/1998,1311.280029,364.474998,123.719002,240.755997,415.367004,,,0.0,,,,,35.096001,,,,,,814.937988,88.498001,147.113998,-58.616001,189.052994,,218.791,104.565002,56.381001,48.184002,114.225998,496.341995,,21.455,21.455,,,,0.0,,,,,334.49901,,,,334.49901,355.95401,4.338,,,,49.999001,,,,,49.999001,54.337,410.29101,0,348.528015,,,0.0,,552.460999,900.989014,0.0,900.989014,1311.280024,
12/31/1998,1508.189941,509.061005,157.063995,351.997009,437.858002,,,0.0,,,,,34.971001,,,,,,981.890015,92.245003,155.063995,-62.819,174.378998,,259.675995,109.361,58.884998,50.476002,150.314995,526.299995,,20.737,20.737,,,,0.0,,,,,394.320007,,,,394.320007,415.057007,3.719,,,,54.307999,,,,,54.307999,58.026999,473.084006,0,385.032013,,,0.0,,650.073975,1035.105988,0.0,1035.105988,1508.189993,
03/31/1999,1676.682983,502.914993,193.128006,309.786987,526.468994,,,0.0,,,,,42.706001,,,,,,1072.089966,94.786003,155.942993,-61.157001,321.481995,,188.324997,87.712997,87.712997,0.0,100.612,604.592995,,71.128998,71.128998,,,,0.0,0.0,0.0,0.0,,450.375031,,,,450.375031,521.504028,0.0,0.0,0.0,0.0,75.656998,,,,,75.656998,75.656998,597.161026,0,308.503998,,,0.0,,771.018005,1079.522003,0.0,1079.522003,1676.683029,
06/30/1999,1409.119995,226.342995,94.913002,131.429993,507.140015,,,0.0,,,,,44.608002,,,,,,778.091003,95.710999,157.345001,-61.633999,334.320007,,200.998001,100.404999,100.404999,0.0,100.593002,631.029007,,23.131001,23.131001,,,,0.0,,,,,453.135998,,,,453.135998,476.266998,0.0,,,,83.780998,,,,,83.780998,83.780998,560.047997,0,461.705994,,,0.0,,387.365997,849.071991,0.0,849.071991,1409.119987,
09/30/1999,2163.2771,207.890999,52.208,155.682999,619.750977,,,0.0,,,,,47.546001,,,,,,875.187988,108.397003,179.889999,-71.492996,396.290985,,783.401001,708.458008,619.354004,89.104004,74.942993,1288.088989,,43.450001,43.450001,,,,0.0,,,,,499.216015,,,,499.216015,542.666016,515.237,,,,121.698997,,,,,121.698997,636.935997,1179.602013,0,498.460999,,,0.0,,485.213989,983.674988,0.0,983.674988,2163.277,
12/31/1999,2331.135986,189.459999,44.178001,145.281998,691.421021,,,0.0,,,,,50.624001,,,,,,931.505005,112.650002,193.065002,-80.415001,465.015015,,821.966003,641.33197,641.33197,0.0,180.634033,1399.63102,,57.465,57.465,,,,0.0,,,,,471.725002,,,,471.725002,529.190002,523.476013,,,,143.001999,,,,,143.001999,666.478012,1195.668015,0,534.453003,,,0.0,,601.015015,1135.468018,0.0,1135.468018,2331.136032,
03/31/2000,2415.906982,187.509998,30.48,157.029999,728.629028,,,0.0,,,,,71.719002,,,,,,987.857971,114.408997,200.600006,-86.191002,478.855011,,834.784973,757.85498,659.390991,98.463989,76.929993,1428.048981,,67.172997,67.172997,,,,0.0,0.0,0.0,0.0,,528.88401,,,,528.88401,596.057007,450.0,450.0,0.0,0.0,165.977997,,,,,165.977997,615.977997,1212.035004,0,559.765991,,,0.0,,644.106018,1203.872009,0.0,1203.872009,2415.907013,
06/30/2000,2383.443115,201.179996,48.644001,152.535995,708.375,,,0.0,0.0,0.0,0.0,0.0,75.446999,,,,,,985.002014,117.038002,209.505005,-92.467003,455.958008,,825.445007,752.796997,657.822021,94.974976,72.64801,1398.441017,,51.495998,51.495998,,,,0.0,,,,,513.186985,,,,513.186985,564.682983,419.0,,,,155.498993,,,,,155.498993,574.498993,1139.181976,0,577.231018,,,0.0,,667.030029,1244.261047,0.0,1244.261047,2383.443024,
09/30/2000,2342.080078,193.089001,26.813,166.276001,712.447021,,,0.0,0.0,0.0,0.0,0.0,73.433998,,,,,,978.969971,116.892998,214.998001,-98.105003,435.196991,,811.02002,745.471008,650.012024,95.458984,65.549011,1363.110008,,56.271999,56.271999,,,,0.0,,,,,519.496006,,,,519.496006,575.768005,329.0,,,,167.604996,,,,,167.604996,496.604996,1072.373001,0,593.919006,,,0.0,,675.788025,1269.707031,0.0,1269.707031,2342.080032,
12/31/2000,2325.37793,206.052999,28.9,177.153,722.786987,,,0.0,,,,,66.577003,,,,,,995.416992,118.789001,,,410.493988,,800.677979,648.515991,648.515991,0.0,152.161987,1329.960968,,41.405998,41.405998,,,,0.0,,,,,516.023018,,,,516.023018,557.429016,278.0,,,,178.524994,,,,,178.524994,456.524994,1013.95401,0,597.984009,,,0.0,,713.440002,1311.424011,0.0,1311.424011,2325.378021,
03/31/2001,2279.374023,238.515995,53.34,185.175995,705.546021,,,0.0,,,,,59.674,,,,,,1003.736023,125.800003,233.832993,-108.032997,372.919006,,776.919006,719.390015,631.609009,87.781006,57.528992,1275.638016,,39.846001,39.846001,,,,0.0,0.0,0.0,0.0,,528.987984,,,,528.987984,568.833984,140.0,140.0,0.0,0.0,193.167999,,,,,193.167999,333.167999,902.001984,0,624.440979,,,0.0,,752.93103,1377.372009,0.0,1377.372009,2279.373993,
06/30/2001,2212.751953,226.994995,55.942001,171.052994,644.041992,,,0.0,0.0,0.0,0.0,0.0,68.268997,,,,,,939.30603,133.561005,,,379.097992,,760.786987,622.185974,622.185974,0.0,138.601013,1273.445984,,32.798,32.798,,,,0.0,,,,,500.532993,,,,500.532993,533.330994,52.0,,,,208.309998,,,,,208.309998,260.309998,793.640991,0,630.669983,,,0.0,,788.440979,1419.110962,0.0,1419.110962,2212.751953,
09/30/2001,2172.594971,220.231995,81.807999,138.423996,644.844971,,,0.0,,,,,45.422001,,,,,,910.499023,145.671997,,,370.63501,,745.789001,692.223999,612.356018,79.867981,53.565002,1262.096008,,36.396,36.396,,,,0.0,,,,,479.601986,,,,479.601986,515.997986,0.0,,,,205.222,,,,,205.222,205.222,721.219986,0,636.159973,,,0.0,,815.215027,1451.375,0.0,1451.375,2172.594986,
12/31/2001,2246.214111,277.412003,161.317001,116.095001,631.018982,,,0.0,0.0,0.0,0.0,0.0,47.683998,,,,,,956.11499,163.274994,,,401.806,,725.018005,,593.448975,,725.018005,1290.098999,,30.652,30.652,,,,0.0,,,,,506.743019,,,,506.743019,537.39502,0.0,,,,216.268997,,,,,216.268997,216.268997,753.664017,0,647.580017,,,0.0,,844.969971,1492.549988,0.0,1492.549988,2246.214005,
03/31/2002,1993.937988,366.807999,233.304993,133.503006,609.578979,,,0.0,0.0,0.0,0.0,0.0,86.452003,,,,,,1062.838989,199.365005,312.881989,-113.516998,362.316986,,369.416992,280.790009,211.792007,68.998001,88.626984,931.098984,,28.646,28.646,,,,0.0,0.0,0.0,0.0,,527.500973,,,,527.500973,556.146973,0.0,0.0,0.0,0.0,247.940002,,,,,247.940002,247.940002,804.086975,0,680.375,,,0.0,,509.476013,1189.851013,0.0,1189.851013,1993.937988,
06/30/2002,1985.828979,409.841995,270.470001,139.371994,540.315979,,,0.0,0.0,0.0,0.0,0.0,75.949997,,,,,,1026.108032,226.600006,,,363.936005,,369.184998,277.934998,212.141006,65.793991,91.25,959.721008,,19.495001,19.495001,,,,0.0,,,,,486.523005,,,,486.523005,506.018005,0.0,,,,258.957001,,,,,258.957001,258.957001,764.975006,0,682.590027,,,0.0,,538.263977,1220.854004,0.0,1220.854004,1985.82901,
09/30/2002,1995.791016,429.460999,301.707001,127.753998,538.841003,,,0.0,0.0,0.0,0.0,0.0,48.272999,,,,,,1016.575012,263.393005,,,354.431,,361.391998,274.006012,212.050003,61.956009,87.385986,979.216003,,24.138,24.138,,,,0.0,,,,,443.850006,,,,443.850006,467.988007,0.0,,,,273.128998,,,,,273.128998,273.128998,741.117004,0,684.705994,,,0.0,,569.968018,1254.674011,0.0,1254.674011,1995.791016,
12/31/2002,2029.136963,424.751999,259.951996,164.800003,502.734009,,,0.0,0.0,0.0,0.0,0.0,52.323002,,,,,,979.809021,324.109985,,,377.281006,,347.937012,212.156006,212.156006,0.0,135.781006,1049.328003,,27.802999,27.802999,,,,0.0,,,,,413.967997,,,,413.967997,441.770996,0.0,,,,296.687012,,,,,296.687012,296.687012,738.458008,0,691.94397,,,0.0,,598.734985,1290.678955,0.0,1290.678955,2029.136963,
03/31/2003,2122.685059,476.203003,319.466003,156.737,515.81897,,,0.0,0.0,0.0,0.0,0.0,58.409,,,,,,1050.43103,386.678009,496.658997,-109.981003,355.829987,,329.746002,266.802002,212.287994,54.514008,62.944,1072.253998,,37.588001,37.588001,,,,0.0,0.0,0.0,0.0,,431.577007,,,,431.577007,469.165009,0.0,0.0,0.0,0.0,321.82901,,,,,321.82901,321.82901,790.994019,0,708.013977,,,0.0,631.906006,-8.229004,1331.690979,0.0,1331.690979,2122.684998,
06/30/2003,2147.989014,539.742996,361.645996,178.097,473.846008,,,0.0,0.0,0.0,0.0,0.0,60.057999,,,,,,1073.646973,408.450012,,,348.580994,,317.311005,212.701996,212.701996,0.0,104.609009,1074.34201,,29.132,29.132,,,,0.0,,,,,438.016987,,,,438.016987,467.148987,0.0,,,,337.596008,,,,,337.596008,337.596008,804.744995,0,710.734009,,,0.0,634.508972,-1.998962,1343.244019,0.0,1343.244019,2147.989014,
09/30/2003,2106.12207,555.352997,382.334991,173.018005,401.377991,,,0.0,0.0,0.0,0.0,0.0,66.660004,,,,,,1023.390991,418.696014,,,88.471001,,575.564026,212.714005,212.714005,0.0,362.850021,1082.731041,,27.169001,27.169001,,,,0.0,,,,,422.793005,,,,422.793005,449.962006,0.0,,,,314.522003,,,,,314.522003,314.522003,764.484009,0,716.767029,,,0.0,625.367981,-0.497009,1341.638,0.0,1341.638,2106.122009,
12/31/2003,2137.23999,542.242004,367.199005,175.042999,427.433014,427.433014,,0.0,0.0,0.0,0.0,0.0,72.289001,,,,,,1041.959961,427.561005,,,361.614014,,306.101013,213.082993,213.082993,0.0,93.018021,1095.276031,,28.194,28.194,,,,0.0,,,,,426.05899,,,,426.05899,454.252991,0.0,,,,310.339996,,,,,310.339996,310.339996,764.592987,0,718.913025,,,0.0,647.192993,6.541016,1372.647034,0.0,1372.647034,2137.240021,
03/31/2004,2234.081055,604.569992,454.915985,149.654007,452.057007,650.799011,,0.0,0.0,0.0,0.0,0.0,86.382004,,,,,,1143.009033,444.401001,569.177979,-124.777,361.226013,,285.445007,213.358994,213.358994,0.0,72.086014,1091.072021,,35.298,35.298,,,,0.0,0.0,0.0,0.0,,457.765995,,,,457.765995,493.063995,0.0,0.0,0.0,0.0,327.425995,,,,,327.425995,327.425995,820.48999,0,726.059021,,,0.0,681.11499,6.416992,1413.591003,0.0,1413.591003,2234.080994,
06/30/2004,2224.753,533.564,373.678,159.886,407.276,407.276,,0.0,0.0,0.0,0.0,0.0,102.923,,,,,,1043.763,447.237,,,356.696,,377.057,339.66,289.062,50.598,37.397,1180.99,,35.436,35.436,,,,0.0,,,,,457.863,,,,457.863,493.299,0.0,,,,312.579,,,,,312.579,312.579,805.878,0,733.852,,,0.0,681.759,3.264,1418.875,0.0,1418.875,2224.753,
09/30/2004,2224.469971,540.213013,376.281006,163.932007,408.980011,623.429016,,0.0,0.0,0.0,0.0,0.0,107.678001,,,,,,1056.869995,423.975006,,,368.888,,374.739014,338.091003,289.539001,48.552002,36.64801,1167.60202,,26.058001,26.058001,,,,0.0,,,,,439.425001,,,,439.425001,465.483002,0.0,,,,324.425995,,,,,324.425995,324.425995,789.908997,0,739.815002,,,0.0,689.169006,5.580017,1434.564026,0.0,1434.564026,2224.473022,
12/31/2004,2350.836914,614.28598,419.566986,194.718994,431.700989,431.700989,,0.0,,,,,102.268997,,,,,,1148.255981,424.523987,,,373.45401,,404.602997,352.822998,297.108002,55.714996,51.779999,1202.580994,,25.73,25.73,,,,0.0,,,,,481.806988,,,,481.806988,507.536987,0.0,,,,358.029999,,,,,358.029999,358.029999,865.566986,0,742.038025,,,0.0,730.870972,12.361023,1485.27002,0.0,1485.27002,2350.837006,
03/31/2005,2478.218,797.402,497.687,299.715,448.611,448.611,,0.0,0.0,0.0,0.0,0.0,112.406,,,,,,1358.419,418.241,559.391,-141.15,317.855,,383.703,347.434,293.391,54.043,36.269,1119.799,,36.439,36.439,,,,0.0,0.0,0.0,0.0,,541.757,,,,541.757,578.196,0.0,0.0,0.0,0.0,383.867,,,,,383.867,383.867,962.063,0,748.631,,,0.0,757.597,9.927,1516.155,0.0,1516.155,2478.218,
06/30/2005,2446.938,815.091,517.283,297.808,410.35,410.35,,0.0,,,,,114.066,,,,,,1339.507,409.368,,,284.617,,413.446,377.758,319.445,58.313,35.688,1107.431,,22.094,22.094,,,,0.0,,,,,538.534,,,,538.534,560.628,0.0,,,,352.024,,,,,352.024,352.024,912.652,0,752.141,,,,774.434,7.711,1534.286,0.0,1534.286,2446.938,
09/30/2005,2434.87,855.247,550.903,304.344,388.042,388.042,,0.0,,,,,121.407,,,,,,1364.696,404.575,,,253.415,,412.184,377.614,318.468,59.146,34.57,1070.174,,17.532,17.532,,,,0.0,,,,,516.893,,,,516.893,534.425,0.0,,,,348.772,,,,,348.772,348.772,883.197,0,760.845,,,,782.598,8.23,1551.673,0.0,1551.673,2434.87,
12/31/2005,2414.695,830.085,536.904,293.181,406.722,406.722,,0.0,,,,,118.843,,,,,,1355.65,400.734,,,247.71,,410.601,376.501,318.383,58.118,34.1,1059.045,,20.731,20.731,,,,0.0,,,,,487.179,,,,487.179,507.91,0.0,,,,358.311,,,,,358.311,358.311,866.221,0,756.275,,,,784.788,7.411,1548.474,0.0,1548.474,2414.695,
03/31/2006,2510.968,877.193,612.062,265.131,418.745,418.745,,0.0,0.0,0.0,0.0,0.0,149.242,,,,,,1445.18,395.653,538.13,-142.477,239.113,,431.022,396.336,320.082,76.254,34.686,1065.788,,24.468,24.468,,,,0.0,0.0,0.0,0.0,,520.939,,,,520.939,545.407,0.0,0.0,0.0,0.0,386.062,,,,,386.062,386.062,931.469,0,767.199,,,0.0,805.781,6.519,1579.499,0.0,1579.499,2510.968,
06/30/2006,2492.273,896.589,610.89,285.699,391.016,391.016,,,,,,,144.238,,,,,,1431.843,391.73,,,217.409,,451.291,416.857,334.594,82.263,34.434,1060.43,,20.724,20.724,,,,0.0,,,,,523.153,,,,523.153,543.877,0.0,,,,362.585,,,,,362.585,362.585,906.462,0,763.699,,,0.0,811.504,10.608,1585.811,0.0,1585.811,2492.273,
09/30/2006,2334.255,712.125,470.095,242.03,381.262,381.262,,0.0,,,,,153.69,,,,,,1247.077,391.239,,,244.485,,451.454,400.089,334.639,65.45,51.365,1087.178,,23.04,23.04,,,,0.0,,,,,510.087,,,,510.087,533.127,0.0,,,,343.248,,,,,343.248,343.248,876.375,0,724.468,,,,723.61,9.802,1457.88,0.0,1457.88,2334.255,
12/31/2006,2178.32,506.448,284.051,222.397,421.935,421.935,,0.0,,,,,135.569,,,,,,1063.952,388.891,,,273.677,,451.8,414.602,334.769,79.833,37.198,1114.368,,26.841,26.841,,,,0.0,,,,,497.724,,,,497.724,524.565,0.0,,,,357.274,,,,,357.274,357.274,881.839,0,687.037,,,0.0,597.872,11.572,1296.481,0.0,1296.481,2178.32,
03/31/2007,2029.412,367.743,260.681,107.062,420.774,420.774,,0.0,0.0,0.0,0.0,0.0,132.677,,,,,,921.194,385.227,550.879,-165.652,243.646,,479.345,441.634,353.682,87.952,37.711,1108.218,,27.713,27.713,,,,0.0,0.0,0.0,0.0,,501.658,,,,501.658,529.371,0.0,0.0,0.0,0.0,367.893,,,,,367.893,367.893,897.264,0,676.69,,,0.0,444.159,11.299,1132.148,0.0,1132.148,2029.412,
06/30/2007,1970.77,417.534,339.482,78.052,367.443,367.443,,0.0,0.0,0.0,0.0,0.0,99.962,,,,,,884.939,379.743,,,232.476,,473.612,435.51,353.405,82.105,38.102,1085.831,,16.607,16.607,,,,0.0,,,,,484.097,,,,484.097,500.704,0.0,,,,319.341,,,,,319.341,319.341,820.045,0,730.254,,,0.0,405.698,14.773,1150.725,0.0,1150.725,1970.77,
