Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Compensation,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
07/01/2000,1609.03894,139.906998,139.906998,0.0,172.063004,172.063004,,446.623993,14.133,8.345,424.145996,0.0,89.445999,,,,,,848.039978,375.071014,624.794006,-249.723007,0.0,,385.928009,271.251007,271.251007,0.0,,114.677002,760.999023,,175.567001,175.567001,,,,67.417999,,,,,,127.869003,,,127.869003,370.854004,343.368011,,,,,111.663002,,,,,,,111.663002,455.031013,825.885017,0.0,453.033997,,,-65.344002,394.768005,0.695992,783.153992,0.0,783.153992,1609.039009,
09/30/2000,1599.145,145.681,79.433,66.248,226.237,226.237,,433.61,7.277,7.581,418.752,0.0,100.365,,,,,,905.893,306.124,557.247,-251.123,0.0,,387.128,262.002,262.002,0.0,,125.126,693.252,,158.566,158.566,,,,126.247,,,,,,164.463,,,164.463,449.276,322.743,,,,,100.254,,,,,,,100.254,422.997,872.273,0.0,453.034,,,-67.825,331.947,9.716,726.872,0.0,726.872,1599.145,
12/30/2000,1570.343994,157.328003,87.014,70.314003,211.669006,211.669006,,401.863007,11.968,7.221,382.674011,0.0,105.121002,,,,,,875.981018,310.734985,,,0.0,,383.627991,253.261002,253.261002,0.0,,130.366989,694.362976,,145.804001,145.804001,,,,84.709,,,,,,147.972992,,,147.972992,378.485992,328.928009,,,,,98.492996,,,,,,,98.492996,427.421005,805.906998,0.0,453.487,,,-71.179001,382.549988,-0.420975,764.437012,0.0,764.437012,1570.344009,
03/31/2001,1626.093,102.219,51.498,50.721,269.01,269.01,,425.594,7.024,6.251,412.319,0.0,104.898,,,,,,901.721,328.929,604.924,-275.995,0.0,,395.443,249.391,249.391,0.0,,146.052,724.372,,178.293,178.293,,,,86.112,86.112,0.0,0.0,,,175.172,,,175.172,439.577,296.988,296.988,0.0,0.0,,80.219,,,,,,,80.219,377.207,816.784,0.0,464.01,,,-71.179,430.047,-13.569,809.309,0.0,809.309,1626.093,
06/30/2001,1617.291016,129.600998,76.657997,52.943001,237.039001,237.039001,,448.122986,5.853,8.476,433.794006,0.0,84.022003,,,,,,898.784973,324.356995,,,0.0,,394.148987,244.701004,244.701004,0.0,,149.447983,718.505981,,224.156006,224.156006,,,,36.372002,,,,,,128.672005,,,128.672005,389.200012,290.131989,,,,,80.195999,,,,,,,80.195999,370.327988,759.528,0.0,474.920013,,,-71.179001,461.097992,-7.076004,857.763,0.0,857.763,1617.291,
09/29/2001,1682.45,171.752,141.101,30.651,279.62,279.62,,419.511,4.276,7.366,407.869,0.0,87.719,,,,,,958.602,325.327,,,0.0,,398.521,246.054,246.054,0.0,,152.467,723.848,,176.93,176.93,,,,58.096,,,,,,155.735,,,155.735,390.761,305.551,,,,,84.193,,,,,,,84.193,389.744,780.505,0.0,476.69,,,-73.246,508.913,-10.412,901.945,0.0,901.945,1682.45,
12/29/2001,1741.744995,294.569,294.569,0.0,245.615005,245.615005,,355.152008,2.826,5.868,346.458008,0.0,77.281998,,,,,,972.617981,334.821014,,,0.0,,434.306,280.76001,280.76001,0.0,,153.54599,769.127014,,195.255005,195.255005,,,,73.919998,,,,,,133.755997,,,133.755997,402.931,298.03299,,,,,93.390999,,,,,,,93.390999,391.423988,794.354988,0.0,480.838989,,,-73.246002,554.489014,-14.692017,947.389984,0.0,947.389984,1741.744972,
03/30/2002,1749.497,244.733,244.733,0.0,353.608,353.608,,349.818,3.874,5.469,340.475,0.0,59.898,,,,,,1008.057,343.836,703.656,-359.82,0.0,,397.604,273.348,273.348,0.0,,124.256,741.44,,177.472,177.472,,,,32.988,32.988,0.0,0.0,,,181.311,,,181.311,391.771,285.414,285.414,0.0,0.0,,74.117,,,,,,,74.117,359.531,751.302,0.0,491.358,,,-73.246,602.124,-22.041,998.195,0.0,998.195,1749.497,
06/29/2002,1802.623047,371.622986,371.622986,0.0,208.363007,208.363007,,384.86499,9.066,8.541,367.257996,0.0,73.949997,,,,,,1038.801025,341.519012,,,0.0,,422.303009,289.429993,289.429993,0.0,,132.873016,763.822021,,159.951996,159.951996,,,,124.887001,,,,,,207.000999,,,207.000999,491.839996,225.475006,,,,,79.089996,,,,,,,79.089996,304.565002,796.404999,0.0,495.424988,,,-73.555,608.583984,-24.235985,1006.217987,0.0,1006.217987,1802.622986,
09/28/2002,1892.955,355.475,355.475,0.0,290.698,290.698,,401.521,8.745,6.299,386.477,0.0,77.975,,,,,,1125.669,344.032,,,0.0,,423.254,284.623,284.623,0.0,,138.631,767.286,,173.786,173.786,,,,120.442,,,,,,234.715,,,234.715,528.943,226.577,,,,,79.448,,,,,,,79.448,306.025,834.968,0.0,502.468,,,-73.555,660.328,-31.254,1057.987,0.0,1057.987,1892.955,
12/28/2002,1903.827026,441.584015,441.584015,0.0,262.55899,262.55899,,340.076996,7.754,5.44,326.882996,0.0,72.978996,,,,,,1117.198975,343.539001,,,0.0,,443.088989,295.377991,295.377991,0.0,,147.710999,786.627991,,144.945999,144.945999,,,,105.751999,,,,,,218.229004,,,218.229004,468.927002,238.126999,,,,,75.705002,,,,,,,75.705002,313.832001,782.759003,0.0,504.029999,,,-73.712997,703.140015,-12.388992,1121.068024,0.0,1121.068024,1903.827026,
03/29/2003,2038.822,343.606,343.606,0.0,375.823,375.823,,363.771,4.214,4.536,355.021,0.0,79.35,,,,,,1162.55,354.996,762.799,-407.803,0.0,,521.276,326.959,315.559,11.4,,194.317,876.272,,181.392,181.392,,,,100.943,,,,,,218.012,,,218.012,500.347,248.494,,,,,81.214,,,,,,,81.214,329.708,830.055,0.0,505.728,,,-77.928,776.359,4.608,1208.767,0.0,1208.767,2038.822,
06/28/2003,1973.42395,287.472992,287.472992,0.0,249.996994,249.996994,,430.101013,5.559,6.442,418.100006,0.0,104.667,,,,,,1072.238037,352.233002,,,0.0,,548.953003,341.609985,330.540009,11.069977,,207.343018,901.186005,,188.222,188.222,,,,50.092999,,,,,,185.506016,,,185.506016,423.821014,265.069,,,,,65.626999,,,,,,,65.626999,330.695999,754.517014,0.0,522.536987,,,-78.168999,776.468018,-1.929024,1218.906982,0.0,1218.906982,1973.423996,
09/27/2003,2035.823975,210.636993,210.636993,0.0,371.591003,371.591003,,400.735992,5.417,6.184,389.13501,0.0,129.544006,,,,,,1112.508057,357.924011,,,0.0,,565.392029,339.825989,329.002991,10.822998,,225.56604,923.31604,,162.869003,162.869003,,,,0.0,,,,,,267.577011,,,267.577011,430.446014,264.024994,,,,,69.968002,,,,,,,69.968002,333.992996,764.439011,0.0,531.692017,,,-78.737,825.513977,-7.083984,1271.38501,0.0,1271.38501,2035.82402,
12/27/2003,2131.157959,337.703003,337.703003,0.0,292.247986,292.247986,,422.247986,6.183,7.279,408.786011,,119.095001,,,,,,1171.293945,372.721008,,,0.0,,587.143005,353.596008,335.645996,17.950012,,233.546997,959.864014,,167.322006,167.322006,,,,0.0,,,,,,311.681992,,,311.681992,479.003998,284.746002,,,,,76.383003,,,,,,,76.383003,361.129005,840.133003,0.0,539.132996,,,-78.974998,855.890015,-25.022987,1291.025024,0.0,1291.025024,2131.158028,
04/03/2004,2297.552,352.335,352.335,0.0,441.724,441.724,,373.17,5.516,4.669,362.985,0.0,119.922,,,,,,1287.151,408.741,907.419,-498.678,0.0,,601.66,359.243,341.603,17.64,,242.417,1010.401,,188.919,188.919,,,,0.0,,,,,,316.281,,,316.281,505.2,277.345,,,,,99.56,,,,,,,99.56,376.905,882.105,0.0,564.51,,,-78.975,921.602,8.31,1415.447,0.0,1415.447,2297.552,
07/03/2004,2216.35,174.908,174.908,0.0,262.33,262.33,,418.049,5.326,7.416,405.307,0.0,99.447,,,,,,954.734,420.151,,,0.0,,841.466,597.292,578.546,18.746,,244.174,1261.617,,129.332,129.332,,,,0.0,,,,,,286.454,,,286.454,415.786,278.983,,,,,76.828,,,,,,,76.828,355.811,771.597,0.0,600.349,,,-79.344,934.412,-10.663,1444.754,0.0,1444.754,2216.351,
10/02/2004,2399.57,145.982,145.982,0.0,428.423,428.423,,444.176,4.825,5.297,434.054,0.0,93.501,,,,,,1112.08,443.56,,,0.0,,843.929,598.244,579.216,19.028,,245.685,1287.489,,160.747,160.747,,,,0.0,,,,,,327.264,,,327.264,488.011,280.948,,,,,90.247,,,,,,,90.247,371.195,859.206,0.0,620.945,,,-80.026,1009.74,-10.294,1540.365,0.0,1540.365,2399.571,
01/01/2005,2590.048,362.931,362.931,0.0,334.347,334.347,,425.071,5.53,7.215,412.326,0.0,141.775,,,,,,1264.124,467.34,,,0.0,,858.584,616.364,597.987,18.377,,242.22,1325.924,,154.447,154.447,,,,0.0,,,,,,374.812,,,374.812,529.259,307.981,,,,,99.601,,,,,,,99.601,407.582,936.841,0.0,648.801,,,-80.027,1079.467,4.966,1653.207,0.0,1653.207,2590.048,
04/02/2005,2726.669,350.485,350.485,0.0,455.682,455.682,,430.082,5.276,8.283,416.523,0.0,177.514,,,,,,1413.763,487.894,1052.966,-565.072,0.0,,825.012,605.849,558.858,46.991,,219.163,1312.906,,184.394,184.394,,,,0.0,,,,,,438.016,,,438.016,622.41,290.96,,,,,137.591,,,,,,,137.591,428.551,1050.961,0.0,665.364,,,-80.027,1090.31,0.061,1675.708,0.0,1675.708,2726.669,
07/02/2005,2743.814,522.327,522.327,0.0,275.598,275.598,,467.61,8.478,42.499,416.633,,181.95,,,,,,1447.485,488.728,,,0.0,,807.601,593.795,547.752,46.043,,213.806,1296.329,,160.324,160.324,,,,0.0,,,,,,431.433,,,431.433,591.757,269.149,,,,,139.785,,,,,,,139.785,408.934,1000.691,0.0,716.883,,,-81.629,1133.048,-25.179,1743.123,0.0,1743.123,2743.814,
10/01/2005,2913.313,383.156,383.156,0.0,458.651,458.651,,513.101,4.581,24.054,484.466,0.0,172.319,,,,,,1527.227,494.144,,,,,891.942,673.913,569.997,103.916,,218.029,1386.086,,192.868,192.868,,,,0.0,,,,,,425.995,,,425.995,618.863,267.657,,,,,147.865,,,,,,,147.865,415.522,1034.385,0.0,748.44,,,-83.28,1232.021,-18.253,1878.928,0.0,1878.928,2913.313,
12/31/2005,3017.459,643.874,643.874,0.0,356.677,356.677,,443.267,5.53,18.045,419.692,0.0,149.687,,,,,,1593.505,517.86,,,0.0,,906.094,672.088,568.435,103.653,,234.006,1423.954,,158.795,158.795,,,,260.778,,,,,,452.59,,,452.59,872.163,0.0,,,,,169.899,,,,,,,169.899,169.899,1042.062,0.0,762.829,,,-83.28,1317.457,-21.609,1975.397,0.0,1975.397,3017.459,
04/01/2006,3088.7,285.7,285.7,0.0,484.2,484.2,,485.5,6.0,22.0,457.5,,123.1,,,,,,1378.5,548.8,1273.1,-724.3,0.0,,1161.4,958.2,699.7,258.5,,203.2,1710.2,,202.2,202.2,,,,280.4,280.4,0.0,0.0,,,360.9,,,360.9,843.5,0.0,-24.2,24.2,24.2,,195.6,,,,,,,195.6,195.6,1039.1,0.0,784.7,,,-87.1,1379.2,-27.2,2049.6,0.0,2049.6,3088.7,
07/01/2006,3184.6,429.2,429.2,0.0,349.7,349.7,,525.6,9.5,22.6,493.5,,135.9,,,,,,1440.4,541.6,,,0.0,,1202.6,958.5,705.4,253.1,,244.1,1744.2,,203.6,203.6,,,,291.0,,,,,,394.2,,,394.2,888.8,0.0,,,,,204.0,,,,,,,204.0,204.0,1092.8,0.0,761.5,,,-156.1,1454.2,32.2,2091.8,0.0,2091.8,3184.6,
09/30/2006,3320.1,321.0,321.0,0.0,524.8,524.8,,586.4,8.2,5.7,572.5,0.0,101.4,,,,,,1533.6,549.1,,,0.0,,1237.4,954.7,705.5,249.2,,282.7,1786.5,,240.8,240.8,,,,289.1,,,,,,382.7,,,382.7,912.6,0.0,,,,,208.6,,,,,,,208.6,208.6,1121.2,0.0,802.3,,,-219.3,1586.0,29.9,2198.9,0.0,2198.9,3320.1,
12/30/2006,3530.6,751.8,751.8,0.0,366.8,366.8,,483.9,8.2,35.2,440.5,0.0,112.3,,,,,,1714.8,557.3,,,0.0,,1258.5,956.1,710.0,246.1,,302.4,1815.8,,168.4,168.4,,,,0.0,,,,,,436.5,,,436.5,604.9,393.8,,,,,225.9,,,,,,,225.9,619.7,1224.6,0.0,854.1,,,-281.5,1691.2,42.2,2306.0,0.0,2306.0,3530.6,
03/31/2007,3758.0,563.9,563.9,0.0,467.5,467.5,,526.9,8.4,1.1,517.4,0.0,127.6,,,,,,1685.9,629.8,1458.0,-828.2,0.0,,1442.3,1088.2,790.5,297.7,,354.1,2072.1,,174.7,174.7,,,,0.0,,,,,,465.6,,,465.6,640.3,398.8,351.7,47.1,47.1,,384.0,,,,,,,384.0,782.8,1423.1,0.0,873.6,,,-321.5,1742.3,40.5,2334.9,0.0,2334.9,3758.0,
06/30/2007,3995.4,643.2,643.2,0.0,323.0,323.0,,604.7,6.8,1.9,596.0,0.0,135.3,,,,,,1706.2,622.2,,,0.0,,1667.0,1296.4,922.5,373.9,,370.6,2289.2,,223.6,223.6,,,,166.5,,,,,,402.6,,,402.6,792.7,403.1,,,,,571.5,,,,,,,571.5,974.6,1767.3,0.0,934.1,,,-509.3,1763.0,40.3,2228.1,0.0,2228.1,3995.4,
09/29/2007,4187.5,473.0,473.0,0.0,549.299988,549.299988,,635.700012,5.6,0.5,629.599976,0.0,154.100006,,,,,,1812.099976,647.0,,,0.0,,1728.400024,1308.900024,940.900024,368.0,,419.5,2375.400024,,256.0,256.0,,,,178.199997,,,,,,474.899979,,,474.899979,909.099976,424.399994,,,,,611.200012,,,,,,,611.200012,1035.600006,1944.699982,0.0,961.200012,,,-662.0,1873.199951,70.400024,2242.799988,0.0,2242.799988,4187.499969,
12/29/2007,4344.700195,824.400024,804.400024,20.0,354.5,354.5,,581.200012,5.6,1.2,574.400024,0.0,165.600006,,,,,,1925.699951,677.299988,,,0.0,,1741.699951,1309.300049,951.799988,357.500061,,432.399902,2418.999939,,230.399994,230.399994,,,,179.800003,,,,,,499.700027,,,499.700027,909.900024,438.5,,,,,596.200012,,,,,,,596.200012,1034.700012,1944.600037,0.0,991.700012,,,-662.5,1980.800049,90.099976,2400.100037,0.0,2400.100037,4344.700073,
03/29/2008,4365.5,625.8,551.5,74.3,508.4,508.4,,514.9,6.7,1.7,506.5,0.0,244.4,,,,,,1893.5,709.9,1509.5,-799.6,0.0,,1762.1,1324.4,975.1,349.3,,437.7,2472.0,,205.7,205.7,,,,206.4,,,,,,496.5,,,496.5,908.6,472.8,399.6,73.2,73.2,,594.4,,,,,,,594.4,1067.2,1975.8,0.0,1018.7,,,-820.9,2079.3,112.6,2389.7,0.0,2389.7,4365.5,
06/28/2008,4261.6,710.8,553.8,157.0,310.1,310.1,0.0,568.1,9.3,1.8,557.0,0.0,209.8,,9.8,120.4,,132.5,1798.8,706.3,,,0.0,,1756.5,1322.8,977.2,345.6,,303.5,2462.8,,714.2,224.9,29.5,,459.8,0.0,0.0,,,,0.0,0.0,,21.7,0.0,714.2,469.8,469.8,,,,593.2,,,,,,157.2,414.3,1063.0,1777.2,0.0,1038.9,1.1,1037.8,-847.9,2169.5,123.9,2484.4,0.0,2484.4,4261.6,
09/27/2008,4276.2,509.9,417.6,92.3,531.1,531.1,,619.3,6.0,0.4,612.9,0.0,206.2,,12.9,113.5,,125.9,1866.5,692.4,,,,,1717.3,1312.8,962.0,350.8,,278.1,2409.7,,735.1,221.3,46.4,,467.4,0.0,,,,,,0.0,,5.6,0.0,735.1,439.2,439.2,,,,576.5,,,,,,157.7,413.2,1015.7,1750.8,,1067.4,1.1,1066.3,-966.2,2325.5,98.7,2525.4,,2525.4,4276.2,
12/27/2008,4385.3,880.2,574.3,305.9,310.5,310.5,,585.1,4.6,1.4,579.1,0.0,228.4,,22.3,102.2,,145.4,2004.2,693.6,,,,,1687.5,1330.6,976.2,354.4,,232.4,2381.1,,721.3,185.9,54.0,,481.4,0.0,,,,,,0.0,,10.6,0.0,721.3,419.6,419.6,,,,550.0,,,,,,150.6,388.8,969.6,1690.9,,1094.6,1.1,1093.5,-966.7,2425.9,140.6,2694.4,,2694.4,4385.3,
03/28/2009,4356.5,819.9,481.2,338.7,474.9,474.9,0.0,525.1,5.4,1.7,518.0,0.0,236.8,,30.0,102.8,,135.0,2056.7,651.6,1611.5,-959.9,,,1648.2,1315.3,966.4,348.9,,200.1,2299.8,,674.1,165.9,35.9,0.0,472.3,0.0,0.0,,,,0.0,0.0,0.0,3.4,0.0,674.1,406.4,329.8,76.6,76.6,,540.9,0.0,0.0,0.0,0.0,,154.8,382.7,947.3,1621.4,0.0,1109.5,1.1,1108.4,-966.7,2465.5,126.8,2735.1,0.0,2735.1,4356.5,
06/27/2009,4500.8,1088.7,620.8,467.9,250.3,250.3,0.0,612.4,5.3,1.4,605.7,0.0,254.7,,18.0,97.8,,137.2,2206.1,631.7,,,,,1663.0,1322.5,976.8,345.7,,224.7,2294.7,,762.2,166.8,58.2,,537.2,125.3,0.0,,,,125.3,0.0,,2.5,0.0,887.5,292.5,292.5,,,,489.8,,,,,,126.5,360.8,782.3,1669.8,,1129.6,1.1,1128.5,-980.7,2537.3,144.8,2831.0,0.0,2831.0,4500.8,
09/26/2009,4572.0,925.7,423.5,502.2,482.4,482.4,,610.4,3.5,1.0,605.9,0.0,232.6,,10.1,104.0,,116.0,2251.1,643.7,,,44.4,44.4,1632.8,1331.2,989.0,342.2,,187.5,2320.9,,733.2,168.1,77.5,,487.6,0.0,,,,,,0.0,,13.5,0.0,733.2,307.5,307.5,,,,535.7,,,,,,132.6,389.6,843.2,1576.4,,1152.9,1.1,1151.8,-1041.2,2709.9,174.0,2995.6,,2995.6,4572.0,
12/26/2009,4651.4,1290.7,973.8,316.9,262.9,262.9,,545.1,4.6,1.4,539.1,0.0,251.7,,32.2,103.6,,139.1,2350.4,644.0,,,43.3,43.3,1613.7,1343.4,1000.5,342.9,,134.5,2301.0,,755.0,154.7,72.9,,527.4,0.0,,,,,,0.0,,6.1,0.0,755.0,298.3,298.3,,,,522.0,,,,,,129.7,386.2,820.3,1575.3,,1197.7,1.1,1196.6,-1120.1,2811.1,187.4,3076.1,,3076.1,4651.4,
04/03/2010,4648.9,1147.2,563.1,584.1,381.9,381.9,0.0,504.0,5.9,1.3,496.8,0.0,242.7,,1.0,101.9,,124.1,2275.8,697.2,1780.5,-1083.3,75.5,75.5,1600.4,1349.8,986.6,363.2,,147.7,2373.1,,747.3,149.8,37.8,0.0,559.7,0.0,0.0,,,,,0.0,0.0,4.2,0.0,747.3,282.1,243.9,38.2,38.2,,502.9,0.0,0.0,0.0,0.0,,126.0,372.7,785.0,1532.3,0.0,1245.0,1.2,1243.8,-1197.7,2915.3,154.0,3116.6,0.0,3116.6,4648.9,
07/03/2010,4499.0,990.7,345.8,644.9,270.1,270.1,0.0,629.6,7.0,2.4,620.2,0.0,270.6,,0.1,129.6,,140.9,2161.0,675.2,,,71.9,71.9,1590.9,1325.9,970.5,355.4,,135.3,2338.0,,764.0,220.6,69.5,,473.9,0.0,0.0,,,,,0.0,,7.4,0.0,764.0,261.7,261.7,,,,507.5,,,,,,141.7,358.4,769.2,1533.2,0.0,1267.5,1.2,1266.3,-1444.7,3026.5,116.5,2965.8,0.0,2965.8,4499.0,
10/02/2010,4875.0,936.3,435.9,500.4,523.3,523.3,,732.5,3.8,0.5,728.2,0.0,251.9,,0.4,139.0,,145.1,2444.0,716.4,,,61.1,61.1,1653.5,1371.7,999.7,372.0,,142.4,2431.0,,884.5,256.4,59.7,,568.4,0.0,,,,,,0.0,,9.1,0.0,884.5,285.2,285.2,,,,532.8,,,,,,151.3,372.4,818.0,1702.5,,1304.2,1.2,1303.0,-1545.4,3222.2,191.5,3172.5,,3172.5,4875.0,
