Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Equity Float,Market Cap (Listed Shares),Listed Shares Outstanding,Source: Bloomberg
06/30/2010,7.69,-0.774194,7.81,9.84,7.17,6771.158151,879.154114,876.1988,,,
09/30/2010,7.96,3.511053,7.62,8.91,7.13,7007.411047,880.282471,877.2825,,,
12/31/2010,8.85,11.180905,8.15,8.92,7.45,7793.378225,880.471313,877.3419,,,
03/31/2011,8.88,0.338983,8.96,9.77,8.31,8470.86288,951.088928,948.0193,,,
06/30/2011,8.33,-6.193694,8.9,9.1,7.82,7945.33726,950.813904,947.7583,,,
09/30/2011,5.93,-28.811525,8.34,8.48,5.63,5640.789031,952.859192,949.7789,,,
12/31/2011,7.69,29.679595,5.73,7.89,5.59,7328.63152,952.888123,949.8754,,,
03/31/2012,8.5,10.53316,7.84,8.82,7.6,8126.867,953.561401,950.5699,,,
06/30/2012,7.74,-8.941176,8.39,8.54,6.8,7317.96102,953.137024,950.1136,,,
09/30/2012,8.74,12.919897,7.8,9.12,7.457625,8182.3443,943.463074,940.3865,,,
12/31/2012,8.42,-3.661327,8.78,9.01,7.81,7794.97498,933.646301,931.6612,,,
03/31/2013,9.96,18.289786,8.62,10.19,8.57,9188.90676,923.858704,921.7576,,,
06/30/2013,11.04,10.843373,9.92,11.09,9.285,10078.22832,920.510315,918.3421,,,
09/30/2013,11.4,3.26087,11.07,12.63,11.05,10235.1594,911.352661,909.1163,,,
12/31/2013,13.42,17.719298,11.39,13.55,11.24,11953.51608,896.671875,894.4236,,,
03/31/2014,14.24,6.110283,13.43,14.7,12.25,12600.53456,889.398499,887.0339,,,
06/30/2014,14.33,0.632022,14.32,14.585,12.9,12564.87359,883.301025,880.8147,,,
09/30/2014,13.33,-6.978367,14.35,14.62,12.97,11576.79841,874.478943,871.9442,,,
12/31/2014,13.9,4.276069,13.35,14.18,11.55,11945.7017,866.324524,863.7997,,,
03/31/2015,14.16,1.870504,14.0,14.74,12.042,12049.0272,855.324707,852.8194,,,
06/30/2015,15.02,6.073446,14.09,15.7,13.9,12670.99216,848.305603,846.5454,,,
09/30/2015,13.01,-13.382157,15.27,15.46,12.65,10867.05785,840.861023,839.1026,,,
12/31/2015,13.19,1.383551,13.0,14.01,12.37,11023.55569,835.366943,833.6085,,,
03/31/2016,11.04,-16.300227,12.99,13.08,9.88,9298.8816,835.606201,833.2037,,,
06/30/2016,11.05,0.09058,10.96,13.08,10.21,9311.86815,842.372986,840.0282,,,
09/30/2016,12.17,10.135747,10.97,12.64,10.38,13168.60935,1082.180908,1078.961,,,
12/31/2016,18.27,50.123254,12.11,18.62,12.055,19719.06678,1080.711914,1077.5,,,
03/31/2017,17.78,-2.681992,18.51,19.53,16.54,19513.17662,1082.015869,1078.433,,,
06/30/2017,18.74,5.399325,17.84,19.1,16.91,20477.92886,1096.107344,1092.489868,,,
09/30/2017,18.82,0.426894,18.9,19.475,16.28,20307.51398,1087.545416,1083.768555,,,
12/31/2017,20.17,7.17322,18.88,20.58,17.4,21563.42428,1075.399655,1071.58374,,,
03/31/2018,19.55,-3.073872,20.32,22.4,19.0,20819.55745,1052.187831,1047.719604,,,
06/30/2018,19.54,-0.051151,19.56,21.05,18.72,20691.76576,1061.663471,1057.214722,,,
09/30/2018,19.89,1.791198,19.47,21.91,19.38,20571.96843,1052.03609,1047.838135,,,
12/31/2018,14.78,-25.691302,20.02,20.735,13.655,15068.25434,1034.530422,1030.256226,,,
03/31/2019,15.75,6.562923,14.53,17.98,14.495,15957.6795,1008.787761,1003.769409,,,
06/30/2019,17.75,12.698413,15.96,17.8355,15.86,17805.2735,1008.288522,1003.259094,,,
09/30/2019,17.84,0.507042,17.94,18.605,15.68,17635.51792,1003.258801,998.483032,,,
12/31/2019,20.24,13.452915,18.0,20.525,16.59,19778.30536,984.958009,980.471924,,,
03/31/2020,10.37,-48.764822,20.36,20.37,7.45,10114.05803,969.889701,964.76825,,,
06/30/2020,12.18,17.454195,9.63,15.32,8.96,11887.03446,975.405589,970.111755,8738.638434,963.4662,
09/12/2020,12.36,,12.28,12.465,12.17,12063.35974044,976.0,970.6813,11908.4414809801,963.466166,
