Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Equity Float,Market Cap (Listed Shares),Listed Shares Outstanding,Source: Bloomberg
03/31/1982,,,,2.34375,1.90625,,,,,,
06/30/1982,,,,2.0625,1.78125,,,,,,
09/30/1982,,,,2.3125,1.84375,,,,,,
12/31/1982,,,,3.125,2.25,,,,,,
03/31/1983,,,,3.21875,2.6875,,,,,,
06/30/1983,,,,3.625,3.0625,,,,,,
09/30/1983,,,,3.75,3.21875,,,,,,
12/31/1983,,,,3.8125,3.25,,,,,,
03/31/1984,3.75,,3.90625,4.1875,3.59375,,,,,,
06/30/1984,3.65625,-2.5,3.78125,3.9375,3.5625,,,,,,
09/30/1984,3.96875,8.547009,3.65625,4.3125,3.625,,,,,,
12/31/1984,4.5,13.385827,3.96875,4.5625,3.875,,,,,,
03/31/1985,4.96875,10.416667,4.46875,5.4375,4.4375,,,,,,
06/30/1985,5.9375,19.496855,5.0,5.96875,4.96875,,,,,,
09/30/1985,5.875,-1.052632,5.96875,6.75,5.625,,,,,,
12/31/1985,6.75,14.893617,5.875,6.84375,5.75,,,,,,
03/31/1986,8.25,22.222222,6.75,8.28125,6.75,,,,,,
06/30/1986,8.53125,3.409091,8.25,8.9375,8.125,,,,,,
09/30/1986,7.34375,-13.919414,8.4375,8.578125,7.0625,,,,,,
12/31/1986,7.0625,-3.829787,7.34375,7.40625,6.9375,,,,,,
03/31/1987,8.125,15.044248,7.125,8.875,7.09375,,,,,,
06/30/1987,8.375,3.076923,8.0,9.0,7.5,,,,,,
09/30/1987,9.375,11.940299,8.4375,10.0,8.0,,,,,,
12/31/1987,8.125,-13.333333,9.375,9.375,6.625,,,,,,
03/31/1988,8.3125,2.307692,8.125,8.9375,7.75,,,,,,
06/30/1988,9.1875,10.526316,8.4375,9.1875,7.75,,,,,,
09/30/1988,9.1875,0.0,9.21875,9.34375,8.6875,,,,,,
12/31/1988,8.3125,-9.52381,9.1875,9.4375,8.0625,,,,,,
03/31/1989,8.6875,4.511278,8.3125,8.875,8.25,,,,,,
06/30/1989,8.625,-0.719424,8.625,10.125,8.625,,,,,,
09/30/1989,9.25,7.246377,8.6875,9.6875,8.5625,,,,,,
12/31/1989,8.53125,-7.77027,9.3125,9.5625,8.25,,,,,,
03/31/1990,7.90625,-7.326007,8.5,8.8125,7.0,,,,,,
06/30/1990,8.09375,2.371542,7.875,8.5625,7.1875,,,,,,
09/30/1990,6.5,-19.69112,8.0625,8.1875,6.25,,,,,,
12/31/1990,8.0625,24.038462,6.75,8.1875,6.0,,,,,,
12/31/1991,12.375,53.488372,8.0625,13.125,7.625,,436.455994,,,,
03/31/1992,13.6875,10.606061,12.3125,14.9375,12.125,,436.455994,,,,
06/30/1992,14.5625,6.392694,13.6875,15.96875,12.65625,,464.171997,,,,
09/30/1992,14.125,-3.004292,14.375,14.9375,13.0625,,464.171997,,,,
12/31/1992,16.0625,13.716814,14.09375,16.71875,14.0625,7563.253193,464.171997,,,,
03/31/1993,17.3125,7.782101,16.0,17.875,15.4375,8238.534161,464.171997,,,,
06/30/1993,17.5625,1.444043,17.1875,18.625,14.3125,8392.732212,475.872009,,,,
09/30/1993,16.0,-8.896797,17.6875,17.875,15.4375,7666.591797,477.877991,,,,
12/31/1993,14.875,-7.03125,16.0,16.75,13.625,7186.023161,479.161987,,,,
03/31/1994,15.0,0.840336,14.875,16.5,14.4375,7342.890015,483.093994,,,,
06/30/1994,15.9375,6.25,14.875,16.875,14.75,7785.34132,489.526001,,,,
09/30/1994,15.25,-4.313725,16.0,16.75,15.0625,7428.031227,488.492004,,,,
12/31/1994,12.5,-18.032787,15.3125,15.3125,11.8125,6009.049988,487.084015,,,,
03/31/1995,14.125,13.0,12.5,14.75,12.375,6723.274124,480.723999,,,,
06/30/1995,15.6875,11.061947,14.125,16.0625,13.0,7185.878927,475.984009,,,,
09/30/1995,17.125,9.163347,15.8125,17.5625,15.1875,8130.573509,458.063995,,,,
12/31/1995,18.125,5.839416,17.0625,18.625,16.625,8471.733856,474.778015,,,,
03/31/1996,19.3125,6.551724,17.9375,19.5625,16.6875,8948.253679,467.406006,,,,
06/30/1996,19.375,0.323625,19.375,20.125,18.375,8950.436401,463.339996,,,,
09/30/1996,22.0,13.548387,19.4375,22.1875,18.125,9990.684204,461.958008,,,,
12/31/1996,25.25,14.772727,21.9375,27.125,21.84375,11284.426747,454.122009,,,,
03/31/1997,24.375,-3.465347,25.3125,28.1875,24.3125,10704.573441,446.90799,,,,
06/30/1997,27.9375,14.615385,24.125,29.21875,23.9375,12201.926502,439.161987,,,,
09/30/1997,31.8125,13.870246,27.875,32.71875,27.625,13976.249273,436.757996,,,,
12/31/1997,35.40625,11.29666,32.0,36.59375,28.5,15510.203336,439.332001,,,,
03/31/1998,37.8125,6.796117,35.09375,39.25,31.5625,16611.522369,438.063995,,,,
06/30/1998,35.625,-5.785124,37.75,44.875,34.4375,15687.575512,439.312988,,,,
09/30/1998,28.875,-18.947368,35.375,39.5,24.75,12592.185001,440.352997,,,,
12/31/1998,32.0,10.822511,28.625,34.0625,23.375,14478.463867,436.092987,,,,
03/31/1999,30.3125,-5.273438,31.75,34.1875,29.6875,13574.604101,452.451996,,,,
06/30/1999,32.125,5.979381,29.75,38.125,29.125,14412.591843,447.821991,,,,
09/30/1999,25.8125,-19.649805,32.375,33.5,25.1875,11585.269632,448.640991,,,,
12/31/1999,22.125,-14.285714,25.625,29.75,21.0,9810.822375,448.824005,,,,
03/31/2000,19.0,-14.124294,21.5,22.125,15.5625,8314.21,443.427002,,,,
06/30/2000,17.625,-7.236842,19.25,23.0,17.0,7599.300488,434.780396,,,,
09/30/2000,25.3125,43.617021,18.0,27.0625,17.5,10815.018997,430.515991,,,,
12/31/2000,28.0,10.617284,25.4375,28.5,21.5,11851.112,425.826508,,,,
03/31/2001,25.8,-7.857143,27.5625,29.25,22.65,10949.8812,424.12851,,,,
06/30/2001,26.05,0.968992,25.6,26.43,22.1,11070.1559,424.518311,,,,
09/30/2001,24.14,-7.332054,26.05,28.15,22.2,10221.52778,425.192688,,,,
12/31/2001,24.34,0.8285,23.9,24.52,20.49,10320.2817,423.468506,,,,
03/31/2002,26.65,9.490551,24.2,27.26,22.92,11338.3491,424.979492,,,,
06/30/2002,27.3,2.439024,26.66,29.4,25.95,11639.383037,425.960999,,,,
09/30/2002,24.97,-8.534799,27.15,27.35,20.98,10608.85408,426.529785,,,,
12/31/2002,25.14,0.680817,25.01,26.75,21.25,10657.95216,424.899902,,,,
03/31/2003,22.56,-10.26253,25.47,27.11,22.31,9537.9168,423.037415,,,,
06/30/2003,25.27,12.012411,22.76,27.42,22.56,10640.53998,422.799805,,,,
09/30/2003,25.57,1.187178,25.27,27.88,24.86,10720.64305,420.834015,,,,
12/31/2003,29.32,14.665624,25.58,29.41,25.55,12211.60408,419.143402,417.4372,,,
03/31/2004,30.29,3.308322,29.32,33.23,28.63,12484.11746,414.218597,412.8323,,,
06/30/2004,29.89,-1.320568,30.47,32.27,28.23,12172.483167,410.334991,408.5426,,,
09/30/2004,31.6,5.720977,29.9,32.02,29.0,12820.861526,406.807098,405.0131,,,
12/31/2004,33.9,7.278481,31.6,34.5,31.35,13816.611779,406.618103,404.8026,,,
03/31/2005,32.45,-4.277286,33.89,34.05,31.0,13216.789435,407.570007,405.7047,,,
06/30/2005,33.15,2.157165,32.78,33.8,31.52,,407.6698,405.8074,,,
09/30/2005,32.25,-2.714932,33.19,35.0,31.65,13175.490626,409.307404,407.4392,,,
12/31/2005,32.93,2.108527,32.25,34.05,30.1,13390.115379,407.787201,405.886,,,
03/31/2006,36.8,11.752202,33.18,37.67,32.9,14914.059906,405.82431,403.9043,,,
06/30/2006,35.68,-3.043478,36.76,38.31,34.24,,404.193207,402.2565,,,
09/30/2006,37.44,4.932735,35.75,38.15,34.48,15078.901668,403.298096,401.3396,,,
12/31/2006,38.03,1.575855,37.56,38.63,35.73,15179.795626,401.580811,399.6021,,,
03/31/2007,37.47,-1.472522,37.79,39.9,35.94,14781.27801,395.895203,394.0142,,,
06/30/2007,34.33,-8.380037,37.46,38.96,34.15,13366.79746,392.296204,390.3199,,,
09/30/2007,32.33,-5.825808,34.54,37.09,31.38,12566.940438,390.382111,388.3911,,,
12/31/2007,23.45,-27.466749,33.06,34.05,21.04,9117.19585,388.76889,386.7721,,,
03/31/2008,21.95,-6.396588,23.53,27.23,19.0,8781.55845,398.761414,396.892,,,
06/30/2008,10.98,-49.977221,22.81,26.12,10.0,5332.56876,485.525085,483.507,,,
09/30/2008,11.94,8.743169,10.87,18.48,7.93,5907.499974,494.657013,492.5937,,,
12/31/2008,8.52,-28.643216,11.94,15.2,4.99,4217.41704,495.007812,492.9543,,,
03/31/2009,7.87,-7.629108,8.49,9.35,4.83,3923.77195,494.7052,492.252,,,
06/30/2009,5.24,-33.418043,7.54,9.82,4.4,4177.568244,707.918091,705.3571,,,
09/30/2009,6.5,24.045802,5.17,7.07,4.4,5710.6335,878.544678,875.9473,,,
12/31/2009,5.55,-14.615385,6.45,6.85,5.29,4875.868934,878.59491,876.7122,,,
03/31/2010,7.75,39.63964,5.66,8.19,5.65,6812.653,878.138489,875.2857,,,
