Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Insurance Reserves,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/2001,668.299988,105.300003,31.5,531.5,,,,-11.5,,,,,,,,,,,,,,
06/30/2001,783.900024,119.099998,42.799999,622.0,,,,-30.5,,,,,,,,,,,,,,
09/30/2001,1419.0,115.8,264.9,-598.3,,,,-16.6,,,,,,,,,,,,,,
12/31/2001,1136.8,18.6,44.8,1073.4,,,,-31.3,,,,,,,,,,,,,,
03/31/2002,494.5,-34.9,115.9,-98.1,511.6,-904.2,0.0,-14.1,-14578.8,13939.8,-251.1,337.5,0.0,181.6,7.9,-42.8,11.0,-23.3,203.1,0.0,-72.2,
06/30/2002,1443.2,120.2,142.0,270.7,910.3,-457.9,0.0,-18.3,-13693.8,13513.3,-259.1,-308.2,0.0,-293.0,2.8,-4.1,3.8,-242.5,224.8,0.0,677.1,
09/30/2002,1582.4,-158.4,150.1,1192.7,398.0,-2069.4,0.0,-9.4,-16875.6,15036.3,-220.7,-47.6,0.0,74.1,0.3,-38.8,3.0,-233.0,10.2,136.6,-534.6,
12/31/2002,1768.4,215.4,-291.5,3664.4,715.9,-507.7,0.0,-17.7,-22108.8,21364.7,254.1,-853.6,-83.8,90.5,53.1,-24.3,4.2,-243.6,-649.7,0.0,407.1,
03/31/2003,747.1,155.7,187.2,-197.2,601.4,-1497.7,0.0,-3.1,-3220.3,2094.0,-368.3,678.9,0.0,237.5,7.5,-4.4,0.0,-184.1,625.4,-3.0,-71.7,
06/30/2003,1111.7,202.2,-37.6,235.2,711.9,-731.9,0.0,-5.4,-3214.2,2173.9,313.8,155.6,0.0,-78.8,0.0,-9.6,11.7,-112.9,345.2,0.0,535.4,
09/30/2003,265.5,184.5,68.6,-312.9,325.3,-509.0,0.0,-7.1,-2895.4,2400.8,-7.3,-331.4,0.0,29.6,0.0,-73.5,3.2,-78.0,-241.8,29.1,-574.9,
12/31/2003,688.0,172.1,136.0,-163.6,543.5,887.5,0.0,-13.3,-12395.3,13502.4,-206.3,-890.6,-145.3,-1184.7,29.4,0.0,3.4,-75.0,295.5,186.1,684.9,
03/31/2004,511.9,193.6,63.1,-212.1,467.3,-474.0,0.0,-9.3,-2627.1,2244.6,-82.2,-516.7,0.0,-117.7,5.2,-220.3,3.5,-0.4,-213.7,26.7,-478.8,
06/30/2004,417.7,119.7,82.2,-49.1,264.9,-705.2,,-15.1,-3565.3,2949.8,-74.6,1050.9,0.0,167.3,2.6,-0.8,10.6,-221.9,1080.8,12.3,763.4,
09/30/2004,1064.6,298.8,85.1,-345.5,1026.2,-613.7,,-10.6,-3197.4,1724.0,870.3,-26.4,0.0,-479.8,0.8,-221.2,8.3,-283.8,969.6,-20.3,424.5,
12/31/2004,-359.1,213.5,86.1,-879.4,220.7,-1865.4,,-12.5,-4013.7,2781.4,-620.6,275.0,-166.5,138.8,3.5,-4.9,18.8,-266.5,-50.5,602.3,-1949.5,
03/31/2005,-78.2,205.5,87.5,-352.1,-19.1,-299.4,,-21.6,-2532.1,2307.2,-52.9,473.6,0.0,477.1,7.7,-0.8,13.7,-164.6,131.5,9.0,96.0,
06/30/2005,884.6,238.9,86.6,37.2,521.9,-463.4,3.5,0.0,-3696.5,3231.1,-1.5,201.9,0.0,-304.7,4.5,-10.7,554.1,-703.8,621.6,40.9,623.1,
09/30/2005,557.8,219.4,79.0,-141.2,400.6,-248.0,,-7.1,-1958.1,1724.4,-3.7,-362.9,-9.4,-72.0,0.5,-30.9,14.8,0.0,-302.7,36.8,-53.1,
12/31/2005,762.0,255.2,93.2,-123.5,537.1,-472.9,,-15.7,-3422.5,2965.3,0.0,233.7,-190.5,98.7,124.8,-30.2,19.3,0.0,295.1,-83.5,522.8,
03/31/2006,530.8,293.9,94.1,-192.1,334.9,-987.1,,-12.5,-2996.4,2027.3,-5.5,423.2,-8.2,-78.8,0.2,-0.6,12.3,-163.5,642.7,19.1,-33.1,
06/30/2006,708.3,218.8,89.9,119.6,280.0,-1080.3,,-10.7,-2948.6,1879.0,0.0,-20.2,-8.3,29.2,8.5,-5.7,28.6,-587.7,447.5,67.7,-392.2,
09/30/2006,811.3,259.2,80.5,-16.8,488.4,-726.6,,-11.2,-2162.7,1479.0,-31.7,95.9,0.0,-310.1,,-21.3,16.6,-4.5,354.0,61.2,180.6,
12/31/2006,225.1,292.4,76.0,-474.9,331.6,-1116.4,,-16.1,-2294.4,1926.1,-732.0,1085.5,-222.9,-30.8,600.4,-0.2,17.1,-0.1,622.1,99.9,194.2,
03/31/2007,1225.5,265.3,112.4,168.9,678.9,-699.0,,-13.4,-3122.5,2437.4,-0.5,-640.8,-16.5,-25.0,4.2,-10.0,22.5,-106.1,-560.9,51.0,-114.3,
06/30/2007,695.0,312.1,103.5,-102.2,381.6,-338.5,,-32.7,-3359.2,3052.9,0.5,25.0,0.0,-1.1,4.1,-12.3,22.1,-117.9,65.8,64.3,381.5,
09/30/2007,1124.8,240.5,162.5,93.2,628.6,-1795.7,,-18.1,-3856.7,2149.5,-70.4,1371.6,-8.2,-3.3,0.2,-20.0,11.5,-212.2,892.4,711.2,700.7,
12/31/2007,-82.8,42.4,109.1,-633.1,398.8,-1667.3,,-34.2,-3653.3,2027.2,-7.0,535.8,-252.1,233.3,0.0,-81.0,27.7,-320.1,1351.7,-423.7,-1214.3,
03/31/2008,997.8,182.4,103.1,143.4,568.9,-968.8,,-26.1,-2411.3,1468.6,0.0,-252.7,-8.2,-121.5,1.0,-4.9,11.8,-6.1,-315.6,190.8,-223.7,
06/30/2008,75.3,176.6,93.1,-332.6,138.2,-1357.9,,-23.4,-2739.0,1424.8,-20.3,1686.4,-8.3,48.8,2.1,-7.8,14.6,0.0,1576.4,60.6,403.8,
09/30/2008,794.1,98.3,121.8,102.3,471.7,-1691.6,,-33.8,-2883.1,1225.3,0.0,1642.0,-8.2,136.6,3.3,-4.6,7.9,-0.3,1431.0,76.3,744.5,
12/31/2008,357.6,0.8,200.7,-475.8,631.9,1101.1,,-21.7,-2282.5,3405.3,0.0,-1119.7,-125.0,153.5,1.5,-66.0,5.2,0.0,-1156.5,67.6,339.0,
03/31/2009,949.9,121.0,118.4,422.6,287.9,13.4,,-13.2,-1881.6,1942.4,-34.2,-871.7,-8.2,27.7,,-4.9,4.1,-3.0,-933.2,45.8,91.6,
06/30/2009,465.0,158.6,-13.4,-398.6,718.4,1219.4,,-3.3,-1360.2,2594.4,-11.5,-55.5,-8.3,-373.4,750.0,-16.8,1150.5,-0.7,-1610.1,53.3,1628.9,
09/30/2009,379.5,192.9,69.8,4.6,112.2,-76.6,,-4.1,-3680.9,3649.0,-40.6,-1390.2,-8.2,-51.7,,-449.1,,-31.8,-889.6,40.2,-1087.3,
12/31/2009,448.6,150.2,55.9,-40.1,282.6,-129.4,,-5.6,-1680.6,1556.8,0.0,-1320.0,-167.8,-7.7,0.0,-2.3,31.4,-31.4,-1095.7,-46.5,-1000.8,
03/31/2010,653.2,199.0,102.7,250.9,100.6,-462.0,,-4.2,-2445.0,1987.2,,-801.9,-8.2,31.2,0.2,-3.4,8.7,-1.7,-869.7,41.0,-610.7,
06/30/2010,831.1,142.3,106.5,26.3,556.0,29.0,,-4.4,-2173.7,2219.4,-12.3,-662.5,-8.3,-3.2,0.9,-3.0,1.2,-0.3,-660.4,10.6,197.6,
09/30/2010,445.2,150.4,133.6,-103.0,264.2,738.9,,-2.8,-1281.7,2014.6,8.8,-742.6,-8.2,-0.9,0.6,-2.5,10.9,-0.3,-765.8,23.6,441.5,
12/31/2010,862.2,207.6,27.8,-102.0,728.8,-278.4,,-10.1,-2682.2,2422.7,-8.8,-975.2,-184.5,-25.4,0.6,-2.2,0.8,-0.3,-763.7,-0.5,-391.4,
03/31/2011,1195.5,190.2,69.2,572.4,363.7,715.9,,-4.1,-1865.7,2585.7,0.0,-1804.6,-8.2,0.2,0.6,-1.7,10.7,-5.9,-1780.9,-19.4,106.8,
06/30/2011,590.0,225.6,90.2,-31.6,305.8,78.0,,-14.4,-2143.7,2236.1,0.0,-482.6,-8.3,-0.2,1.4,-1.4,2.0,-230.3,-246.1,0.3,185.4,
09/30/2011,99.9,80.1,150.9,-78.4,-52.7,-883.0,,-14.1,-2512.6,1643.7,0.0,47.7,-8.2,-30.7,0.6,-1.2,12.5,-220.2,258.0,36.9,-735.4,
12/31/2011,827.9,156.8,65.8,-31.2,636.5,-113.0,,-24.3,-1887.3,2069.1,-270.5,684.8,-222.0,33.9,0.0,-10.5,2.7,-100.0,992.1,-11.4,1399.7,
