Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1989,278.513977,,,,,,,,,,,,,,,,,,,,,,,,,29.661999,,,29.661999,29.661999,,0.0,0.245,0.245,,0.0,0.245,0.245,0.245,
03/31/1990,257.885986,,-183.994995,,73.890991,,-39.138,,,34.752998,7.801,,,,0.0,,-7.801,42.553998,-18.399,24.155001,0.0,,,24.154998,0.0,24.155001,-0.15,,24.005001,24.005001,,118.234001,0.2,0.2,,118.234001,0.2,0.2,0.2,
06/30/1990,262.028992,,-185.389999,,76.638992,,-36.117001,,,40.521999,-3.874,,,,0.0,,3.874,36.647999,-14.659,21.989,0.0,,,21.988999,0.0,21.989,-0.15,,21.839,21.839,,121.124001,0.18,0.18,,121.124001,0.18,0.18,0.18,
09/30/1990,281.104004,,-194.703003,,86.401001,,-36.818001,,,49.583,-3.903,,,,0.0,,3.903,45.68,-18.271999,27.408001,0.0,,,27.408001,0.0,27.408001,-0.147,,27.261001,27.261001,,121.092003,0.225,0.225,,121.092003,0.225,0.225,0.225,
12/31/1990,274.547,,-184.308,,90.239,,-38.226,,,49.013,-3.066,,16.397,,0.0,,-13.331,45.947,-18.149,27.798,0.0,,,27.798,0.0,27.798,-0.112,,27.686,27.686,,119.065002,0.23,0.23,0.23,119.065002,0.23,0.23,0.23,
03/31/1991,271.589996,,-185.251007,,86.338989,,-42.400002,,,43.938999,-3.309,,3.723,,0.0,,-0.414,40.629999,-16.110001,24.52,0.0,,,24.519999,0.0,24.52,-0.113,,24.407,24.407,,149.044006,0.165,0.165,,149.044006,0.165,0.165,0.165,
06/30/1991,295.351013,,-197.095993,,98.25502,,-43.719002,,,54.535999,-2.765,,3.442,,0.0,,-0.677,51.770999,-20.52,31.250999,0.0,,,31.250999,0.0,31.250999,-0.112,,31.138999,31.138999,,149.378006,0.21,0.21,,149.378006,0.21,0.21,0.21,
09/30/1991,339.337006,,-225.414993,,113.922012,,-47.589001,,,66.333,-2.909,,3.962,,0.0,,-1.053,63.424,-25.211,38.213001,0.0,,,38.213,0.0,38.213001,-0.141,,38.072001,38.072001,,153.673996,0.25,0.25,,153.673996,0.25,0.25,0.25,
12/31/1991,450.225,,-293.946,,156.279,,-65.651,,,90.628,1.909,,7.243,,0.0,,-9.152,92.537,-35.808,56.729,0.0,,,56.729,0.0,56.729,0.0,,56.729,56.729,,237.45,0.24,0.24,0.24,238.522,0.24,0.24,0.24,
03/31/1992,310.118988,,-216.981003,,93.137985,,-48.993999,,,44.144001,0.756,,4.034,,0.0,,-4.79,44.900001,-17.511,27.389,44.134001,,,-16.744999,0.0,-16.745001,0.0,,-16.745001,-16.745001,,154.166,-0.11,0.175,,154.166,-0.11,0.175,0.175,
