Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,1252.671021,529.320007,64.046997,465.27301,152.434006,,,51.324001,,,,,89.274002,,,822.35199,372.644012,,,0.0,,57.674999,,,,,57.674999,430.319011,,23.875999,23.875999,,,,1.914,,,,,,317.180002,,,,317.180002,342.970001,128.179993,,,,,0.0,,,,,0.0,128.179993,471.149994,0.0,520.752014,,,0.0,,260.769012,781.521026,0.0,781.521026,1252.67102,
12/31/1992,1374.329956,555.413994,92.047997,463.365997,156.042999,,,56.800999,,,,,104.835999,,,873.093994,425.955994,522.187012,-96.231003,55.194,,20.086,,,,,20.086,501.235994,,38.026001,38.026001,,,,1.979,,,,,,270.664005,,,,270.664005,310.669006,129.929001,,,,,0.0,,,,,0.0,129.929001,440.598007,0.0,573.801025,,,-85.870003,,445.801003,933.732025,0.0,933.732025,1374.330032,
03/31/1993,1352.19104,400.321009,22.018,378.303009,194.160995,,,64.742996,,,,,104.945,,,764.169983,481.184998,,,65.886002,,40.950001,,,,,40.950001,588.021,,23.141001,23.141001,,,,2.032,,,,,,222.455005,,,,222.455005,247.628006,129.447006,,,,,0.0,,,,,0.0,129.447006,377.075012,0.0,585.942993,,,0.0,,389.173004,975.115997,0.0,975.115997,1352.19101,
06/30/1993,1493.475952,454.057999,136.253006,317.804993,246.705994,,,72.047997,,,,,80.194,,,853.005981,527.875977,,,68.528,,44.066002,,,,,44.066002,640.469978,,26.791,26.791,,,,42.591,,,,,,239.077991,,,,239.077991,308.459991,153.912994,,,,,0.0,,,,,0.0,153.912994,462.372986,0.0,592.489014,,,0.0,,438.614014,1031.103027,0.0,1031.103027,1493.476013,
09/30/1993,1617.196045,576.901016,163.029007,413.872009,205.947006,,,73.823997,,,,,88.435997,,,945.107971,553.096985,,,73.167999,,45.823002,,,,,45.823002,672.087986,,21.121,21.121,,,,81.862999,,,,,,237.568003,,,,237.568003,340.552002,181.367996,,,,,0.0,,,,,0.0,181.367996,521.919998,0.0,607.228027,,,0.0,,488.048004,1095.276031,0.0,1095.276031,1617.19603,
12/31/1993,1765.522949,723.184021,128.505005,594.679016,164.337006,,,74.711998,,,,,92.277,,,1054.51001,586.911987,730.661011,-143.748993,78.778,,45.323002,,,,,45.323002,711.012989,,23.056,23.056,,,,109.766998,,,,,,279.437988,,,,279.437988,412.260986,181.242004,,,,,0.0,,,,,0.0,181.242004,593.50299,0.0,636.22998,,,0.0,,535.789978,1172.019958,0.0,1172.019958,1765.522948,
03/31/1994,1802.807983,720.064011,147.731003,572.333008,171.119995,,,81.912003,,,,,89.002998,,,1062.098999,606.101013,,,79.117996,,55.490002,,,,,55.490002,740.709011,,20.709999,20.709999,,,,99.847,,,,,,297.889015,,,,297.889015,418.446014,183.438995,,,,,0.0,,,,,0.0,183.438995,601.88501,0.0,646.810974,,,0.0,,554.112,1200.922974,0.0,1200.922974,1802.807983,
06/30/1994,1824.552002,718.409012,251.563004,466.846008,180.298996,,,79.738998,,,,,82.811996,,,1061.259033,615.684021,,,0.0,,147.608994,,,,,147.608994,763.293015,,16.990999,16.990999,,,,0.0,,,,,,364.567991,,,,364.567991,381.55899,185.888,,,,,0.0,,,,,0.0,185.888,567.446991,0.0,670.872009,,,0.0,,586.232971,1257.10498,0.0,1257.10498,1824.551971,
09/30/1994,1892.474976,753.612,301.528992,452.083008,186.220001,,,87.191002,,,,,92.926003,,,1119.948975,625.515015,,,92.119003,,54.891998,,,,,54.891998,772.526016,,21.945,21.945,,,,0.0,,,,,,363.057014,,,,363.057014,385.002014,185.862,,,,,0.0,,,,,0.0,185.862,570.864014,0.0,696.895996,,,0.0,,624.715027,1321.611023,0.0,1321.611023,1892.475037,
12/31/1994,1994.146973,696.681,211.322998,485.358002,194.712006,,,98.003998,,,,,126.240997,,,1115.637939,665.314026,873.374023,-208.059998,0.0,,213.195007,,,,,213.195007,878.509033,,30.476,30.476,,,,99.667,,,,,,406.286993,,,,406.286993,536.429993,183.406998,,,,,0.0,,,,,0.0,183.406998,719.836991,0.0,719.322998,,,0.0,,554.987,1274.309998,0.0,1274.309998,1994.146989,
03/31/1995,2052.410889,767.383011,199.024002,568.359009,189.128006,,,92.497002,,,,,119.921997,,,1168.930054,670.596008,,,0.0,,212.884995,,,,,212.884995,883.481003,,33.451,33.451,,,,99.338997,,,,,,401.152996,,,,401.152996,533.942993,181.205002,,,,,0.0,,,,,0.0,181.205002,715.147995,0.0,748.827026,,,0.0,,588.435974,1337.263,0.0,1337.263,2052.410995,
06/30/1995,2160.113037,850.64798,194.858002,655.789978,218.307007,,,80.304001,,,,,122.706001,,,1271.964966,677.981018,,,74.338997,,135.828003,,,,,135.828003,888.148018,,38.069,38.069,,,,0.0,,,,,,544.003021,,,,544.003021,582.072021,181.199997,,,,,0.0,,,,,0.0,181.199997,763.272018,0.0,769.044983,,,0.0,,627.796021,1396.841003,0.0,1396.841003,2160.113022,
09/30/1995,2348.199951,991.700012,145.0,846.700012,205.300003,,,85.800003,,,,,137.199997,,,1420.0,707.900024,,,0.0,,220.300003,,,,,220.300003,928.200027,,47.200001,47.200001,,,,99.5,,,,,,449.500011,,,,449.500011,596.200012,177.199997,,,,,0.0,,,,,0.0,177.199997,773.400009,0.0,827.599976,,,0.0,,747.200012,1574.799988,0.0,1574.799988,2348.199997,
12/31/1995,2432.800049,1050.299973,66.699997,983.599976,199.300003,,,88.800003,,,,,115.699997,,,1454.099976,743.799988,1033.400024,-289.600006,0.0,,234.899994,,,,,234.899994,978.699982,,54.400002,54.400002,,,,69.699997,,,,,,459.699989,,,,459.699989,583.799988,177.199997,,,,,0.0,,,,,0.0,177.199997,760.999985,0.0,864.799988,,,0.0,,807.0,1671.799988,0.0,1671.799988,2432.799973,
03/31/1996,2366.800049,935.699989,62.400002,873.299988,213.0,,,90.199997,,,,,114.699997,,,1353.599976,758.400024,,,0.0,,254.800003,,,,,254.800003,1013.200027,,32.0,32.0,,,,78.199997,,,,,,404.700027,,,,404.700027,514.900024,99.0,,,,,0.0,,,,,0.0,99.0,613.900024,0.0,906.799988,,,0.0,,846.099976,1752.899963,0.0,1752.899963,2366.799988,
06/30/1996,2496.300049,1011.999985,214.199997,797.799988,198.800003,,,91.800003,,,,,107.5,,,1410.099976,781.599976,,,0.0,,304.600006,,,,,304.600006,1086.199982,,53.0,53.0,,,,78.199997,,,,,,445.300003,,,,445.300003,576.5,99.0,,,,,0.0,,,,,0.0,99.0,675.5,0.0,926.299988,,,0.0,,894.5,1820.799988,0.0,1820.799988,2496.299988,
09/30/1996,2549.199951,994.099976,227.0,767.099976,207.199997,,,91.0,,,,,113.699997,,,1406.0,831.599976,,,0.0,,311.600006,,,,,311.600006,1143.199982,,41.700001,41.700001,,,,118.199997,,,,,,405.100002,,,,405.100002,565.0,59.0,,,,,157.399994,,,,,157.399994,216.399994,781.399994,0.0,963.200012,,,0.0,,804.599976,1767.799988,0.0,1767.799988,2549.199982,
12/31/1996,2765.600098,1077.000015,169.300003,907.700012,225.399994,,,97.400002,,,,,102.800003,,,1502.599976,910.5,1301.199951,-390.700012,0.0,,352.5,,,,,352.5,1263.0,,75.0,75.0,,,,118.199997,,,,,,449.700027,,,,449.700027,642.900024,59.0,,,,,157.399994,,,,,157.399994,216.399994,859.300018,0.0,1026.900024,,,0.0,,879.400024,1906.300048,0.0,1906.300048,2765.600066,
03/31/1997,2773.100098,1044.299988,264.799988,779.5,206.5,,,100.400002,,,,,86.0,,,1437.199951,981.599976,,,0.0,,354.299988,,,,,354.299988,1335.899963,,76.599998,76.599998,,,,40.0,,,,,,422.300026,,,,422.300026,538.900024,59.0,,,,,157.399994,,,,,157.399994,216.399994,755.300018,0.0,1059.800049,,,0.0,,958.0,2017.800049,0.0,2017.800049,2773.100067,
06/30/1997,3043.300049,1225.0,331.0,894.0,228.800003,,,105.599998,,,,,86.199997,,,1645.599976,1045.400024,,,0.0,,352.299988,,,,,352.299988,1397.700012,,82.599998,82.599998,,,,65.0,,,,,,440.499977,,,,440.499977,588.099976,134.0,,,,,51.599998,,,,,51.599998,185.599998,773.699974,0.0,1114.5,,,0.0,,1155.099976,2269.599976,0.0,2269.599976,3043.29995,
09/30/1997,3002.399902,1101.699982,239.899994,861.799988,235.5,,,110.5,,,,,78.300003,,,1526.0,1111.800049,,,0.0,,364.600006,,,,,364.600006,1476.400055,,71.5,71.5,,,,30.0,,,,,,532.5,,,,532.5,634.0,129.0,,,,,0.0,,,,,0.0,129.0,763.0,0.0,1154.5,,,0.0,,1084.900024,2239.400024,0.0,2239.400024,3002.400024,
12/31/1997,3110.199951,1026.50003,239.100006,787.400024,269.0,,,109.199997,18.700001,53.599998,36.900002,,138.800003,,,1543.5,1186.199951,1669.199951,-483.0,0.0,,380.5,,,,,380.5,1566.699951,,103.900002,103.900002,,,,30.0,,,,,,608.000022,,,,608.000022,741.900024,229.0,,,,,0.0,,,,,0.0,229.0,970.900024,0.0,1196.099976,,,0.0,,943.200012,2139.299988,0.0,2139.299988,3110.200012,
03/31/1998,3081.5,880.099998,104.599998,775.5,289.200012,,,118.099998,,,,,124.300003,,,1411.699951,1277.5,1794.0,-516.5,0.0,,392.299988,,,,,392.299988,1669.799988,,114.800003,114.800003,,,,36.0,,,,,,674.100021,,,,674.100021,824.900024,223.0,,,,,3.7,,,,,3.7,226.7,1051.600024,0.0,1240.900024,,,0.0,,789.0,2029.900024,0.0,2029.900024,3081.500049,
06/30/1998,3286.800049,1021.299988,158.0,863.299988,291.200012,,,113.300003,,,,,141.699997,,,1567.5,1349.5,1897.0,-547.5,0.0,,369.799988,,,,,369.799988,1719.299988,,85.0,85.0,,,,110.5,,,,,,671.799988,,,,671.799988,867.299988,223.0,,,,,0.0,,,,,0.0,223.0,1090.299988,0.0,1306.699951,,,0.0,,889.799988,2196.499939,0.0,2196.499939,3286.799927,
09/30/1998,3444.0,1124.899986,104.099998,1020.799988,296.299988,,,109.099998,,,,,166.100006,,,1696.400024,1398.0,1966.0,-568.0,0.0,,349.600006,,,,,349.600006,1747.600006,,87.300003,87.300003,,,,105.699997,,,,,,682.0,,,,682.0,875.0,223.0,,,,,0.0,,,,,0.0,223.0,1098.0,0.0,1471.099976,,,0.0,,874.900024,2346.0,0.0,2346.0,3444.0,
12/31/1998,3672.199951,1276.000031,201.100006,1074.900024,319.899994,,,110.800003,,,,,156.600006,,,1863.300049,1450.199951,2051.899902,-601.700012,0.0,,358.700012,,,,,358.700012,1808.899963,,121.599998,121.599998,,,,105.699997,,,,,,659.700005,,,,659.700005,887.0,223.0,,,,,0.0,,,,,0.0,223.0,1110.0,0.0,1671.900024,,,-912.099976,,1802.399963,2562.200012,0.0,2562.200012,3672.200012,
03/31/1999,3818.3,1318.0,114.1,1203.9,369.6,369.6,,117.2,23.8,50.2,43.2,,168.2,,,1973.0,1482.1,2127.0,-644.9,0.0,,363.2,0.0,,,127.3,235.9,1845.3,,95.1,95.1,,,,99.9,,,,,,656.9,,,,656.9,851.9,223.0,,,,,0.0,,,,,0.0,223.0,1074.9,0.0,1821.0,,,,938.9,-16.5,2743.4,0.0,2743.4,3818.3,
06/30/1999,3889.600098,1368.299957,199.600006,1168.699951,363.600006,363.600006,,121.800003,23.5,50.700001,47.599998,,157.100006,,,2010.800049,1484.0,2168.0,-684.0,0.0,,394.799988,0.0,,,,394.799988,1878.799988,,144.0,144.0,,,,99.800003,,,,,,637.400009,,,,637.400009,881.200012,223.0,,,,,0.0,,,,,0.0,223.0,1104.200012,0.0,1870.5,,,,938.299988,-23.399963,2785.400024,0.0,2785.400024,3889.600037,
09/30/1999,4036.800049,1523.999954,188.300003,1335.699951,300.399994,,,146.899994,,,,,155.100006,,,2126.399902,1508.900024,2230.0,-721.099976,0.0,,401.5,,,,,401.5,1910.400024,,100.800003,100.800003,,,,99.699997,,,,,,617.799988,,,,617.799988,818.299988,223.0,,,,,0.0,,,,,0.0,223.0,1041.299988,0.0,1984.0,,,0.0,,1011.5,2995.5,0.0,2995.5,4036.799988,
12/31/1999,4077.6,1333.0,130.9,1202.1,412.2,,,184.3,37.5,96.6,50.2,0.0,135.8,,,2065.3,1553.6,2315.2,-761.6,0.0,,458.7,0.0,,,,458.7,2012.3,,83.4,83.4,,,,99.5,,,,,,648.2,,,,648.2,831.1,223.0,,,,,0.0,,,,,0.0,223.0,1054.1,0.0,2072.3,,,-1024.7,,1975.9,3023.5,0.0,3023.5,4077.6,
03/31/2000,4264.7,1479.6,125.8,1353.8,259.1,259.1,,237.6,40.5,145.5,51.6,0.0,177.3,,,2153.6,1595.3,2404.0,-808.7,0.0,,515.8,0.0,,,,515.8,2111.1,,108.7,108.7,,,,99.8,,,,,,522.2,,,,522.2,730.7,223.0,,,,,0.0,,,,,0.0,223.0,953.7,0.0,2266.8,,,,1007.1,37.1,3311.0,0.0,3311.0,4264.7,
06/30/2000,4543.2,1621.1,136.2,1484.9,312.3,312.3,,272.6,45.4,178.6,48.6,0.0,176.6,,,2382.6,1638.5,2493.5,-855.0,0.0,,522.1,0.0,,,,522.1,2160.6,,120.1,120.1,,,,99.7,,,,,,616.1,,,,616.1,835.9,223.0,,,,,0.0,,,,,0.0,223.0,1058.9,0.0,2409.1,,,,1049.7,25.5,3484.3,0.0,3484.3,4543.2,
09/30/2000,4897.799805,1866.700027,159.800003,1706.900024,303.299988,,,293.600006,36.900002,212.699997,44.0,0.0,158.399994,,,2622.0,1715.300049,2620.300049,-905.0,0.0,,560.5,0.0,,,,560.5,2275.800049,,121.599998,121.599998,,,,99.199997,,,,,,502.29998,,,,502.29998,723.099976,223.0,,,,,0.0,,,,,0.0,223.0,946.099976,0.0,2642.899902,,,,,1308.800049,3951.699951,0.0,3951.699951,4897.799927,
12/31/2000,5399.6,2028.1,226.5,1801.6,389.2,,,305.2,29.4,238.7,37.1,0.0,214.6,,,2937.1,1781.5,2719.2,-937.7,0.0,,681.0,0.0,,,,681.0,2462.5,,143.2,143.2,,,,99.7,,,,,,619.2,,,,619.2,862.1,223.0,,,,,0.0,,,,,0.0,223.0,1085.1,0.0,2947.3,,,-1024.7,,2391.9,4314.5,0.0,4314.5,5399.6,
03/31/2001,5692.1,2292.4,478.9,1813.5,431.7,431.7,,352.2,23.0,267.5,61.7,0.0,187.6,,,3263.9,1810.9,,,0.0,,617.3,0.0,0.0,0.0,,617.3,2428.2,,96.9,96.9,,,,99.2,,,,,,623.0,,,,623.0,819.1,223.0,,,,,0.0,,,,,0.0,223.0,1042.1,0.0,3094.1,,,,1533.6,22.3,4650.0,0.0,4650.0,5692.1,
06/30/2001,5976.5,2469.8,282.5,2187.3,377.5,377.5,,390.1,32.6,296.4,61.1,0.0,194.5,,,3431.9,1861.9,,,0.0,,682.7,0.0,0.0,0.0,,682.7,2544.6,,97.5,97.5,,,,99.9,,,,,,538.5,,,,538.5,735.9,223.0,,,,,0.0,,,,,0.0,223.0,958.9,0.0,3195.4,,,,1763.5,58.7,5017.6,0.0,5017.6,5976.5,
09/30/2001,6053.7,2429.2,284.0,2145.2,481.5,481.5,,384.4,34.7,287.7,62.0,0.0,187.2,,,3482.3,1909.2,,,0.0,,662.2,,,,,662.2,2571.4,,70.3,70.3,,,,100.0,,,,,,552.2,,,,552.2,722.5,223.0,,,,,0.0,,,,,0.0,223.0,945.5,0.0,3298.2,,,0.0,1773.7,36.3,5108.2,0.0,5108.2,6053.7,
12/31/2001,6443.1,2662.2,689.1,1973.1,497.2,,,355.6,21.9,266.7,67.0,0.0,343.6,,,3858.6,1946.1,3109.9,-1163.8,0.0,,638.4,0.0,0.0,0.0,,638.4,2584.5,,136.7,136.7,,,,99.9,99.9,0.0,0.0,,,766.3,,,,766.3,1002.9,223.0,223.0,0.0,0.0,,0.0,,,,,0.0,223.0,1225.9,0.0,3474.1,,,0.0,,1743.1,5217.2,0.0,5217.2,6443.1,
03/31/2002,9064.9,5174.5,2981.2,2193.3,525.1,525.1,,371.6,28.7,249.8,93.1,0.0,334.8,,,6406.0,1967.9,,,0.0,,691.0,,,,,691.0,2658.9,,106.1,106.1,,,,99.9,,,,,,862.2,,,,862.2,1068.2,3046.9,,,,,0.0,,,,,0.0,3046.9,4115.1,0.0,3606.1,,,0.0,1312.4,31.3,4949.8,0.0,4949.8,9064.9,
06/30/2002,9137.594,5057.799,2905.0,2152.799,553.5,553.5,,387.2,26.39999,264.5,96.29999,0.0,335.2,,,6333.699,2013.6,,,0.0,,790.2998,,,,,790.2998,2803.8998,,132.3999,132.3999,,,,100.0,,,,,,969.7991,,,,969.7991,1202.199,3054.799,,,,,0.0,,,,,0.0,3054.799,4256.998,0.0,3722.0,,,0.0,1134.1,24.5,4880.6,0.0,4880.6,9137.598,
09/30/2002,23741.1,4042.2,1158.7,2883.5,622.2,622.2,,526.5,72.2,306.4,147.9,0.0,633.5,,,5824.4,2666.2,,,0.0,,15250.5,14721.8,4904.6,9817.2,,528.7,17916.7,,197.7,197.7,,,,123.0,,,,,,1150.3,,,,1150.3,1471.0,3039.7,,,,,1565.6,,,,,1565.6,4605.3,6076.3,0.0,19098.5,,,0.0,-1467.5,33.8,17664.8,0.0,17664.8,23741.1,
12/31/2002,24456.3,4663.9,1851.7,2812.2,752.4,,,544.9,76.9,360.0,108.0,0.0,442.3,,,6403.5,2813.5,4240.4,-1426.9,0.0,,15239.3,14673.0,9871.1,4801.9,,566.3,18052.8,,254.6,254.6,,,,122.9,122.9,0.0,0.0,,,1151.7,,,,1151.7,1529.2,3047.7,3047.7,0.0,0.0,,1593.4,,,,,1593.4,4641.1,6170.3,0.0,19344.3,,,0.0,,-1058.3,18286.0,0.0,18286.0,24456.3,
03/31/2003,24729.5,4756.987,2340.188,2416.799,845.2,845.2,,582.7,81.7,379.6,121.4,0.0,471.0,,,6655.895,2954.188,,,0.0,,15119.39,14589.0,9873.5,4715.5,,530.39,18073.578,,291.8,291.8,,,,23.0,23.0,0.0,0.0,,,1270.0,,,,1270.0,1584.8,3055.688,3055.688,0.0,0.0,,1585.6,,,,,1585.6,4641.288,6226.088,0.0,19541.8,,,0.0,-1082.8,44.404,18503.404,0.0,18503.404,24729.492,
06/30/2003,25381.5,4985.4,1070.5,3914.9,960.7,960.7,,638.7,95.9,402.1,140.7,0.0,384.5,,,6969.3,3152.7,,,0.0,,15259.5,14500.59,9871.797,4628.793,,758.91,18412.2,,270.0,270.0,,,,23.0,23.0,0.0,0.0,,,1394.3,,,,1394.3,1687.3,3063.7,3063.7,0.0,0.0,,1685.8,,,,,1685.8,4749.5,6436.8,0.0,19785.2,,,0.0,0.0,-840.5,18944.7,0.0,18944.7,25381.5,
09/30/2003,25868.8,5025.0,1049.7,3975.3,1001.4,1001.4,,684.8,112.4,438.7,133.7,0.0,582.8,,,7294.0,3456.7,,,0.0,,15118.1,14412.8,9870.7,4542.1,,705.3,18574.8,,253.4,253.4,,,,0.0,0.0,0.0,0.0,,,1294.9,,,,1294.9,1548.3,3071.8,3071.8,0.0,0.0,,1791.4,,,,,1791.4,4863.2,6411.5,0.0,20027.1,,,0.0,0.0,-569.8,19457.3,0.0,19457.3,25868.8,
12/31/2003,26176.5,5122.9,836.6,4286.3,1007.9,,,712.6,125.3,451.5,135.8,0.0,558.8,,,7402.2,3799.4,5526.1,-1726.7,0.0,,14974.9,14171.4,9715.9,4455.5,,803.5,18774.3,,327.2,327.2,,,,0.0,0.0,0.0,0.0,,,1919.1,,,,1919.1,2246.3,3079.5,3079.5,0.0,0.0,,1461.6,,,,,1461.6,4541.1,6787.4,0.0,19995.3,,,0.0,0.0,-606.2,19389.1,0.0,19389.1,26176.5,
03/31/2004,25979.4,4509.1001,761.5001,3747.6,1195.2,1195.2,,736.7,129.9,447.0,159.8,0.0,494.4,,,6935.4,4086.3,,,0.0,,14957.7,14115.0,9707.0,4408.0,,842.7,19044.0,,311.0,311.0,,,,2887.6,2887.6,0.0,0.0,,,1577.5,,,,1577.5,4776.1,200.0,200.0,0.0,0.0,,1432.0,,,,,1432.0,1632.0,6408.1,0.0,20122.4,,,0.0,0.0,-551.1,19571.3,0.0,19571.3,25979.4,
06/30/2004,26060.0,4261.8,1716.9,2544.9,1281.2,1281.2,,725.1,127.7,443.0,154.4,0.0,568.0,,,6836.1,4351.2,,,0.0,,14872.7,14039.2,9700.4,4338.8,,833.5,19223.9,,311.9,311.9,,,,2895.7,2895.7,0.0,0.0,,,1786.8,,,,1786.8,4994.4,200.0,200.0,0.0,0.0,,1454.8,,,,,1454.8,1654.8,6649.2,0.0,20255.4,,,0.0,0.0,-844.6,19410.8,0.0,19410.8,26060.0,
09/30/2004,26811.0,3838.0,986.0,2852.0,1413.0,1413.0,,716.0,107.0,488.0,121.0,0.0,808.0,,,6775.0,4549.0,,,0.0,,15487.0,14715.0,10437.0,4278.0,,772.0,20036.0,,337.0,337.0,,,,2904.0,2904.0,0.0,0.0,,,1950.0,,,,1950.0,5191.0,200.0,200.0,0.0,0.0,,1612.0,,,,,1612.0,1812.0,7003.0,0.0,21812.0,,,0.0,0.0,-2004.0,19808.0,0.0,19808.0,26811.0,
