Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,Price/Share,Market Cap,Market Cap / Deposits,Enterprise Value,EV/Total Revenues,EV/EBITDA,Source: Bloomberg
09/30/1987,,,,,,,,,0.348422,,,,,,
12/31/1987,,,,,,,,,0.131687,,,,,,
03/31/1988,,,,,,,,,0.161866,,,,,,
06/30/1988,,,,,,,,,0.159122,,,,,,
09/30/1988,,,,,,,,,0.148148,,,,,,
12/31/1988,,,,,,,,,0.148148,,,,,,
03/31/1989,,,,,,,,,0.194787,,,,,,
06/30/1989,,,,,,,,,0.241427,,,,,,
09/30/1989,,,,,,,,,0.30727,,,,,,
12/31/1989,,,,,,,,,0.304527,,,,,,
03/31/1990,,,,,2.481895,,,,0.373114,426.689793,0.132153,580.244785,,,
06/30/1990,,,,,2.293988,,,,0.334705,385.142169,0.117716,545.811168,,,
09/30/1990,,,,,1.765503,,,,0.249657,284.044634,0.083108,410.447634,,,
12/31/1990,18.346774,1.461437,1.461437,1.461437,1.80324,,0.488607,,0.249657,277.944257,0.074867,456.749257,0.72976,1.442173,
03/31/1991,22.752809,1.836771,2.11191,1.481148,3.24554,,0.809966,,0.444444,516.469203,0.12322,701.258205,1.05865,2.115665,
06/30/1991,22.706422,2.184634,2.404217,1.942538,3.731989,,0.936031,,0.54321,632.915462,0.154626,778.855457,1.126635,2.311548,
09/30/1991,23.402256,2.510641,2.766918,2.325504,4.375955,,1.110601,,0.683128,797.062767,0.186615,950.267769,1.303862,2.761571,
12/31/1991,23.917323,3.056171,3.717203,2.73366,5.854262,,1.493228,,1.0,1169.722428,0.266952,1361.890435,1.712671,3.725236,
03/31/1992,19.823473,3.989396,4.439573,3.638399,5.880323,,1.55446,,1.139918,1336.603273,0.278526,1542.957262,1.765319,4.005226,
06/30/1992,11.928934,3.265745,3.751372,2.589844,3.792501,,1.016216,,0.773663,897.950577,0.196675,1121.349579,1.233057,2.908871,
09/30/1992,9.836066,2.794957,3.119507,2.276973,2.892969,,0.781671,,0.592593,682.159172,0.14286,880.421165,0.973994,2.479592,
12/31/1992,12.620773,2.999368,3.576731,2.39954,3.813964,,1.122337,,0.860082,987.084297,0.19448,1235.303292,1.358965,3.568085,
03/31/1993,16.441442,4.259903,4.726111,3.480949,4.82452,,1.558365,,1.201646,1398.483665,0.273298,1618.393684,1.770821,4.764704,
06/30/1993,16.797643,4.586179,5.469713,4.144292,5.088212,,1.741178,,1.407407,1639.971457,0.320906,1903.961447,1.984296,5.436022,
09/30/1993,16.884176,5.785818,6.709284,5.189589,5.779947,,1.966744,,1.703704,1990.688982,0.374129,2317.30501,2.240418,6.09413,
12/31/1993,15.490431,5.932025,6.533759,5.335405,4.938308,,1.753692,,1.598765,1872.47294,0.325886,2205.339929,2.009614,5.75676,
