Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,487,,-380.0,,107.0,,-50.0,,,57,-38.0,,72.0,,,,-34.0,19,-12.0,7.0,-1.0,,,8.0,,8.0,0.0,,8.0,8.0,,1.410036,5.419649,5.032531,,1.410036,5.419649,5.032531,5.032531,
06/30/1990,485,,-368.0,,117.0,,-50.0,,,67,-71.0,,72.0,,,,-1.0,-4,3.0,-1.0,-2.0,,,1.0,,1.0,0.0,,1.0,1.0,,1.426904,0.774235,-0.774235,,1.426904,0.774235,-0.774235,-0.774235,
09/30/1990,490,,-381.0,,109.0,,-49.0,,,60,-73.0,,73.0,,,,0.0,-13,0.0,-13.0,-2.0,,,-11.0,,-11.0,0.0,,-11.0,-11.0,,1.423856,-7.742355,-8.903708,,1.423856,-7.742355,-8.903708,-8.903708,
12/31/1990,453,,-370.0,,83.0,,-54.0,,,29,-91.0,,75.0,,,,16.0,-62,15.0,-47.0,41.0,,,-88.0,,-88.0,0.0,,-88.0,-88.0,,1.423934,-62.325958,-33.679244,,1.423934,-62.325958,-33.679244,-33.679244,
03/31/1991,416,,-336.0,,80.0,,-48.0,,,32,-80.0,,80.0,,,,0.0,-48,13.0,-35.0,1.0,,,-36.0,,-36.0,0.0,,-36.0,-36.0,,1.427499,-25.549773,-24.775535,,1.427499,-25.549773,-24.775535,-24.775535,
06/30/1991,434,,-349.0,,85.0,,-48.0,,,37,-82.0,,83.0,,,,-1.0,-45,14.0,-31.0,18.0,,,-49.0,,-49.0,0.0,,-49.0,-49.0,,1.442042,-34.066362,-21.678594,,1.442042,-34.066362,-21.678594,-21.678594,
09/30/1991,445,,-359.0,,86.0,,-48.0,,,38,-82.0,,86.0,,,,-4.0,-44,12.0,-32.0,1.0,,,-33.0,,-33.0,0.0,,-33.0,-33.0,,1.442404,-22.839946,-22.065711,,1.442404,-22.839946,-22.065711,-22.065711,
12/31/1991,417,,-341.0,,76.0,,-50.0,,,26,-83.0,,84.0,,,,-1.0,-57,14.0,-43.0,0.0,,,-43.0,,-43.0,0.0,,-43.0,-43.0,,1.442236,-30.195183,-30.195183,,1.442236,-30.195183,-30.195183,-30.195183,
03/31/1992,426,,-355.0,,71.0,,-51.0,,,20,-81.0,,85.0,,,,-4.0,-61,11.0,-50.0,0.0,,,-50.0,,-50.0,0.0,,-50.0,-50.0,,1.441034,-34.453479,-34.453479,,1.441034,-34.453479,-34.453479,-34.453479,
06/30/1992,441,,-360.0,,81.0,,-53.0,,,28,-85.0,,87.0,,,,-2.0,-57,9.0,-48.0,0.0,,,-48.0,,-48.0,0.0,,-48.0,-48.0,,1.440673,-33.679244,-33.679244,,1.440673,-33.679244,-33.679244,-33.679244,
09/30/1992,474,,-380.0,,94.0,,-55.0,,,39,-79.0,,81.0,,,,-2.0,-40,7.0,-33.0,0.0,,,-33.0,,-33.0,0.0,,-33.0,-33.0,,1.441138,-22.839946,-22.839946,,1.441138,-22.839946,-22.839946,-22.839946,
12/31/1992,436,,-365.0,,71.0,,-59.0,,,12,-78.0,,81.0,,,,-3.0,-66,6.0,-60.0,0.0,,,-60.0,,-60.0,0.0,,-60.0,-60.0,,1.44044,-41.421601,-41.421601,,1.44044,-41.421601,-41.421601,-41.421601,
03/31/1993,436,,-357.0,,79.0,,-52.0,,,27,-149.0,,75.0,,,,74.0,-122,-7.0,-129.0,150.0,,,-279.0,,-279.0,0.0,,-279.0,-279.0,,1.440259,-193.946002,-89.811315,,1.440259,-193.946002,-89.811315,-89.811315,
06/30/1993,470,,-377.0,,93.0,,-83.0,,,10,749.0,,33.0,,,,-782.0,759,-11.0,748.0,-944.0,,,1692.0,,1692.0,0.0,,1692.0,1692.0,,,,,,,,,,
09/30/1993,514,,-409.0,,105.0,,-99.0,,,6,-28.0,,34.0,,,,-6.0,-22,-3.0,-25.0,0.0,,,-25.0,,-25.0,0.0,,-25.0,-25.0,,47.99186,-0.510995,-0.510995,,47.99186,-0.510995,-0.510995,-0.510995,
12/31/1993,496,,-401.0,,95.0,,-99.0,,,-4,-33.0,,36.0,,,,-3.0,-37,-25.0,-62.0,21.0,,,-83.0,0.0,-83.0,0.0,0.0,-83.0,-83.0,,47.991859,-1.726545,-1.285231,-1.285231,47.991859,-1.726545,-1.285231,-1.285231,
03/31/1994,506,,-396.0,,110.0,,-99.0,,,11,-35.0,,37.0,,,,-2.0,-24,-10.0,-34.0,0.0,,,-34.0,0.0,-34.0,0.0,,-34.0,-34.0,,50.545343,-0.673585,-0.673585,,50.545343,-0.673585,-0.673585,-0.673585,
06/30/1994,562,,-429.0,,133.0,,-101.0,,,32,-32.0,,33.0,,,,-1.0,0,-17.0,-17.0,0.0,,,-17.0,0.0,-17.0,0.0,,-17.0,-17.0,,58.196761,-0.294209,-0.294209,,58.196761,-0.294209,-0.294209,-0.294209,
09/30/1994,621,,-468.0,,153.0,,-106.0,,,47,-29.0,,33.0,,,,-4.0,18,-24.0,-6.0,0.0,,,-6.0,0.0,-6.0,0.0,,-6.0,-6.0,,58.205803,-0.100651,-0.100651,,58.205803,-0.100651,-0.100651,-0.100651,
12/31/1994,601,,-480.0,,121.0,,-107.0,,,14,-46.0,,46.0,,,,0.0,-32,-3.0,-35.0,0.0,,,-35.0,0.0,-35.0,0.0,0.0,-35.0,-35.0,,58.229053,-0.611646,-0.611646,-0.611646,58.229053,-0.611646,-0.611646,-0.611646,
03/31/1995,598,,-446.0,,152.0,,-102.0,,,50,-25.0,,27.0,,,,-2.0,25,-27.0,-2.0,0.0,,,-2.0,0.0,-2.0,0.0,,-2.0,-2.0,,58.232926,-0.038712,-0.038712,,58.232926,-0.038712,-0.038712,-0.038712,
06/30/1995,615,,-466.0,,149.0,,-102.0,,,47,-24.0,,25.0,,,,-1.0,23,-26.0,-3.0,0.0,,,-3.0,0.0,-3.0,0.0,,-3.0,-3.0,,58.235513,-0.054196,-0.054196,,58.235513,-0.054196,-0.054196,-0.054196,
09/30/1995,629,,-477.0,,152.0,,-104.0,,,48,-24.0,,25.0,,,,-1.0,24,-26.0,-2.0,0.0,,,-2.0,0.0,-2.0,0.0,,-2.0,-2.0,,58.261345,-0.030969,-0.030969,,58.261345,-0.030969,-0.030969,-0.030969,
12/31/1995,602,,-452.0,,150.0,,-105.0,,,45,-52.0,,22.0,,,,30.0,-7,-18.0,-25.0,0.0,,,-25.0,0.0,-25.0,0.0,0.0,-25.0,-25.0,,58.368548,-0.42583,-0.42583,-0.42583,58.368548,-0.42583,-0.42583,-0.42583,
03/31/1996,602,,-471.0,,131.0,,-109.0,,,22,-19.0,,19.0,,,,0.0,3,-18.0,-15.0,0.0,,,-15.0,0.0,-15.0,0.0,,-15.0,-15.0,,58.684988,-0.247755,-0.247755,0.480026,59.719555,-0.247755,-0.247755,0.472284,
06/30/1996,642,,-482.0,,160.0,,-107.0,,,53,-20.0,,20.0,,,,0.0,33,-29.0,4.0,0.0,,,4.0,0.0,4.0,0.0,,4.0,4.0,,58.775399,0.069681,0.069681,0.797463,61.031816,0.069681,0.069681,0.774235,
09/30/1996,678,,-499.0,,179.0,,-112.0,,,67,-18.0,,18.0,,,,0.0,49,-36.0,13.0,0.0,,,13.0,0.0,13.0,0.0,,13.0,13.0,,58.830937,0.209044,0.209044,0.936825,62.403492,0.201301,0.201301,0.890371,
12/31/1996,668,,-493.0,,175.0,,-109.0,,,66,-19.0,,18.0,,,,1.0,47,-34.0,13.0,0.0,,,13.0,0.0,13.0,0.0,0.0,13.0,13.0,,59.010469,0.216786,0.216786,0.92134,61.624663,0.201301,0.201301,0.890371,
03/31/1997,673,,-496.0,,177.0,,-108.0,,,69,-17.0,,17.0,,,,0.0,52,-37.0,15.0,0.0,,,15.0,0.0,15.0,0.0,,15.0,15.0,,59.3437,0.255498,0.255498,0.960052,62.276916,0.247755,0.247755,0.929083,
06/30/1997,723,,-521.0,,202.0,,-114.0,,,88,-16.0,,16.0,,,,0.0,72,-45.0,27.0,0.0,,,27.0,0.0,27.0,0.0,,27.0,27.0,,59.533564,0.441314,0.441314,1.145869,62.329872,0.42583,0.42583,1.099414,
09/30/1997,757,,-547.0,,210.0,,-113.0,,,97,-15.0,,16.0,,,,-1.0,82,-48.0,34.0,0.0,,,34.0,0.0,34.0,0.0,,34.0,34.0,,59.91846,0.572934,0.572934,1.292973,63.171993,0.541965,0.541965,1.21555,
12/31/1997,721,,-523.0,,198.0,,-73.0,,,125,-11.0,,11.0,,0.0,,0.0,114,-42.0,72.0,0.0,,,72.0,0.0,72.0,0.0,,72.0,72.0,,60.227154,1.18458,1.18458,1.18458,63.620178,1.122641,1.122641,1.122641,
03/31/1998,735,,-539.0,,196.0,,-72.0,,,124,-14.0,,13.0,,,,1.0,110,-43.0,67.0,0.0,,,67.0,0.0,67.0,0.0,,67.0,67.0,,60.867784,1.099414,1.099414,1.099414,64.214311,1.045218,1.045218,1.045218,
06/30/1998,775,,-554.0,,221.0,,-74.0,,,147,-13.0,,13.0,,,,0.0,134,-52.0,82.0,0.0,,,82.0,0.0,82.0,0.0,,82.0,82.0,,62.778056,1.300716,1.300716,1.300716,64.960853,1.262004,1.262004,1.262004,
09/30/1998,814,,-581.0,,233.0,,-75.0,,,158,-12.0,,13.0,,,,-1.0,146,-55.0,91.0,0.0,,,91.0,0.0,91.0,0.0,,91.0,91.0,,64.166523,1.416851,1.416851,1.416851,65.270838,1.393624,1.393624,1.393624,
12/31/1998,806,,-572.0,,234.0,,-78.0,,,156,-12.0,,14.0,,,,-2.0,144,-52.0,92.0,0.0,,,92.0,0.0,92.0,0.0,,92.0,92.0,,64.045111,1.432336,1.432336,1.432336,64.993144,1.416851,1.416851,1.416851,
03/31/1999,873,,-642.0,,231.0,,-77.0,,,154,-13.0,,13.0,,,,0.0,141,-55.0,86.0,0.0,,,86.0,0.0,86.0,0.0,0.0,86.0,86.0,,64.180733,1.339427,1.339427,1.339427,65.033187,1.323943,1.323943,1.323943,
06/30/1999,949,,-684.0,,265.0,,-82.0,,,183,-12.0,,14.0,,,,-2.0,171,-67.0,104.0,0.0,,,104.0,0.0,104.0,0.0,0.0,104.0,104.0,,64.427425,1.618152,1.618152,1.618152,65.219173,1.602667,1.602667,1.602667,
09/30/1999,1006,,-723.0,,283.0,,-85.0,,,198,-11.0,,13.0,,,,-2.0,187,-71.0,116.0,0.0,,,116.0,0.0,116.0,0.0,0.0,116.0,116.0,,64.094194,1.811711,1.811711,2.020755,64.794239,1.796226,1.796226,2.00527,
12/31/1999,982,,-693.0,,289.0,,-94.0,,,195,-10.0,,13.0,,,,-3.0,185,-70.0,115.0,0.0,,,115.0,0.0,115.0,0.0,0.0,115.0,115.0,,63.360566,1.811711,1.811711,1.811711,63.932745,1.796226,1.796226,1.796226,
03/31/2000,989,,-721.0,,268.0,,-84.0,,,184,-11.0,,12.0,,,,-1.0,173,-67.0,106.0,0.0,,,106.0,0.0,106.0,0.0,0.0,106.0,106.0,,62.174881,1.695576,1.695576,1.695576,62.49778,1.687833,1.687833,1.687833,
06/30/2000,995,,-751.0,,244.0,,-79.0,,,165,-12.0,,13.0,,,,-1.0,153,-60.0,93.0,0.0,,,93.0,0.0,93.0,0.0,0.0,93.0,93.0,,58.808982,1.594925,1.594925,1.594925,59.200333,1.57944,1.57944,1.57944,
09/30/2000,956,,-761.0,,195.0,,-73.0,,,122,-15.0,,13.0,,,,2.0,107,-42.0,65.0,0.0,,,65.0,0.0,65.0,0.0,0.0,65.0,65.0,,56.764384,1.145869,1.145869,1.145869,56.941329,1.145869,1.145869,1.145869,
12/31/2000,841,,-708.0,,133.0,,-73.0,,,60,-913.0,,14.0,,,,899.0,-853,330.0,-523.0,0.0,,,-523.0,0.0,-523.0,0.0,0.0,-523.0,-523.0,,56.05142,-9.329538,-9.329538,0.603904,56.122458,-9.329538,-9.329538,0.603904,
03/31/2001,826,,-726.0,,100.0,,-68.0,,,32,-14.0,,14.0,-1.0,,,1.0,18,-7.0,11.0,0.0,,,11.0,0.0,11.0,0.0,0.0,11.0,11.0,,56.063043,0.193559,0.193559,0.193559,56.1315,0.193559,0.193559,0.193559,
06/30/2001,806,,-736.0,,70.0,,-65.0,,,5,-23.0,,16.0,-2.0,,,9.0,-18,5.0,-13.0,0.0,,,-13.0,0.0,-13.0,0.0,0.0,-13.0,-13.0,,56.095335,-0.224528,-0.224528,-0.108393,56.095335,-0.224528,-0.224528,-0.108393,
09/30/2001,842,,-734.0,,108.0,,-69.0,,,39,8.0,,1.0,-1.0,,,-8.0,47,-20.0,27.0,0.0,,,27.0,0.0,27.0,0.0,0.0,27.0,27.0,,56.13279,0.472284,0.472284,0.348406,56.13279,0.472284,0.472284,0.348406,
12/31/2001,822,,-686.0,,136.0,,-77.0,,,59,-54.0,,2.0,-1.0,,,53.0,5,-14.0,-9.0,0.0,,,-9.0,0.0,-9.0,0.0,0.0,-9.0,-9.0,,56.1315,-0.162589,-0.162589,0.456799,56.1315,-0.162589,-0.162589,0.456799,
03/31/2002,829,,-697.0,,132.0,,-82.0,,,50,-3.0,,1.0,-1.0,,,3.0,47,-21.0,26.0,96.0,,,-70.0,0.0,-70.0,0.0,0.0,-70.0,-70.0,,55.995883,-1.254262,0.464541,0.487768,55.995883,-1.254262,0.464541,0.487768,
06/30/2002,885,,-718.0,,167.0,,-80.0,,,87,-6.0,,2.0,-1.0,,,5.0,81,-33.0,48.0,0.0,,,48.0,0.0,48.0,0.0,0.0,48.0,48.0,,55.862847,0.859401,0.859401,0.936825,55.862847,0.859401,0.859401,0.936825,
