Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,1700.095947,72.245003,72.245003,0.0,349.412994,,,401.932007,,,,,127.519997,,,,951.109985,390.167999,776.596008,-386.428009,0.0,,358.817993,,,,,358.817993,748.985992,,216.378998,216.378998,,,,0.0,,,,,,261.821991,,,261.821991,478.200989,68.793999,,,,,180.893997,,,,180.893997,249.687996,727.888985,0.0,226.550003,,,-137.468002,,883.124985,972.206985,0.0,972.206985,1700.09597,
12/31/1992,1729.85498,167.712004,164.701004,3.011,277.313995,,,407.783997,,,,,135.354004,,,,988.164001,387.914001,786.882996,-398.968994,0.0,,353.777008,,,,,353.777008,741.691009,,231.539001,231.539001,,,,13.303,,,,,,260.980997,,,260.980997,505.822998,60.078999,,,,,258.105988,,,,258.105988,318.184987,824.007985,0.0,234.274994,,,-138.356003,,809.928024,905.847015,0.0,905.847015,1729.855,
03/31/1993,1764.348999,98.199997,95.199997,3.0,331.622986,,,455.658997,,,,,132.891006,,,,1018.372986,387.216003,798.562988,-411.346985,0.0,,358.76001,,,,,358.76001,745.976013,,245.785995,245.785995,,,,0.0,,,,,,285.990982,,,285.990982,531.776978,58.827,,,,,259.493988,,,,259.493988,318.320988,850.097965,0.0,241.110001,,,-139.591003,,812.731995,914.250992,0.0,914.250992,1764.348957,
06/30/1993,1875.953003,156.120003,113.120003,43.0,390.605011,,,437.709015,,,,,140.802994,,,,1125.237061,392.084015,813.593994,-421.51001,0.0,,358.631989,,,,,358.631989,750.716003,,283.86499,283.86499,,,,0.0,,,,,,302.613037,,,302.613037,586.478027,58.368,,,,,266.38501,,,,266.38501,324.75301,911.231037,0.0,242.938995,,,-140.574005,,862.357025,964.722015,0.0,964.722015,1875.953053,
09/30/1993,1868.792969,178.752003,147.052002,31.700001,370.782013,,,425.696991,,,,,140.766006,,,,1115.996948,391.501007,825.281006,-433.779999,0.0,,361.295013,,,,,361.295013,752.796021,,243.311005,243.311005,,,,0.0,,,,,,302.412018,,,302.412018,545.723022,38.222,,,,,266.381989,,,,266.381989,304.603989,850.327011,0.0,245.757004,,,-142.130997,,914.839981,1018.465988,0.0,1018.465988,1868.792999,
12/31/1993,1914.665039,269.791996,230.091995,39.700001,297.527008,,,428.917999,,,,,154.850006,,,,1151.087036,394.070007,838.754028,-444.68399,0.0,,369.507996,,,,,369.507996,763.578003,,254.996994,254.996994,,,,1.745,,,,,,310.758983,,,310.758983,567.500977,37.901001,,,,,276.09201,,,,276.09201,313.993011,881.493988,0.0,250.197006,,,-154.5,,937.473999,1033.171005,0.0,1033.171005,1914.664993,
03/31/1994,1896.264038,133.879997,115.879997,18.0,346.506989,,,475.197998,,,,,167.345001,,,,1122.930054,397.924988,855.48999,-457.565002,0.0,,375.408997,,,,,375.408997,773.333984,,248.895996,248.895996,,,,,,,,,,320.285034,,,320.285034,569.18103,36.713001,,,,,274.774994,,,,274.774994,311.487995,880.669025,0.0,252.716003,,,-177.561996,,940.441025,1015.595032,0.0,1015.595032,1896.264057,
06/30/1994,1949.126953,103.648003,103.648003,0.0,417.638,,,480.325012,,,,,171.0,,,,1172.610962,402.993988,871.122009,-468.127991,0.0,,373.522003,,,,,373.522003,776.515991,,307.104004,307.104004,,,,,,,,,,348.197021,,,348.197021,655.301025,23.497,,,,,275.52301,,,,275.52301,299.02001,954.321035,0.0,254.809006,,,-257.480011,,997.47702,994.806015,0.0,994.806015,1949.12705,
09/30/1994,1923.946045,147.570007,147.570007,0.0,388.635986,,,443.187012,,,,,170.112,,,,1149.505005,404.70401,880.981018,-476.277008,0.0,,369.737,,,,,369.737,774.44101,,241.110001,241.110001,,,,0.0,,,,,,331.993027,,,331.993027,573.103027,20.483999,,,,,273.856995,,,,273.856995,294.340994,867.444021,0.0,256.860992,,,-257.553009,,1057.194,1056.501984,0.0,1056.501984,1923.946005,
12/31/1994,1962.031006,251.414993,251.414993,0.0,310.984009,,,459.220001,,,,,167.005005,,,,1188.624023,409.201996,892.552979,-483.351013,0.0,,364.204987,,,,,364.204987,773.406983,,258.929993,258.929993,,,,0.999,,,,,,337.118981,,,337.118981,597.047974,20.465,,,,,291.174011,,,,291.174011,311.639011,908.686985,0.0,259.932007,,,-282.64801,,1076.059997,1053.343994,0.0,1053.343994,1962.030979,
03/31/1995,2002.938965,137.994995,137.994995,0.0,378.346008,,,519.094971,,,,,173.216995,,,,1208.652954,414.612,913.317993,-498.705994,0.0,,379.674011,,,,,379.674011,794.286011,,301.087006,301.087006,,,,0.0,,,,,,350.288971,,,350.288971,651.375977,20.752001,,,,,269.213013,,,,269.213013,289.965014,941.34099,0.0,264.001007,,,-283.799988,,1081.396973,1061.597992,0.0,1061.597992,2002.938982,
06/30/1995,2084.279053,148.438004,148.438004,0.0,437.084015,,,517.22998,,,,,176.988007,,,,1279.73999,426.644989,935.125977,-508.480988,0.0,,377.894012,,,,,377.894012,804.539001,,300.061005,300.061005,,,,0.0,,,,,,369.831024,,,369.831024,669.892029,20.732,,,,,270.687988,,,,270.687988,291.419989,961.312017,0.0,267.598999,,,-285.467987,,1140.835968,1122.96698,0.0,1122.96698,2084.278997,
09/30/1995,2109.531006,216.307999,211.307999,5.0,417.217987,,,465.513,,,,,183.884995,,,,1282.92395,442.589996,964.312988,-521.723022,0.0,,384.016998,,,,,384.016998,826.606995,,262.587006,262.587006,,,,0.0,,,,,,355.533966,,,355.533966,618.120972,22.711,,,,,289.963013,,,,289.963013,312.674013,930.794985,0.0,269.55899,,,-292.513,,1201.690002,1178.735992,0.0,1178.735992,2109.530977,
12/31/1995,2141.052979,269.483994,249.483994,20.0,334.303986,,,463.087006,,,,,172.022995,,,,1238.897949,456.356995,987.434021,-531.077026,0.0,,445.798004,,,,,445.798004,902.154999,,276.863007,276.863007,,,,0.0,,,,,,342.074005,,,342.074005,618.937012,24.018,,,,,285.971985,,,,285.971985,309.989985,928.926997,0.0,283.42099,,,-292.804993,,1221.51001,1212.126007,0.0,1212.126007,2141.053004,
03/31/1996,2732.329102,12.849,12.849,0.0,479.585999,,,597.033997,,,,,244.128006,,,,1333.597046,522.728027,1071.220947,-548.492981,0.0,,876.004028,,,,,876.004028,1398.732056,,326.123993,326.123993,,,,315.100006,,,,,,435.131958,,,435.131958,1076.355957,127.392998,,,,,308.100006,,,,308.100006,435.493004,1511.848961,0.0,287.031006,,,-292.863007,,1226.311981,1220.47998,0.0,1220.47998,2732.328941,
06/30/1996,2949.833984,12.666,12.666,0.0,602.200012,,,583.271973,,,,,258.355011,,,,1456.493042,539.192993,1112.657959,-573.465027,0.0,,954.14801,,,,,954.14801,1493.341003,,390.846985,390.846985,,,,323.334991,,,,,,495.542999,,,495.542999,1209.724976,134.638,,,,,311.709991,,,,311.709991,446.347992,1656.072968,0.0,292.071991,,,-292.863007,,1294.552032,1293.761017,0.0,1293.761017,2949.833984,
09/30/1996,2942.063965,6.194,6.194,0.0,584.02301,,,580.515991,,,,,223.313004,,,,1394.046021,553.213013,1154.790039,-601.577026,0.0,,994.804993,,,,,994.804993,1548.018005,,367.522003,367.522003,,,,221.320999,,,,,,537.790054,,,537.790054,1126.633057,137.641006,,,,,310.093994,,,,310.093994,447.735001,1574.368057,0.0,294.755005,,,-293.743011,,1366.684052,1367.696045,0.0,1367.696045,2942.064102,
12/31/1996,2994.590088,1.88,1.88,0.0,452.42099,,,642.687012,,,,,319.199005,,,,1416.187012,549.390991,1133.932007,-584.541016,0.0,,1029.011963,,,,,1029.011963,1578.402954,,385.928009,385.928009,,,,168.001007,,,,,,497.077942,,,497.077942,1051.006958,142.679001,,,,,399.671997,,,,399.671997,542.350998,1593.357956,0.0,304.872986,,,-295.95401,,1392.313019,1401.231995,0.0,1401.231995,2994.589951,
03/31/1997,4161.157227,58.202999,58.202999,0.0,596.846008,,,755.192017,,,,,240.061996,,,,1650.302979,641.650024,1245.656982,-604.007019,0.0,,1869.203979,,,,,1869.203979,2510.854004,,399.540985,399.540985,,,,551.643005,,,,,,571.191986,,,571.191986,1522.375977,795.672974,,,,,441.341003,,,,441.341003,1237.013977,2759.389954,0.0,306.678009,,,-297.194,,1392.28299,1401.766998,0.0,1401.766998,4161.156952,
06/30/1997,4219.348145,7.406,7.406,0.0,688.731995,,,751.664978,,,,,240.320007,,,,1688.123047,656.984009,1285.114014,-628.130005,0.0,,1874.240967,,,,,1874.240967,2531.224976,,462.76001,462.76001,,,,438.437012,,,,,,624.945923,,,624.945923,1526.142944,796.232971,,,,,413.890015,,,,413.890015,1210.122986,2736.26593,0.0,313.596008,,,-300.35199,,1469.837952,1483.08197,0.0,1483.08197,4219.3479,
09/30/1997,4186.505859,18.240999,18.240999,0.0,672.106018,,,714.947998,,,,,247.938995,,,,1653.234009,680.36499,1318.694946,-638.330017,0.0,,1852.906982,,,,,1852.906982,2533.271973,,430.502991,430.502991,,,,340.529999,,,,,,645.759003,,,645.759003,1416.791992,799.593994,,,,,408.259003,,,,408.259003,1207.852997,2624.644989,0.0,320.233002,,,-301.429993,,1543.058044,1561.861053,0.0,1561.861053,4186.506042,
12/31/1997,4035.801025,3.53,3.53,0.0,546.314026,,,721.66803,,133.988007,587.679993,,260.740997,,,,1532.253052,692.257996,1357.843994,-665.585999,0.0,,1811.290039,1471.349976,,,,339.940063,2503.548035,,424.18399,424.18399,,,,160.839005,,,,,,530.639969,,,530.639969,1115.662964,843.919006,,,,,484.039001,,,,484.039001,1327.958007,2443.620971,0.0,324.233002,,,-301.417999,,1569.36502,1592.180023,0.0,1592.180023,4035.800994,
03/31/1998,4193.811035,2.734,2.734,0.0,638.69397,,,768.192017,,128.968002,639.223999,,269.671997,,,,1679.291992,702.807007,1389.735962,-686.929016,0.0,,1811.712036,1457.563965,,,,354.148071,2514.519043,,454.829987,454.829987,,,,334.730988,,,,,,521.481994,,,521.481994,1311.042969,791.672974,,,,,481.868011,,,,481.868011,1273.540985,2584.583954,0.0,336.61499,,,-302.311005,,1574.923066,1609.227051,0.0,1609.227051,4193.811005,
06/30/1998,8520.76,41.508,41.508,,1451.7,1451.7,,1446.896,,253.56,1193.336,,539.89,,,,3479.994,1429.662,2839.612,-1409.95,,,3611.104,2887.242,2285.092,602.15,,723.862,5040.766,,904.804,904.804,,,,662.392,,,,,,1115.054,,,1115.054,2682.25,1566.264,,,,,957.222,,,,957.222,2523.486,5205.736,,677.916,,,-671.54,3377.058,-68.41,3315.024,,3315.024,8520.76,
09/30/1998,8383.028,6.742,6.742,0.0,1410.848,1410.848,,1377.246,,270.986,1106.26,,531.282,,,,3326.118,1437.366,2814.712,-1377.346,0.0,,3619.544,2876.296,2283.13,593.166,,743.248,5056.91,,796.79,796.79,,,,421.998,,,,,,1227.46,,,1227.46,2446.248,1566.206,,,,,943.1,,,,943.1,2509.306,4955.554,0.0,684.264,,,-714.242,3539.668,-82.216,3427.474,0.0,3427.474,8383.028,
12/31/1998,4065.461914,19.132999,19.132999,0.0,604.515991,,,682.52301,,114.195,568.328003,,241.117996,,,,1547.290039,718.856995,1440.244019,-721.387024,0.0,,1799.314941,1414.843018,,,,384.471924,2518.171936,,408.144012,408.144012,,,,118.178001,,,,,,585.651009,,,585.651009,1111.973022,730.28302,,,,,507.265991,,,,507.265991,1237.549011,2349.522034,0.0,349.386993,,,-386.464996,,1753.017975,1715.939972,0.0,1715.939972,4065.462006,
03/31/1999,4057.115967,3.503,3.503,0.0,652.429993,652.429993,,684.388977,,109.193001,575.195984,,274.802002,,,,1615.124023,706.742981,1444.532959,-737.789978,0.0,,1735.249023,1346.833984,1060.016968,286.817017,,388.415039,2441.992004,,415.352997,415.352997,,,,160.718994,,,,,,761.09903,,,761.09903,1337.171021,629.124023,,,,,496.880005,,,,496.880005,1126.004028,2463.175049,0.0,352.963013,,,-419.890015,1806.359985,-145.491943,1593.94104,0.0,1593.94104,4057.116089,
06/30/1999,4161.399902,7.416,7.416,0.0,744.607971,,,676.164978,,121.679001,554.486023,,272.324005,,,,1700.512939,715.546997,1475.633057,-760.085999,0.0,,1745.339966,1348.657959,,,,396.682007,2460.886963,,475.888,475.888,,,,236.121994,,,,,,637.918961,,,637.918961,1349.928955,626.80603,,,,,498.571014,,,,498.571014,1125.377045,2475.306,0.0,355.403992,,,-438.207001,,1768.896942,1686.093933,0.0,1686.093933,4161.399933,
09/30/1999,8213.39,10.026,10.026,0.0,1471.258,1471.258,,1298.182,0.0,212.316,1085.866,0.0,552.322,,,,3331.788,1420.012,2975.278,-1555.266,0.0,,3461.59,2657.948,2098.41,559.538,,803.642,4881.602,,819.146,819.146,,,,521.75,,,,,,1277.488,,,1277.488,2618.384,1248.942,,,,,978.164,,,,978.164,2227.106,4845.49,0.0,713.508,,,-1032.77,3969.538,-282.376,3367.9,0.0,3367.9,8213.39,
12/31/1999,4032.812012,18.622999,18.622999,0.0,606.046021,,,703.388,0.0,111.475998,591.911987,0.0,250.042007,,,,1578.098999,711.676025,1447.927002,-736.250977,21.093,,1721.94397,1314.479004,,,,407.464966,2454.712996,,458.919006,458.919006,,,,122.277,,,,,,559.693031,,,559.693031,1140.889038,624.36499,,,,,569.026001,,,,569.026001,1193.390991,2334.280029,0.0,357.196014,,,-533.890991,,1875.227051,1698.532074,0.0,1698.532074,4032.812103,
03/31/2000,4209.541016,3.633,3.633,0.0,708.205994,,,731.952026,,112.160004,619.791992,,288.752991,,,,1732.543945,725.492981,1486.152954,-760.659973,0.0,,1751.504028,1310.522949,,,,440.981079,2476.997009,,497.097992,497.097992,,,,254.987,,,,,,602.322968,,,602.322968,1354.407959,624.234009,,,,,537.859985,,,,537.859985,1162.093994,2516.501953,0.0,358.720001,,,-572.130981,,1906.449951,1693.038971,0.0,1693.038971,4209.540924,
06/30/2000,4361.315918,1.726,1.726,0.0,767.784973,,,719.617004,,112.281998,607.335022,,342.023987,,,,1831.151978,736.44397,1516.140991,-779.697021,0.0,,1793.719971,1328.891968,,,,464.828003,2530.16394,,503.131989,503.131989,,,,315.365997,,,,,,609.135071,,,609.135071,1427.633057,621.093994,,,,,534.185974,,,,534.185974,1155.279968,2582.913025,0.0,360.415009,,,-601.424011,,2019.412048,1778.403046,0.0,1778.403046,4361.316071,
09/30/2000,8533.336,6.008,6.008,,1483.494,1483.494,,1342.334,,206.918,1135.416,,577.258,,,,3409.094,1463.0,3058.99,-1595.99,,,3661.242,2655.936,2128.288,527.648,,1005.306,5124.242,,919.87,919.87,,,,483.112,,,,,,1238.206,,,1238.206,2641.188,1248.764,,,,,1063.042,,,,1063.042,2311.806,4952.994,,725.314,,,-1289.32,4435.844,-291.496,3580.342,,3580.342,8533.336,
12/31/2000,3750.669922,2.896,2.896,0.0,594.161987,,,703.72699,0.0,106.254997,597.471985,0.0,250.753998,,,,1551.53894,722.379028,1530.409058,-808.030029,15.913,,1460.838989,964.632019,,,,496.20697,2199.131018,,448.799011,448.799011,,,,126.230003,,,,,,540.214027,,,540.214027,1115.243042,623.586975,,,,,539.976013,,,,539.976013,1163.562988,2278.80603,0.0,365.497986,,,-678.778015,,1785.143982,1471.863953,0.0,1471.863953,3750.669983,
03/31/2001,3820.568115,1.151,1.151,0.0,637.304016,,,709.775024,0.0,99.527,610.247986,0.0,278.776001,,,,1627.005981,711.231995,1536.364014,-825.132019,,,1482.329956,953.249023,697.966003,255.28302,,529.080933,2193.561951,,462.131012,462.131012,,,,475.837006,,,,,,443.019043,,,443.019043,1380.987061,521.815979,,,,,467.674988,,,,467.674988,989.490967,2370.478027,0.0,371.048004,,,-716.651978,,1795.69397,1450.089996,0.0,1450.089996,3820.568024,
06/30/2001,3802.488037,13.377,13.377,0.0,711.601013,,,647.169983,0.0,94.891998,552.278015,0.0,260.007996,,,,1632.156006,701.119995,1542.995972,-841.875977,,,1469.212036,934.794006,682.776978,252.017028,,534.41803,2170.332031,,464.897003,464.897003,,,,368.346008,,,,,,552.964997,,,552.964997,1386.208008,507.391998,,,,,463.259003,,,,463.259003,970.651001,2356.859009,0.0,370.385986,,,-764.64801,,1839.891052,1445.629028,0.0,1445.629028,3802.488037,
09/30/2001,3692.133057,2.514,2.514,0.0,673.60199,,,600.835999,0.0,83.615997,517.219971,0.0,249.104996,,,,1526.057007,689.789001,1553.442993,-863.653992,,,1476.286987,921.833008,672.275024,249.557983,,554.453979,2166.075989,,443.233002,443.233002,,,,205.123993,,,,,,611.455994,,,611.455994,1259.812988,512.015015,,,,,463.333008,,,,463.333008,975.348022,2235.161011,0.0,371.665985,,,-805.695984,,1891.002014,1456.972015,0.0,1456.972015,3692.133026,
12/31/2001,3627.925049,118.814003,118.814003,0.0,523.278015,,,632.763,0.0,101.847,530.916016,0.0,232.089996,,,,1506.944946,672.687988,1564.635986,-891.947998,10.182,,1438.109985,919.885986,672.396973,247.489014,,518.223999,2120.979974,,454.410004,454.410004,,,,111.851997,111.851997,0.0,0.0,,,575.091026,,,575.091026,1141.353027,503.516998,503.516998,0.0,0.0,,495.290985,,,,495.290985,998.807983,2140.161011,0.0,408.674011,,,-837.283997,,1916.373962,1487.763977,0.0,1487.763977,3627.924988,
03/31/2002,3433.895996,19.333,19.333,0.0,597.862,,,652.734009,0.0,87.931999,564.802002,0.0,258.321991,,,,1528.250977,652.270996,1539.019043,-886.747986,,,1253.374023,750.911987,562.252991,188.658996,,502.462036,1905.645019,,469.802002,469.802002,,,,232.123993,232.123993,0.0,0.0,,,496.51297,,,496.51297,1198.438965,503.528015,503.528015,0.0,0.0,,453.798004,,,,453.798004,957.326019,2155.764984,0.0,419.778992,,,-884.968994,,1743.320984,1278.130982,0.0,1278.130982,3433.895966,
06/30/2002,3470.724121,11.503,11.503,0.0,687.258972,,,612.370972,0.0,83.112999,529.257996,0.0,239.802002,,,,1550.935059,650.94397,1555.340942,-904.396973,,,1268.844971,753.208008,555.799011,197.408997,,515.636963,1919.788941,,530.773987,530.773987,,,,65.476997,65.476997,0.0,0.0,,,600.655998,,,600.655998,1196.906982,507.243988,507.243988,0.0,0.0,,449.567993,,,,449.567993,956.811981,2153.718963,0.0,440.635986,,,-936.525024,,1812.894043,1317.005005,0.0,1317.005005,3470.723968,
09/30/2002,3436.136963,49.855999,49.855999,0.0,637.289001,,,595.796021,0.0,77.997002,517.799011,0.0,229.317001,,,,1512.258057,656.789001,1572.792969,-916.004028,,,1267.089966,750.612,554.73999,195.87201,,516.477966,1923.878967,,526.981995,526.981995,,,,14.0,14.0,0.0,0.0,,,609.44403,,,609.44403,1150.426025,508.022003,508.022003,0.0,0.0,,440.028015,,,,440.028015,948.050018,2098.476043,0.0,441.790985,,,-988.091003,,1883.960998,1337.66098,0.0,1337.66098,3436.137023,
12/31/2002,3432.312012,164.011993,164.011993,0.0,493.934998,,,624.650024,0.0,89.666,534.984009,0.0,223.395996,,,,1505.993042,664.599976,1577.505005,-912.905029,4.092,,1257.626953,738.245972,552.20697,186.039002,,519.380981,1926.318929,,522.338989,522.338989,,,,15.001,15.001,0.0,0.0,,,546.155983,,,546.155983,1083.495972,506.682007,506.682007,0.0,0.0,,500.243988,,,,500.243988,1006.925995,2090.421967,0.0,475.471008,,,-1029.894043,,1896.313049,1341.890014,0.0,1341.890014,3432.311981,
03/31/2003,3407.840088,12.834,12.834,0.0,553.815979,,,662.312012,0.0,78.699997,583.612,0.0,228.709,,,,1457.671021,671.35498,1602.144043,-930.789001,,,1278.813965,736.049011,551.758972,184.290039,,542.764954,1950.168945,,530.145996,530.145996,,,,112.732002,112.732002,0.0,0.0,,,475.050957,,,475.050957,1117.928955,506.455994,506.455994,0.0,0.0,,503.743011,,,,503.743011,1010.199005,2128.12796,0.0,478.221985,,,-1102.520996,2165.468994,-261.458008,1279.711975,0.0,1279.711975,3407.839935,
06/30/2003,3532.324951,20.016001,20.016001,0.0,675.75,,,652.411987,0.0,96.207001,556.205017,0.0,226.716003,,,,1574.894043,679.471008,1631.223999,-951.752991,,,1277.959961,736.171997,552.958984,183.213013,,541.787964,1957.430969,,569.997986,569.997986,,,,12.474,12.474,0.0,0.0,,,577.35797,,,577.35797,1159.829956,505.515015,505.515015,0.0,0.0,,498.339996,,,,498.339996,1003.855011,2163.684967,0.0,483.78299,,,-1128.203979,2252.843018,-239.782044,1368.639985,0.0,1368.639985,3532.324952,
09/30/2003,3639.060059,148.718002,148.718002,0.0,657.166992,,,610.005005,0.0,91.828003,518.177002,0.0,251.690994,,,,1667.581055,672.557983,1634.729004,-962.171021,,,1298.921021,732.445984,551.771973,180.674011,,566.475037,1971.479004,,552.341003,552.341003,,,,11.595,11.595,0.0,0.0,,,632.57303,,,632.57303,1196.509033,505.122986,505.122986,0.0,0.0,,505.463989,,,,505.463989,1010.586975,2207.096008,0.0,498.035004,,,-1172.35498,2350.552002,-244.268006,1431.96402,0.0,1431.96402,3639.060028,
