Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Net Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1990,66.439499,66.333,66.333,,4.697134,2.268479,0.509354,0.366667,0.366667,,0.366667,0.366667,0.366667,0.386667,0.481284,,10.805951,12.611805,,
06/30/1990,66.882002,66.730499,66.730499,,4.815219,2.246529,0.095668,0.086667,0.086667,,0.086667,0.086667,0.086667,0.193333,-0.06225,,21.190319,12.477677,,
09/30/1990,67.164001,67.052999,67.052999,,5.776669,3.023996,-0.486108,-0.306667,-0.306667,,-0.306667,-0.306667,-0.306667,0.193333,1.318271,,22.693183,11.973245,,
12/31/1990,67.6455,67.404752,67.404752,,4.971475,2.238418,-0.432596,-0.26,-0.26,-0.26,-0.26,-0.26,-0.26,,0.261628,,13.024488,11.490712,,
03/31/1991,68.299501,68.126999,68.126999,,4.660032,2.231391,-0.00684,0.02,0.02,,0.02,0.02,0.02,0.1,0.861964,,9.767963,11.366496,,
06/30/1991,68.49,68.407499,68.407499,,4.558521,2.287834,0.06894,0.053333,0.053333,,0.053333,0.053333,0.053333,0.2,0.569338,,12.60676,11.331932,,
09/30/1991,68.657999,68.602501,68.602501,,4.664859,2.446135,0.173448,0.106667,0.106667,,0.106667,0.106667,0.106667,,1.505441,,14.476566,11.338009,,
12/31/1991,68.829003,68.743499,68.743499,,4.449686,2.393652,0.131314,0.12,0.12,0.12,0.12,0.12,0.12,0.1,3.345509,,12.877551,11.358453,,
03/31/1992,69.246002,69.090002,69.090002,,4.166667,2.481357,0.161181,0.133333,0.133333,,0.133333,0.133333,0.133333,0.1,5.495064,,11.103573,11.390622,,
06/30/1992,69.438,69.368998,69.368998,,4.12693,2.574854,0.18096,0.14,0.14,,0.14,0.14,0.14,0.1,2.542288,,13.18644,11.430211,,
09/30/1992,75.754498,72.025497,72.025497,,3.858675,2.47486,0.317998,0.22,0.22,,0.22,0.22,0.22,0.1,2.700877,,10.291006,11.53682,,
12/31/1992,76.295997,76.025247,76.025247,,3.649722,2.448384,0.332613,0.233333,0.233333,0.233333,0.233333,0.233333,0.233333,0.2,7.54986,,14.854855,11.668528,,
03/31/1993,76.672503,80.471998,80.471998,,3.439606,2.325505,0.29107,0.26,0.213333,,0.26,0.213333,0.213333,,2.906676,,9.989579,11.834425,,
06/30/1993,76.846498,80.722498,80.722498,,3.378823,2.315476,0.398613,0.286667,0.286667,,0.286667,0.286667,0.286667,0.213333,-0.098473,,8.803954,12.011101,,
09/30/1993,81.219,80.985003,80.985003,,3.359511,2.354905,0.4416,0.153333,0.153333,,0.153333,0.153333,0.153333,,1.674866,,9.415999,11.97588,,
12/31/1993,81.391503,81.312,81.312,,3.265705,2.344906,0.438951,0.3,0.3,0.3,0.3,0.3,0.3,0.246667,-0.138872,,10.377447,12.154144,,
03/31/1994,81.754498,125.840996,125.840996,,2.808814,1.986697,0.528778,0.32,0.333333,,0.32,0.333333,0.333333,,0.625369,,8.945208,12.430557,,
06/30/1994,82.025997,126.301495,126.301495,,2.909641,2.020135,0.537088,0.326667,0.326667,,0.326667,0.326667,0.326667,0.28,0.685803,,10.884817,12.524993,,
09/30/1994,82.381502,126.768002,126.768002,,3.065411,2.095087,0.382533,0.153333,0.153333,,0.153333,0.153333,0.153333,0.173333,0.39719,,12.834094,12.806067,,
12/31/1994,127.505997,127.357499,127.357499,,3.166786,2.089779,0.59618,0.4,0.4,0.4,0.4,0.4,0.4,0.173333,0.599745,,9.873873,11.636386,,
03/31/1995,128.1045,127.812,127.812,,3.24813,2.093528,0.696374,0.44,0.44,,0.44,0.44,0.44,0.193333,1.646919,1.611883,9.921548,11.988471,,
06/30/1995,128.578503,128.344505,128.344505,,3.348862,2.108622,0.71185,0.453333,0.453333,,0.453333,0.453333,0.453333,,0.270958,0.21782,11.989119,12.332575,,
09/30/1995,131.989494,131.440498,131.440498,,3.314389,2.088481,0.737893,0.466667,0.466667,,0.466667,0.466667,0.466667,0.193333,0.429693,0.396864,8.738635,12.905398,,
12/31/1995,132.706502,132.377998,132.377998,,3.317795,2.120526,0.769486,0.486667,0.486667,0.486667,0.486667,0.486667,0.486667,0.193333,0.810422,,11.436493,13.260059,,
03/31/1996,140.098503,168.964497,166.743004,,3.228933,1.927571,0.763642,0.06,0.06,0.48,0.06,0.06,0.47,0.213333,0.599294,0.516651,8.574018,12.664675,,
06/30/1996,140.569496,169.471504,167.422497,,3.23091,1.962849,0.813385,0.53,0.53,0.53,0.52,0.52,0.52,0.213333,0.442581,0.377864,9.969681,12.927136,,
09/30/1996,137.441998,168.9375,166.908005,,3.22803,1.970906,0.875836,0.52,0.52,0.56,0.52,0.52,0.56,0.213333,-0.098575,,9.890747,13.061743,,
